,ST16924,ST17220,ST17263,ST17530,ST17584,ST17626,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25938,ST25945,ST25947,ST25956,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26349,ST26374,ST26376,ST26528,ST26673,ST26678,ST26737,ST26745,ST26764,ST26992,ST27049,ST27088,ST27219,ST27223,ST27243,ST27284,ST27341,ST27403,ST27522,ST27526,ST27540,ST27602,ST364,ST377,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST689,ST823,ST967
84617,-2.9852653,0.89698476,0.6197338,-1.2940633,0.17408772,0.9381773,1.2234136,0.588191,-0.4634791,-0.35864636,-8.447451,-1.9441749,1.2151723,-4.4422336,0.136991,-1.0223566,0.2588414,-5.91415,-6.0997777,-0.28807014,-4.254532,0.95425344,-4.536042,0.46084508,-2.774518,0.044383436,0.0129972175,-0.14875613,0.1857,-0.054275975,0.3878457,-0.20675907,0.49780476,1.2822998,1.4833994,-1.2753079,-2.2574146,-0.034647375,-0.93429244,-1.3646114,-1.2925843,0.2106306,-0.37507012,-1.10719,0.019547403,-0.5965148,-4.9996095,-5.0994425,-1.4148016,1.7815938,-0.30801117,0.44807112,0.09254533,-0.0949937,-0.3089581,0.19870047,-0.224338,0.5979736,1.9187342,-1.3983495,-3.2127,-2.8870783,-1.9317816,-0.29019642,-0.9851789,0.4248639,-3.560337,-4.482255,-0.8054879,-2.465234,-0.105291024,-1.07125,-1.6706059,-0.78193796,-0.2421489,-0.2714063,-0.39839447,0.4218865,0.45360857,0.052300006,-0.19082502,-0.6771296,-9.160153,-0.7449249,0.35647503,-3.7601335,-0.7362702,0.12125,0.21233189,0.19650662,-0.15211114,-0.47419894,1.8112409,-0.76094735,-2.569922,1.0427015,-0.57065,-0.035743445,-2.54395,-0.50759786
847,-0.83455545,-0.49003348,-0.8011821,2.1933835,0.40843245,-0.40240484,-2.6312084,0.06419045,-2.42795,1.4969325,5.63125,3.8148258,-0.34741765,0.4054224,0.43128568,0.61105084,0.51252323,4.7919827,3.0481758,2.6262994,2.7354655,-0.67489475,3.6915212,1.993827,3.0509648,-0.14966163,0.2986741,2.9026022,0.51665,1.6548965,3.661749,2.8143673,3.1768363,1.7337949,0.480812,5.3726416,1.1519035,-0.457715,1.6156814,2.034847,1.579572,1.7257991,0.52903146,2.6512241,-0.61603403,6.6981463,4.2645187,4.4730573,-0.052832514,0.24889648,-2.6584797,-0.4435038,1.0220213,-0.12309413,1.4459906,-1.2020558,0.5592029,-0.16550764,-0.05786383,2.1130857,-2.0269,-2.1034422,-1.4246409,1.9227293,0.54029894,-0.45096755,1.1886295,0.9936756,-0.34115613,-0.1026696,1.0992529,3.9724002,2.6524382,3.376515,0.15351975,-0.09123935,-0.5014902,-0.47060892,-0.5716338,-0.71940005,-0.21460354,0.16261247,-0.91790736,0.29455364,0.2763,-0.530189,-1.0248545,-1.2344999,1.3129588,0.028794155,0.7752986,1.1439775,-0.25042176,0.940362,-1.5959212,1.9565262,3.803,0.6189817,-0.7006,0.0015482102
84722,1.3705375,-4.862484,0.6384477,-1.4294424,-0.0983565,0.9420452,-4.309436,-0.12617391,0.39180782,-1.6551194,0.33325,-2.5148993,-0.014756903,-1.8506266,-0.1881123,-2.0835524,0.09245025,-1.0031686,0.244825,-7.0254965,0.04605767,-2.768784,-1.4014304,1.0496376,-0.71444106,0.27532047,-0.27583754,-0.44490787,0.1542,-2.33459,-2.5982356,-1.7124004,-2.327648,-1.3002595,-0.4012283,-3.5287483,0.008494943,-0.6545161,-0.11690985,1.9826708,-0.28757137,-0.6998528,-1.3521242,-1.6346108,-0.44575486,-3.8465097,-2.0918977,-2.7437086,-2.8237276,-2.6659825,-1.3802391,-1.6525327,-2.0406344,0.4129811,-0.7803642,-0.5462723,-1.8097566,-0.32931638,0.4241212,0.001964867,-0.83865,-0.51341075,0.012745559,-0.22842601,0.28441885,0.3796482,-2.759918,-1.7968701,-0.25231844,-0.97409433,-0.7086776,1.71895,-2.679894,0.0877933,0.3169488,-0.5914365,-0.060801193,0.25000036,0.09915562,0.3703,0.037666224,-0.3342428,0.07210335,0.2153522,-0.34966367,0.21552491,0.6745763,0.64405,-3.7493165,-0.5693305,-1.8611027,-0.3979315,-1.8991648,-2.422316,-3.3626466,-2.1970553,-0.27975,-1.2168355,0.27165002,0.48322165
8480,-0.61281586,-0.66779304,0.67982435,-0.76729894,0.22558278,0.5757727,0.25728995,-0.98953086,-1.1587005,-0.5138509,-10.0,-0.9122188,0.7045614,-3.7463875,-5.5077286,-5.2667294,-0.74394983,-10.0,-5.5136476,-1.6473491,-7.750493,-0.9252548,-2.4068317,-0.664583,-4.0297594,-0.73574334,-0.55031496,-2.842448,-0.84025,-0.32107,-2.91527,-1.5970104,-2.4248152,-2.8055012,-0.7120274,-3.4217224,0.39881587,0.019624498,-1.188791,-1.0492352,-1.0371667,-1.8701689,-2.0496683,-2.0401444,-1.2223366,0.02058328,1.0464996,-1.9261186,-3.374216,-3.8961105,0.13869375,-0.2625191,-1.3379506,0.5361303,-3.7989397,0.2923922,-0.9561838,0.103502706,-0.14327097,-2.560358,-2.2845001,-0.18574135,-0.9788126,0.16173083,-0.0773588,0.7014103,1.2407382,1.5028743,-0.10300858,-0.56303954,-0.4258017,-10.0,-1.0341585,-5.676638,0.20586368,-0.044389583,0.9292369,0.3054826,0.17236896,-0.12505,0.3817895,-0.6581861,3.7891035,-0.7538471,-0.22873253,-0.25467378,1.0376034,0.6774,-2.678583,-1.0679657,-2.2471225,0.9485018,0.52510935,-4.6468263,2.6190908,-0.54256624,-8.4326,0.83792055,-0.30695,-1.417804
84890,-0.935366,-0.31669548,4.1040106,-1.8995683,4.502717,0.40583974,1.5392575,-1.2408829,-1.2574815,3.9639554,-10.0,-3.606493,0.38169596,-0.64196783,-1.9898318,1.9106464,0.2369783,-10.0,-2.6628244,1.2427974,-4.58063,0.95219004,-3.0057197,-0.4303261,-1.6424041,0.11664373,-0.7574558,-0.046857834,-0.36755,1.128403,-1.5453159,-0.66458213,-1.3505085,1.165857,0.8281809,1.2819779,0.3602599,0.9708104,0.2730852,-1.956235,0.5084255,-0.12889545,0.0069392994,-0.10240195,-0.55521613,1.0082155,-0.06660125,-0.4874732,2.0448036,0.5709717,1.7840217,0.23146595,1.533984,-0.05776479,-0.3790361,0.25020462,-0.36367762,0.07943744,0.45197284,-0.17422077,-10.0,-10.000001,-0.80341905,-0.59128726,0.027581222,0.21899338,-10.0,-9.972159,-0.125916,-0.7597023,-0.12122485,-10.0,8.223829,-8.60975,0.06326772,0.09966357,0.52426565,0.23293692,-0.097869255,-0.00040000677,-0.16330826,-0.099599555,0.89801127,-0.2919755,0.7776482,0.017272338,0.6464236,0.66894996,0.3611725,-1.2054626,0.23450273,-0.7921524,0.8590661,1.4173181,-9.473413,0.49052078,-9.6363,0.31059498,-0.62385,0.311495
8503,-0.746729,0.41719142,0.1250289,4.8351755,0.8334709,-0.2731473,3.0469978,-0.37020594,-0.32616165,1.2848588,4.0606003,6.238783,-0.09040049,0.011189461,-0.6684997,-1.1258585,0.43835524,5.533665,2.0399394,0.122204855,2.145856,-0.20345521,6.6227818,0.17990747,1.1082689,0.014682487,0.15614852,-0.5107736,0.287,0.989748,4.020767,2.4111943,4.6862082,6.9483566,-0.9574637,3.5771513,0.8968315,-0.8530902,0.8256203,0.80362755,-0.28913713,-0.47217768,-0.64040065,1.4651039,-0.8063641,5.404232,7.310998,6.524667,-2.7608223,-3.3284683,-0.2536884,-0.16289598,-0.07556163,-0.35382074,-1.351438,-0.34117156,-0.21142727,0.23009247,-0.53837454,0.70310235,8.251801,8.051937,-0.9472978,-1.513553,0.27877274,0.26773807,4.4624443,4.74103,-1.0145919,-0.7015252,-1.4044752,3.35845,4.048437,3.7288578,-0.17326894,-0.4986658,-0.5586477,-0.7917328,-0.8258275,0.28285,-0.17961715,0.15084657,4.683366,0.3476023,-0.07461691,0.4699098,0.2040931,0.36985,-1.3040211,-0.10836014,0.9460052,-1.64114,-0.027256727,-2.432341,1.7674159,0.7703681,4.12285,-0.317523,-1.558,-2.1538718
8508,-0.34284687,-0.5975204,0.07916957,3.211434,1.433157,-0.009192079,-0.30361307,-0.81770205,-2.6998224,2.007791,-1.4178001,5.1047764,0.18712562,0.040907785,-1.2373962,-0.08403349,1.2812673,0.6777903,-2.621387,3.8886604,-0.75804836,0.8333663,4.4427104,1.3416042,1.4963019,-0.63421017,0.17199586,0.85684013,0.1012,0.65036035,2.588191,1.498064,3.4441912,-1.095808,1.4252284,4.4353867,1.4407411,0.47433656,1.5531049,4.081139,1.6398109,1.410389,1.4873266,3.2571483,-2.6926806,3.2997406,3.0732086,3.6855798,3.1300845,2.2995064,1.0880558,0.0991032,1.0693772,0.95755875,1.4623389,0.07444249,0.5074629,0.18569002,1.038063,1.1781862,-6.03655,-4.4869967,-1.681236,-0.525164,-0.38512063,0.2583841,-2.2393403,-3.198625,0.14786683,-1.2004436,0.7434021,-2.1623,-1.9048207,-3.6360946,-0.08855195,-0.34783742,0.14690208,1.2907792,0.14946449,0.34815,1.0372547,0.93753827,-6.7049866,0.4712428,0.98867065,0.5148979,-0.46664608,0.4199,3.42162,-1.2627797,0.8511691,-0.7122853,-0.4489794,1.0054545,-3.5917902,1.4768491,-2.90365,-0.06360584,-0.92555,1.6241033
8518,-1.3222063,-2.9540036,-3.1335158,0.5197799,-0.09647021,0.29335272,0.20612067,3.9336288,-0.40180627,-1.1435174,-7.9098997,-0.19552934,0.73222375,-1.295037,-1.5817409,-0.96923184,-0.20057818,-7.0829067,-5.5071974,-0.33917442,-3.6450284,-0.4991862,-0.20364383,-0.40773848,-2.452929,0.30190182,-0.7975579,0.21058208,-0.033899996,0.89576614,-2.6250224,-1.6285866,-2.3067663,1.1013246,-0.21734808,0.80994385,0.05003255,-0.23368958,-0.41127968,-1.8003173,-0.7720487,-0.9425699,-0.90205,-2.1590745,0.6851411,0.13328683,3.97078,3.2205825,-1.3083192,-1.1647272,-0.14712167,-2.616724,-0.041850448,0.36987984,-1.5842474,-0.41314253,0.18496943,0.38591978,0.6042012,-0.76298124,-1.98445,-1.8431957,-0.6732225,-0.46193767,0.26472294,-0.25896412,-1.9055066,-2.9519675,0.25296265,0.17601612,-1.1623076,-6.9257503,-3.6312542,-6.064569,0.14638658,-0.43244582,-0.27585196,-0.5485014,1.5069278,0.91545,0.13220164,-0.20339698,-3.1926882,-0.4904952,-0.89308035,1.3447883,0.0310302,0.81715,-0.49799728,-0.13343495,0.8486273,0.2275428,-0.3959501,-2.081942,-0.84572595,0.6033728,-5.61055,-0.020260058,-1.15745,1.7553868
8520,-1.6431034,-0.004965365,0.24247612,-2.440048,-0.0029792339,0.1951454,0.35783213,0.0273222,-0.6043805,0.047911093,2.7785501,-4.3388667,-0.027259499,-3.3744953,-3.1259007,-4.192027,-1.2278801,-1.6219665,-0.6931663,-4.4351797,-0.6226696,-0.11948073,-4.5989175,-1.1058778,-1.2281272,0.6656444,-0.974304,-1.1959773,-0.009149998,-0.8891792,-2.7714772,-0.6502959,-2.8007126,-0.7485319,0.18583801,-3.2638373,0.5109365,-0.5114019,-0.6601861,-2.5932007,-1.3959463,-0.7920618,-1.7815657,-1.2655715,0.06357146,-3.3992333,1.367546,1.0659497,-5.069435,-4.816884,-1.4511557,0.8470403,0.0037888214,0.5496806,-2.683598,-0.7491959,-1.4900043,0.1425778,-0.29864812,-1.6913385,-4.31235,1.5294462,-1.018866,-0.048207268,0.46130085,0.72201186,-0.6256063,-0.49117428,0.12556843,-0.33458054,-0.48256868,-2.20925,-6.5644026,-1.4148073,-0.13016035,0.31026903,0.4711099,-3.4405339,0.14543737,0.3718,-0.00079187006,-0.5311149,0.035291374,-0.9242989,-1.265326,0.021786258,0.44647682,0.19645,-0.861259,-0.53057647,-0.96123385,0.11905365,0.2670643,-4.969497,0.34904197,0.28431985,2.8899,0.222719,-1.70245,-1.0930363
85236,0.76263785,-0.46095377,-0.44456,0.86805016,-1.1941414,-1.3241358,-0.093308404,-1.8576021,0.7782918,2.438753,0.4698,0.0076240897,0.9266438,0.21805243,-0.5324822,-0.085018806,-1.3484392,0.6026446,1.3495072,0.69273794,2.1840045,-0.45465973,0.4216783,0.14081305,-0.15629064,-0.74507856,-0.89035535,-1.2547678,-0.0803,0.298402,-0.06639868,-0.98217833,-0.23070179,3.6988146,-0.06906478,-0.34132332,-0.71901333,-1.2294875,-0.36376357,2.260765,0.046337873,-0.59022427,-0.44940025,-0.5602058,-0.56701744,1.6571444,2.3364844,2.1408691,0.18193829,-0.11600336,-0.15863347,-0.40571415,-0.18349744,-0.097020835,0.84616596,0.06268743,-0.45872405,-0.32690352,0.9667421,-0.031566992,0.4502,1.744281,0.6684818,0.23933378,-0.56165755,-1.3925014,0.24798934,0.21091214,0.064591005,-0.031159952,-0.3238968,-1.6621,2.1287618,0.93473774,-0.1526586,-0.5579713,0.5579771,-0.8207748,-0.7175018,-1.1874499,-0.5035615,-1.0199456,2.7489185,0.16417414,-1.087415,-0.85835564,-0.03044054,-0.026899993,-2.1196284,-0.1990088,0.8469605,0.39634973,0.1666114,0.762903,0.11942909,-0.7241363,0.65929997,0.6116124,0.8147,-0.86288816
85377,2.1194887,1.2905396,-0.26181692,-1.1886069,0.19861665,0.7030943,2.2519171,-0.6727916,1.6623067,-0.2103906,-6.0087004,-0.8262743,0.012189835,0.12259299,-2.7488523,0.014188424,-0.29846522,-5.3696604,-6.0874367,-0.43041223,-4.5137067,0.31888318,-2.0766516,0.39752784,-2.964747,0.81003165,0.01868435,2.4862027,-0.40655002,2.5647926,0.08531898,0.68766725,0.5745751,-3.1086807,-1.0306336,0.60449505,-0.29478967,0.5053716,-1.8233173,2.2272172,-0.12154208,-0.5759267,0.75168866,-1.8170562,-0.03369209,-3.9547634,-7.2393575,-6.4261394,-0.6826704,-0.61496717,3.5158236,0.19330773,0.1190415,0.033478245,-1.825221,-0.67229986,1.2505542,-0.110102534,0.793194,-1.1091893,-1.5531,-1.9788885,2.7830114,0.5083052,0.82272935,0.5032273,-2.8101637,-3.5739174,-0.30571482,-0.037865594,0.076455906,-5.5984497,0.00236696,-1.4741595,0.027296588,-0.21778771,-0.29732537,-0.39648217,-0.23605534,0.68404996,0.82551086,0.7361258,-5.842045,0.089786716,-0.06533321,-0.122082844,-0.5475988,1.0315499,2.082924,-1.0324222,2.2530944,0.10108462,0.9974015,-1.4363095,-1.6474239,1.2528816,-4.0178003,-0.019243404,3.0974498,0.38855305
8550,0.3268379,-0.2581002,0.06112704,-0.65222496,-0.59797156,-0.019532919,-1.1575543,0.59057426,2.8334537,0.085151285,2.58375,-0.9976389,-0.7391159,0.52152395,0.36330542,1.5135291,-0.9589474,0.1944958,2.0958173,-0.76842535,2.9073558,0.10842266,-0.90992963,-0.78592396,-0.14956814,0.013632625,0.34890854,1.0816417,-0.64995,-0.53662306,-2.5898137,-1.5201051,-2.8856778,-2.2003675,-0.007597558,-3.0537663,-0.005972147,-0.25242218,-1.2155104,1.2100364,-0.6055895,-1.1375073,-1.2504379,-0.68392396,-0.39030135,-3.0505736,-1.9685725,-2.98604,-1.5426873,-2.0413938,0.23672232,0.0026143044,1.4672449,0.15925053,0.69352984,-0.039738655,-0.33391786,-0.034782693,-0.11259092,0.16092524,-1.14985,1.8271015,2.9775026,0.11700441,0.48641163,0.08882178,2.1679516,2.9878366,-0.4246347,1.0740336,-1.1499004,2.45405,-1.7478688,2.8654492,0.04609564,-0.58869874,0.28115225,-0.6054117,0.036115527,0.087249994,-0.08360499,-0.6433735,1.0580986,0.5623495,0.26614594,-0.54483676,0.035066873,-0.2002,-3.2454083,1.3313746,-1.4252508,-0.08394778,0.40417224,-1.6870949,1.6268352,-0.31933036,2.91395,0.41468135,0.94595003,-0.46851197
8553,0.5833932,1.7854033,-0.5692091,-3.2084491,0.44376493,0.29299164,-0.021637619,-1.5093366,-0.30035114,1.0497183,7.6341,-2.8457065,0.49782947,3.1836295,-1.838388,4.709801,-1.1854825,-5.506747,5.6969123,0.90827847,-4.306928,0.5262536,-3.5161493,0.052230224,-1.182053,1.6576118,1.5617726,-1.2970369,1.7918999,3.1612148,-0.32129043,0.6347965,-0.73998594,3.1790411,-0.63829345,-0.43929762,0.8082681,-0.103722066,-1.613775,-0.6747144,-0.9106925,0.9000469,2.3448057,1.3383474,0.6715954,-4.0894833,-3.8713946,-2.796556,0.43697482,-0.58816606,0.12827069,1.2193824,1.5828636,-0.5166175,-0.4369753,2.035838,2.6065845,1.7988888,0.09085085,0.25577122,-1.93455,-2.9740767,0.7146337,0.0129714385,0.5251343,2.2930372,-1.8569411,-2.056888,0.13465104,-0.9524673,-0.5038793,-6.1709995,-1.0812674,-6.1942105,0.5125749,2.2714405,0.24719779,0.7096311,0.734357,-0.064050004,1.1017826,0.3713191,6.2670646,0.8800215,1.7117977,3.0167892,0.44145513,0.2818,1.6992848,-0.63336194,1.0332885,-1.4356301,-0.7512068,-0.09487816,-0.26592994,0.30558634,-6.1709995,1.0768249,0.515,-1.1440307
8569,0.53528833,0.699692,-0.113439634,-0.46016824,-0.29767096,-0.30605182,2.2480092,0.91739535,0.0646801,1.2255845,5.39885,0.37384674,-0.095208764,1.08762,1.8725879,1.7783666,-0.80243826,3.5840263,3.3116174,0.6923959,4.778718,-1.1886339,0.4481569,1.4223821,1.8419652,-1.1667047,0.69274855,1.2711483,0.52795,-0.11032623,1.2802382,0.97657144,1.1273296,4.8710775,0.8831663,0.9144702,-0.3086928,-0.55527854,0.018166162,0.852161,0.64998186,-0.17870587,0.21314791,0.5167158,-0.5173598,5.644394,6.5860815,5.5693436,0.9940542,-0.39890823,0.22229582,-0.48135874,0.49622935,-0.76727355,1.6022477,-0.37247354,0.5829996,0.29205862,-0.5507078,0.35500148,0.4328,-1.1297276,0.11089262,-0.20464703,-0.09760478,0.5880613,3.1412559,3.3142695,-0.53843236,0.53892285,-0.27956337,5.4803,4.158938,1.5041802,-0.22584765,-0.73505354,-0.016828656,-0.12441635,-0.19397043,-0.076749995,0.23305994,1.8764173,-0.1580027,0.1320265,0.8084452,1.5900062,-0.10860592,0.51874995,1.8669164,3.8881059,0.008583665,-0.14294027,-0.8750911,2.410197,1.9688917,0.65669996,4.1618004,-0.14421022,-0.010850001,-0.4274366
8573,0.595793,0.5414276,-0.1738812,3.0745177,0.53581655,0.5736639,-2.6804063,-0.17149407,0.48755437,0.85755754,-1.56425,2.3435924,-0.4033362,0.032796547,-2.493434,-1.059293,0.20435295,-1.3475169,-2.5299325,0.123560034,-0.11068851,0.16555227,2.5511937,0.32761958,-0.8293884,0.30259648,-1.4491106,1.2666991,0.30015,2.3011875,0.64500314,1.3991519,1.3082734,1.0904943,-0.6521003,1.1183825,1.0046576,-0.17767383,-0.93444365,-0.48217434,-0.33442548,0.28398836,-0.5785646,-1.1284684,0.32828194,1.6528425,-1.3514845,0.034884125,-1.5928737,-0.7915106,0.30405492,0.7032831,-0.013987124,-0.4452282,-1.2229574,0.113631845,0.12870996,0.30830777,0.7995659,1.244754,0.13335,-0.0058542863,0.14493224,-0.6519065,0.05733735,-0.19992566,0.54777205,-1.2003561,-0.641966,-0.6534412,-0.9170661,-1.5789499,-3.3170977,1.8949289,-0.38736218,0.19147642,0.33082741,-1.3568518,-0.40317792,0.5589,-0.14583947,0.3917805,1.0089908,-0.25006,-1.2609401,-0.46830854,-0.5076257,0.42235,0.39550853,-0.5872583,2.1696193,-0.7090454,-1.6543515,-2.372373,-0.6671435,0.1704413,-2.4616,-0.84361655,-0.37930003,-1.1167004
8574,-2.6161776,1.5849931,-0.9210052,-0.69842607,-0.14215389,0.6153507,1.4018549,0.01149866,-1.425091,-1.2503637,0.56405,-0.75111234,-1.5243297,-1.2840569,-0.78520525,-1.3422331,0.24478307,1.1610297,-0.8910999,0.52550507,1.2431211,1.296516,-1.2878466,-0.6419314,0.28867814,0.65343267,-0.390514,0.0265612,-0.49554998,0.49326652,-2.3187451,0.89187336,-1.587765,5.6878777,3.0641496,1.300852,0.16924544,0.940624,-0.74838907,-1.7490336,-0.043761835,0.6971414,-0.70121455,-0.90820515,0.5244374,2.015882,4.031595,2.9751635,1.0643094,0.7655363,0.690419,1.2789036,2.551636,-0.21173666,1.7487571,-0.69481677,0.84536505,0.61653966,0.44406655,0.25324982,-2.4594,-2.0983427,-1.2832477,-0.15156087,0.13874513,0.6640262,-7.1611223,-7.10271,-0.60975647,0.9145906,-0.42130715,-1.2836499,0.5874386,0.99775445,-0.049184084,0.42183727,0.08170597,-0.42732492,-0.96800625,0.32909998,-0.061661154,-0.593383,-1.6862577,-0.28901732,-0.2342498,-0.4343784,-0.3871585,-0.4363,0.95763016,0.43134943,-0.104935974,-0.7778005,0.6316629,2.137984,-7.016123,0.70433784,-0.19365,0.4707234,-1.6775,1.1161355
8607,-0.9703889,-0.23905402,0.5787904,-1.293936,-0.50202644,0.71924263,-0.29277676,0.33247572,-0.850259,-1.2002431,-0.18735,-2.5834887,-0.41318524,-1.52227,-2.0431867,-3.176947,-0.0012114346,-0.84047997,-2.631547,-0.4155376,-0.96197665,0.6777091,-5.417019,-0.5306854,-1.1349398,0.75110364,-0.85055274,-0.39141095,0.38660002,-0.19349417,-3.1266086,-0.7227678,-2.7953935,-1.8493981,0.118750945,-2.454901,-0.18163995,0.49706677,-1.392849,-1.315134,-0.32590806,-0.07093592,-0.51718897,-2.672069,0.024855413,-0.74085426,-0.39407656,0.12943648,-2.1418605,-1.58044,0.37986112,0.3862567,0.88361424,-0.20820083,-1.402039,-1.1803732,-0.17718907,-0.32863125,0.91770434,-0.6449619,-2.64155,-2.2987466,-0.9050756,-0.9289622,1.2266786,0.62653774,-6.2800636,-7.080704,-1.3646992,0.22741085,-1.0567567,-1.15765,-4.6614475,-1.1399357,0.6747999,0.4293814,0.16281113,-0.34400812,-1.0089428,0.9509,-0.3953021,0.011560619,-2.2068963,-0.5817504,-1.0491751,-0.5180948,0.32924163,0.32314998,-1.1376126,0.25246018,0.080398574,-0.99238765,-0.70256627,-1.7499855,-4.802497,0.5209318,-0.19645001,-0.739292,-0.04485,-0.043673694
8624,-2.0200152,0.4277944,0.8584511,-0.71156657,0.3910368,0.617144,-0.34960014,-0.29836398,-1.9518819,-2.4004931,-10.0,-4.6923237,0.23269576,-2.6587334,-4.4283733,-5.15644,-0.11399755,-10.0,-9.498575,-1.863944,-6.213873,0.5059658,-5.153599,-0.51734185,-2.3212562,0.6166527,-0.78875864,-1.9978628,0.09565,-0.6204896,-3.6437187,-0.87059563,-2.9815278,-2.272021,-1.3880305,-1.9039459,0.70555335,-0.06603719,-0.992027,-2.5652444,-0.57977897,-0.6616979,-1.3691826,-1.3983469,0.4466338,-2.6465971,-4.7702966,-3.4640949,-3.730145,-3.5924525,0.16402493,0.42663053,0.4352901,0.60470825,-4.7051597,-0.74311125,-0.7986306,-0.013577145,-0.53226614,-1.9161546,-7.4333496,-5.8874354,-3.2438622,0.41236678,0.30766767,0.7564606,-5.4593253,-6.2245812,-0.5506747,0.37777305,-0.52417356,-8.62365,-4.357624,-3.945014,0.8512039,1.0682764,1.1644465,-1.7231872,-0.20428878,0.20635,0.06647284,0.1378921,-4.985918,-0.59041125,-1.0827054,0.6582074,9.544194e-05,1.11275,-0.37859523,-0.5048589,-0.10145165,0.24789569,0.05904063,-3.53025,-3.9500432,0.19285603,-7.45335,0.6147752,-1.3194001,-1.2109873
8678,0.62314916,0.39828068,0.32880765,2.2287498,-0.56859225,0.030007761,1.7289543,-1.0725447,1.0843887,3.7697754,3.0976,3.010077,-0.3784858,0.14927521,-1.67921,0.19804764,-0.95978856,4.8807573,-0.76285565,3.4997811,0.5218996,2.321276,2.3290324,0.7301277,-1.0464071,-0.22400221,-1.3342432,0.3774634,0.62479997,0.6301142,1.4299451,0.38624525,0.4578361,1.688745,-0.6807877,1.3112364,0.5749341,0.1912097,0.11373759,-2.057876,0.5085948,-0.25237137,-0.15687399,0.27877474,0.093999356,-2.2198868,0.28757328,0.5125904,0.8935685,1.6023003,3.2189672,-0.21375507,0.5410403,0.32944453,0.4349808,-1.2335427,-0.41446415,0.13835315,0.3035672,-0.85783535,-2.1508498,0.23279688,1.6715294,0.040036142,-0.21364325,0.097871006,0.5292275,-0.60378635,0.26407543,-0.68330896,0.17383371,4.2388496,3.4837668,1.04684,0.20727576,0.34152323,-0.408052,-0.20916966,-0.15435255,-0.12465,-0.00092828274,-0.40883383,2.3915536,-1.0451304,-0.43819612,-0.59798956,0.40277025,-0.199,3.1578045,-1.6562176,1.4682007,0.08965348,0.4778742,-0.102308,0.2560295,1.1016111,3.76995,-0.36539108,1.9351,0.8664149
868,0.3920747,0.9061143,-1.0289369,4.736827,-0.629042,-0.26431113,-0.099653974,0.3241515,1.205882,0.5575732,5.19595,5.9525685,-0.844232,2.8406243,3.892488,5.567833,-0.13482511,5.5165653,3.3409047,0.81044453,1.5000376,-1.4650023,5.201486,1.1406045,2.5971382,-0.69760484,0.7748363,1.9449017,-1.68485,0.5784801,3.142683,1.4815952,2.8472216,3.6103098,0.6140921,2.4135728,0.018329188,0.79109335,0.44035757,0.795129,0.8631327,0.5612458,0.7253434,2.0512595,0.2377798,3.126545,4.3063574,4.6949677,3.42844,1.9132628,-0.8399408,0.29725355,-0.6314298,-0.44564688,2.892823,-0.014628395,1.0682162,0.5072,-0.06831226,0.8031832,0.8792,0.42956424,0.85199213,-0.78339964,-1.0546554,-0.3923483,2.906097,4.0699043,1.4564953,-0.4502518,-0.5969103,5.42675,0.35864657,2.531215,0.5865201,-0.8126493,-0.13335405,-1.3986405,0.17735453,-0.80439997,-0.49981835,0.32225022,2.635243,0.4157392,0.0038914382,0.21147498,-0.27054396,-1.29695,0.44370937,-0.02457565,-0.29785594,0.8851968,-0.92226595,3.7006183,2.9458938,0.062025994,3.7817,0.07502274,-1.42335,1.2693231
8720,0.82051814,-1.1220653,-0.82014024,1.0923228,-0.18130878,-0.54888237,-0.103364125,0.66294175,2.177457,0.4969535,7.0385494,2.863484,-0.9869889,1.2153987,3.9427345,2.8325062,0.9506309,6.7733073,4.8470163,0.53702444,4.762546,-0.29211622,2.539735,0.1249482,1.788051,-0.50650835,0.20189898,0.9402766,-0.48525,0.7217654,0.7054719,0.2712498,1.1512444,1.7697515,1.1454692,1.6416245,-0.32944006,-0.17731324,2.8074913,0.33084986,0.18435448,-0.54979694,-0.046381462,0.7269657,0.34285292,0.3005631,3.2494562,1.3679814,1.9847988,3.2173994,-1.0723922,-0.22240755,-0.21847282,-0.12791634,2.7436657,-0.25005844,-0.18189186,0.1700661,0.077929094,1.1054158,-0.72535,-0.90600467,0.12999211,-0.90681154,-0.11215286,-1.1098251,2.7461233,3.284325,-0.3775104,0.29592806,1.5719712,6.6610003,1.5191872,4.8256316,-0.776197,-0.5192334,-0.5176341,-0.48114157,0.09454779,-0.85029995,-0.6886898,0.32726964,-0.6144103,-0.21012725,0.1942773,-0.38406736,0.17469093,-0.48839998,-0.0035198033,0.33813268,0.3149974,0.4908986,0.9039099,2.3130376,2.1527593,-0.5194209,5.4741497,-0.24365519,-0.29725,1.0620322
