,ST17270,ST28135,ST694,ST201,ST26242,ST25610,ST27639,ST664,ST25678,ST26017,ST26531,ST18706,ST25618,ST27369,ST305,ST27861,ST1069,ST27199,ST297,ST18026,ST25969,ST27394,ST25695,ST26505,ST17313,ST27102,ST25689,ST26771,ST456,ST711,ST25581,ST26667,ST17188,ST27595,ST221,ST26543,ST16907,ST26892,ST28171,ST87,ST906,ST25720,ST25889,ST27079,ST18079,ST652,ST26378,ST1068,ST26050,ST25750,ST455,ST25766,ST17292,ST25747,ST27049,ST25644,ST26601,ST26762,ST27948,ST28297,ST26221,ST25882,ST25636,ST28287,ST621,ST371,ST25832,ST25728,ST28083,ST991,ST28286,ST25612,ST18571,ST25788,ST25886,ST26478,ST25880,ST25758,ST315,ST25608,ST25798,ST364,ST26764,ST26774,ST17781,ST25704,ST25733,ST25698,ST26330,ST25873,ST26446,ST25761,ST25858,ST27530,ST25905,ST167,ST27933,ST25767,ST18025,ST27048,ST372,ST25780,ST25682,ST27058,ST28175,ST25637,ST27418,ST27039,ST17826,ST479,ST25680,ST477,ST26194,ST26361,ST25546,ST26795,ST25697,ST25725,ST17959,ST17220,ST25688,ST27486,ST26456,ST25827,ST486,ST27060,ST25748,ST25589,ST25831,ST25674,ST25887,ST25961,ST17124,ST27569,ST25604,ST26740,ST25881,ST25754,ST483,ST18785,ST25957,ST26020,ST25712,ST495,ST27080,ST25565,ST27045,ST18460,ST27346,ST25974,ST25838,ST17319,ST26179,ST25774,ST26146,ST27742,ST434,ST11441,ST604,ST25823,ST17722,ST25913,ST11805,ST25597,ST292,ST485,ST25867,ST25777,ST25772,ST26873,ST25828,ST25727,ST26607,ST25628,ST25851,ST26608,ST25850,ST18807,ST25716,ST312,ST25731,ST136,ST26599,ST26889,ST25834,ST25934,ST26606,ST26136,ST25883,ST603,ST28032,ST25769,ST25839,ST14030,ST25639,ST25611,ST387,ST26765,ST619,ST25836,ST26751,ST25722,ST25624,ST25670,ST26007,ST25865,ST416
10099,0.43629998,-1.54635,0.07895,0.639,-0.072050005,0.3561,-0.0988,0.61245006,-0.70000005,-0.98295,-2.72665,-3.93115,0.54765,0.92190003,-1.0407,0.6508,-0.325,0.054399997,1.13415,-2.6035,0.89595,-1.174,-1.85645,-0.37695,0.1662,0.2962,-1.8675499,0.6522,-1.1945,0.14805,-0.79789996,0.73645,0.59150004,1.1169,-1.2199,-1.47015,1.5508,0.61654997,-0.44175,-0.7846,1.31085,-0.36175,1.2276499,-0.49255,-0.5423,3.06855,-0.48729998,0.15665,0.042050004,-1.0494,-1.20775,0.19640005,-3.7077498,-0.45425004,-0.0828,0.2688,1.31445,-0.485,0.94845,1.1864,-2.4505,-1.5137,1.71845,0.6991,-0.9092001,0.25589997,0.8329,0.6697,0.44390002,-6.6504498,0.088350005,-0.41635,0.75135005,-0.19914998,-0.41640002,-0.348,0.81365,0.50835,0.69565,0.2917,1.1663,-2.01375,-3.2599645,-0.70495,-1.4226,1.8219501,-0.56615,1.76665,-0.50530005,-0.20165,0.117649995,0.4019,-0.7869,-1.22085,-1.0254,1.7427,-0.025399998,0.8394,-1.6719999,-0.2355,-0.17334998,-0.35869998,-0.47305003,0.027750015,0.013999999,0.12415,-0.55985,0.57515,0.56055,-2.8639,-0.27989998,0.5233,-0.6405,0.66615,-0.10305001,0.58415,0.8786,0.34985,-0.43120003,0.79735005,-0.79910004,0.52024996,-0.16295001,0.32685,0.5226,0.67,1.1398001,-3.1935,-0.54270005,-0.048499998,0.1463,-0.7183,-2.0205,-0.028050005,-0.045050003,2.02835,-0.42430001,0.49089998,0.7209,0.797,0.51060003,0.23565,0.83665,-0.84375,-0.43875,-0.625,-0.033149987,-3.05975,1.41125,-1.39835,0.73585,-0.65349996,-3.2386,0.6362,-1.15795,0.1207,0.38605,-0.061700046,-0.75245,0.17285001,0.41015,-0.7365,0.2525,-0.13780001,-0.08969998,0.44505,-3.9585,-0.55904996,-10.0,-0.7317,0.18435,0.35965,-0.9008,0.5083,-0.55695,0.4152,0.29405,-0.31364995,-1.79965,-0.48854998,1.1905999,-0.8852,1.25875,-0.010899991,0.22580004,-1.4233,0.013749957,-0.7681,-0.30765,0.002550006,0.9773,-2.0240002,0.75874996,-1.21115,0.1258,-1.2137,-0.41385,1.33435,0.60695004,1.5836,2.3919,0.9268,0.3256,0.4246,-2.6254,0.2098,0.3071
10112,0.06815,-0.76530004,-1.89485,-2.47845,0.2921,0.2826,-0.5984,-4.38145,3.2926002,-2.33465,-4.0143,-4.06945,0.3466,0.58314997,-0.60735,-0.4453,0.63525,0.12310001,-2.5653,0.13605,0.36839998,0.23910001,-1.79615,-1.7679499,0.120600015,0.48045,-0.23730001,-0.49195,0.5129,2.33425,1.9054499,-0.0344,-0.65655005,0.7343,0.077199996,-1.6815001,-1.13485,-5.01955,0.0741,0.4379,0.06909999,0.58525,-2.38775,-1.06905,-1.9521,-2.17515,0.78925,0.0331,0.2242,-0.52775,-3.7541,-3.38245,0.592,0.21024999,0.82195,-0.6637,-0.38915002,-0.95280004,0.103900015,-0.65255004,-2.3604,-0.8706,-6.0333,0.52384996,-0.5918,0.8182,-0.046749994,0.61950004,-0.009500004,-4.3892,-2.10145,-2.7036,-0.35545,-0.78955,-3.5802,-0.09125,-2.4715,0.29749998,-0.72375,-3.2602,1.7705,-0.0243,-7.738767,0.21024999,0.39959997,-4.74785,-6.60875,-2.9776502,1.2351501,0.28899997,-0.4901,-2.7258499,-1.6029,-0.98155004,0.31724998,0.008800002,0.4283,0.70645,0.86785,-4.7122,0.88885,-4.4078,3.46225,0.92005,-0.031850003,-1.08885,0.87315,0.14400001,0.51145,-4.2468,3.40715,0.49484998,2.48775,0.13525,-5.1567,0.030450001,-0.5432,-0.54605,1.40755,-1.6994,-0.6496,0.046800002,2.37025,0.328,-0.2073,0.95435,-4.88265,-3.2667499,-1.5849,-0.52629995,-3.5149498,0.18785001,-0.39119998,0.74939996,-0.82375,-6.0560503,-5.5378504,0.5194,0.10975,-0.456,0.5516,-0.6164,2.02955,-1.37325,-1.8520501,0.69925,1.2135,-2.7223,-4.8375,0.29275,0.32505,-2.75505,-2.6218,-2.6396499,0.42429996,0.2991,0.20969999,-4.7321,2.0677,-1.96,0.18025,-0.7432,1.08365,-1.8419001,-0.0582,0.04735,1.1078,0.5626,-6.4457,-0.3643,-0.0084500015,-0.17485,0.6301,-1.10865,-0.99965,-3.0248,0.7068,-0.75839996,-2.2135,-2.8881,0.8616,-1.24265,1.5754,-0.0065000057,0.90515006,-0.5374,0.07075,-1.5478001,-2.4703,0.020550001,-1.3151,-1.0764,-2.2989,0.11994998,0.15515,-4.50965,0.6592,-0.65779996,-3.0166,1.7738,-6.2153,-0.28184998,-3.18475,0.20064999,-3.6202002,-4.90615,0.65475
10123,-0.92139995,3.3883,0.42470002,4.557,-0.0861,-0.87685,-0.14485002,6.6403,-0.037800014,0.2603,3.8212,-0.49914998,-0.67325,-0.92155004,-0.17879999,0.0382,1.0151501,0.26795,0.2891,2.62505,-1.0627,0.27580002,1.0688,0.6194,-0.44275,-0.4745,0.98915,4.33395,-0.0011499971,-0.0535,-0.25079998,-0.48659998,0.21745,-0.42880002,2.4464998,1.85115,1.9491999,-0.85565,-0.12480001,-0.45605,0.121350005,-0.3311,2.25765,-0.5446,-0.082949996,3.35095,0.32975,-1.25285,-0.80635,-0.39105,0.5359,6.50245,2.682,-0.15945,0.27350003,-0.4333,-0.53055,0.4624,0.79405004,-1.3673,-0.14535,0.33865,5.9735003,-0.5961,-0.2816,0.106950015,0.5586,0.1249,-0.104,6.81385,-0.67300004,0.27995,0.13620001,0.106800005,2.4115,-0.62810004,0.24450001,-0.77449995,0.51115,-0.0685,-0.84064996,1.72395,6.582327,0.46764997,-0.3008,0.7428,-0.39415,6.47855,-0.19794999,-1.0725499,0.0704,-0.55410004,-0.46515,1.22915,0.12940001,-1.3139,-1.02175,-0.3771,1.4375501,-0.6261,-1.0892,-0.73355,1.74835,-1.1711,-1.3822,1.03865,-0.28579998,0.71195,0.10885,0.4358,-0.7452,-0.99995,-0.036050007,-1.05515,1.68345,-0.37985,-0.90690005,-0.86364996,0.05065,-1.405,-0.7698,-0.52525,0.12414999,-0.51015,-0.49979997,0.52495,-1.5749,3.2529998,0.98800004,0.81045,1.78745,1.78635,1.05835,-0.31585,-0.47415003,-0.6624,2.42225,-0.042049997,-0.86730003,-0.21970004,-0.1153,-0.42815,-0.786,-0.2967,2.3628001,0.38099998,-0.021650016,3.73565,-1.5797501,-0.33855,-1.1703,1.1743,0.98525,0.08365,0.11309999,0.68255,-0.70805,0.63435,0.5718,0.5382,-1.2030001,-1.0060999,-0.60015,0.2432,1.49415,-0.81395,3.05305,0.3341,9.1758,4.4838004,0.65385,0.4152,-0.51095,-1.0792999,1.2863,0.43344998,-0.082949996,-0.3111,4.2361,0.030749992,-1.2971,0.9382,-0.5526,0.4604,0.1488,0.63285,1.8228999,1.3081,1.5885,-0.44414997,-0.66065,-0.1229,-0.2713,-0.1933,-1.10415,-0.36455,-0.1279,0.45474997,-0.57965,0.24075001,1.25895,-0.030800015,5.4558,-0.13865,1.3373,0.2755,-0.89835
10131,0.24645,-0.93254995,2.5008998,4.4834003,-0.32865003,0.054550007,1.35945,4.06325,-2.1132998,-4.1033497,-0.3577,-0.85435,0.1293,0.5432,0.58070004,-0.42584997,0.5229,0.87445,1.5238,-2.80225,0.00055000186,-0.6968,2.5503998,0.48060003,0.81515,-0.27455002,0.018550001,1.59445,-0.4566,1.00545,-0.003549993,0.1733,-1.53965,-0.41365,0.66330004,1.1127,3.1492,-0.1727,0.4266,1.07625,0.86585,-0.1443,0.3217,-1.4103,1.1810501,3.38995,0.32230002,0.2073,0.33720002,-0.99315,0.6017,3.8748999,0.26999998,-0.07695,-0.6719,0.35375,-1.51925,-1.1506,-0.40315,0.13255,-0.2173,-0.067499995,4.094,0.34504998,1.7311,-0.44605002,-0.3703,-0.36585,-0.4759,1.16985,-0.3057,1.51985,0.41140002,1.4579,-0.103300005,0.3441,0.7278,0.030550018,-0.46109998,0.32365,-1.05875,-0.4937,2.548771,0.33994997,0.43675,-0.49490002,1.00315,4.10835,-1.452,0.31234998,-0.1753,-0.25115,0.100600004,0.0705,0.1216,-2.4211,0.16725004,-1.47205,-3.1238499,-0.18615001,0.83255,0.3515,-0.81904995,-0.17250001,0.4836,0.9973,0.26585,-0.29585,-0.4171,1.1433,0.31950003,0.59959996,0.2903,-0.52915,-0.8554,1.04465,-0.3833,0.75385,-1.3210499,0.93445,-0.4865,0.4232,1.0493,-2.4634,-0.24204999,-0.15204999,-1.36045,-5.60495,-3.388,-1.18765,1.4969499,-0.93659997,0.29125,0.53139997,-0.23570001,-3.3650498,-0.93435,-1.6631,0.74425,-0.16125,-0.4009,-0.32775,-2.0752,-0.24324998,-5.2381,-0.29444999,0.88925004,1.3021,0.29874998,-0.009749979,-0.68385,0.7188,-3.64685,-1.4744,0.012250006,0.66605,0.17455001,-0.40665,0.24305,-2.29895,-0.4514,1.5115,0.73399997,-0.29,-0.66585,0.67945004,-4.2854,-1.5251501,1.33685,0.37625,-1.49005,-0.42520002,-0.007949993,0.14680001,-3.14925,-0.8755,-3.6129498,1.1826501,2.87155,-0.20135003,-0.38485,-1.10185,-1.50295,0.07664999,-0.92190003,1.5939,-1.7780501,0.12404999,0.61605,0.38300002,-0.60275,-0.69895,-2.22635,-0.3401,0.38925,1.9990001,-0.7213,-3.41485,-0.50325,-4.3451,-4.21065,-1.69345,4.4625998,1.1261001,-2.3813,-0.99215,0.8007
10146,0.9866,-0.45665,-4.7564,1.02245,1.4005501,0.6285,-0.56585,1.8831999,0.0678,0.1026,0.25655,-2.7789998,0.46824998,-0.02235,1.07695,0.3334,0.2065,0.6367,-2.0828,0.1726,0.7543,0.18975,-0.5753,-0.33784997,0.39045,0.39045,0.53249997,-9.59795,-0.0646,-0.91775,-0.357,0.32994998,0.5299,-0.73475,-0.48535,-0.40874997,-1.37775,0.4429,-4.5661,0.3269,-0.5581,0.05905,-0.8557,-0.70975,-0.4228,2.0037,-0.54165,0.79585004,-0.19555,-0.566,-0.1102,1.4250001,-3.8295999,-5.00985,0.33859998,-0.99535,-1.2702999,-1.7073,-0.288,-3.37855,-0.8814,0.16400003,-0.49769998,0.15179999,-2.2964501,-1.12295,-0.415,0.7198,0.3603,-5.3707,-1.68805,-1.9803,0.64779997,1.049,0.79845,0.59365,-1.213,-0.21115002,0.23915002,-1.29995,-0.78765,0.3333,-3.8796904,-0.60854995,0.5874,-0.25705,0.169,1.50285,-0.3855,-0.50835,0.15915,0.27525002,0.11835,0.028350003,-0.69135,-0.23349999,0.64225,-0.4228,1.2634,0.81075,-0.069049984,-0.55315,-0.6439,-0.378,-4.63425,0.12745,0.16235,-2.69245,-3.6371999,-0.9784,-0.59605,0.89180005,-5.06465,0.27789998,0.1564,-0.21970001,-2.79305,1.09425,-0.15044999,-4.7994,-0.0251,-4.7039,-1.0499,-0.0519,0.4212,-0.79039997,-0.2361,-4.61175,-1.1079999,-0.15055,0.0148500055,-1.0129,-0.09859999,-0.9244,0.096,-0.6546,-1.2109001,-0.090500005,0.8769,-3.1231,0.398,0.3934,-0.77199996,1.21785,-2.5894,-0.13970001,-1.00065,0.2801,0.75125,-0.9101,0.3147,-3.9135,-2.0976,0.6659,-5.8975,-2.8295002,1.0922999,-0.18294999,1.0133,-5.3372498,-4.5661,-3.7245002,-0.6292,-0.059299998,0.398,-0.3604,-1.2514,0.15024999,-8.3337,0.47385,-1.0139999,-1.2182,-4.65695,-0.24745001,-0.88495004,-5.31745,-1.1326001,1.9608,-1.66255,-0.84575,1.12765,-5.50565,-7.9440002,-4.8091,-1.6579499,-1.22405,-2.8048,0.6666,0.27870002,-4.9663,0.58105004,0.5291,-0.08535,0.71435,1.0439501,0.168,-0.0634,-0.5065,-0.327,-0.8033,-1.232,-1.3273499,-4.88515,0.93935,-4.9625,-0.56255,-0.6722
10150,0.24004999,-0.27800003,-1.09725,-3.78075,-0.07789999,0.4775,-0.35725,-2.0906,1.5198499,0.40349996,0.5192,0.17675,0.011950001,0.28085,1.0185499,0.32035,-0.2728,-0.2672,-1.1069,2.63705,1.13955,0.7279,-2.1261501,-0.92785,-0.1597,-0.30255002,0.8341,-1.4519,-0.47875002,0.91840005,-0.3333,0.19584998,0.2317,-1.5286,-0.088700004,-0.8902,-3.5975,-0.117000006,-0.10705,0.28625,-0.0749,0.4772,0.9051,-0.40085,0.90925,-1.9951,0.65115,0.85125,-0.54120004,0.9044,0.58335,-3.5966,0.103999995,0.26020002,1.4188,0.0722,-0.99305,-0.62435,0.008249998,2.3891,0.3708,-0.54665,-4.38435,0.95385003,-0.769,-0.5847,0.6573,0.27695,0.41970003,0.97805005,0.86195004,-0.71095,0.93445003,-0.0697,1.5948,-0.60545003,-1.5153,0.45854998,-0.6434,-0.2994,0.36675003,1.2588501,-1.9849337,0.67370003,0.0515,0.851,-0.7896,-4.5267,0.72625,0.4501,-0.5746,-0.60555,0.55875003,-0.62229997,1.4073501,-0.82825,0.1955,1.4168,2.72525,0.87065,0.057100005,-0.1108,1.7735001,0.08969998,0.67695004,-0.36124998,-0.1454,0.5245,-0.044749998,-1.1644,3.2689,0.9522,-0.14015001,1.46975,1.0234001,1.46405,0.89435,0.12980002,0.77385,-0.71265,-1.5071,1.2365,-0.077700004,1.6594,-0.077649996,1.50335,-0.48714998,-1.4048,0.46465,2.8806,-0.55015004,0.48250002,-1.41615,-0.397,-0.73649997,1.28635,1.8051,0.532,0.26935,0.295,0.25785,-0.37080002,1.1975,0.6431,0.73925,-0.06895,0.55894995,-1.1159,1.55705,2.6732502,0.42235,-0.80195,0.23935,0.58845,-0.4616,0.87064993,0.28164998,0.455,0.52514994,0.09640002,1.1575,0.32924998,1.43285,0.95835,-0.3718,1.31515,-0.09215,-0.20545,-4.3741503,0.46835,0.30810001,0.39705,0.13910002,-0.8635,-0.51489997,-0.026650012,0.21155,-0.57555,-1.1871,2.3271499,0.44515002,0.56735003,0.46375,-0.6769,-0.25454998,0.34005,0.39365,0.073149994,-0.9721,2.41045,0.08364999,-0.07960001,0.63275003,-0.1734,0.5517,-0.18095,0.9543,-0.42339998,-0.41905,1.69885,2.1956,-0.544,-3.89015,-0.25665,1.6698,0.27915,1.18185
10153,1.56425,-0.9002,0.65685,-3.8910499,-0.0519,-0.71345,-0.07345,-4.7849503,1.2102499,0.7717,2.05735,3.01455,0.11085,-0.0047999993,0.6117,-0.15275,0.05769998,-0.36235,0.23905,0.33475,0.28589997,1.00405,-2.1097,-0.7566,-0.45765,0.54145,0.6429,-0.01925,3.0043,0.99029994,1.23745,-0.28814998,0.53365,0.16549999,-0.44035,-0.44715002,-1.32505,-0.16485,1.84985,0.44235,-0.0585,-0.79235,1.4326,-0.50625,-0.17200002,-3.55625,-0.45735,-0.021949999,-0.19134998,0.76775,0.047450006,-3.5068002,0.11105,-0.24605,0.25129998,-0.34265,0.19255,1.22135,0.09985,-1.5148001,0.74864995,0.7308,-2.0075,-0.69769996,-0.77884996,-0.88125,-0.76015,0.22930002,-0.73835,-0.66595,0.2676,-0.22955,0.03295,1.47735,0.5207,2.0271,1.4735,-1.14305,0.86015004,-0.25385,-0.25935,0.2674,-1.9893999,0.1997,-0.25495002,1.7181001,-0.9655,-2.0133,0.14859998,-0.11410001,0.72985,-1.3199,-1.17275,0.81165004,-1.2528,-1.0121499,-0.12529999,-0.3766,-0.41724998,-0.27104998,1.5393,-0.1101,-0.19175,0.06915,0.06944999,0.021450002,0.9137,0.27525002,1.01685,0.75605,0.9811,0.5571,1.6312499,-0.74950004,1.0989,0.92235,1.10075,-0.4505,-0.6641,-0.266,2.7944999,1.0242,1.07865,0.25645,1.5169001,-0.85424995,1.1028501,0.91775,1.49585,0.66715,0.67785,-0.94054997,-0.2651,-0.1656,-1.1533,0.1962,3.0783,-0.6387,-0.36685002,0.39165002,-0.1138,-0.2787,-1.06425,1.02685,2.74975,-0.37575,-0.38755,0.21655,0.58395,1.8301,-1.6122999,1.4612501,-0.20805,0.5773,1.8395,0.46015003,2.1708999,0.91115,0.33824998,-0.81005,1.8973501,1.329,0.36515,1.5172,0.10564999,0.73725,0.5344,0.17035002,-0.2975,-0.31229997,-0.81845,-1.34375,0.83585,-0.0631,-0.98025,-0.67655003,-1.06645,0.63795,-0.26185,1.3551,-1.2499,-0.315,-0.24189997,-0.4435,-1.1976,-1.227,-1.8443,-0.23439999,0.19285,2.05,-0.0599,0.28055,-0.45155,0.60955,0.43955004,0.54340005,-0.16794997,0.1709,-0.19989999,0.70044994,0.9366,-1.4312,-1.54915,0.78700006,1.2118,-0.62535,1.6780499
10165,-0.6831,0.25155002,1.536,1.08325,1.0655501,-0.43325,-0.006249994,-1.32695,0.075600006,-2.1058002,0.70355,2.0346,-0.5391,0.27850002,-0.28415,0.8282,0.70919997,0.36624998,-0.82895005,-2.68135,1.3668001,-0.99465,0.76274997,0.1622,-0.46765,0.89409995,-0.84510005,0.5863,0.13039999,1.0216,0.6883,1.5144501,0.8744,-0.93425,1.18475,0.39585,-0.05154997,0.20935,0.110000014,-0.3224,0.66795003,-0.43644997,0.55219996,0.23585,-0.55045,0.57739997,0.19385,0.8126,-0.0097,-0.73665,0.26755,-0.37285,-0.5986,1.3629999,0.22835,-0.31065,0.36605,-0.3423,1.462,-1.2609,1.24445,-0.94850004,0.90189993,-0.34710002,-0.8595,0.9644,-1.37715,-1.16085,1.0665,-0.61235,0.95785004,-1.34115,-0.95755005,0.6566,0.93035,0.8807,-0.3316,0.05985,-0.18329999,-0.3757,-1.0808,1.1653,0.94909054,-0.041500002,0.56915,-1.8167,-0.2773,-1.493,-1.30185,0.35679996,-0.8136,0.43980002,0.55120003,1.12395,-0.94810003,0.4701,-0.33150002,-0.8835,-0.5532,-0.93894994,-0.24814999,0.25925002,1.3281,-0.35140002,-0.007499993,0.0556,-0.043200016,0.496,2.2626,-1.82,0.5595,0.33930004,0.7396,-0.26635,1.2481999,-0.7149,-0.17295,-0.56065,-1.11475,0.43245,1.8872,1.5713,0.64785,-1.0838499,-0.1192,0.5423,-0.36765,1.93945,-0.72599995,-0.8803,-0.99915,-0.21765,-0.79675,1.3738,-0.98579997,0.5876,0.11685,-0.8737,-0.023299996,-0.66260004,-0.43185002,1.4117,-0.65585,0.7388,0.061700016,1.41975,-0.81565,0.12650001,0.8276,-1.12825,-0.07165,-1.0403,-0.0051499903,-1.7046499,1.1777,1.2100999,0.99295,1.0053,0.6935,0.6236,0.07365,0.3437,0.66695,0.3657,0.35875,0.3663,-0.64100003,-1.0661,-1.94125,1.7918,1.28925,0.29834998,0.56724995,-0.2696,-1.38335,-0.94425,0.6157,0.4345,1.0951,0.6539,-0.4551,2.615,-0.94245,2.0641499,-0.5995,-0.4714,0.35509998,0.6721,0.3437,0.83825,-0.46955,-0.0871,2.38275,-0.84465003,-0.34925,-0.27610004,0.034700006,0.3941,0.24894999,-0.98595,0.20405,-0.5922,0.74979997,-0.3865,-0.6401,0.76224995,0.24465
1017,-0.75890005,0.33769998,0.22099999,0.3998,0.1875,0.26545,-0.60510004,-3.06395,-0.84415007,-2.002,-2.00485,-0.49505,-0.84370005,0.26545,-0.56264997,0.47915003,-0.68655,1.0107,1.4562501,-2.74185,-0.05780001,0.76155,0.27885,0.34585,0.7738,-0.27365002,-0.048300028,2.6592999,0.39064997,-4.1383,-3.20055,-1.23615,-0.32494998,0.81490004,-0.5151,-0.85615,0.83695,0.3067,0.6392,0.31730002,-0.22245002,0.73200005,-0.393,1.6057501,-0.59415,-0.2949,1.23045,0.022950001,0.9122,0.4626,0.93084997,-2.04915,-2.3002,0.24025,0.5918,1.05195,1.18265,1.36585,-0.44809997,0.6083,-3.1831498,0.034500003,-0.5883,-0.5492,-0.44539997,2.0004501,0.50014997,0.1979,-0.2639,-1.7248499,2.32625,-0.97885,-0.9842,-0.1723,-1.6235499,-0.7869,1.6860001,1.54305,0.057200007,-1.58425,2.2174,0.073149994,0.39841434,1.5220499,-0.15405001,0.30400002,-2.2035,-2.54945,1.6173999,-0.44404998,1.21825,-0.08735,0.44439998,-0.66110003,0.16080001,-2.26775,-0.655,0.78415,-3.1642,-0.44675002,-3.7680001,-4.19945,0.9767,0.4053,-0.5068,0.1632,-0.043399997,-0.48805,-2.5616,-1.7009499,-1.3027,-0.57495,-3.1803,-0.6616,-0.4289,-0.45885,-1.8223001,0.51365006,1.2498,0.112050004,0.70045,-0.7607,-2.13345,1.0539501,-1.04925,1.09685,1.36545,0.6612,0.095699996,0.07645,1.0011001,0.7955,-1.1191,-0.2855,-0.40055,1.09295,0.4325,0.86855,-0.17785001,-0.72845,0.63110006,-0.5592,1.2293501,-0.70965,-0.090849996,-0.010600001,0.44955,-1.9361501,0.142,0.75965005,0.65795004,-0.41155,-0.65784997,-2.1701498,0.6233,-0.35335,-0.4193,-0.1102,-0.5469,-3.8697,-0.18150002,0.044750005,0.22164999,0.2232,-0.88795,-3.4026499,0.79955006,-6.28905,-2.7589998,0.14045,2.0312,0.65139997,-0.10835001,-0.1644,1.5011001,1.6347001,-1.10535,-0.72205,0.69229996,-1.4839499,0.49615,-0.31364998,1.55945,-0.41985,0.60319996,-0.38665,1.14495,-0.6651,0.14455003,-0.83685005,0.30124998,0.51345,0.36745,0.31840003,0.1695,-2.4888,-2.39865,0.6591,1.885,-1.1115,0.5751,2.4157,-1.03705,-1.10235,-0.50304997,-0.0449,-4.15915
10174,-0.2195,0.4059,1.34315,-1.80565,-0.14145,0.53615,0.1921,0.073249996,-3.3407502,-3.1483998,0.0036999881,-4.1901503,-0.2222,0.16585,0.11865,-0.5743,0.069900006,0.0978,-10.0,-6.16265,0.5948,-0.38865,-2.6300502,0.32309997,0.561,-0.5091,0.78555,-2.3663502,-2.1517,0.05945,0.26395,-0.038000003,0.90045,0.4326,0.0778,-0.014649987,0.009599999,0.24185,-0.18605,0.5512,-0.2962,0.5912,-8.5848,0.8688,0.2051,-4.5453,0.36549997,0.17324999,0.73155,0.2525,0.435,-1.6195,3.2517,0.34985,1.0272499,-4.23505,-4.7089996,-2.02875,-2.21275,0.2135,1.2866,-2.1725502,-0.27025002,0.79260004,2.9498,0.007100001,0.5231,0.9268,-0.4809,-0.12705001,-2.3347,1.1568,-4.44485,-0.13005,-8.0912,-0.037499994,-10.0,-0.6491,0.1916,0.6623,-0.021799996,-0.4217,-0.4046755,-4.918,-0.25765002,1.0870501,-0.16360001,0.9749,0.36835,-0.47030002,1.21795,0.45395,0.55375,-0.3161,1.5862,-0.47890002,0.38335,0.15415001,-5.4019003,1.617,0.19645,0.44189999,-3.59285,1.3614,-5.297,-4.36885,0.03965,-1.01925,-0.1255,1.02,-4.2623997,0.29155,-0.025200002,-0.30495,-0.89105,-0.2192,0.46379998,-0.2417,0.37855,-5.22495,1.61165,-0.31315,0.5023,-1.0848,0.16804999,1.1904,-0.07074998,0.117249966,-6.93475,-2.79625,-10.0,1.5321001,0.3463,-0.0635,0.58105,-1.1277001,-10.0,0.5647,-0.3272,0.68105,0.34825,-0.96285003,1.5745499,-0.4522,0.2741,-0.024750002,1.25535,-3.6111002,-0.30179998,2.78975,0.86775,0.73285,1.0002,-9.0499,-0.39180002,-0.3351,0.03285,-0.4587,-2.02465,-6.21145,0.025749996,2.51225,1.0125,-4.3823,-0.7159,0.10530001,1.2197,0.8745,-1.0156001,1.11285,0.55445,-0.14575002,-0.54605,-0.0993,0.13994998,0.39655,-1.00155,-1.7249,-0.37319997,1.44325,0.16460001,-1.94975,-4.9308,1.2423,-0.5526,2.1080499,0.1268,-2.30005,-8.50185,0.35555,0.28285,-1.46945,0.3613,-0.5274,-0.1851,-0.16694999,0.029799998,-2.2514,0.13550001,-2.3274,-5.93225,0.81815004,-2.291,-0.03085,-0.0019000173,-0.54265,0.45354998
