,ST125,ST144,ST16908,ST16927,ST17292,ST17296,ST17333,ST17334,ST17335,ST17336,ST17434,ST17450,ST17814,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18604,ST18765,ST18766,ST18771,ST18780,ST18791,ST25588,ST25589,ST25597,ST25624,ST25630,ST25633,ST25640,ST25641,ST25644,ST25649,ST25678,ST25679,ST25687,ST25694,ST25709,ST25712,ST25719,ST25723,ST25724,ST25733,ST25734,ST25748,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25824,ST25831,ST25834,ST25836,ST25837,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25862,ST25865,ST25871,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25974,ST26007,ST26008,ST26022,ST26052,ST26055,ST26074,ST26091,ST26139,ST26140,ST26183,ST26258,ST26263,ST26329,ST26337,ST26603,ST26764,ST26870,ST28040,ST28135,ST28141,ST28265,ST28309,ST28390,ST296,ST37,ST606,ST621,ST622,ST623,ST647,ST659,ST713,ST717,ST973
51116,1.205797,-0.37440896,-0.5206,1.0347497,0.88058287,-0.19614999,1.3522589,1.2132357,0.7426001,-0.4998147,1.7914107,1.2596031,2.348293,-1.854551,1.7418537,0.050753355,0.56913257,1.6530255,-0.33266968,-0.069050014,0.7629547,1.34515,0.25372672,-1.9135768,-0.7105645,0.040583655,0.06489399,0.123781264,-1.7934,-4.10605,-1.3456767,0.75526965,-2.67445,-0.47592416,-0.65643823,-0.64000034,0.26947114,3.0713668,-2.5122094,-0.4099067,0.27247697,-3.9182053,0.34888032,-0.055915594,-0.2354276,3.515811,-0.5739459,-0.7182338,-0.5202033,-0.53255737,2.0585685,-0.5003501,-0.782785,0.69053775,-0.5354668,-0.8427019,0.6665649,0.18462269,0.059924036,1.070792,-0.24671924,-0.8564691,0.7846657,0.24949855,0.50892144,1.4005569,-0.6912085,-0.042219743,-0.57741314,0.34653443,0.31569883,-0.8913003,0.5033214,-1.0988506,-0.7326602,-0.3298416,1.5336325,0.6201376,0.53638613,1.0880991,1.5277189,-0.19455944,1.4184729,-0.6830795,-1.3152902,0.37263593,0.6086151,0.45909312,-0.08925,2.4546962,0.56964505,-1.0950363,-0.8305579,-0.12567669,-0.42246357,3.9321437,0.0022999942,0.19211219,2.0687952,1.0150908,-0.9089178,-0.78759444,1.7050042,-0.04796782,-0.35752392,-1.6032,-0.20015915,0.45290935,0.9522146,0.043085515,0.31595,-0.3724505,0.42047536,3.2532487,-0.78216356,1.7805935,1.0657899,1.6908686,2.6847882,-0.32554612,0.5251894,2.522857,-0.6666853,-0.82926476
51160,1.0274554,0.12866013,-0.21280003,-0.92511284,-0.61472595,-1.06345,-0.66330415,0.824148,-1.0739001,1.2288431,0.3201959,-2.1302698,-3.3542445,0.91518086,1.3588893,-0.4167383,0.7644013,0.8734265,0.13540009,0.58385,0.52292335,-0.57235,0.016569749,-0.13836798,-0.029832069,0.5083895,1.2196472,0.28814873,-3.27625,-2.41095,-0.8524096,0.54151577,0.3962,0.2836944,-0.31489646,0.76433754,1.2116895,-1.6660725,-0.86373407,-0.96706676,-0.032082587,-0.0036474764,-0.17443137,-0.56795335,0.32093027,-1.1256554,0.3677473,1.449159,1.1267369,1.0388689,-0.27061749,-1.8729788,0.43289936,-0.03558603,0.8342413,-0.81365997,-0.40959466,-0.8697891,-0.95393103,0.695774,0.15698911,0.8651673,-1.7589315,0.6103842,-0.68154633,-0.6824105,0.58167005,0.18279012,0.75575113,0.3795001,-0.9450571,-0.32129037,0.11897961,-0.1798432,0.28809497,0.6708965,0.9520948,2.148015,0.5040691,2.2450776,-0.6446225,0.39346194,1.6622181,1.7678949,0.38927555,1.1188247,0.7671045,0.66837645,3.6858501,1.5272748,1.5857545,0.58128524,1.3916031,-0.274423,0.2566809,-0.37803894,1.04855,-2.43693,-0.89036083,-3.9476326,-0.56239057,-0.27537233,0.5886999,1.0743319,0.18584009,-1.326,0.5483848,0.5906436,0.7086891,-0.8445271,-0.65929997,-0.35427085,0.20689823,0.885848,-0.43343443,1.3000242,0.27000725,0.4374346,1.702217,0.061074674,0.18844783,0.570143,-0.9088975,2.3335752
51170,1.995267,0.46336937,-0.5799,-0.64929044,1.1885505,1.63905,1.2902427,0.85948557,2.5424,1.993521,0.4601479,0.56372094,1.0580356,1.0019345,0.18749002,-1.2555057,0.09064281,0.35944343,0.7951641,0.18284997,1.6385407,2.7445998,1.1057594,-0.021859322,0.9347358,1.0319698,2.3407001,1.0445678,-0.51979995,-0.13545,0.048849806,0.49519783,1.40335,0.45076007,2.0101461,1.9397815,1.5026026,0.9590115,-0.1102902,0.28991973,0.51033473,1.0245695,0.960847,-0.26855564,0.91349065,0.5924911,-0.15511265,0.35446966,-0.047066234,-0.108569056,-0.3551434,-1.2943895,3.7516954,0.6431514,1.6921097,-0.8569238,-0.13959254,-0.9517098,0.37640312,0.18483256,1.0708929,-0.07328591,2.0138948,1.2572362,-0.28803805,0.4697466,0.24077863,0.010782249,0.258687,1.0604264,0.6025105,1.0642065,-0.28972548,1.8444967,0.68247366,1.1996787,0.495657,0.6939619,0.9939359,1.0641127,1.0086132,0.4840855,1.1486882,0.051637232,0.2239834,-0.16410519,0.9032677,1.1675831,0.2946,0.8320737,0.023889095,0.61748457,2.087956,-0.20440122,0.6504463,-0.11178687,1.2314501,-0.4186026,-0.30223012,0.11033146,-0.50066954,-0.69349563,0.93290555,0.2962425,1.5378066,0.3315,0.94137335,0.07267785,-0.0012924969,0.38237906,0.26425,-0.20304659,1.4731702,0.7579898,1.2761371,1.0338916,0.90619564,1.3132439,-0.39041895,-0.37632948,1.1812125,-0.78582686,-0.032291524,-0.47340828
51203,-1.5958084,2.115762,-0.4707,-1.3423263,0.2870488,-0.80964994,0.99722534,-0.47104794,-0.27854997,0.21566151,-1.4659736,-2.396699,0.81402993,-1.9432027,-1.0456994,0.019045472,-3.246118,2.7123616,0.70203775,0.59975,-0.8967228,1.62185,-0.21021715,-0.43248707,-0.58649766,1.1511049,0.7193564,-2.5974264,-1.3185,-1.6255499,0.044394463,-4.05521,-1.21095,-0.4407849,-4.127521,3.2883677,3.6267524,-0.3587075,0.0043161623,-0.7461612,2.1496468,-1.2588353,-0.57297856,0.7605126,-0.28124243,0.44841856,-1.8949962,-1.4859209,-1.0882156,-2.253258,-1.7515965,0.9323453,0.58018154,0.41251802,0.28707403,1.2041426,-0.54058695,0.3208105,1.2019625,-3.4852557,-1.3716564,0.9266374,0.1864639,-0.7770311,-0.20942073,-4.0960107,-0.84066504,-0.18013005,1.518356,-1.0518334,1.4598906,-0.85110366,-0.468915,-0.64576143,-1.283405,0.34278017,-0.10313985,-1.3980463,-1.5199317,-0.55770177,-1.6185274,0.25112626,-2.8230438,-2.689088,-1.4719356,-1.317934,0.50817955,-1.5474827,-4.9470997,-1.8099941,-1.3698312,-1.3530526,1.3085098,0.036071114,-1.0646085,-0.96198004,0.9211,0.67807037,0.25681075,1.3022304,0.5450545,0.4420299,-0.8953147,-0.18141119,0.7967092,-1.28765,-1.2072603,-4.088771,-1.7167282,-0.004227996,2.47645,-1.9735155,1.5426064,-0.6471746,0.5696156,0.35484028,-2.0059218,-1.1093686,-1.0419191,0.48316953,0.10085803,0.035553545,-1.8775159,-2.6010373
51282,1.039466,-1.0448167,-2.7364001,-0.3828032,-0.9612977,-2.32945,2.8715892,0.48408765,-0.37520003,0.8189064,-0.85506743,1.5029051,-0.59951055,-4.782325,2.2914553,0.011298738,0.529703,-0.27250293,1.1963873,-0.2222,1.0392549,-4.5847,0.09311436,0.2870082,1.0214156,0.30816403,1.0861577,1.0416595,-5.61835,-6.24115,-2.6904979,-0.4641259,-5.7546997,0.37431383,0.35441333,-1.03644,-1.6120975,-4.2152944,-2.228054,-0.21819857,-1.1578785,-5.2758913,0.9571341,-1.1671026,-0.50687367,-1.1467535,1.1649315,0.33542818,0.11202019,0.39939857,0.58204794,-0.110204816,0.57825625,-0.69515646,-0.3305241,-3.003654,0.06476559,-0.26476702,-1.6499301,0.53408563,0.6807897,1.0695226,0.9059379,0.89190936,0.04372704,1.1119411,-0.43898073,-0.6395385,-0.8514303,-0.27607033,-0.6347757,0.38197914,0.21576133,0.5268648,0.7627311,-2.7469451,-1.9985017,-1.5742354,0.10851105,0.30229205,2.0380116,-1.41339,0.39163008,0.463168,0.07477516,-0.05701047,-0.48880428,0.9769618,-0.32784998,0.5734799,-1.6156062,-0.5831788,-0.5675591,0.9650166,0.60106575,-2.611199,-0.7528,-0.80832195,0.17663115,-0.4185062,-0.927308,-0.29184633,-0.64322245,-0.94257635,0.4928466,-3.10375,0.76519066,-1.9722248,1.1356182,0.8436355,0.20290005,0.52390695,-1.4021736,0.6466605,0.6305767,-2.3491266,-0.036572598,-0.68360627,-1.1177839,-0.1385001,-0.7427979,-0.72494656,-0.28439772,-0.15044765
51293,-0.1160976,-0.14204037,-5.0905,0.61927366,-6.4581776,-5.3619,0.20988819,-1.0934017,-5.74325,-0.923198,-4.3178725,-0.17754276,-1.9130175,3.14629,-3.8101602,0.10798895,-3.4743307,-0.69004935,0.45331645,0.37625,0.12085121,-0.9258,-2.0223548,-0.06309885,-0.06999764,-0.5457102,-2.2799826,-1.8889061,3.13555,2.80265,2.2324362,0.64807856,3.3657,0.25027907,-0.26803547,-3.0200357,-0.77610755,-0.6215106,-1.1320376,-1.0382054,0.067316055,2.8681142,-2.4370832,-3.5370042,1.2174643,-2.546708,-1.4489758,0.1437166,-0.9555495,-2.2465854,0.76591825,-1.2808625,0.60203856,-0.571826,-0.9064239,-0.37242848,0.1518181,0.91859955,0.5849752,0.32848042,-0.34290352,-2.5831742,-0.53486425,-0.5092168,-0.270978,-0.4456664,-0.4673233,-0.3102688,-0.69912326,-1.2304338,-0.818813,-0.32603958,-0.38110185,-1.3815596,-0.35476902,1.1141214,-3.7448251,-3.243856,-4.292163,-3.3783898,-4.308631,-0.47984594,-4.309739,-0.56873983,-1.5778803,-1.5299165,-4.115627,-2.4213662,-0.92905,-3.3960638,0.5518618,-0.0930841,-1.2646347,0.45996326,-0.47711903,0.14676124,-5.31135,0.5295482,0.52499944,-0.15636663,1.0547479,-0.46174017,-1.5694892,0.8164954,-0.045487627,-5.0238,-2.1835485,1.4768021,0.01911363,-2.6106174,-8.45015,0.9525202,-0.7113175,0.07617059,-0.46507794,0.075797945,-3.334058,-2.4465704,-3.1495113,-1.286258,-2.6413233,-0.3033027,-0.25254902,0.8320741
51335,-0.38221562,1.3221146,0.5178,-0.9019407,0.695822,0.61925,-0.073297486,-0.5754863,1.2435,0.20181195,0.50270426,0.15378484,-0.07304186,1.4810649,0.16628249,-0.8180624,1.2653158,-0.45214543,-0.8194233,-0.17795,-0.16146249,-0.1805,-0.057312988,0.07254592,-0.17081359,-0.3232814,-0.0075999796,-0.16168547,0.66605,1.48085,0.818905,-0.017632455,0.6182,-2.521314,-0.31868282,0.15528788,0.06750974,1.2764437,-0.41691115,0.24780317,0.2320192,0.9025425,-0.44895452,0.13526808,0.465711,0.31643307,-0.09891625,0.043848157,-0.1885352,-0.5513112,-0.16858369,0.38752168,0.20689717,0.284842,0.8447911,1.5405823,0.53198,0.2299976,0.16917846,0.6473929,-0.036304235,0.6300067,0.36629188,0.12512282,-0.38977265,0.52876174,-0.29454648,-0.3691991,0.5141845,0.37679783,0.3495121,-0.07103336,-0.43110275,0.6386088,-0.19748196,0.38718563,-0.45472455,-0.35475343,-0.9016178,0.8288347,0.79010373,0.51843786,0.27855623,-0.22415307,-0.054789707,0.43355662,0.3639655,-0.76536155,1.02005,-0.42619598,-0.43932885,0.7949467,0.54756445,-0.701193,-0.7207967,-0.3489789,1.3031499,-0.06695649,-1.2167529,-0.14965586,-0.3177772,0.37847131,0.4145048,-0.048716888,0.49646994,0.44505,0.7829329,0.51865214,0.077195026,0.19429518,1.4739,0.8896932,0.53929967,1.204421,-0.20949906,-0.27700165,-0.5199087,1.6447163,0.7365925,-0.091720335,-0.15861398,0.8997113,-0.44679043,-0.05021423
51375,0.13116126,-0.21778747,1.1738,-2.5304108,2.2151446,4.9364,0.57001907,-0.18508604,4.8074503,0.464773,0.7561748,0.7282109,0.4198143,1.3545463,-2.027829,-0.20717487,-0.6433742,-0.80211174,-1.0346977,-1.7175,0.01156193,0.97295,-0.7301128,1.2454469,-0.08533871,-0.29849124,-0.7525575,-1.3222576,3.1912498,2.3956,2.2316215,-0.311562,2.8748999,-2.5785186,0.6162662,0.7667922,-0.40045562,0.8881857,-1.4322231,1.768432,0.34825376,2.224853,1.1034858,-3.869689,0.72349167,0.33733326,0.0706805,0.31216207,0.29377508,0.25577337,-0.9535859,0.44057488,-1.9693172,0.0986872,0.75243264,1.1598818,-0.53097165,-0.050353706,-0.32577163,0.35954392,0.85703325,1.321251,-1.8910098,-2.1532416,0.48560002,-0.7840614,-1.0437014,0.6753928,0.7969099,1.0983808,-0.5361516,-0.5650625,0.5124526,1.0439355,-0.5220694,0.43416387,1.3487186,1.0266864,1.2685033,-0.2567923,0.10244107,0.11560756,0.61408347,0.5386447,0.2774519,-0.014355421,-1.2167257,0.51192296,0.19604999,0.52963346,-1.0284984,0.688671,0.98355764,0.04302185,-0.35076243,1.5734806,0.16679999,-0.5547159,-1.0323261,-0.38033378,-0.32271308,0.68722415,0.40228286,-1.338739,-0.55102885,5.7771,0.7530698,1.8546698,-1.8982209,-0.8207891,2.28355,-0.6952831,0.5573468,-1.4992579,0.1594339,-1.0574483,-0.23897976,-0.19417185,-0.691121,-0.35402548,-0.5042071,-2.3819747,0.2394827,-0.81056696
51382,-1.0757973,-0.72701544,-7.53515,2.421898,-2.384481,-3.42835,-0.117118046,0.5292551,-1.90875,-0.31678465,-1.2087917,-0.2562961,-0.904228,2.3191004,0.85302436,0.58085,4.1703115,-1.4756035,-0.36647385,1.0602,-0.6228188,-1.66735,0.8127551,-0.75390375,-1.0885937,-1.8401524,-1.1491146,-1.1843083,3.24615,0.83985,0.59510344,0.41165215,-3.7031999,1.3777455,-0.7505817,-0.07566854,0.049284372,0.42879087,1.4716697,-0.35080874,-0.97296506,2.0334957,-1.6650304,0.21087874,-3.4999208,-1.2050292,0.5513016,0.37383878,0.31482595,0.17736024,0.64703214,1.1504867,-1.4366232,-0.49540916,-1.0308338,0.60003877,0.2097004,0.5349881,-0.8792392,-3.5275636,-1.2401295,-1.3626666,1.704012,0.5344747,-0.7479414,0.9553554,-0.6631354,-0.8163711,0.695003,-0.35244843,2.515727,0.19151229,0.14378595,-0.6289176,-0.0016574264,0.039346974,-1.6204998,-1.7425458,-1.8321468,-2.0124178,-2.4198446,-0.3769961,-1.415972,-0.54442614,-0.0010448396,-0.19179644,-1.9474149,-1.3496387,0.577,-1.2122197,1.2739217,-0.57936215,-1.5769718,-1.3894498,-0.14007878,0.3345266,-3.0818498,1.2075696,1.3290977,-0.49460256,0.13925707,-0.07883303,-1.3935195,1.2665287,0.28300583,-3.2688,-1.0385262,1.8254361,0.53714573,-0.14350489,-1.24715,0.46727696,-0.3067761,0.61852556,0.16386919,0.30078304,-1.2920804,-2.7440133,-3.3605993,-1.7296504,-0.32266098,0.17863044,0.5334102,1.594001
51385,0.268686,-0.05204905,1.8079,-0.042598173,2.3211389,2.6286001,0.34663665,-0.6103711,5.64455,0.64653516,1.7002077,0.96964335,0.8919339,2.2087474,-0.71531194,-0.92147505,0.27792788,0.16659147,-1.0955158,-0.4299,1.0650551,0.8188,1.7011914,2.034152,1.2807755,-0.093585074,1.0725789,0.44443116,3.5728,5.47995,3.4037058,-0.07696186,5.37075,-0.36037204,0.82359856,0.24659497,0.08647479,2.5085785,0.2590642,1.7262516,0.16071254,4.0268116,0.7012776,0.5949955,1.2354105,0.6032428,0.36700535,0.31734735,-0.122332186,0.07495804,-0.09420723,1.9057169,0.08944753,0.392498,1.4842811,2.1379962,-0.782991,-0.43595344,2.468092,0.41072705,0.7582036,1.5081267,1.782054,1.2569588,0.061651416,-0.02569443,0.5072036,-0.3991081,1.0023323,0.9707558,0.8330221,-0.067870185,0.011996865,1.4178857,0.07860002,-0.20220792,1.3268368,0.37180892,0.7331176,0.9474271,2.6861079,0.14623596,0.0512182,-0.25368184,-0.25325817,0.26616493,0.8660971,1.5443308,-0.26505,0.3632746,-1.4768662,0.6051203,1.2839917,-0.24232477,-0.001629293,0.9482572,2.0327501,-0.013041049,-0.7867311,0.9179728,-0.32741416,1.2090884,1.2521588,-1.6860911,0.19969042,5.6194,1.8763001,2.4403658,-0.32742807,0.87088305,4.0383,1.0773095,0.7953236,-0.09098922,0.08185395,-0.93431705,0.9215616,1.0609322,1.9410131,-0.5232806,-0.05168797,-1.914853,1.8920971,-1.1130747
51422,0.9745109,0.73034775,-0.33375,-1.3245091,1.4159824,0.76975,-0.6200147,-1.1771495,1.5413,-0.768651,1.9720954,-1.8780713,0.9253204,2.0868034,2.051747,-0.18114394,3.7721963,0.17764589,-2.0442595,-1.4645,-0.3112321,-0.4756,-0.5053744,-2.3237748,0.49926382,-0.5277036,-3.2179708,0.56803507,3.7268,0.98375,0.49889946,-0.36325967,0.5503,-0.41415963,-2.476484,0.7683288,0.7549686,5.1837473,1.2069415,-0.69376975,-0.30358636,0.152064,-1.6641874,0.0015554661,-0.15654005,-0.22695787,1.1231228,0.13121067,0.40053552,-0.088706374,-1.309643,-1.7407596,-0.037692994,1.3275502,0.0052686557,-0.2749216,-0.67992413,-0.040291555,0.85544235,-0.4303256,-0.5712147,-0.72008693,-0.98746806,-0.06846662,-0.6120385,2.1839683,-0.6359716,-0.5401945,0.88914126,-0.66776717,-0.112819105,0.028231949,0.25026196,-0.5745031,-0.9599873,1.9590373,1.5872227,0.22658886,0.15526986,1.5835767,0.4662677,0.94662684,3.4123576,-0.18617983,-0.35577756,0.23927473,2.8304453,-0.39707696,0.26255,1.1765873,-0.44862306,1.7377822,-0.67691433,-0.35837176,-0.96517634,2.7890487,-0.30405,1.3483678,-0.27819198,0.45902088,2.273992,-0.70701563,0.06735423,2.3215823,-1.7369512,0.98255,-1.9975502,1.7173424,-2.2563052,-1.6134818,6.1671,-1.0016222,-1.0722333,-0.8995396,-2.1403778,0.59608257,2.073803,3.580079,2.6601171,0.91119456,-0.11441567,1.3397325,-2.0729804,0.82814276
51465,0.025073215,0.12146918,0.83885,0.23121709,1.399048,2.1691,0.048684612,-0.17046033,1.43755,0.5341357,0.43777627,0.07528165,-0.41871476,1.5645921,0.040229082,0.22032917,0.100357324,-0.6451051,0.15914509,0.13380001,-0.31832454,1.0889,0.10291813,0.8645201,-0.8776612,-0.20041439,0.43115324,0.3379666,2.0847,1.795,2.1898386,0.03283915,1.54445,-0.54457504,0.87595165,1.2224389,0.680495,0.50047153,-0.4851533,1.8084323,-0.4649803,1.6191231,0.34885603,-0.24045472,0.30330873,0.14687625,0.29095587,-0.81475174,-0.43820024,0.54019886,-0.17579946,-0.2211976,-0.50019765,-0.169185,0.94863456,0.42970002,0.21639508,-0.43340844,-0.03620302,0.2844223,0.5289091,0.7717747,0.61682945,0.32421944,-0.1065796,-0.8778094,0.17377684,-0.1503678,0.7689789,0.30890268,-0.09621173,0.54343873,0.027235344,1.2017491,-0.00549753,0.5489224,1.337003,-0.120934665,-0.6059607,-0.26100728,0.17770618,-0.1263123,-0.056635037,0.8675195,0.05422026,0.5118348,1.238039,-0.15205881,-0.14935,-0.0017641932,-0.70442164,0.63316524,1.6575344,-0.5073973,-0.42026922,0.53968215,2.72715,-0.025370225,0.1574105,0.114148684,0.5046172,-0.50763917,0.6166396,-0.8024172,-0.08615847,2.6796,0.22119294,1.2926035,-0.37373912,0.015548706,2.38975,-0.59489113,0.3860301,0.33994678,0.43007082,0.37235904,0.5964053,0.0047417358,1.7412639,0.13706186,0.6543919,-1.1291745,-0.8453654,-0.29333216
51466,0.489962,-0.48137027,-1.3208499,-0.6140229,1.3880407,-1.23765,0.37990707,0.49485558,-1.6020501,0.52734125,-0.011930585,-0.23626634,-0.048138082,0.7131065,-1.3604542,-0.088753045,-3.8741531,-0.7609139,0.00095111504,1.188,0.6661971,0.83949995,0.8278153,-0.34832835,0.32083833,0.30434474,1.1206573,0.4329033,-0.007999957,0.42965,-0.5079953,1.2392145,1.2849001,2.1236327,1.0032277,-0.48137817,-0.36901763,0.45346552,0.32889214,-1.0126976,0.58064413,2.8409996,-0.36747733,0.36295897,-0.1593672,-0.47342762,1.6071103,1.6250609,0.51131755,2.2791362,0.45960268,-0.55113447,0.59211963,0.7800344,0.83884597,-0.5412607,-0.7622075,-0.707736,1.3893557,0.61578226,-0.41392124,1.5558153,-1.2861367,-1.8481385,-0.20570177,-0.9563614,-0.41769925,0.4469085,0.5042434,0.5144303,-0.54537225,1.1972463,0.8141716,-0.022909224,0.9817045,1.697821,-0.3410824,-0.34235388,-0.059127927,0.7943012,1.6813154,0.9724399,-0.22103858,0.39554632,1.5609863,1.0685039,0.14626828,0.030650288,0.5204,0.7609598,1.6552799,1.1917276,-1.7763813,0.42643067,-0.25811118,0.0966045,-0.86974996,-0.21127382,1.3788482,0.17599896,1.511112,-0.671535,0.31247637,-0.29418063,-0.010097973,-2.0343,-0.296188,1.1711626,1.0018653,-0.51133376,-0.13755,-0.8021929,1.375161,0.4977373,0.08472015,1.1017226,0.703509,0.07151966,-0.015937746,-0.0048887134,-0.35227242,2.9679358,-0.2649478,2.2823546
51495,0.22767538,0.6405081,1.4626501,1.0016986,0.76801,2.5342,0.089443415,-0.75075924,2.4955,-1.0531852,0.7915983,0.06097225,0.1692581,0.656213,-0.47151035,-0.98866504,0.12653308,2.4357638,0.41890964,-0.8664,-0.4578171,1.13375,-0.068660915,0.8575729,-0.56118506,-1.5657892,-0.2694108,-0.9159567,1.3392,2.3992,1.0741172,-0.90987504,1.50035,-1.8302579,-1.986086,2.615521,-0.44998193,1.9384936,-0.3495837,0.59365827,0.4270749,2.0005352,-0.8828605,0.08351003,-0.2221604,-0.40773478,0.39761788,-1.2923024,-0.5652579,-0.7272837,0.11825508,0.16285166,-1.77774,0.71352893,0.7459938,0.80889237,-0.027759925,1.3214004,0.46338138,-0.7336283,-0.2594818,0.8577336,-0.04666372,0.6706785,0.31028235,-0.25367916,1.0016549,0.59677315,-0.07307041,0.5974948,0.3934033,-0.21425138,1.1130702,-0.047143433,0.03326434,-0.641381,0.42387158,1.5009897,-0.09741938,0.057232488,1.2725714,0.4942885,0.10205652,0.14420049,-0.1296452,-0.4654026,-0.8430078,0.3300577,-0.38459998,-0.28135777,-0.931741,0.63840246,0.40692878,-0.78861034,-0.3438688,2.1680489,-0.051400006,0.26606137,-1.0471517,-0.042055815,-0.71403855,0.40309694,-0.0067445934,0.33793974,-2.038589,2.8597999,-0.69909513,1.2059698,-2.0973477,0.6099906,0.87069994,0.2679034,0.07903735,0.2707267,-1.2843974,-0.4919154,-1.585839,0.19018102,-0.29284787,-0.018282913,-0.39368844,-0.086483955,0.27243397,-0.3148585
5154,-0.053546213,0.14967906,-0.052000016,-0.94524956,0.67903215,1.93715,0.7305483,0.30578485,-1.41025,-1.0259044,0.5483,-1.3071687,-0.7613549,-4.3605776,2.4945734,0.2418697,3.6087255,-0.483482,-0.3639508,-1.8369,-0.53333145,-2.3641,-0.62419015,-1.0362991,0.27081147,0.19584614,-1.0956521,0.16787651,-3.9863,-0.82170004,-1.4555507,1.1602354,-2.2983,-0.2596632,-1.3847653,-0.85780907,-1.432239,1.5912263,-0.020827308,-2.279412,-0.64899004,-1.3746622,-0.6021431,0.2516632,1.0903687,-0.9193149,-0.0618587,1.4096979,0.35117635,0.17030527,-0.58116007,-0.5775696,0.80426514,0.62245154,1.2941886,0.5935651,1.2370529,-0.15965496,0.999864,1.1152881,-0.31918356,-1.3154068,-0.28794324,0.010545731,-0.452286,-0.63916004,0.3135689,0.32893303,-0.8329005,0.009651557,0.024754107,0.40391245,-0.3312021,-1.161632,0.40574354,2.3520236,-0.41737705,0.64414996,-0.15107602,1.8243465,1.3716826,0.06515451,0.9848343,0.5379021,0.8727547,-0.016682178,-0.24847554,-0.43952274,1.32355,0.21027425,1.5638412,0.7130323,-2.6363776,0.20642003,-0.20248917,0.5835605,-2.6004,-1.2069674,0.86471474,-0.6896779,1.3560143,-0.20247397,1.5074446,0.8838018,-0.21397541,0.20174998,-0.35356066,-0.17716217,-0.010755479,-0.245778,-2.744,1.073962,-0.4567712,-1.1198409,-1.4611158,0.5076063,0.3353776,1.2257273,0.6150663,0.50543064,0.35061365,0.4623137,-0.11450662,1.161934
51569,-0.9914796,-0.8191496,-2.2452998,0.5631877,-1.5430691,-0.17374998,0.5775292,-0.64865243,-3.452,0.6647892,2.1793664,1.934217,-0.26547134,-2.4197125,1.1960019,-0.5356135,-0.5841533,1.7248666,-0.43377778,-0.039950013,0.30595222,-0.22974998,-0.01198177,-3.341897,-1.3309641,-0.10153088,-0.9868157,-0.031388104,-4.2125,-3.4516,-1.3188219,0.92961144,-1.20775,1.0226126,-0.91212964,1.262967,1.7789905,0.37025744,-0.923933,-1.544595,-0.36860648,-1.8372607,-1.856416,0.012126844,0.28962436,0.16283275,-1.2035999,0.55423427,0.75107396,-0.40841207,-0.022499502,-0.32431647,2.0192924,1.7702093,-0.01797963,-0.44668177,0.6412368,-0.19130617,-0.44288293,-0.09839383,-0.79447657,-0.94096124,-1.1405997,-1.3099897,0.10139555,0.4148699,-0.3767497,0.1615635,0.540138,-1.8840358,-0.3535385,-0.14526439,-0.03141295,-1.625238,0.38055027,-0.15617406,0.4238668,-0.4691244,-0.6638888,-0.039093196,-3.3354244,0.41198725,2.0329306,-0.08892512,-0.05634731,-0.32549262,-1.5084643,0.14427453,1.8606,-0.16395152,0.6365554,1.6603354,-1.4324117,0.17737673,-0.9151834,0.3456397,-1.2190001,0.35263848,-0.95126504,-0.019160002,-0.26726845,0.06724368,0.77976036,0.2535562,0.45333183,-0.42109996,-0.12891364,0.2554288,-0.7583113,1.4021432,-2.1602,-0.37367725,-0.5029384,0.9454851,-1.8103163,0.5631534,0.2440613,-0.06697473,-0.070843875,0.28703284,0.49404305,-0.11067232,-0.16551933,1.0926154
