,ST125,ST144,ST16908,ST16927,ST17292,ST17296,ST17333,ST17334,ST17335,ST17336,ST17434,ST17450,ST17814,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18604,ST18765,ST18766,ST18771,ST18780,ST18791,ST25588,ST25589,ST25597,ST25624,ST25630,ST25633,ST25640,ST25641,ST25644,ST25649,ST25678,ST25679,ST25687,ST25694,ST25709,ST25712,ST25719,ST25723,ST25724,ST25733,ST25734,ST25748,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25824,ST25831,ST25834,ST25836,ST25837,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25862,ST25865,ST25871,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25974,ST26007,ST26008,ST26022,ST26052,ST26055,ST26074,ST26091,ST26139,ST26140,ST26183,ST26258,ST26263,ST26329,ST26337,ST26603,ST26764,ST26870,ST28040,ST28135,ST28141,ST28265,ST28309,ST28390,ST296,ST37,ST606,ST621,ST622,ST623,ST647,ST659,ST713,ST717,ST973
1906,-1.7271816,-0.73437184,1.75665,-2.7442012,1.5330724,-0.106300004,-0.097593196,-0.60576,-0.75909996,-1.6177734,0.10746327,-1.4047654,0.23495723,-0.6446305,-0.704272,0.42543834,2.4684567,-2.6680608,-1.9504129,-0.3504,-0.98138684,0.33055001,-1.2416556,-1.7875947,-2.3889174,-1.9587631,-2.10316,-1.2634503,0.35570002,0.8219,-0.08027536,-0.2959078,0.29325,-2.1093485,-2.822501,-1.6357684,-2.3986475,0.41539896,-0.65281093,-1.1792445,-0.25350296,-0.10657286,-2.0172386,0.138067,-0.5630264,0.13479158,0.37622008,0.6652106,0.03971526,-0.04825592,-1.2757233,-1.2007909,-2.1554625,-0.26083454,-0.223957,1.1006968,-0.17953369,-3.1929865,-0.58745927,-0.39066032,-1.1498729,-0.013016522,-1.8092588,-2.0855863,-0.2767631,-2.2404234,-0.057427794,-1.528721,-0.15095702,-0.8035716,-3.2500193,-0.8587713,1.0629303,-1.424228,-0.87060297,-0.8128246,0.8577204,0.123970196,0.048841976,-0.33038342,-1.4711559,0.5005403,-0.66397226,-0.016150832,0.52353156,0.20961767,1.0183294,0.09850888,-1.6271,0.055497482,-2.625474,0.614166,-2.0151258,-0.32646936,-3.2428038,1.1067841,-1.24275,0.10047223,-1.4277856,0.61349714,0.0022117347,0.15741736,-0.9237776,-1.0344892,-1.8499165,1.4116001,-0.461105,0.29675794,-3.543641,-2.356903,2.3762999,-2.936974,-0.7038958,-1.6025801,-2.9343827,-0.060666226,0.003589034,1.3432515,0.47799268,-0.6067999,0.2960869,0.5688692,-3.4559193,0.26747787
1950,-1.0641193,1.8110105,1.3462,1.0441351,1.5146525,2.40905,-0.016607359,-1.3099601,2.8075,0.84359777,1.0295424,0.45326176,0.22479358,1.1189544,-0.9112843,-1.4810584,0.9113651,2.8053846,-0.32710406,0.3012,1.3103961,2.4774,0.6810669,1.2205567,-0.7749962,-0.75205296,1.6575763,-0.15342486,4.2621,6.1887503,5.321733,-0.047432303,3.81045,-0.38866994,0.38634077,2.945818,2.2369013,1.2487025,-0.033398926,1.5241346,0.5910175,5.5423822,0.4473823,-0.46161118,-1.5711898,0.22140056,0.7070095,0.630606,0.5606147,1.194753,-0.2978071,0.97730994,0.45939612,0.5978629,0.9481457,0.54701495,-1.3106539,-0.8828861,0.48488092,-1.1218398,0.6981732,2.0804684,0.61639225,0.7714941,0.3307249,0.47352496,0.6367818,-0.5906309,1.2301798,0.1975939,0.73797745,1.4445673,-0.7145044,1.4482985,0.30441886,0.26163888,0.48760656,-0.42221296,-0.5407397,-0.041710526,0.82592165,0.24400112,-0.38247976,-0.34415513,0.7653839,0.1640454,1.0223774,-0.7436614,0.23345003,-0.16471255,-0.70880556,0.30155343,2.8699262,-1.1406678,-0.10418616,0.586703,2.20485,-0.41738752,-0.8274162,0.41520414,-0.13545695,-0.34227204,0.64421976,-0.29939896,0.46583825,4.7046003,0.89280385,1.7148829,-0.878501,0.8611044,7.1118,-0.21795997,1.2672086,0.026647538,3.6201468,0.1101862,0.107511744,0.5642443,1.3197649,-0.5557262,1.2929194,-0.7805763,-0.6061248,0.5345409
1956,-0.27552167,-0.26203203,-0.50045,-1.2147362,-0.26050237,0.57725,-1.2803471,0.21726133,0.92050004,-1.0130657,1.3832468,-0.08458259,0.78231764,-0.10220197,2.9451933,2.144444,1.873405,-0.92734003,0.48770005,0.38275,-0.6961131,-2.8776,-1.0353961,-0.55167055,-0.17902055,0.70691025,-2.2498322,-0.9423564,0.14829999,-0.16799998,-1.6488831,0.35203078,-1.5587,1.6781411,-0.9573435,-2.563047,-0.3125591,-1.9212503,-1.0534126,-1.5872436,0.2889725,0.22963563,-1.1551392,0.52703375,0.60600543,-0.5670003,-2.3789554,-0.7331644,-0.25983006,-1.3024507,-0.67361385,-0.8531399,0.78276443,-0.35921994,-0.74366117,-0.1985573,0.44102436,0.12999082,-0.7038068,0.30659562,-0.14162701,-1.091866,-1.5440834,0.71684927,-0.45092478,-1.7589971,0.09812683,0.30815354,-0.3678047,0.5048069,-0.12176877,0.33241108,-1.3719997,-1.9734688,-1.1120346,-0.49940777,0.26586375,0.62815,-0.12304975,0.0077338666,-0.67061925,-0.2927269,1.2153903,-1.3592439,-0.69982713,-0.6296603,0.6894173,-0.2197851,0.5558,1.0275487,0.887836,-0.5992129,-2.2352948,-0.6716691,0.18405004,1.3646265,-1.4930501,-1.064977,0.66824955,0.74077547,0.50237674,-0.384561,-0.23062667,1.4541916,-0.2447303,0.8873,-0.81831115,-0.63145596,0.15639111,-1.2431426,0.38839996,0.7534799,0.29888856,-0.4257425,-0.12150118,1.2567121,0.53962374,0.9902507,0.54231024,0.5287143,0.7439227,1.5122277,0.25794905,-0.746664
1958,-0.12850483,1.4392366,2.7274,1.3527682,3.311397,0.62049997,3.1775026,1.1881702,-0.2686,-0.6393944,0.80250674,0.30768058,0.34917167,5.702672,7.8003755,4.000195,9.430898,-1.2748044,-0.59358406,0.68965,-1.0523062,-0.2399,-1.0318321,0.74035096,-1.0421336,0.6907313,-0.14909463,0.30134505,8.5218,6.4978,8.841473,-0.5241165,5.26265,0.52047276,0.7294329,-1.4243662,-0.9795572,4.6481805,7.8627796,2.491707,0.14750548,7.4530687,0.39301005,0.61325747,0.9317516,-0.7240339,-0.49056977,0.8138993,-1.0297611,-0.04244709,0.15668543,2.0291255,1.4324777,-0.21645452,-0.74262923,0.08402152,-0.6704533,-0.45839214,1.5733098,-1.0223451,0.462688,-0.18214603,1.3774881,0.9081024,-0.22867039,0.41932175,-1.5108969,-0.57239914,0.0029604668,-0.08983643,0.8899964,-0.6337285,-0.78048104,-0.55876386,-0.801644,-0.102539256,1.6106495,1.8040757,0.49356022,1.2427578,0.06458469,-0.2375908,0.47798583,-1.201503,-0.6911015,0.58127177,2.554895,1.2414246,-0.47175002,1.9875859,0.63700795,-0.47711402,0.22312486,-0.1548328,0.7794413,-0.5712668,-0.1998,-0.08953329,-0.17379817,0.34514117,-0.19911887,-0.24121967,0.019929826,-0.5790677,0.042152897,0.83535,1.5746627,3.3588471,0.5675796,-0.8221601,3.62275,2.2384248,-0.20287542,0.11551982,-0.96730816,0.33434764,0.4082746,-0.3716728,2.562543,2.47716,0.67410433,0.93220985,3.1867137,-1.1176393
1978,0.14842038,0.33000246,-1.4465,-0.5196303,-4.6108875,-4.6561003,0.29260346,-0.0895014,-0.9446,0.017675739,-4.403447,1.5958865,-0.8555758,-3.1637697,-7.562639,0.3496948,-6.204129,-0.7992305,0.59425205,-0.64265,-1.7684617,-2.78015,-0.6656134,-3.2010045,-0.8020208,-1.4186263,-2.2112443,-0.76405597,-2.12575,-2.7024999,-3.196289,0.9390479,-2.25155,1.1653664,-3.065815,-2.614263,-1.4412289,-4.682871,-1.1740085,-4.0632534,0.50187385,-0.94593346,-1.1447594,0.1470902,1.5116954,0.8622712,-0.7142943,0.2801237,0.0059199333,0.28617042,-0.29090905,-3.0357687,-0.009805642,0.07479195,-1.159256,-0.28470373,1.9500475,-0.12123789,0.30553833,1.8750086,-0.98929465,-2.2857535,0.86683464,0.83289814,0.18712083,-5.2296314,1.3637507,0.99332607,-0.26428047,1.7408757,0.016854182,0.38786867,-0.09358418,-2.4739566,1.796283,1.7776592,-5.1800356,-5.262515,-3.6491213,-4.6835833,-3.0033727,-0.92052835,-2.8654974,-0.8507323,-0.34083062,-1.2288748,-5.4523005,-3.087782,-1.2987499,-3.8981795,0.2682814,1.1066341,-3.2882562,0.65374863,0.69890106,0.89331114,-2.37655,-0.04635054,0.53320295,0.51801664,0.84128165,0.29523012,1.5812279,0.5709282,0.82476366,-2.9249,-2.774716,-2.3189511,0.37013456,-0.9675278,-9.18,-0.88284826,0.6144687,0.051608667,-0.6897538,0.43762615,-4.780561,-4.3690844,-6.69205,0.250503,-0.32029378,-0.5835485,-0.290905,0.7330914
1981,-0.6472585,-0.91940975,-1.68805,1.7325488,-0.7152887,-2.47605,-1.5663813,0.06328403,-2.73925,-0.4687556,-0.7990435,-0.44512376,0.25511214,-0.67191666,-0.19244424,0.2136166,-1.0759993,0.65288603,0.5449908,0.1341,-0.20677185,-0.89685,-0.8398889,-0.27167952,-1.1391996,0.19571303,-0.71737415,-0.7331092,-0.3389,-1.8011999,-1.3644974,0.11955557,-1.4612,0.7482102,0.8049784,-1.0621806,-0.46273452,0.8519176,-0.85402906,-0.808051,0.2508552,-2.3604894,-0.78410995,0.08305029,-0.17438635,-0.1450504,-0.47934154,-0.4239871,-0.16397549,-0.1487709,0.42222145,0.37104684,-1.046103,-0.060604393,-0.55159837,0.26921338,-0.011205554,0.9552922,0.78862536,1.7905421,-0.7716424,-0.33332646,-2.3977644,-1.2904595,-0.2770283,1.4688259,-0.20478883,-0.26900053,0.43924412,-0.91588223,-0.8973231,-0.0033982694,0.46406317,-1.2975504,-0.45597655,-0.94662523,-0.37393492,-1.370952,-1.1703503,-0.87294674,-1.8432715,0.55465436,-0.89263844,-1.9249825,-0.36330852,0.022478655,-0.77714205,-0.84261,-1.1846999,-1.2753493,0.44993925,1.367277,-1.2320533,-0.053858876,-0.61692977,1.0701001,-1.9402,0.22816381,0.29072776,-0.10535495,0.49376038,1.5881698,-0.2829247,1.2172751,-0.30185825,-1.23825,-1.1448984,-0.6416211,-0.114712685,-0.84780204,1.0679001,0.47478127,0.9465137,0.4905082,-0.3609265,-0.15419495,-1.392188,-0.11794166,-0.6786642,0.36087278,0.6255675,1.1315812,0.46045724,0.29960093
1983,-0.86178184,-4.27654,-1.1223,0.10287678,-1.121478,1.00915,0.31301165,-0.15640642,-3.9246001,0.25849837,-0.24863258,0.35606825,-1.2712843,-4.648529,2.4919667,0.8762492,4.298759,0.32717824,-0.038433895,-2.4628,-1.5064279,-1.7627001,0.6263573,1.209493,-0.28747475,-1.757503,-3.677307,-1.085073,-5.9558496,-4.59555,-0.7914791,-0.18572162,-4.73185,-0.91150725,0.0694668,-1.7210367,-1.8285589,-1.6879704,2.3059816,-0.95514244,-1.1266638,-4.170014,-1.8262858,0.05430443,1.2566668,-0.07481168,-1.1109691,-0.93884873,-0.46613902,-0.61012995,-1.2540258,-0.17400773,0.55179554,2.522882,-1.540106,1.067213,-0.10651814,0.57715297,-1.2079303,0.43142247,-1.9252706,-1.7878246,1.4274286,-0.1482497,-0.3306182,-3.4361413,0.22141147,0.8168781,0.55683696,0.45330417,1.9801632,-0.04855013,-0.39936367,-0.48281297,0.16735527,1.7076375,-0.44112408,-0.44217023,-0.5703394,-4.3256903,-3.1577997,-0.70181787,0.08647555,-0.7969592,-0.35686788,-2.6364968,-3.836556,-2.8156786,1.6266,-3.0550885,0.6620441,0.98209715,-0.98902756,0.30488005,-1.7044634,-1.0748065,-1.167,-1.4226389,0.5562515,0.83843446,0.9692483,-0.6514773,1.7386975,-2.4724836,0.1605914,-2.0923,-4.7102203,-1.2941091,-2.5517745,-0.44555655,0.7241,-0.24755546,-1.0366038,-0.60296595,-3.9530017,0.078921884,0.012094412,1.3949459,1.6416249,0.36564752,-0.6203048,0.63387465,-0.15236607,0.25284064
1994,-1.2303214,0.09931922,-1.5065501,0.28395858,-1.537657,-1.7747,-1.4004898,0.39122623,-2.9565501,-0.87804645,-2.0492678,-0.91996294,0.3894654,-2.7841218,-1.0113432,0.96237314,-2.0683165,1.5352473,0.43329316,0.22755,0.031065665,-3.3583,-0.55175966,-1.8970925,-1.0397049,-0.08256103,-1.4844131,-1.3057489,-2.43785,-3.12705,-2.7970812,0.03907144,-4.7617,0.47012672,-0.95421433,0.4782155,0.013826281,-0.79220134,-0.40761644,-2.0340066,0.39781252,-2.2444706,-1.4020715,0.2497444,0.27228522,-0.29104346,-0.5252884,-0.53417206,-0.12553997,-0.5477958,0.25633228,0.053181037,-1.4238967,-0.18669978,-0.24313208,0.21150163,0.47946727,1.0018142,-0.66547173,-0.4962704,-1.1778375,-0.7839757,-0.79963994,-1.0216913,0.44174224,0.119363636,-0.011529274,0.12651345,-1.1272819,-0.3581919,-0.7489525,-1.0968634,0.40025717,-1.5931942,-0.077315316,-0.6449303,-1.3440616,-1.6435983,-1.5124874,-1.2604779,-1.180471,0.15227625,-1.7597442,-1.1392994,-0.30804956,-1.4945197,-1.7747865,-0.8775097,-2.0429,-1.0493884,-0.42873567,-0.76647127,-2.2872617,0.31862092,-0.4758225,0.5665843,-1.80075,0.35011142,0.65949076,-0.7959187,0.5250776,-0.20307389,-0.5204408,-0.07614999,-0.4937657,-3.18725,-0.8504166,-1.2493764,0.6896879,-1.0581019,-2.35285,0.03717482,-0.2553497,-0.5431812,-0.54896045,0.28604352,-1.2324522,-1.7453396,-3.4977124,0.5612417,-0.13078457,0.808627,0.3417432,0.029082987
200081,-0.50765884,0.48520485,-1.3668001,0.23017126,-1.5712736,-4.2015,2.1108537,0.4753729,-10.0,-1.0730228,-0.7843391,1.3063624,-0.36196485,-7.5848284,1.226211,0.00047539175,0.082078435,0.6998997,-0.042696036,0.74654996,-1.0969646,-2.8862,-0.23807208,-1.8461659,-1.0468907,-0.24191782,-0.42975557,0.2303701,-10.0,-10.0,-10.0,0.07815334,-10.0,0.57930785,-1.0041636,-0.608458,-0.4833807,-5.145426,0.1495746,-2.0868516,0.37984166,-10.0,-1.2323039,0.051713824,0.1973761,-0.09549789,-0.277108,0.2700386,0.32777578,0.3626101,0.5658353,0.39898217,0.6345277,0.70668775,-1.3021629,-1.6860489,0.6508176,0.47570646,-0.45819604,-0.1368649,0.44727337,-1.5592933,-0.1282849,-0.34042126,0.24608894,-1.4387476,0.07923354,-0.35227337,-1.6578472,-0.8318479,0.8850108,-0.26842204,0.44164902,-1.7705445,-0.11725524,-1.9590719,-1.157685,-0.45172086,0.13245556,0.27386406,-0.38846242,-0.1810862,0.8117757,-0.63731056,0.7428575,-0.27143228,-0.7560828,0.016203374,-0.46305,-0.5561836,0.035540402,-0.24691531,-1.7113987,1.1137184,-0.42053083,0.05517268,-3.3732,-0.19951254,-0.6759378,0.5902607,0.26406184,-0.24472725,-0.55596864,0.30476654,0.5015415,-7.3896,-1.2150683,-3.9054985,1.0027437,-0.650658,-8.52505,0.80830145,-0.15671949,0.9777596,-1.0003085,0.47926843,-0.13436094,-0.58476055,-2.174049,0.42852688,-1.1084015,-0.38180423,-0.031749047,0.34615517
200734,0.57080644,1.2095104,1.6966,0.2942758,1.0544274,1.74165,0.017644048,-2.4867983,2.16655,-0.44160646,1.5049584,0.536956,-0.79452944,0.29375708,0.47228324,0.8043343,-1.180095,-1.9279909,-0.22776172,-0.644,1.787045,-1.0446,-0.80760545,0.8044212,1.4425364,0.16786927,-0.12699696,1.1355534,0.13385,3.5187,1.9459933,-0.34982136,2.5240998,-1.0100553,0.32340828,-0.4456099,-1.6978276,2.0293827,0.4911303,1.3275068,-1.0383267,0.7186113,0.86958003,-0.13995,0.116047606,0.03897931,-2.7588243,-1.2167046,-1.4925084,-0.8404987,-1.8967205,-2.499334,-0.7508062,-0.68183756,-0.2513129,0.044342518,-0.4633261,0.43761602,0.976333,-0.29595354,0.7518973,0.7606186,0.27834302,-1.0744201,0.87956804,-1.7297233,0.47071826,0.20332924,0.49157548,-0.5567351,-0.17056085,1.163424,-0.62207735,0.41363865,-0.7425393,-0.46449298,1.87984,1.2722256,0.6537205,0.8482324,2.5216541,0.11666587,1.2711389,0.669999,-1.2196763,0.6586989,1.7898057,1.1397552,0.66505,1.4380455,-1.065995,-0.25830284,1.6805384,0.2055189,0.26650643,0.9721767,3.2391,0.064702645,0.68379694,-0.50063723,0.23785928,0.6927962,0.3970546,-0.53531843,-1.0561469,2.8104,1.1393185,-0.23890221,-0.07156578,0.3096555,3.73995,-0.22974437,0.048983335,-2.130904,1.2416755,0.35249114,1.1576805,1.5863173,1.7189821,0.23165877,0.768849,-0.27337864,-0.6661053,-4.7616854
2017,0.4506909,-0.6096691,0.19075,1.102069,-2.4076135,-1.5149,-0.70192087,0.5938627,-0.6468,-0.49964315,-0.6349608,-0.8221847,0.056002595,2.0467386,0.19191615,0.55839753,0.37616104,0.663796,0.24487697,0.26665,-0.7668177,0.43585002,0.76091903,0.6266352,0.7286353,0.12910566,-0.6785011,-0.91295165,0.96500003,0.075899996,0.991058,0.868942,2.5105,1.0896053,-0.6687728,-0.48376948,-0.16856603,1.5496228,-0.12609215,0.30394983,-0.37032455,1.6481142,-0.54610217,-0.20086366,0.148655,0.5123977,-0.29589686,0.9599748,0.038710356,0.4457783,0.32456315,-0.2843045,-0.3767386,0.61216325,0.3805014,0.9205734,0.14871624,0.6993839,0.5783379,0.49969214,-0.030702963,-1.2550008,-0.69290537,-0.23915678,0.015731486,-0.13672452,-0.15093489,-0.2930354,0.57445216,0.43440124,-0.22584082,0.30638236,0.58879167,-1.2863668,0.8133247,0.8524319,-0.5641244,1.0431478,-0.38731807,0.13560756,-0.22379074,0.54983807,-0.42178014,-0.48268026,0.14193094,0.25676745,-0.51856446,-0.35123292,-0.64489996,-1.0214223,0.6028558,-0.52288437,-1.8130016,0.53431267,1.3672734,0.26536608,-0.29595,-0.12610424,0.27785826,-0.21011892,-0.58467036,-1.0150723,0.6457541,1.0640659,-0.22736628,-1.59835,-0.5696886,0.9534596,2.109208,0.08940424,2.68845,1.2204564,1.0927132,1.8796158,0.2744732,0.9864087,-0.05978951,0.082553804,-0.17083848,0.21507013,0.05911787,2.6379695,0.3127052,0.6332184
2037,-0.12173023,0.9375899,-1.0216999,-0.5866134,-1.9161228,-1.84105,-1.44608,-0.2514002,-1.33945,-0.09791984,-2.2484121,-1.0859278,0.22963941,1.3839477,-1.216727,1.6417618,-0.07430437,-0.34139863,-0.21401842,1.07535,-0.5785943,-0.3486,-0.7658772,-1.0996646,-0.5248725,0.37285495,-0.8667606,-0.8138592,1.4428,-0.49840003,0.5595387,-0.52714616,1.53855,1.1877631,-1.3723569,0.4220423,0.6930772,-0.5708417,-0.2696335,-1.1542567,-0.4136478,0.84681123,-0.57151216,0.03355047,0.77134335,0.8788018,-1.2843033,-1.2393886,-1.4312265,-0.4748614,-0.23189637,0.72659874,0.7744001,-0.1843757,-0.7011112,-0.74984133,0.40261626,0.65050995,-0.54345024,0.012375683,-0.037393436,-0.42617413,-0.82537186,-0.44251764,-1.205883,-1.1066781,-0.9887078,-0.20180836,-0.6892743,-0.79740894,-1.1273069,-0.84692794,0.05918862,-1.4564875,-1.1393356,-4.0012784,-0.22685798,0.5450634,0.24469763,0.28360918,-1.3665608,-1.6834035,-0.88996553,-0.3239411,-0.02797778,-0.02016528,-0.28706902,0.6281794,0.64465,0.8157202,-0.15601069,-0.83228797,-0.91453147,0.36043477,-0.68473977,0.22038682,-1.27075,1.535934,1.2627085,1.0710363,0.7188712,-0.102590635,-0.9671134,0.89056504,0.8154699,-1.05945,-0.57934165,-1.8938854,-2.2300925,-1.6688972,-2.6339,1.037855,0.43343344,-0.47048917,-0.9644999,0.8034502,-0.54786956,-1.7707088,-2.743914,0.52701837,-1.1690805,-0.31079882,0.374157,-0.90792584
2042,0.5903972,1.3315984,3.7968001,-0.04789959,1.7355828,2.4248,0.004311979,1.0022461,3.6565502,1.2082343,2.54502,0.58695775,0.7757596,2.007364,-0.42511347,-1.3215952,-0.15090388,-0.1643449,-0.87596846,-0.74885,0.6896205,3.14115,0.14446339,1.3322946,2.370484,-0.52611053,0.5211009,-0.010680765,3.13875,4.3708496,3.0561383,1.584059,2.69095,-1.356822,-0.07265238,0.4344086,-0.564975,2.2499082,-0.12489481,1.3747597,0.12710184,2.3409479,0.729533,-0.71619654,-0.096897885,0.3196718,0.17257313,0.13537845,-0.29645365,0.6523968,0.31238332,0.92008936,-1.3315533,-0.43768206,1.1057324,1.4885585,-0.615493,-0.57312435,-0.7372802,0.68377805,0.9842552,1.3144311,-0.6279056,0.040743142,0.31709522,1.2628776,0.47135186,0.8727908,0.8207816,1.2195773,-0.38049918,0.32088655,0.13234824,0.989796,1.4575126,0.054533213,0.5261706,0.29896948,0.086125,0.11715743,0.7846739,0.4190148,-0.28441757,-0.1375746,0.20537516,0.011278659,0.6197903,0.20605315,0.42760003,0.8558274,-1.0246518,1.1738725,1.8446403,-0.61089885,-0.35747716,0.17277679,1.9665,-1.2192577,-1.091838,-0.4913703,-0.527906,0.1389955,0.867971,-1.0776093,0.038086176,3.4046998,1.4114947,1.7956148,-1.1027052,0.86362517,4.0632,1.3186438,0.17040701,0.12612016,-0.34936908,-0.74410325,0.09696044,0.007938549,0.754501,-0.6577812,0.90848374,-1.133306,-0.84920835,-0.8140242
2048,0.27716288,-0.40217486,1.97135,-1.0298284,-1.3032012,1.2702999,-2.273014,-0.27760187,0.53125,2.8118558,-1.6304334,-0.8116784,3.0828001,4.2333093,-1.3389827,0.28387854,-3.0868874,1.0400556,0.059879214,0.48470002,-0.737834,-0.83239996,0.42957377,-0.10780866,1.1104796,-0.64683974,-1.1935971,-0.056438893,4.8081503,4.3137503,3.017835,0.057877332,3.84015,1.7093076,-0.2347557,-1.0919491,-1.0606468,-0.7367438,1.2787223,0.005035937,-0.83428836,5.6756554,-0.38640285,0.032988608,-0.41700238,-0.22098128,2.88394,1.5210629,1.6002597,1.5271219,-0.97476614,0.62378746,0.18602954,-0.13356464,-0.5839243,-0.14749481,-0.1184932,0.5187164,0.2853548,-1.1018968,-0.09975743,-1.4762723,-0.179667,-1.337286,-0.13871014,-0.22252247,-0.6172049,-0.01033755,-0.06434302,1.2858567,-1.2065611,-0.65574324,0.6222905,0.3018766,-0.2931074,-0.036215514,0.36798674,-1.2809654,-0.31234235,-0.40602374,-1.0236094,-0.021678492,0.33093405,-1.3496641,1.2610891,-1.342677,-1.1168593,-1.3316523,-1.08205,-0.7056505,0.5743736,-0.03642112,0.659338,-0.32212812,-0.16848211,-1.3523355,0.34565,1.9591618,0.5242857,-0.10133731,0.34973726,-0.61649454,-0.90337056,1.279452,-1.098777,2.3301,-0.6261128,1.6449465,1.0957801,-1.8472602,7.50115,0.8507243,-1.5881165,-0.56233716,-0.3916017,7.3735027,0.30720347,0.47322935,-0.5861307,0.12813747,0.11141783,-0.40014166,-0.17944288,2.4075196
2058,-0.0799692,0.7652846,-3.10625,-0.017916068,-3.8178864,-3.8501,-1.6267998,0.667741,-2.59895,-0.22055125,-1.4841753,1.0642327,-0.3751654,-1.4356619,-3.549975,-0.3113706,-3.3685427,-0.8986063,0.98351896,0.60985,-0.5296817,-2.4357,0.5414986,-2.1467988,-0.9420582,-0.6420641,-1.1179874,-0.37124145,-2.24265,-2.70825,-4.492543,1.2242844,-1.7003,0.40210694,-1.9154974,-1.7726254,-1.3962142,-3.4475927,-0.23110251,-1.7641165,0.2683877,-3.238826,-0.24604534,0.5203287,1.0794492,-0.16328678,-0.24280038,0.7569597,0.39517576,1.3245873,-0.9614198,-1.7131462,-0.6854703,-0.28973868,-0.8189872,-0.32434434,0.9906996,-0.76397187,-0.63444066,1.1170423,-0.98400736,-1.3307674,0.039777122,-0.41129923,-0.77277225,-3.653432,0.8268045,1.223792,-0.066022456,-0.46192965,-0.7871534,0.55823374,-0.17574964,-1.221027,1.6443083,1.8460684,-3.4752092,-2.8866916,-2.6256456,-2.494411,-3.3088617,-0.16038959,-2.4638252,0.2390008,0.84598124,-0.18449168,-2.9715223,-1.7891818,1.29695,-2.525822,1.1877795,0.8049568,-1.5376537,0.12141569,0.0323184,-0.8969598,-2.8498502,-0.74385905,0.29956114,0.016595334,-0.23794296,-0.61014366,-0.37569356,1.473588,0.5490158,-3.1357,-2.2066545,-2.9376848,-0.22940502,-1.6425719,-7.0027504,-0.2662441,-0.3417679,1.6176267,-0.0031555593,1.5204912,-2.2879372,-1.7533957,-2.5864275,0.97441137,0.6397462,1.3824911,-0.28020975,1.051338
2063,0.11179553,-0.36510426,-3.7162502,-1.6691774,0.7481657,-7.0581503,0.49264693,-0.39936554,2.4426498,-0.09509122,0.2152358,0.18714407,0.54927737,-1.0559204,-1.0793781,-0.3216961,-1.6349728,0.8334023,0.013481788,-0.57975,0.5237123,1.73035,0.48458934,1.0089196,1.3908935,-0.68310034,0.81316495,-0.18113662,-2.7335,-4.2431498,-0.26021343,-1.3708384,-1.8736,-1.9663818,0.34694326,0.9643378,-1.5972456,2.0259986,-0.47563666,1.279139,0.17945567,-3.29904,-2.228057,0.19480194,-2.020984,0.53384715,0.12819912,-0.40539676,-0.5129673,-0.19600525,-1.1732236,-0.7046921,-0.7132404,-1.2360295,-0.03605789,0.49103904,0.16805911,-2.578285,-0.22683956,-1.17359,0.5230834,1.4015536,0.7368046,-3.5756514,0.18411028,0.7673664,-1.9085466,0.2995009,-1.3867204,0.084891856,-0.25673977,-1.4265445,0.63471615,-0.86424935,0.0190804,-0.88237405,0.15276295,-0.018529117,-2.217013,0.10472229,0.15358475,-0.37564653,-0.3032385,-2.938187,-0.02875708,0.5594615,-2.9093106,-1.8249148,-0.10945,-1.282257,-1.543427,0.43017018,0.8336023,0.5457932,-0.07751705,0.930684,1.27005,-1.6948884,-2.1856544,-0.31638318,-0.1488893,0.9259885,0.863106,-0.8241053,-0.8452307,0.7524,0.46525744,-0.24840319,0.8181565,-0.10656253,2.2363,-2.0353615,0.8087362,-0.02728391,-0.77452475,-0.6034533,-0.41776526,-0.52419275,0.00090548396,0.009287827,-4.311155,-4.200602,0.047398537,-0.6693554
