,ST16924,ST17220,ST17263,ST17530,ST17584,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25945,ST25947,ST25956,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26267,ST26349,ST26374,ST26376,ST26526,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST26992,ST27058,ST27219,ST27223,ST27284,ST27341,ST27403,ST27522,ST27526,ST27540,ST27602,ST28016,ST364,ST377,ST403,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST823,ST967
2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71818984,0.0,-1.740585,-1.2493292,0.0,-1.633957,-0.73768485,0.0,-3.364953,0.0,-1.725539,-1.7355711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7730778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1019087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6912419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7187306,-2.2263649,0.0,-4.54655,0.0,-4.85176,-3.7034132,0.0,0.0,0.0,-0.76194936,0.0,-1.0873,-2.4934535,-4.144375,0.0,0.0,0.0,0.0,0.0,0.0,-5.44181,-0.69751686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1655338,0.0,-3.222296,0.0,0.0
25976,2.439341,1.7882051,0.038070563,-3.0973501,0.32009518,2.6498609,0.7330809,0.0014968514,0.93598825,2.6988082,-3.4401128,2.9553115,4.1132727,2.1685324,-0.27994284,5.1656713,-3.2379045,-8.439385,9.595044,1.6719477,0.09598717,0.6156744,-4.474135,0.39876336,-0.3599694,-0.3109406,-4.2241354,0.55310506,0.5158685,-0.7119876,0.19419938,0.2730496,3.9230254,0.34081584,-0.5288838,0.11153815,-3.0512366,0.56355965,0.11767787,-0.11273022,-0.40729713,-1.8150105,0.26458853,-4.226465,1.8110869,5.1538725,3.3439445,3.6799898,2.903833,3.5757432,4.279894,-0.3585999,5.5195208,0.8801433,-0.24323982,3.4745994,1.9217099,0.005153112,0.2409155,-2.7632973,-2.25443,9.56618,10.0,-0.5622867,6.2603035,0.018469896,0.92407966,2.596602,0.13975275,1.6234863,-0.022441387,-1.0031939,0.7756134,-5.86285,-2.7427788,-3.4751885,-0.6916204,-0.1536742,0.55182374,0.56160814,0.6924296,0.1443635,10.0,0.64897686,0.34429544,1.1127741,5.2933493,0.96215945,0.56584513,2.3280501,0.43660057,0.25655925,0.7373061,0.5430161,-1.0891241,2.5938294,3.2329097,1.0292637,-5.614127,3.8603036,0.97245383
25987,-1.255593,0.18020055,0.4815392,-0.41493213,0.16825365,-1.0092158,-0.5639306,-2.9313524,0.36033314,-8.087957,1.125009,-0.033417463,-0.62321746,0.5833434,0.18944377,-4.1222687,0.7935675,-7.9440355,0.0027192682,0.15993887,-6.781468,0.15193212,1.6446333,0.38520688,2.4556034,-0.26122922,-0.22891815,0.23645914,0.23010023,1.9771802,1.8446314,1.7586983,-1.4007466,-0.39984345,1.8027078,2.079997,0.5735673,1.876937,0.57446253,-0.30190998,0.09723434,0.796667,1.965239,1.8477193,-0.43852893,-4.8331823,-6.421031,-5.40031,0.30337244,-0.032682523,0.31342667,-0.2109878,0.9065346,0.83926344,1.1363708,-0.47687256,-0.4709732,0.75663126,1.2029085,0.9504323,1.6250916,-5.398015,-3.7159455,-1.2349038,-4.464595,0.608575,-4.5269785,-3.9015002,-0.11923742,0.16254655,-0.17599244,-0.84604084,0.52806747,-6.0120497,-1.6881441,-4.460864,0.4439948,0.19810519,1.4257675,2.4267454,1.8929996,-0.99373806,-7.639126,-0.12560649,-0.29656142,0.3819147,0.18680352,0.22701885,0.89796305,-0.8908562,-2.0714183,-0.9712471,0.746703,2.2121456,-1.8719063,-0.09174532,-3.7213209,0.38479242,-7.42109,-2.4003346,-0.66116524
26001,-0.21699609,0.8067014,-1.5220945,0.73088354,-0.812134,1.1397564,-4.191475,-2.2656393,0.7438773,-2.4188547,-1.6729953,-1.4280484,-0.52196425,-0.47880754,-1.9571664,-0.96658313,0.44487497,-0.6470571,-1.9702504,0.3338058,-0.98043364,-2.3065777,1.8388973,0.021410733,-0.02636458,-0.32062823,-1.0960578,-1.7887064,-1.1090766,-2.2837467,0.7283687,0.45566356,-5.0861363,-0.5841319,0.025465287,1.0372411,0.44435835,-2.5372474,-0.48584956,-0.1362879,-0.50545806,-2.0494113,-0.3483024,-0.80237824,-0.1819178,-2.5735579,1.8757999,3.4289489,-0.43468508,-1.2724705,0.29840177,-2.3815184,-0.6317878,-1.603036,1.4076145,-0.3993166,-1.2616786,0.36369258,0.44451988,0.031769328,0.19708657,0.77108055,-1.6133623,-0.58504456,-2.8341236,0.21387145,1.7523227,1.3637941,0.5817736,0.4593074,0.05985953,-0.26456475,-0.45766783,-1.081,1.9394809,1.3749578,-0.1888211,-1.6676929,-0.025848359,-2.2531452,0.49809408,0.31448117,-0.71703696,-1.2841878,-2.0671988,-0.70822746,0.91509247,-0.6382456,0.7735946,0.5944577,-1.8048642,-1.2394502,-0.14310381,0.335574,-0.49749535,-0.993037,1.0358834,-1.2313292,-0.8301649,-1.487453,-0.7982842
26020,0.5445303,0.55423313,0.5587769,0.12802717,-0.9910018,1.1609952,0.3422666,0.87076324,0.56277996,1.7182913,0.5108329,0.5189335,1.9606099,1.889664,3.2132468,-2.992152,1.0533413,1.511914,0.9371127,1.1701486,-1.3060989,-0.6669276,-0.2479896,1.0443739,1.259942,-0.7773348,0.03393379,-0.2954022,1.924917,2.037324,0.8297402,1.5725164,-5.543841,0.5097813,-0.26221654,-2.9374504,0.42451304,0.65420806,1.2781671,0.3329414,-0.8586349,1.2302363,0.60669565,-9.982671,0.48524225,-3.3968453,-5.3688684,-2.9472132,3.048605,2.7595434,1.2698821,-0.7556471,0.5584822,-1.286314,-0.026023597,2.51801,1.2666925,0.7180934,-0.31678692,0.58858156,1.1481568,0.46082377,0.82373226,1.531385,-4.2470703,0.06219967,-0.7142269,0.4372836,-0.3699197,0.47367224,-0.064432845,0.8714389,-0.10641396,0.0752,2.5184762,-0.8953515,-0.9738411,0.23005627,0.2696617,0.5973712,0.8929329,-0.8137053,-5.6523457,0.596522,0.3511631,-2.4217706,0.4046836,-0.9011711,-0.7722139,1.0412409,-0.4566467,0.6126276,1.2650515,0.94218355,-0.8314799,3.3822014,2.0694609,0.4226172,-0.17642453,1.4096963,0.980415
26036,0.17706482,1.3343891,-0.350033,3.0609105,-1.3552928,3.5842588,0.37839794,-1.2504144,3.6519165,2.939124,3.262241,-1.0556341,1.2044883,-1.0818864,-0.560928,4.3797913,1.4112966,0.19568565,-0.7017678,-1.4756117,1.5554297,0.1851469,3.5817218,0.020440228,-0.16361547,0.5890624,0.34202874,0.031153254,1.1207037,-0.07578896,-0.9149434,0.2209597,3.6913111,0.8188174,1.345598,0.42000365,-0.58183247,0.070990965,3.6421933,0.58569634,-1.434744,-0.2688983,-1.0429049,1.5174203,-1.5878267,-0.6203933,-0.36912206,-0.061922297,0.3061749,0.49136165,-1.4718752,0.8779083,-0.17621604,0.09534365,0.0277268,-0.10472605,-0.9784349,-0.37208447,-0.48365235,1.0426638,-0.6264883,-1.126799,-0.27983713,-0.19163966,-0.91691303,0.065414175,1.0945683,1.3770721,0.47413966,1.0005125,-0.93315333,-1.5143695,0.079301216,0.73284996,0.551988,-0.60532236,-0.6248644,-0.054259628,0.43913352,0.403758,0.5448554,0.291371,10.0,-0.84686637,-0.24707605,-1.3111441,0.556467,-0.20558372,-0.36554086,-3.630866,1.3316433,-1.2190573,-0.26391342,-0.055119216,1.375037,0.828618,3.009288,-0.09948185,-1.001927,0.5280956,-1.299662
26054,1.2419288,-0.36487645,0.10300627,0.34584332,-0.005330842,0.82346106,-1.0147324,1.407523,1.9707627,-4.8155346,1.2151868,-1.3930867,0.06485184,0.3067094,0.035861664,-1.3146355,0.856148,-5.358101,-3.0098066,1.5448256,-3.5452905,-0.0628154,1.7816107,0.18576282,0.16901655,0.3021414,-0.4743567,-0.18124399,0.76148915,0.5362588,-0.5940897,0.076177694,-4.469906,-0.5329581,0.9263034,1.0136921,-0.50164574,-0.20701544,1.4281522,0.25320226,-0.5995327,0.058694333,-0.056124985,-0.76150745,-0.6492307,-7.6324377,-9.722032,-9.547197,2.158776,0.88556045,-0.009272389,0.5101614,-0.6726513,-0.5224658,0.18926787,2.441485,-0.24061474,0.49502,0.33302322,-0.1062772,-0.104780465,4.372353,4.0545626,2.104519,0.3163398,-0.3365233,4.2985353,3.572123,0.36153975,-0.88796246,-1.2543603,-2.0054498,-0.37921888,-4.9505,-4.1996574,-2.8465495,-0.2903679,-0.22468802,-0.099682406,0.077059835,-0.37646797,0.31963706,5.5210943,0.021471888,-0.3903923,-0.4143255,0.24383529,0.31547,0.30043668,-1.7207205,0.122024655,-0.50779575,0.26359862,0.6841767,0.016672537,0.9109942,4.248581,-0.56785583,-3.9318233,1.8578746,-0.115277946
26064,0.41201872,-0.46491262,-0.020462811,0.9101797,0.0490316,-0.47837397,1.4113779,1.5748225,-0.2122292,3.3504496,-3.0933518,1.6606369,1.3372376,2.9713955,1.8672688,1.2939563,-0.77406657,4.2965064,3.2101676,0.98709595,3.5121179,-0.0069848895,-1.9892805,-0.2248007,0.68272173,1.0171351,0.8147023,-0.73524225,0.697816,0.12817378,0.61309147,0.9512355,-1.5120465,0.9754691,-0.5821468,-0.63301855,0.07277198,-0.9428834,0.5084324,1.0864847,0.817819,0.93945026,0.6301094,4.106883,1.1394048,-0.22156475,-3.9720044,-3.069659,2.0367336,1.5518119,0.5321197,0.98232055,-0.26842943,1.3291454,-0.4309178,1.6163656,-0.038461618,0.17338505,-0.97971797,0.14739783,0.27489012,-0.18712255,-0.5871581,0.25598603,2.2528539,-0.08803375,0.7132954,1.0727838,-0.11331558,0.26149353,1.0364897,0.44299465,-0.7585096,4.3489,0.21020246,5.4159927,-0.3094835,0.6754044,-0.4898336,-0.455832,-0.49112558,0.41077012,-1.9484789,2.4414635,0.21422723,-0.21012549,-0.37002873,0.3775705,0.0709333,-0.16564052,0.977497,1.2014236,-0.2973704,0.058700502,-0.21384478,2.8637223,-1.1671678,0.21198784,4.483507,-0.061366834,2.4673095
26128,-0.4307626,0.0067173243,-0.16034973,-1.5803524,0.23537251,0.15109062,-0.20676798,0.49561566,0.44678396,1.078373,-2.2466676,0.27111676,-1.0133321,0.04128158,-0.17909098,1.4636961,-0.05321847,2.348407,-1.4636098,-0.52909577,-0.93452895,-0.27397066,-3.5725913,-0.46071863,-0.85014665,-0.40988794,-0.6741874,0.5069854,-0.48338157,-0.96833134,-0.07479373,-0.47388008,1.82149,2.242351,-0.8219714,-1.1476107,-0.020983815,-1.4605737,-1.026459,-0.51171845,0.18996646,-0.29213536,-0.37658143,0.7749839,-0.47022164,0.52348423,1.1933824,2.044582,-0.116754666,1.3401904,0.56345725,-0.8431821,0.30470243,-0.06857128,-0.9051542,0.92559505,-1.1513182,-0.5339537,-0.28665257,-0.27914065,-1.2726429,-2.3500957,-1.7918344,-0.043466315,2.3058984,-1.0379441,-2.473496,-2.9833,-0.050615788,1.0513289,-0.09962118,-1.0586766,0.16237514,0.59955,1.6979681,0.24495411,-0.5445543,-0.28549677,0.5198364,0.40067768,0.48241347,-0.53103566,-1.1774163,-0.20135123,-0.32363927,0.39331457,0.5517858,1.6334832,0.8901993,1.2885727,0.90040946,-0.19170545,-0.69584954,-0.30255944,1.101288,0.5856246,-3.7860346,-0.27080923,0.82613456,0.4928804,1.3547399
26136,0.6832441,-0.6537091,-0.1471115,0.381774,-0.5267332,1.5329239,0.38015938,2.3718724,-0.11213822,1.9805319,-0.194183,-1.0483598,1.3338466,5.310204,3.0473766,3.3304634,-0.76920414,1.599946,1.8551811,2.016614,3.3837576,-0.4983959,0.7108576,-0.277249,1.7211308,0.7956033,3.1378658,-1.8655968,0.40334556,0.9871524,0.5782908,0.8613661,1.1311846,0.36236897,3.143067,-0.60603374,0.5451815,0.38653946,0.30073416,0.6966593,-0.483481,0.15713458,0.10974167,3.796748,0.007883608,3.405777,1.541498,1.7239954,0.65223837,2.9743803,-0.13189131,-0.8890017,-1.045921,0.36194098,-1.2002912,1.9413716,-0.06167981,0.43126893,-0.38254184,0.4272557,1.5686846,0.4552932,0.18501183,1.3762197,3.981353,-0.22637641,3.964307,3.4676027,-0.6241717,-0.24087484,0.09000866,0.75853086,0.20991692,3.4685,-0.9142902,2.0333726,-0.5715449,-0.11244477,-0.22364454,-0.29304388,-1.0113375,0.5403413,2.2587109,0.67481816,0.4990426,-0.9274526,-0.9089062,0.6469432,-0.9675139,0.885118,1.2131414,1.6442115,-0.066237554,-1.1990898,0.62075305,1.8556612,3.6212988,-0.33616346,3.43819,0.9798348,1.324931
26227,-0.21706444,0.67682886,-0.2549752,-0.2045196,1.317145,1.3893,-0.22147742,-0.5409715,-5.016163,-0.13978294,0.60439795,-0.5402007,0.056083053,6.391629,3.4572299,0.13430417,1.5016773,1.4245727,-2.1241097,2.8832753,-0.5457184,0.1204101,1.1239568,1.6120548,7.7439814,0.4733225,8.8298435,0.5831786,0.8049248,-0.6249081,-0.25114718,0.3078806,-1.3981423,-0.22902678,7.1939607,3.6755087,6.4555445,0.6064653,7.673935,6.0959773,5.073127,2.7256148,2.9995284,4.425522,-0.434938,3.49045,1.1221447,-0.18578039,-3.9239824,-3.2513554,-0.8265649,-0.8091657,0.122109056,-1.0294037,-0.37093273,-1.1197066,-2.5972247,-0.24558938,0.26372993,0.8542124,4.733056,-4.5399666,-4.4401617,-1.6065059,-0.77549946,-0.74075514,3.84956,2.3238394,-0.81785697,2.242336,-0.37515566,0.31281832,0.661562,-0.6523,2.6429648,-3.3245707,0.30284935,1.4143295,0.55073816,0.2267824,0.9775202,1.2285638,-6.239677,1.0586026,0.31324247,-0.39196968,-0.78079396,-1.0223514,-0.342735,1.7596115,6.334011,1.6089014,-0.64603126,-0.82426107,0.4915174,-3.9871194,0.94620264,1.3198109,0.36186704,-1.3498671,2.321423
2624,1.5275306,0.47964492,-0.45919567,-3.3744369,-0.4957385,-0.70216125,0.68729794,1.0356109,1.3773812,-1.8410697,-4.4108367,0.6358837,-0.83238876,-1.957526,-2.7922597,-4.192107,0.119342774,-3.057304,1.0331438,0.8009931,-3.546266,0.14452149,-3.3434534,-0.21783413,0.31106442,0.4197086,-1.4566078,-0.27012005,1.8231583,0.9840294,-0.02878024,0.48813674,-2.1985538,0.63558733,-0.8247739,0.79802114,0.16974166,0.41330707,-1.3376429,-0.024095282,-0.39440376,-0.62991834,-0.38461876,-2.4328141,-1.6029615,0.15855843,-0.76752377,-2.6655889,0.122941986,0.03304392,0.07388394,0.27983195,-0.7049905,-0.81388736,0.15577772,4.70459,1.7702811,-0.48219812,-0.2951373,0.4735311,1.5006547,-1.4312702,-1.7818849,0.70411444,-5.4086847,0.23524278,1.3811841,1.1978718,-0.16058221,-0.92253053,-0.7320196,1.110662,-1.4442894,-1.3014,-0.6769439,-2.9646156,-0.9623376,-0.55864036,-0.88455343,0.84023607,-0.77040714,0.6076263,0.38592714,0.12079838,0.17503178,-0.8827548,-0.62011224,0.17933661,-0.21980679,-2.151041,0.764333,0.060600936,0.2073289,-1.1927732,1.108429,0.96101564,-1.2126883,-0.83277416,-2.3459883,-0.3335411,1.2486314
2625,1.1467724,-0.17437865,-0.48152208,0.27766418,-0.89017105,-0.30498642,-0.36051595,0.7092319,1.1758783,2.9466574,1.1966136,1.5165815,0.7012887,-1.3070132,-0.4528581,-0.036448624,-0.43261594,2.3641295,7.5915184,1.1201442,0.3656653,-0.52979064,1.727303,-0.21026292,-0.5657456,-0.32056624,-0.65950966,-0.6738047,0.34809506,0.3773697,0.41327584,-0.25151366,3.5692773,0.49020612,-0.61322683,-0.38869503,0.46124458,-0.13985105,-0.43990886,0.49835885,-0.092422865,-0.10397215,0.07144937,0.32269466,-0.63590646,0.5347293,0.068238735,-0.07957371,-0.23412296,-0.78298354,0.39487624,1.3153751,-0.618268,0.5786676,0.19327512,2.5304182,2.6186981,-0.55226636,-0.987435,-0.51320875,0.54789555,0.84574556,-0.03847681,0.8249634,3.56264,0.19567949,0.6445858,1.1824279,0.15164915,-0.68874156,0.052989945,-0.7976997,-0.67140853,3.9292502,-0.027372621,2.4337735,-0.593163,-2.0790827,-0.51410544,-0.28298146,0.101664186,0.7632483,8.012999,-1.1903688,0.534214,0.12257779,-0.039535917,-0.79836893,-0.25694388,0.29259342,0.82299423,-0.38653818,-0.35353237,-0.1574786,1.2183528,-0.076319575,1.5629275,-0.9697943,3.9212768,0.20182732,0.9574279
26292,-1.4146498,0.28372502,0.38599667,-0.66607606,-0.17059474,0.24973872,1.1658392,-1.0879762,0.013770472,2.5364132,-1.1188717,-4.9253006,-7.0491962,-4.7567525,-7.0810738,-9.241447,-1.0878607,3.4131773,-1.2403088,-1.4042382,2.2359898,0.7358312,-1.4872189,-1.205919,-2.200487,-1.2738786,-1.2858417,-1.4213384,-0.54933226,-1.6395392,-0.5570164,-1.6637318,-2.1158962,0.5944101,-4.0367613,-0.19833525,0.23887193,0.010091677,-7.324031,-0.87855643,-1.7304089,-3.5834563,-4.0600686,-9.190168,-1.4609473,-4.903576,3.1603487,2.5320382,-9.287563,-4.852488,-1.2768545,1.7054894,0.48449615,1.2012808,-0.41890004,-2.2319784,-1.3983519,0.06110736,0.47028095,-0.8466181,-0.79927903,-2.3271894,-2.3307157,-0.6517183,-3.8721228,0.44505382,-4.4795036,-4.230674,-0.06006494,-0.108897835,-1.4720225,1.1014926,0.81776726,1.4405,-3.677199,1.0848963,0.44758135,0.22359963,-0.5923081,-0.6692681,-1.3833594,-0.16525489,-9.742559,-1.9179832,-2.1234229,-2.104492,-1.0196459,0.89805174,0.06639445,0.596877,-0.70815045,0.42738158,-0.057609394,0.72515965,0.29701734,-7.289713,-3.7618527,0.44896543,2.080896,-1.8778913,-0.3166133
26511,0.6148886,1.2217948,0.02068092,-1.3250351,0.13533272,3.426061,0.64091426,2.8781278,0.69566846,-5.345556,-0.5313388,0.97431916,0.83496964,1.1645906,3.6080568,3.8630197,-0.61414826,-2.8903136,-3.761196,0.42644513,-2.631961,-0.8947289,-1.8735044,-1.0842664,-0.29877922,0.64770275,0.6558033,0.2523362,-0.35137162,-1.7312665,-0.821225,-1.2400793,-0.14982203,0.076155335,-1.5164382,-1.2784225,0.339678,-1.3368605,-3.195954,-0.58748764,-1.0079067,-0.38975406,-0.38280457,-1.6234107,0.40399796,1.7985528,1.6403435,2.1981544,0.3373636,0.8888725,-0.05720879,-1.0104299,-0.12496762,-1.1204128,-2.0501668,0.96022165,0.38833213,-2.6003094,0.6671144,-0.6056329,0.82284546,6.712433,6.55135,1.4508651,3.028139,0.51699066,3.036167,3.9882998,-0.028758977,0.98080117,-0.45943078,0.72736275,0.19394293,-6.29915,-3.055046,-0.44559085,-0.7027707,-0.3067493,-0.23881546,0.018982384,-0.88319874,0.2970063,10.0,0.5036949,0.017054424,-0.36934763,0.12376376,0.052463323,-0.25353205,1.2120107,1.7428317,1.1083701,-0.26190177,0.0657655,1.2071859,0.6741248,4.9719124,-0.016034618,-4.6195383,2.0202336,1.1446283
26520,0.40509504,0.66717494,-0.119374804,-1.9738591,-0.05251406,-0.06733595,-0.36823696,-0.73571473,0.20242846,-10.0,-2.6602693,-0.9652936,-5.1025877,-1.2532746,-0.625335,-6.0015793,-0.8189068,-10.0,-9.183298,-0.57503366,-10.0,-0.095766954,-2.838643,-7.350743e-05,-0.99426913,0.04121773,0.19214848,-0.62858427,0.33138973,-2.8335576,-1.790301,-2.396881,-5.1062636,-0.47574735,-1.203358,0.34712642,-0.33192238,-0.6675563,-1.9936193,-3.7523131,-1.000624,-1.0074924,-1.0366911,-7.845245,-0.27200556,-5.7169023,-5.367646,-4.136156,0.54199857,-0.34708878,-1.2269104,1.3613807,-0.7131765,-0.5273875,-0.31735003,-1.7742614,-0.28686076,-0.44744053,-0.41008893,0.44984663,-0.58719707,-8.037359,-8.085867,0.6521196,-3.5916348,0.4239471,-7.600668,-7.0588746,0.48252103,-0.22212991,-0.50223774,-0.4242512,-0.089669496,-9.95005,-1.7945127,-9.149864,0.76798064,-0.14740533,-0.61663806,-0.087381944,-0.046994574,1.2176564,0.15929104,-1.0495913,-0.6041479,-0.48247555,-0.6513024,0.97533315,0.5237549,-0.5651288,-0.065888464,-0.10828906,0.40378743,-0.12721401,0.32685757,0.61443317,-6.6885796,-0.21306561,-9.999999,0.05506005,-0.54606843
2673,1.2757094,-2.8102102,1.2402153,3.394618,-0.41176358,1.1199677,-0.24211141,0.020081252,-1.1602565,-0.965274,4.3001976,1.3384943,4.372349,7.9540305,8.503434,9.049412,-0.030387156,1.6479481,-2.121872,3.264569,-0.9985789,-0.07868252,4.0190773,-0.11270177,0.033877738,-0.17080116,4.104563,-0.20541811,0.021517932,1.6649599,0.22469564,2.4019835,-0.9685185,-2.3294024,6.279928,-0.1416202,0.8280057,-1.8740267,-0.40038314,0.13801305,-0.25267184,1.2469645,0.1979025,3.3212938,0.7064877,0.8661449,-0.8870862,-1.8065068,-0.778092,0.3043496,-0.85447717,-0.94299734,-1.0159796,-2.382918,0.07785564,-1.1665866,0.5338386,0.2984982,0.6768526,0.67128634,0.82631284,-3.0572205,-3.0229893,0.7918551,-1.1844935,0.49913037,9.469359,7.409563,-0.40252632,3.445794,-0.060579248,-0.49656895,0.075657845,1.0153999,-1.6463606,-1.905073,-0.15649119,-0.16360143,-0.13613981,0.0067996234,-0.07888822,1.728272,-3.2450905,0.32617038,-0.43201208,1.310358,0.19528411,-1.1363492,-0.12689418,-1.0600133,0.16154802,0.30022243,-0.24004981,0.6148826,-1.750916,-2.0235903,8.841225,0.41965652,0.31742293,0.96463305,-1.8865024
2690,0.058982294,-0.252375,0.06244204,1.1731797,-0.59068096,0.05902939,0.49342597,1.77038,0.53026235,8.765259,0.676543,1.2306271,1.2155783,4.278696,1.4594383,6.249135,-0.022471964,9.557804,6.269186,0.33799335,7.841591,-0.23509076,0.78862727,-0.048159823,0.48969936,0.8932928,0.468313,-0.86264354,0.47737017,-0.32343253,-0.06973404,0.26952177,2.3620913,0.18961713,0.64374655,-1.0530882,-0.13915172,-0.49042204,0.58442736,0.44371355,-0.15382133,-0.41522497,-0.57763374,7.175869,-0.35839537,2.6462815,3.580267,3.1059895,0.1364431,0.4898668,0.28746465,0.696262,-0.37925893,0.10701935,-0.25446698,0.50468755,1.3463029,-0.41751346,-1.1346813,-0.08141979,0.5196607,2.6122286,3.092452,1.6410874,7.9028554,-0.9777543,4.5136313,4.800365,-0.7573326,0.48548806,-0.57904553,0.39020544,-0.26218444,9.6646,3.3421233,8.881397,-0.61138445,0.1041293,-0.71793985,-0.9204824,-0.8876581,0.31130743,2.0706415,-0.079815716,-0.12973185,0.1344988,-0.16856053,0.22187233,-0.30043444,0.07377007,0.3216536,1.4933683,-0.7227329,-0.29927093,1.9962894,2.9611833,2.8828502,-0.83637923,9.168659,0.35163498,-0.282835
26993,0.55576533,-0.08055078,0.0696529,0.9919554,-0.41593915,1.6744328,0.51723945,2.7509084,1.1185112,3.8359008,1.353066,0.062447608,1.59783,1.1840911,1.8298868,6.0198946,0.06144046,3.0823858,4.021078,-0.8266531,4.3983407,-0.6195135,1.4281523,0.4098551,1.3069456,-0.21364139,0.70501375,-0.970026,-0.857281,0.64555246,0.14917271,-0.38722187,3.1034951,-0.5258452,0.23017299,-0.8356664,-1.0016563,-0.25092208,2.1046703,-0.66632825,3.3954911,0.29725957,0.11569005,3.685501,-0.7919923,1.3015969,4.836109,2.3593693,-0.7051759,-0.93652177,-1.7681005,0.6902823,-0.88610667,1.4025588,-0.5700536,-0.3279545,0.18046069,-0.034701977,-0.6946475,0.3982224,1.5175586,7.4602184,6.3837976,0.16032954,0.11871806,0.14380674,5.5347366,6.0979033,-0.5241266,-0.6059807,-0.5184027,1.1987007,-0.90170544,1.3218,4.191237,2.217983,-0.33780658,-0.26183116,-0.8331753,-0.33814287,-0.41301116,0.9982505,9.4272175,0.9358089,0.12516311,-0.76435626,-0.51772976,-1.0715293,-0.89819956,1.4722831,-0.20676139,0.38869596,-0.2679957,0.43099123,0.18589035,-0.63072455,7.1551924,-0.84627694,4.555353,1.361741,-0.4192266
27032,0.13139631,-1.104244,0.25474995,4.95164,0.47472817,-0.1745029,-2.3709054,-1.9356654,-1.8039672,2.6499531,6.180442,0.38067394,-1.6981657,-0.5804745,-2.9399586,2.5418403,1.307271,4.877205,-2.6209128,-0.29302195,2.7632234,0.66106445,4.727657,-0.8455375,-1.2790728,-0.98200816,-1.7652931,-0.6069219,-0.70467913,-0.020954724,-0.1608609,0.49488413,-3.8472228,-1.7569467,1.1561906,0.2721005,0.27933788,0.20820285,-1.4913359,-0.7512582,-1.303723,0.16857007,-0.7043873,-0.9179958,-0.31604597,0.51913726,-1.6422946,-2.4711273,0.82802784,0.24229841,1.0790071,-0.6651243,-0.43662512,-1.2764645,0.51560247,0.009731367,0.3695818,0.35079613,0.076606475,-3.2857456,-1.5430548,-3.765472,-3.7273097,-0.38208282,2.4002376,0.38337284,5.834904,4.0442047,0.7477539,0.27513027,-0.4754029,-1.0032982,-0.18726632,3.57555,-4.691436,2.4662223,-0.14892061,-1.7664776,-0.6447247,-0.064689875,-0.4727962,0.04852605,-3.9831498,-1.6244063,-1.137223,0.34910882,-0.07036191,-0.8220296,0.17795709,1.3972769,-2.1766348,-1.1857902,-0.06698984,-0.119764395,-1.2725103,-1.1503909,5.654834,-1.6908684,0.9401351,-0.09531256,-0.04893388
27095,1.204599,-0.58868337,-0.5106243,-0.64473677,0.46774453,-0.60618913,-0.060430683,2.002026,1.5567322,-10.0,1.0142376,-0.6131115,0.7643653,-1.727909,1.5541503,-4.834309,0.28311476,-10.0,-6.0822496,2.271862,-9.708099,1.3221368,0.16938344,0.43697393,1.0480077,2.1247647,0.31341326,0.39765054,-0.9066975,1.040691,-0.80139196,0.22857341,0.6137408,0.15397322,-0.21058299,-0.36151183,-0.42633933,-3.1934075,2.7717488,-0.01708731,0.8733509,1.4480172,1.571454,-1.5579221,-1.0250678,0.012618221,3.5576887,4.075407,-1.948184,-2.654781,-0.5312437,1.043954,-0.69737726,1.2644736,0.12838969,-0.4817772,0.33681333,-0.7122319,0.23575163,0.641466,-0.4113238,-4.60195,-5.4466877,1.8357017,-5.266453,-0.3466154,-0.9286465,-0.7110146,0.07423724,0.16340181,-0.011840165,-0.7033751,0.41827804,-9.54325,2.5560637,-4.800881,0.18598059,-0.3751117,-0.96486557,-0.016750336,0.42647746,0.26384056,-3.8472133,-0.18103513,1.1302422,1.0499487,0.5735961,0.1685878,-0.34830907,0.26380393,-0.510654,-0.59744984,0.48202968,-0.6076716,-0.27292666,-1.7057016,0.3366503,-2.8599463,-9.668318,1.1259408,0.4403816
