,ST1077,ST125,ST144,ST16908,ST16927,ST17292,ST17296,ST17333,ST17335,ST17336,ST17434,ST17450,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18395,ST18604,ST18765,ST18766,ST18771,ST18777,ST18778,ST18779,ST18780,ST18791,ST25588,ST25589,ST25596,ST25597,ST25617,ST25624,ST25630,ST25633,ST25640,ST25641,ST25644,ST25646,ST25649,ST25678,ST25680,ST25684,ST25687,ST25693,ST25694,ST25709,ST25712,ST25715,ST25718,ST25719,ST25723,ST25724,ST25729,ST25730,ST25733,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25777,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25823,ST25824,ST25831,ST25834,ST25836,ST25837,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25862,ST25863,ST25865,ST25870,ST25901,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25945,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25969,ST25974,ST26007,ST26015,ST26022,ST26050,ST26052,ST26055,ST26074,ST26091,ST26099,ST26139,ST26140,ST26248,ST26258,ST26263,ST26266,ST26329,ST26337,ST26360,ST26363,ST26494,ST26603,ST26604,ST26608,ST26764,ST26870,ST27079,ST27539,ST28040,ST28135,ST28140,ST28141,ST28265,ST28309,ST28390,ST295,ST296,ST37,ST606,ST621,ST622,ST623,ST639,ST647,ST659,ST713,ST717,ST766,ST968,ST973
124583,-1.2835686,1.1298164,0.45207503,-5.1355,-1.0386095,-0.09230393,1.3930744,-4.2354426,-6.33965,0.39490145,0.5051997,0.1796592,-4.585325,-1.5721126,-0.73825943,-7.092737,-4.388877,1.282928,0.063088655,-3.5254388,-1.4670179,-0.96549475,-0.5205947,-0.6902971,-3.0510511,-1.310276,-2.9985585,-2.3159754,-3.0336747,0.24437207,0.33379838,0.47216246,1.0544728,-9.94285,-9.806257,-9.767103,0.19230136,-10.0,0.5209712,-1.7468464,0.23089252,-3.2847116,-1.4527857,-0.99327934,-4.2552295,0.13169351,-1.372556,-0.84378994,-0.48642606,-10.0,0.103020445,-6.3269835,-0.47362855,0.20029709,-0.35754672,0.09356657,-1.2745717,-0.13930061,-0.3754451,0.3988171,-3.111505,-1.034155,0.14332959,0.10859976,-1.3579384,-1.3422248,-1.2383567,0.4602108,-0.82914114,-0.38745922,-0.27388653,-2.9070792,0.020831674,0.60881203,-0.34676728,-0.5955143,-0.4755816,0.16069195,1.3422196,0.47510314,1.2556658,0.31406933,0.060847998,0.87997735,0.54256207,-0.73899204,-1.2329684,-0.3415957,0.54561394,-2.9696438,3.5002153,3.7701018,1.8247857,2.2342296,2.0516846,1.8032224,2.271475,1.4156103,2.3933063,-0.6635287,2.8118415,0.7289045,3.0155993,4.52286,1.9068136,1.002869,0.40852058,0.30583832,-1.8078998,0.72345936,-0.65495324,-0.6769512,-0.27064025,-0.7879684,-0.77834755,-0.15337428,-0.2558581,-1.353329,-0.7884578,-1.1728278,0.20831999,0.5126614,-0.6244514,0.674988,1.0338933,0.6138811,0.6160226,0.10585317,-0.7457666,-8.439007,1.970093,0.45619616,0.3012588,-9.812214,0.8994839,0.30758741,-1.2141602,-3.491024,-0.8887243,1.5270661,-2.962614,-4.6118307,-0.8591189,0.017493397,3.0916023,2.2195084,2.106019,-0.29915607,-0.37690532,1.0886748,0.48449975,-0.37009937,1.0537677,-6.594157,-0.30368233
1277,-0.39784813,1.7965975,0.6702237,1.074,0.2158578,2.0836787,0.9240931,0.022844505,0.98195,0.78103983,-0.3676942,1.7070836,0.7160982,1.2882371,-0.41553622,4.400014,0.5476694,-0.38473105,-0.36243445,0.6731601,0.61719644,1.3845061,2.316235,-0.0012050071,-0.19902897,0.9424155,0.6840319,-0.40685323,-0.48724622,3.7220173,-0.6833783,0.07015213,-0.050825655,2.1136,1.2943574,1.2549331,-0.07593547,2.061934,1.3073444,3.2659438,1.1235963,1.1781498,-0.08229433,0.4072247,0.8118611,0.013131484,0.041934595,-0.06027116,0.53402823,2.66076,-0.31706503,-0.28511235,-0.3191234,-0.091076225,-0.32591945,0.10831493,-0.30690175,0.037433192,0.97936404,0.23721504,-0.07421172,-0.72097176,0.6306983,0.41895717,-0.038952842,1.0986216,-0.23950529,-0.3959903,0.34337506,-0.22069618,-0.21495199,-0.15704389,0.96233225,1.3530886,0.69202936,0.6021048,-0.8954687,-0.016577542,-0.57734346,-0.005613111,0.048927665,1.3443204,0.3677996,-0.70240164,0.7338738,1.5554552,1.5720794,-0.3564904,0.71328837,0.7281916,0.9844903,0.60482407,-1.0064851,1.5763705,-0.41126594,-0.30046183,-1.396871,-0.23619121,-0.2156192,0.2682027,-0.5610014,-0.07323845,-0.47237667,-0.2336829,-0.31694216,-0.97008485,1.2941812,0.30277663,-0.19394922,-0.40418229,-0.20121056,0.35203594,-0.51280904,-0.06017562,0.9390839,1.3627713,-0.057349473,-0.4533065,0.4909835,0.17309251,-0.6489786,0.09341234,0.22827731,-0.09445837,-0.5830176,-0.1251728,-0.7823582,0.16388567,-0.36363834,2.0116317,-0.4357229,0.5654387,0.010975048,1.0426153,0.2228232,1.6806382,0.6680854,1.1467297,0.7835577,1.5178221,-0.8286059,0.20818579,0.805606,-0.71315145,-0.2956085,0.6633717,1.7491815,-0.7015893,-0.3591083,0.30880037,-0.18248823,-0.7890184,0.67542857,0.97850615,0.33825493
128,-0.31468946,-0.6567464,-1.9098356,-0.5798,-0.59527934,-1.0422845,-0.3144642,-2.7918694,3.08785,1.4975337,-1.5544755,1.2939428,-0.6479305,0.52328044,1.4037192,-1.9275591,-1.2770832,-0.3914588,2.3352513,-0.29736212,0.5618337,1.74942,-0.120211124,-1.6057702,-0.00682835,-0.13486305,-1.4393542,-0.47535,0.4217704,-0.75863576,0.5573192,-0.025930107,0.9774727,0.47600007,-0.2710147,-2.5522852,0.22171766,-2.3200505,-0.96730113,-0.98899996,0.24974269,-1.1305561,0.11628869,0.7974269,-1.7513738,0.04386294,-0.6835593,-1.3621864,-0.47562233,-4.54669,0.39647564,-0.29096115,0.5170857,0.8193102,0.93039936,-0.12026027,1.0151951,0.613255,-0.11579162,-0.18451983,0.048532512,-2.1847932,-0.9057613,-2.1376286,1.9492402,1.2063273,0.86952645,-0.6536827,0.4233605,0.11815803,0.20450579,-1.0733733,0.013359964,0.3889439,0.78144825,0.66188747,-0.7573406,-0.01641497,-0.17238966,0.47293907,-0.5116739,-0.28172255,0.9037111,0.3513697,1.1644751,-0.23126858,-0.62453187,0.3014827,1.5967155,-2.3166838,1.3488377,1.1427599,1.0912174,1.2061243,0.61474377,-0.6215932,0.9871987,1.9531126,-0.5069232,-0.4363253,-0.57967675,-0.36178568,-0.1668852,-1.3198695,-0.3216025,-0.49189505,0.9786539,0.3659547,-0.51441675,1.6378536,-0.2823037,-1.166125,0.2653525,0.30877012,0.3887732,0.8868115,0.20939906,-0.40414608,1.0495902,1.2712824,0.96917486,-0.63168514,-0.35234678,0.18580195,-0.26194873,-0.9089534,0.6240159,0.9702821,-0.50741607,-2.378261,-0.7274118,0.0030299425,-0.45461553,-0.5070511,-0.4137768,-0.10158491,-1.160105,-2.7724314,-1.3396871,-0.931396,0.12619054,1.2547958,-0.06781356,-2.6629279,1.1385916,0.79877436,-1.6699477,-3.392651,-1.8406514,-2.6987455,-0.31979185,-0.68987465,0.92862165,-1.9967599,0.63422656
1282,1.0559984,1.0718259,0.6477294,4.1103,-0.86353153,1.5918946,0.7342859,1.7827027,3.8795,0.19235992,1.0315034,-0.17508951,1.4318687,0.36447877,0.03789634,0.95739603,-0.0012514554,-0.028870404,-0.49793342,-0.5750984,-0.3868332,-0.020427108,1.327363,-0.19346623,-0.13572758,1.5703678,0.79864335,1.5004253,-0.35078734,-0.03586171,-1.3289583,0.23958622,0.830653,4.46435,3.515379,3.8424983,-0.38594764,4.5658383,0.23880912,2.118983,0.17151998,1.4881434,0.5740185,-0.120019555,1.6449339,0.82601166,1.02563,0.44036305,0.29979527,5.6031294,-0.5313591,2.3826756,0.34887332,-1.3020747,-0.8053713,0.5295747,-0.29328218,-0.49881172,-0.5135561,-0.59729135,-0.12820053,0.38525558,-0.5698397,-0.6496326,-0.11207186,0.70841753,-0.2966839,0.37233353,0.27680892,0.23733756,0.30801487,-0.04373917,-0.36308414,0.9997922,0.44134772,0.47360653,0.6919421,-0.27717236,0.51897156,0.49114397,1.026327,0.8389012,0.16259156,0.22891092,-0.87300396,0.60146666,0.84272313,-0.4908482,-0.13784122,2.0905094,0.98543394,0.25217113,0.51368386,0.33283043,-0.3042497,-0.18720067,-0.04828979,-2.1966412,1.089475,-0.25883028,0.5054225,0.920889,0.84463865,0.19686759,-0.60701776,1.0954869,0.49260908,0.40403515,1.5458567,-0.5172389,0.5015655,-0.23722821,0.049455345,-0.53796065,0.2158566,-0.0286251,-0.14055951,0.8662386,-0.77308464,-0.59713256,-1.9084108,0.24413818,0.30912423,0.18228325,-0.43536875,-0.3901802,0.65610415,0.7038867,0.99689746,3.8952334,0.8407036,-0.6321977,0.43708873,3.4478521,-0.2989976,-0.2961238,0.7381121,1.9675994,0.63561,-0.24210933,-0.8902369,-0.50489974,0.66579586,1.0101266,0.16530068,-0.03260775,0.058996543,0.5777158,0.32771054,0.24135639,0.67988414,0.21081457,-1.1174494,2.3712742,-0.49540624
1385,-0.023868762,0.8952533,-1.0710487,2.7294998,0.05557932,1.2941041,2.0725913,0.5136937,3.35375,-0.22017802,0.99353147,-0.96159923,1.8321962,1.5633094,2.0570326,0.33608246,0.3828701,0.23674765,0.7932229,-0.003880173,0.32829064,1.12298,0.8500804,-0.52512795,1.2310477,1.531367,1.5110929,0.8745276,0.5534944,1.341593,-1.956192,0.6791154,1.1034904,1.25705,1.2776228,3.6443717,-0.65409726,2.4579792,-0.53333724,3.0818744,-0.04523748,1.8553377,1.2759959,1.3727734,0.30628702,0.481322,-0.11034411,1.1913012,1.004288,5.5085974,-0.89301884,2.146717,0.5154283,0.8891213,-1.1194621,-0.20062977,-0.25862354,0.3202281,-0.6990626,0.7270622,-1.0572768,1.952508,-0.19059289,-0.025588512,-0.003413409,-0.22166826,-0.8180312,0.48707092,-1.7815766,-1.3701205,-0.37364662,-0.91933787,-0.4800306,0.85393107,1.8718715,0.6433886,2.2045832,-0.015527606,0.6612318,0.19735807,1.0919303,1.5443189,-0.03515458,-0.5566376,-0.44670945,0.3660076,0.93388313,-0.04204835,0.7861024,0.5024382,0.3001361,-0.90276337,0.4767732,0.53449243,-0.48711577,-0.7409261,0.21017882,0.5930392,0.16060737,0.1510858,-0.15688628,0.2937754,0.58444434,-0.10789299,-1.2755305,0.24330972,0.16513512,1.691783,1.3867693,-0.45070308,0.473454,-0.1720719,0.29838842,0.022399105,2.1668615,-0.44435555,1.5507892,0.7382384,-0.65571743,-0.57748663,0.11145718,0.5851333,-0.98395646,-0.15516791,1.3624545,1.4433731,-0.5267093,1.9601772,1.3693645,2.6531992,1.3281941,-0.033021152,-0.32118508,2.3986564,1.6765985,0.25805593,0.9955801,1.9840174,0.7910845,-0.7303778,0.8061239,0.13967144,-0.1831042,2.2217977,-0.3912841,0.2778715,-0.54810023,0.828939,1.1238554,0.46980277,0.23176613,-0.028505877,0.9548086,1.6471834,-0.5959852
1398,-0.971962,-0.66482586,-1.0796418,-2.5302,0.3296355,-3.3813288,-0.69339275,-0.87224865,-3.70435,-0.4295215,1.3859044,0.86789453,-0.90844905,1.7382071,-0.042627983,-4.0862603,-0.5460573,-0.7157854,-2.439114,0.8299406,-0.56597906,-0.019049786,-1.5611588,-0.18959936,0.3078657,-0.15681827,1.8366624,-0.66944414,0.72336745,1.1407666,1.8520747,-0.64030766,-0.52654886,-9.95205,-4.84536,-5.9692206,-0.14145705,-3.4471145,-0.2804996,-1.994938,0.934829,-2.198825,-0.986653,0.9382658,-2.512948,0.4917547,-5.3625517,-0.18467103,-0.44322035,-7.6613646,0.06861213,-4.5849166,-1.2035643,0.0135585815,0.036513485,-0.8931831,0.9459084,0.057904072,0.3749119,-0.083437204,0.7026216,2.1392944,0.44853982,0.49374992,-1.2345165,-1.1785147,0.25923944,-1.3394643,0.16752407,0.34845808,-0.06473881,-2.4609141,0.08805007,-0.8396418,0.3253374,0.3900854,-1.1553628,-0.40223283,-0.78091836,-0.52200156,-0.23922142,0.16786273,0.52203506,0.09010576,0.4758153,-2.0793126,-1.0083413,0.54985243,-0.91770756,-3.5858865,0.089846775,0.73735815,0.65733874,0.8300713,-0.2651788,-0.7173929,0.20389378,1.051455,-1.3181118,-0.5905621,-0.87824976,-0.69276935,-1.5556753,0.51132274,0.1846895,-1.6775357,-1.9151154,-1.4665328,-1.9781054,-4.5622597,-0.70927095,0.18262282,0.24453054,0.70324504,-0.19570717,-0.10490516,0.26221868,-0.9137391,-0.31359068,-0.79070896,-3.2701325,-0.5370133,-0.06596643,0.7089753,1.8471166,0.019442707,-0.9614047,0.5567929,-0.58315086,-2.71082,-0.103117436,0.2773713,-0.29083174,-3.7764344,0.035220705,0.9088072,-2.3787231,-0.34616014,0.54698086,-1.3040699,-1.8549678,0.6079284,-0.87487614,-1.1099929,0.33659607,0.1042074,1.0227907,-1.2950444,0.8049123,-1.1139132,0.6400385,0.051011942,1.1720848,-3.5111554,1.3733824
1399,1.029571,0.64039046,4.160903,2.49915,-0.59839815,1.2924633,0.8937947,1.7627287,2.9102502,-0.27611807,1.8740789,0.033487897,1.4082178,3.1908965,2.166952,2.7780168,0.46184856,0.12678511,-0.15832573,1.4315764,-0.072519906,0.9402797,2.57549,0.52481353,-0.27414125,0.41945624,0.5324637,0.45948234,-0.7145991,0.0045506954,-0.2744499,0.41077203,0.17671293,1.4099,1.4281968,1.3576758,0.1830368,4.5451193,0.6132606,1.6319342,-1.1867048,0.20187332,-0.13638096,-0.2913596,2.3028176,0.113508224,0.3257337,0.3682617,0.3807574,5.2605352,-0.3825191,0.50769615,0.3119234,-0.5937927,-0.11003229,1.8355267,0.5356661,-1.2339963,0.33697408,-0.6152895,-0.65278393,2.6860394,-0.88081366,-0.2819237,-0.6056268,0.1905036,-0.472164,0.6437106,-0.26644295,-0.3588639,0.3898482,-0.19868787,0.18958247,1.0435491,0.7157459,-0.26726866,0.21427612,-0.13233566,-0.07519746,-0.008471802,1.2823646,1.1836113,0.77688044,0.1584039,-0.015533209,-0.45990834,1.9082279,-0.5665593,0.1063012,0.9873077,0.784655,-0.46277344,0.12565643,1.1107538,1.0562918,-0.51539016,0.088353574,-0.29740036,-0.43683314,-0.6088881,0.30794954,0.6535781,1.2811174,-0.31593266,-0.05108571,1.3081646,-0.5749456,-0.5388542,0.4795202,-0.81589746,0.28764963,-0.47539768,-0.12322843,-0.12822433,-1.2141347,0.68016756,-0.3733446,0.5961983,0.95647967,-0.34206244,-0.0746133,-0.19476813,0.7237576,-0.90518,-0.5646227,0.7483497,0.90410584,-0.08116083,-1.6953113,0.51314473,0.46014118,0.06996824,0.40234154,4.358636,-0.6359565,-0.39853233,0.82122064,2.3761044,0.53910494,0.2482518,-0.32300422,2.4727902,0.40146458,2.3897579,0.20609748,0.0018520057,-0.5170641,1.6413789,0.27031302,1.5935352,1.6879023,0.5639603,-0.81238526,1.1191288,-1.4085356
142,-1.3491011,-0.9893209,-0.015457377,-2.7902498,0.29142258,-2.5685825,-6.8317704,-1.7266005,-5.3922997,0.6257433,-3.5138264,0.13508262,-0.1755695,-5.04136,0.307716,-6.037064,-1.7102209,-0.50474834,-0.14492166,-0.27817908,0.2041778,0.2220344,-3.8377175,1.0798019,0.20194954,-3.729545,-1.899055,-1.7980614,-0.32766253,-0.9476692,0.26960525,-1.0632057,-2.7457082,-2.06095,-0.91405725,-2.7768788,-0.96212065,-1.8671689,-0.60504514,-1.9124246,-1.0662602,-2.1336102,-0.21872582,-0.41903645,0.2990781,-0.5921145,-1.2475228,-0.8472249,-0.07977413,-1.7092092,0.8911271,-1.0911303,-0.3821262,0.20587784,-0.42333037,0.27669728,-0.7491466,-0.28101546,-0.09290567,0.011170387,-0.16593711,-0.09952911,-0.1317284,-0.41586637,-1.6904335,-0.0046943426,-0.48896527,-0.664422,0.11160573,0.9020963,-0.14594805,0.7273099,1.1310159,-1.511974,-1.5143833,-1.3419039,-1.0481482,-0.078162044,-0.8867911,-0.85755944,-1.0589855,-1.9416876,-3.0106487,-0.13343048,1.2027657,0.23623972,-0.6321653,-0.2391815,0.07605049,-0.2865495,-3.531816,-2.630082,-1.5438398,-4.9024377,-2.2085876,-0.7998411,-3.84666,-1.8851668,-1.9864311,-0.2133974,-0.88565046,-3.351619,-1.3121858,-4.1409683,0.35236216,-2.1230693,-0.62116826,-0.2970488,-0.6651257,0.71273005,-0.10372407,-1.7466033,0.88837856,-1.337827,-0.39230287,1.0217518,0.32955235,-0.21535508,0.9722885,-0.011895388,0.48279822,-1.0971172,-0.39534256,0.6642998,-0.4880792,-5.5195804,0.35037124,-0.5585997,0.52311844,-1.9691586,-1.0536424,-0.45710707,-0.10590951,-0.65166295,0.55986947,1.4044346,-0.2988943,-4.3249025,-0.51799387,0.1842379,-0.0072017014,-0.3370692,-0.8631645,-0.11503666,-4.7185035,-4.649579,-7.7196703,-0.43769252,0.5196588,0.6896448,-0.054349154,0.011880845,0.4698999,-1.3905303,-0.05310094
1429,-0.15805656,-1.1185971,-1.1128004,-2.3116999,0.087856114,-0.8409951,-0.62440866,-0.13934122,-5.60745,0.41333655,-1.2093099,-0.039962288,-0.8806245,-1.063838,0.6871049,-0.029073298,1.1692754,-0.03637202,-0.14335366,1.4952037,1.2000079,1.1111331,2.3299534,-1.3114562,0.6587857,-1.024081,-3.299757,-1.3403,0.25041324,0.8283291,0.8290822,-0.6610666,-0.37043774,-1.35225,0.46888068,-1.7963394,0.31882966,0.5420195,-2.0758111,-1.4166751,-0.2544255,2.4236722,0.55475616,4.1607466,-0.50091773,-0.34013012,-0.46697044,-2.5457969,-0.65961343,-0.5796236,0.5643005,-0.9413378,0.09866585,0.37029016,-0.47620386,-0.7043172,-0.80073136,0.20606577,0.43102932,-0.2759842,-0.17591095,-3.4705667,-0.9786989,-0.9219887,-0.15154594,0.49790758,0.72385097,-0.7595424,-0.3978908,-0.08457028,-0.6424267,0.46812442,0.61416477,0.53451705,1.22325,1.1102636,-1.4834933,-1.4389529,-3.6066084,-0.32161534,-0.14000255,-0.39652163,1.2375289,-0.045888428,0.22851898,-1.0089636,-1.1571546,-0.22784373,-0.7438284,-3.4704707,-0.0372684,-0.47598845,0.3357293,-0.3728571,0.39774945,-0.6734071,0.37130052,0.5385329,0.025577515,-0.14020628,-0.41736978,-0.36945528,-0.10406408,0.4959542,0.35578611,-1.0664388,-0.11167647,0.13506897,-1.0790422,1.5959421,0.013898492,-1.2697706,0.003177017,-0.60600686,1.0792289,0.4392493,-0.105324805,-1.1843619,1.496651,0.70055866,1.1618668,-0.24050823,-1.3859828,-0.42379525,0.24116158,-1.0372931,-0.41744906,-0.033383593,-0.5014318,-2.3954263,-1.4550827,1.0062296,-1.7381046,1.2041949,-0.54596305,-0.17360942,-1.6799445,-2.5265594,-2.9909818,0.6273191,-0.0256144,0.83713114,-0.8006673,-1.1110123,0.533299,0.3979897,-0.49475116,-1.7630959,-0.526343,-1.3562694,0.6358727,-0.34131444,0.1926747,-0.22525807,0.71578324
1445,-1.6207114,-0.8268957,-0.7592006,0.318,0.8620696,-1.5673652,-1.0841101,0.10098368,-2.2264,0.46204674,-0.54205555,0.726007,-1.0945306,-0.5505733,0.47791392,-2.6542757,-3.1870506,0.63371587,0.8185562,1.1156294,-0.19657128,0.8050639,-0.38912,-0.014290292,-0.51888454,-0.8930389,-0.20199656,-1.1410815,0.06306879,0.96492314,0.64347756,-1.4054041,-0.21626636,-1.2857499,-0.5804266,-1.4540263,-0.22128125,-1.8572896,0.5669563,-1.1044323,-0.5056837,-2.1590414,0.17072949,0.15052348,-0.5771451,-1.4591575,1.0551927,-0.6005705,0.26671913,-3.4006865,0.6536251,-1.3869334,0.6571898,0.3591408,0.8125329,-0.14136891,-0.5233332,0.38912672,0.32786885,-0.25604454,0.7740283,-1.1692367,0.19329709,0.2812909,0.81555784,-0.2805118,-0.66385514,-0.3210279,0.19749814,0.49588868,-0.16124359,0.44922736,0.56612474,-0.13674873,-0.14695013,0.3754108,-0.7703101,-0.52424324,-0.6924579,-0.23569587,-0.7293454,-0.60332406,0.7088481,0.024036542,0.17649579,-0.7211053,-0.4592111,0.3010319,-0.038023263,-2.8509984,-1.2761022,-0.9240507,-1.5155728,-0.54579747,-0.68952024,0.10802292,-1.0877204,0.9934997,-1.1135173,-0.06311637,-0.7366373,-1.7417163,-0.47304928,-0.57841665,0.03869298,-0.6061447,-0.1566799,-0.08251095,0.17403264,-0.30214536,-0.23650052,0.14643133,0.4060856,0.68550885,-1.0053786,0.15669073,0.7072231,-0.7060425,0.24119888,-0.17363611,1.0563235,-0.11126767,-0.4231568,-1.0297272,1.1416507,0.41614327,0.649269,-1.0663294,-1.5847089,-0.9625473,-1.8727096,0.25225988,0.60999393,-2.102651,0.001058057,0.18920511,-0.45542067,-1.3302125,-0.6269096,0.90984327,-0.049979664,0.32124227,0.6487829,0.39772832,-1.7188886,-1.0927484,-1.9472307,-1.3401852,0.31343195,-0.25628048,-0.30495667,-0.6631358,0.9026314,-1.9636109,1.1948719
1452,0.48893777,-0.29092023,0.48126456,-3.5793,0.0067898557,0.7202737,0.4624002,-3.2183156,-2.942,2.2308261,0.19704399,0.5464239,-2.0992393,2.2665615,0.6435549,0.59500813,2.1685274,-0.022487767,1.7883186,-1.2457223,-0.44901273,-0.37384388,0.26628697,-1.1972921,0.7871837,-0.38702866,0.8686418,0.0064009316,0.88364834,-0.898962,1.1366503,-0.18501374,1.0416734,-3.4368,-4.910457,-2.8871288,-0.27629638,-0.8962014,-0.0039953887,-0.87260544,-1.5394945,-1.0293186,-0.18387651,1.5847821,0.18056536,1.0124221,-2.6040382,-1.1735736,0.43784738,1.4210792,-0.9308822,-0.75794894,-0.45969692,0.5101265,-0.084780395,0.7407024,2.3869925,0.20829335,0.1487388,0.5363734,-0.9590957,1.9399023,-0.5001349,-0.13672131,0.5500492,-0.17410631,-0.5319581,0.18361378,-0.5999876,-0.7534505,0.31151333,0.4882036,0.17314363,-0.19340083,1.7047149,1.2076986,1.4502064,-0.047715083,1.5826712,0.6704465,0.06782973,0.03880188,2.9908483,0.16645832,0.31514588,-1.2692664,1.0271214,0.8823476,1.018012,-3.2221203,3.2850966,1.8219893,1.5748923,2.976275,3.139289,0.814235,1.7863955,0.43011075,0.14071211,0.14075845,0.07127261,0.48757142,1.2262977,0.61483794,0.35778433,2.2020035,0.75365734,-0.66343105,-0.7169514,0.6078289,-0.59024024,-0.80356985,0.44976026,0.7680608,-0.10371743,-0.8509668,-0.16261837,-1.1292019,0.4933003,0.28806806,0.23591861,0.352511,-1.2500123,-0.3594051,0.5019222,-0.2127378,-0.39707372,-0.6698055,0.83863676,-2.7147942,1.0018888,-0.15233114,0.2446347,-1.6996291,-0.4601525,0.3860806,-1.2943912,0.4883753,-0.16000444,0.7185292,0.3703704,0.89422697,-0.6146804,1.5146822,0.26550227,1.102922,0.35622784,-0.24387571,-0.4888262,-0.16787297,0.5373679,-0.4190514,-0.52177274,-0.056771517,0.871015
1454,0.49584535,0.20535296,-1.7835505,1.19195,-0.5720986,1.5890769,1.3715637,-0.24858648,2.5264,-0.5448121,1.7117403,-0.28875554,0.0011153221,-0.9982207,-0.82949686,-3.0124235,-1.0704538,0.50503993,0.023879856,-1.0218613,-0.37043345,-0.43121225,0.009155333,-0.23296657,-0.9224683,-0.48497045,-0.1881538,0.46631184,-0.0025108159,0.7222669,-0.5675411,0.097874135,0.53988546,2.0794501,0.8530358,1.2733473,-1.3213022,-0.76178247,-0.03197562,0.46553513,0.36456203,-0.06601623,0.47942242,0.7917161,0.8871903,0.6333151,0.6324305,1.5936538,-0.124577075,-3.1636248,-0.46946838,0.53152215,-0.28617686,-0.801196,0.89539224,-1.0248014,1.0092616,-0.20532295,-0.2993737,0.30796465,-0.1496097,-0.9416518,-0.49745458,-0.36710078,2.77288,-0.5530913,0.21396856,0.65971005,-0.28474712,0.16646272,0.6705578,-0.16854851,-0.70669544,0.601358,0.5042037,0.11280921,0.077107176,1.3528732,0.49055547,0.55900687,0.45202902,0.2564777,-0.31721538,-0.22930391,-0.18492863,-1.1384611,-0.24974814,0.50610024,-0.14521578,0.40931344,1.5937439,1.0241876,1.7605145,1.6813568,0.107871145,1.4443133,1.4842675,0.3384575,1.3871255,-0.50261325,-0.09623346,0.48605007,1.2825339,0.48950338,0.4061985,1.2864082,-0.0813265,0.19209832,-0.334346,-0.09517485,0.98318636,0.99250424,-0.07344138,1.1218452,-0.09084895,0.037213027,0.51256335,-0.46600226,0.65674734,0.42131037,-0.90341914,0.3537984,2.354772,-0.8078339,0.37860835,-1.1542916,0.17639463,0.06327331,0.10625082,1.7557414,0.49911514,-0.55466235,-0.19740328,-1.386056,0.2235662,-0.9306855,-0.70100325,0.32450804,-0.5030505,0.43819347,0.49248198,0.20817906,-0.0909968,-1.4061697,0.9260391,2.384239,1.3193177,-0.54792726,-0.20368162,0.5573038,0.06230983,0.36625373,0.12327224,0.82414603,-0.55332106
1459,1.3586118,0.9934849,0.3506734,1.9503,0.083953254,1.5022542,0.9433003,2.8189166,2.18955,0.5093378,2.0985384,0.41693115,1.2592413,1.7957366,-0.328449,1.4537084,0.803769,0.35490593,-0.62388164,0.98839426,0.29508466,0.3039202,0.9914026,0.4189513,-0.45031872,0.6390637,1.0397611,0.2195594,0.51476824,0.6456352,0.28769085,0.30404052,0.40983516,2.29245,2.0578945,1.4091865,0.45779094,3.725101,-0.43510228,1.1647794,0.46718416,0.88449204,0.7355031,-0.42070025,2.2422523,0.096199974,0.42027164,0.47096923,0.43045682,3.4769313,-0.09363928,0.7776897,0.010496378,-0.79908323,-0.6035222,1.660327,0.3490203,-0.3184288,-0.1287173,-0.5468965,0.7948542,0.8967826,0.30840603,0.1326039,-0.5767854,-0.03297402,0.11561045,0.5408874,-0.013681643,-0.15887806,0.5084672,0.18304868,-0.36087468,1.010375,0.16895539,0.059446536,0.11224249,0.76336396,0.044493277,-0.112728015,0.42629385,1.6168443,1.0226097,-0.87152976,-1.2802106,-0.13628182,1.3366504,0.48544693,0.29740214,1.8175871,2.7042131,1.3939966,0.8092288,3.4153378,1.2514625,0.40213916,1.7275188,-0.46875483,1.0195153,-0.661636,0.9643339,1.5525997,1.508913,1.0777935,-0.298121,1.746583,-0.109800115,-1.2894986,0.6451568,0.018170703,0.14868268,1.058626,0.004843857,0.9538751,-0.6084956,-0.8411114,-0.54674774,1.4030585,-0.20354494,-0.18939018,-0.66949636,1.0757213,1.6806184,-0.11536706,-1.0016563,1.6835902,0.32598653,0.093135,0.5027307,1.8712734,1.2271099,-0.40777573,0.35618734,2.650167,-0.43523157,-0.8526988,0.60184693,2.1362636,0.3403843,0.19402015,0.0604959,1.1447033,0.41766804,0.8435887,1.3261764,2.4503713,3.4667068,-0.3970899,1.5122014,-0.116872765,-0.042637438,-0.88520384,-0.5478877,2.085143,0.04924127
