,ST1077,ST125,ST144,ST16908,ST16927,ST17292,ST17296,ST17333,ST17335,ST17336,ST17434,ST17450,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18395,ST18604,ST18765,ST18766,ST18771,ST18777,ST18778,ST18779,ST18780,ST18791,ST25588,ST25589,ST25596,ST25597,ST25617,ST25624,ST25630,ST25633,ST25640,ST25641,ST25644,ST25646,ST25649,ST25678,ST25680,ST25684,ST25687,ST25693,ST25694,ST25709,ST25712,ST25715,ST25718,ST25719,ST25723,ST25724,ST25729,ST25730,ST25733,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25777,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25823,ST25824,ST25831,ST25834,ST25836,ST25837,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25862,ST25863,ST25865,ST25870,ST25901,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25945,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25969,ST25974,ST26007,ST26015,ST26022,ST26050,ST26052,ST26055,ST26074,ST26091,ST26099,ST26139,ST26140,ST26248,ST26258,ST26263,ST26266,ST26329,ST26337,ST26360,ST26363,ST26494,ST26603,ST26604,ST26608,ST26764,ST26870,ST27079,ST27539,ST28040,ST28135,ST28140,ST28141,ST28265,ST28309,ST28390,ST295,ST296,ST37,ST606,ST621,ST622,ST623,ST639,ST647,ST659,ST713,ST717,ST766,ST968,ST973
29911,0.72414804,0.10235399,-0.20768332,0.14379999,-0.24616036,0.706224,1.202079,-0.9477023,0.07425,-0.41509563,0.6899146,-0.18514651,-0.18105808,0.6257429,0.5157112,1.3073486,0.80831134,0.42980132,0.83026445,1.1939559,-0.1328902,0.68372357,0.07976847,0.5381894,0.9640579,-0.0965506,0.9155493,-1.1163399,-0.31957215,1.5696728,0.7271006,0.013368234,-0.07782778,0.34260002,-0.09146762,0.54775405,-0.12882376,-0.75164187,0.17452939,-0.5419374,0.16616786,-0.78377116,1.6599219,-0.8100349,-1.2299931,1.6189438,-0.8605727,0.6713521,0.06363267,-1.0296946,0.022230186,0.64050674,-0.305135,-0.40440413,-0.11119806,0.7705337,0.55027825,0.4527861,-0.163957,1.488392,-0.3510645,1.228006,-0.3087294,0.7402192,-0.03927873,-0.85050154,-0.02472452,-0.7210562,-0.562246,0.7510223,0.16219321,0.29869807,0.16663527,-0.4606611,0.594743,0.3940005,0.4056335,0.29435688,-0.62838966,0.23294747,0.3738314,-0.16403335,0.6426387,0.42180243,0.044543087,0.37529522,-0.5078255,0.8798326,2.2550473,0.9973768,0.6423489,0.6654776,0.6404007,0.6938186,1.5295961,0.7566602,0.81061476,0.9111883,0.09652066,-0.8495929,0.05846581,0.53783935,0.89220285,0.67367834,0.106612355,0.6068107,1.1447914,1.3451345,-0.37901953,1.203382,0.8489345,0.09956518,0.3632139,1.1193011,0.03778529,1.096261,0.16084254,0.7302244,0.2955698,0.7562064,0.97158134,0.5569992,-0.6793112,0.0561545,1.0962673,1.2886767,-0.29813918,0.5864325,1.2103878,-0.28426844,0.44248867,1.4765453,0.37477332,-0.755611,-0.41979727,1.867586,-0.46341568,-0.20683828,0.97982574,-0.46319082,-0.37568325,0.75020325,1.0239426,-0.06650588,0.37261266,1.2088573,3.8623476,-0.9063738,1.0463231,0.022438884,-0.416937,0.12390317,1.3949192,1.3525202,-0.30029923
29916,-0.77592003,-0.78934884,-0.30969843,-1.54795,0.60880077,-1.5380702,-0.4906559,2.757382,-1.1107,-0.93793744,-0.87730277,-0.6214192,-0.06703386,1.9728574,2.5305042,5.0211506,3.4369996,3.3846285,0.9591999,0.0037323125,-0.75324976,-1.035948,-0.5418352,0.37254435,0.7025409,-0.95201856,0.4443738,-0.82988834,0.06849532,0.50120544,1.2252791,-0.8315716,-1.4081128,-0.12039995,1.1951615,0.4580171,0.21566111,-1.422328,1.2319429,-2.4112248,0.12351838,-1.4865284,-0.8586378,-0.048195425,1.1402107,0.14429958,0.36969292,0.12600698,2.4553375,-3.4425979,-0.89318514,0.99136347,-0.4701626,0.295067,0.73655283,0.44610918,3.2158682,0.5858492,1.9027354,0.37313884,-0.014408451,1.4422004,1.2936925,3.17065,0.6856915,-0.53818786,0.35602337,-0.6529894,0.8173622,0.2934013,1.1892503,-0.21097863,0.39767867,0.11195904,0.11818135,-0.025789104,-0.48765498,0.0903815,0.2988723,0.1022187,-0.3261512,-0.21131474,2.2719123,0.23767413,0.5358816,-0.8924644,-0.36073697,0.16319476,-1.2370201,-0.33695075,-1.9980018,-1.0665174,-1.2857845,-1.8693416,0.93567467,1.4086363,-1.2258192,0.038290005,-0.31475455,0.08208206,-0.67947066,-1.6451389,-0.8100592,0.053762853,0.046049938,-1.2758782,-0.11236446,-0.7062452,-0.90150595,0.72541165,-0.4314192,-0.09715703,-0.21148357,2.9049327,-0.7192523,-0.37425444,2.8380246,0.8591953,0.08720118,-0.9976158,0.68295467,0.3123033,-1.2421851,0.29551864,-0.20185551,0.71505934,1.6667631,-0.4264487,-0.946723,1.1529334,-0.48454165,-0.027368113,-0.46939188,-1.472172,0.6004957,0.53293234,1.1928406,-0.40667754,1.4039423,0.49878195,0.23821692,0.69498134,-0.58848965,0.09610194,-1.1251438,-0.78310484,3.2931583,-1.2146358,0.2640518,-0.3119164,-0.97032106,2.5785875,-0.17466387,-1.456361,0.9323881
29928,-0.2739543,0.7455397,0.91138446,3.78855,-0.5186048,0.89622074,-0.52665323,2.8789368,3.4702,0.81237185,1.1828699,-0.5026443,1.5194926,-0.17934527,0.9994836,0.79935515,-1.0990707,-0.4755876,0.30038804,-1.5976381,-0.45930764,-0.3895018,1.9132557,0.49314505,-0.061826907,-0.762025,0.87004185,0.44078583,-0.12967192,0.77429485,-0.4303216,0.25256988,0.1252663,4.03595,4.0372143,2.7775426,-0.14388886,4.4274254,0.5282417,1.7639837,0.022150204,0.79935205,0.44681454,1.0272437,1.101348,-0.15603316,0.5545713,2.4455392,0.9000511,5.3148537,0.04497821,2.202917,0.5868884,-0.7705592,-0.49149665,0.27705804,-0.64508903,-0.3054968,-0.016556025,0.42230427,-0.42741245,1.0907336,0.9672692,-0.65942675,1.8037547,-0.049876608,-0.7102683,-0.24435209,-0.24723493,1.5174415,-0.027841046,2.177179,-0.054793,1.3825405,-0.5546239,1.2142922,2.8305283,0.33716714,0.72011775,-0.3203841,0.20507765,0.7065191,1.1586139,0.22037037,0.44979444,0.048315614,-0.092338346,-0.3045535,1.4805815,3.1694555,1.6132998,1.6274688,-0.4317326,-0.20406145,-0.55917287,0.060882404,-0.5609217,0.8856598,1.2116523,-0.4688301,0.36813167,0.4690715,-0.03090769,-0.799899,0.39765263,0.862276,-0.35984105,-0.41944602,0.71797705,1.262898,-0.30832583,-0.8975814,-0.6804906,2.6745713,1.332384,1.6959755,1.339089,1.7662115,-0.24872476,0.3257652,1.3094053,0.4283015,0.558145,0.25438762,0.025903024,1.4584389,-0.30178976,-0.18304309,-1.1145144,5.0978613,0.7245339,-0.42527187,-0.2045129,3.421495,0.11717001,0.56885123,0.34442472,2.3498273,1.8856113,-0.08049974,0.57970536,-0.15804705,0.9986416,0.56780547,1.8336989,-0.60813886,0.16896814,1.4767267,-0.25410795,0.430295,0.1938422,0.020700922,1.5232358,3.377551,-0.62798923
29937,-0.9868343,-0.2579444,0.24739629,-1.0482,0.6093773,-2.451002,0.5190662,-0.37537912,-4.0445,0.37631643,-0.6028052,-0.16366184,0.18228637,0.21858959,0.2851211,0.6927345,0.21707222,-0.6098446,1.3832841,-1.9985794,1.1167692,0.46749362,-0.78148866,0.49204546,-2.5013618,-2.8974404,0.26521435,-1.079908,-0.06575884,0.27968377,0.5701385,-1.1169279,-0.57464254,0.0449,3.2319822,1.3290434,0.15616366,4.911125,-0.23897204,-0.47637665,0.41361064,-1.4095607,-0.78872,0.6225018,0.98330104,-0.7173811,1.5191592,-1.1874092,-0.14226031,3.8968978,0.12079675,0.34376717,0.6276108,0.84776044,0.351962,-0.19799781,-0.494231,0.096005276,-0.91329974,0.39480916,0.14081578,-2.8001752,-1.3200957,-0.049809426,0.23229203,0.666596,0.24785525,-0.8193385,0.84465164,-0.6176394,-0.9271957,0.30412164,0.2678518,-0.9508747,-0.049600307,-0.42215696,-0.4726634,-0.61110306,-0.64343446,-0.5491768,0.03151637,-0.99706006,0.44146666,0.5063373,0.027566116,0.06690836,0.2822659,-0.6594615,-0.40958354,-0.54752797,0.5643398,2.02005,0.43774423,0.823776,1.2416631,0.8859719,0.88342375,0.65405655,-1.5465428,0.41010815,0.32485503,0.43030006,0.73282284,1.315462,1.114712,0.6522359,0.8125254,-0.2589975,-1.5877188,0.76527536,-0.56503904,0.25957704,1.6828792,0.6144582,-0.16149352,-0.31561607,-0.61184,-1.1269839,-1.1424247,1.337354,1.2240316,0.818767,-1.2995276,-2.04074,-0.0035763383,-3.535632,-0.24757619,-0.07945067,-1.9844009,-2.6160579,0.4480099,0.50040686,-0.26893327,5.4096375,-0.29745993,0.46158287,-0.4565948,-2.714495,-1.2456076,1.9767029,0.3741253,0.7348823,-0.22053808,0.34863478,1.1095881,1.9946879,-0.8196083,-0.41461414,-2.5037854,0.2815665,-1.3417693,-0.39453506,0.13589433,0.21238905,0.47528857
29978,1.2590885,0.8219986,0.7259078,1.4395499,1.4898605,1.4368529,1.9085743,4.063274,4.60615,0.7417552,1.6809123,-1.0971086,2.619713,2.3812459,-0.28270793,4.84906,2.024405,0.011954665,-1.1440573,-0.6234713,-0.26239917,-0.35683233,1.7680631,-0.74635434,-0.067108385,0.72424746,1.8151809,0.92028856,0.040647015,1.0125514,0.12989824,0.9793823,0.8442637,4.9013,1.4675636,3.0714314,0.29720172,4.9330797,-1.4705054,3.601993,1.1331947,3.6530821,1.8215523,2.8619509,0.97925377,-0.11167263,0.51731706,0.1874102,0.39054596,6.1591034,-0.77923894,1.6411166,0.41067612,-0.48484606,0.29984763,0.56620884,1.3840064,0.17005348,-0.38216516,0.07026684,0.43489957,2.1998005,-0.6242675,-1.8162384,0.8692237,0.57081413,1.6133758,-0.1487813,0.70310307,0.015955672,-0.62355334,0.5193447,0.8941633,1.5062823,0.86143064,1.8459442,1.5726573,-0.13803807,-0.087125055,0.11354654,-0.15895098,1.9417202,1.7066658,-0.049162645,0.08011836,-0.015051335,1.5774865,-0.33735073,-0.73472947,-0.44394016,2.130512,-0.5571943,-0.04036404,1.9888673,2.2408824,-0.48415273,1.5886936,-0.6355952,-0.08223095,0.89426863,0.3217686,0.622297,1.7602228,-0.53582186,0.46942985,1.857411,0.1717012,-0.28857404,3.0870914,-0.5351857,-1.0113022,0.80332136,0.2707539,0.521547,0.82623464,-0.30393428,-0.800833,0.951535,-0.22077653,0.10569827,-0.813692,0.65980333,1.8075953,-0.25862825,-0.9479487,0.6708952,-0.22267047,-0.4673707,0.107908174,2.4724534,1.4467416,0.08673823,0.97091174,1.8948805,-0.2236902,-0.069092885,0.05040738,3.8773742,0.7876129,-0.46942827,-0.6766815,0.863277,0.6823455,1.1788082,1.345106,0.23442334,0.00040564314,2.0053253,2.373794,0.7624845,1.9115957,-0.7800385,-0.66774195,3.5193844,-0.44625843
30,-0.61710083,-0.5927746,-0.9892427,-5.06185,0.33906335,-3.7938771,-6.938778,-3.9652867,-6.61475,-2.7314222,-3.0990508,-0.08091563,-2.0433106,-1.4818769,-0.7594527,-2.6780596,-2.6923003,0.2013107,-2.1668468,0.059794426,-1.457314,-1.9633833,-1.5625329,-0.48190388,0.45413306,-0.5068158,1.8259941,0.040777184,-2.6905327,-1.0589073,0.2860952,-0.45071322,0.85642207,-2.57545,0.38993132,-1.9661661,0.55725133,0.3484401,0.09021032,-1.6768795,-2.2125611,-2.5189548,0.33055645,1.4061866,-3.4255998,-0.635583,-1.3846118,-0.61057836,-2.1904902,-5.0809803,1.9877979,-2.1983492,-0.0018070936,-0.053141706,-0.8643761,-3.8724988,-2.2111466,1.4103844,1.4636862,1.5515337,-1.6666236,-0.03532034,0.009455256,-1.7127221,-0.30500472,0.095141046,-0.99256164,-2.4742754,-1.3075554,-0.04244608,-1.5982423,0.13785726,0.41178784,-2.714529,-3.6564612,-2.3449929,-0.25423986,-0.5302969,-1.2612686,-0.35262054,0.38505346,-1.9003997,-4.1658306,0.949394,0.9430182,-0.6270855,0.24137448,-0.038352028,0.16612937,3.465256,-2.3058398,0.9722971,-1.5025885,-2.5675075,-0.4510872,-0.3613423,-2.829073,1.3913327,-0.8057584,0.25901937,0.2833871,-1.5369712,0.7370566,0.08398452,1.2094028,-1.6644342,-1.4067906,0.1824787,-1.3713078,0.91233563,-1.5557711,-0.55577284,-1.1650891,-0.55866516,-1.1690598,0.28300574,-0.8615289,-1.3412929,-1.3134592,0.14443928,1.1191096,-1.2226315,-1.68021,0.9891548,1.01598,0.29977348,-0.052960046,-0.58051705,-1.8411133,-4.282675,-1.7601403,-0.0071962476,-1.0507401,-0.11960077,0.15724391,0.4332392,-2.1361704,-7.5303907,1.0387555,-1.5660616,-0.35483736,-2.690166,0.18596624,-1.7829959,-1.1042391,-2.1356869,1.9136682,-1.122841,1.3716757,-0.20626885,0.29974812,-1.4074163,-1.0867212,-2.7317972,1.8056748
30001,0.021120742,0.50286,0.20809406,-0.98829997,1.0793111,-0.609975,5.139728,-0.34300432,-0.57559997,-0.59648854,1.9268289,1.4645721,-0.9822757,-1.5121241,-0.5349603,-1.7205956,3.4361336,-0.22632208,0.092366055,2.7787755,-0.2770517,0.59765655,-0.796676,-0.2727662,0.3429657,0.17651603,-0.90196997,-0.74213463,0.8346028,1.7377871,3.0285616,1.336491,-1.0797518,0.07465005,-1.0009595,0.5674391,0.26217347,-1.4779019,0.71210086,-1.6817474,2.3058226,-1.1771454,0.14375275,1.2300594,0.29755425,1.0286646,-2.2754557,0.40157378,-0.27128765,2.660298,-0.34436962,-0.77869177,-1.0230621,0.8064399,0.33830863,0.4500045,0.17995828,-1.7866526,-0.92630255,-1.6093376,0.19133443,0.71372783,0.26965645,0.81256056,0.93247235,-1.3492339,0.8512303,0.0648815,2.4416132,0.8538689,0.48155606,-0.8316761,0.09068352,-1.9413147,-0.60903543,-0.57575876,-1.6614707,2.302992,-1.0954841,-0.22556967,-1.110325,-0.9630967,-0.51466656,-0.028853945,-0.1864087,0.038741842,1.3772061,0.7076771,0.3034127,-1.5026729,0.9715862,0.6283767,0.16287255,0.36723453,0.463949,0.32157493,1.4800701,0.44382873,-0.8810571,-1.4210882,-0.6878909,0.3398783,0.111546576,0.94222903,0.45429522,-0.31265038,2.309195,-0.1967438,-1.4898074,-0.3093479,0.30857998,2.7815185,1.9294562,0.6889298,-0.4754409,1.8233967,1.7437098,0.2883581,0.52579373,-0.21610501,-0.55603176,0.057492957,2.1444182,-0.28439805,-0.058962256,1.6731102,0.48406735,-0.47735155,0.799659,-1.5971926,0.26858142,1.102893,-0.09922535,0.3709284,0.74285084,-0.23342262,0.11055496,2.859235,0.041093215,1.2045016,0.6252016,2.0640328,1.7974815,-1.2648497,0.44630882,2.6390438,2.665845,-0.75349987,-0.09319479,-0.81892055,0.5673263,-0.1848782,0.43746853,0.23536874,-0.54798084
3028,-1.062015,-2.2153077,-0.35465896,-1.86265,1.3407445,-4.6403413,-4.133519,1.8889866,-4.3345003,-0.736033,-3.6065624,0.7416982,-0.5684082,-0.81956553,-1.154618,1.8194079,-0.61203575,0.32154882,0.75646144,1.2326235,0.38562986,-0.45601064,-2.997207,-0.042516574,0.26978344,-2.4643962,-3.9866238,-2.5982978,0.47804734,1.2093059,1.253194,-1.628572,-1.7506785,-0.3712,0.3233892,-0.94694436,0.4695205,0.6079147,0.109689295,-1.3228855,0.16784607,-1.3159938,-1.850127,-0.240298,-1.1392009,-0.16386123,1.0998025,-2.3698654,0.48321614,-1.1219293,-0.34822255,-1.373449,-0.705603,0.26562375,0.83149326,-2.7074115,-1.8134165,0.59708023,0.48589915,0.7345824,0.63148063,-3.2334032,0.13378377,0.23812103,0.4188888,-0.0072764605,0.2585977,-1.3507509,-0.020375058,0.28349727,-0.9178004,-0.30571187,0.76213455,-2.3001986,-1.3743737,-2.7627935,-1.3010137,0.5230957,-1.5788575,-1.448658,-1.3377222,-2.127374,-0.49411306,-0.32285357,1.1473757,-0.66036355,-0.3617161,0.086117774,-0.27695084,-4.281943,-3.81765,-2.0325286,-2.1985397,-3.746581,-2.3393438,-1.0565351,-2.8829644,0.9935921,-1.998728,0.2869171,-2.0552535,-2.611485,-1.9531157,-3.1580703,-0.07341107,-2.591798,-0.438309,-1.3352561,-1.3449796,0.7698643,-0.8478365,-0.92096025,-0.24538982,-1.3660803,-0.0020403862,-0.5953965,0.34298605,-1.9466422,-0.67431647,0.37408954,1.1528269,-1.2969177,-1.1668099,-1.2258797,-0.061250612,0.23902611,-0.6432728,-1.3249942,-1.4339666,-2.117922,-2.3815727,0.57154095,-0.77874935,1.1496624,0.02665323,0.3653799,-1.2237308,-4.3944817,-1.6927347,0.40641245,0.638207,2.8445125,-0.7519206,0.30656546,-3.3349056,-2.6758342,-4.4354897,-0.3610425,-0.39532664,-0.27425694,-0.9449643,0.01851675,-0.3699109,-1.609935,0.78199327
3033,0.17184818,-1.3289931,-2.0305762,-3.5686998,-0.4441085,-3.4826775,-6.354809,-1.9827495,-8.13505,1.7772489,-6.2993875,-1.6083543,-1.4634091,-6.531166,-0.34812617,-6.704191,-4.5780945,-1.9124637,-1.1800728,-1.4149545,1.086535,1.1366533,-5.5947304,-0.08022099,-0.28751034,-0.50149524,-2.4660797,-0.12744603,-1.4480603,-5.193662,-0.9841032,-0.88300276,-0.15433381,-4.05555,-0.79428357,-3.9431884,-0.341833,-1.1620715,-0.40931448,-3.8681593,-3.368308,-2.8938925,-0.8543862,-0.80098146,-3.2440076,-0.95121294,-1.2359879,-2.4077334,-1.4963591,-5.210558,1.6552911,-1.7827684,1.0504354,0.36853158,-0.75040966,-0.23273847,-4.0365014,1.218802,-0.32259676,0.53898174,-0.7636305,-1.1734568,-2.0458803,-2.1176405,-2.27613,1.8961645,-0.62222326,-0.05004546,-0.20203196,-0.5036193,-0.61197555,0.613662,0.43206,-2.5543356,-0.39616334,-0.103144296,0.15422821,-3.1214767,-0.5825493,0.1418528,0.9345809,-2.234013,-1.9908054,0.17744416,0.29146647,0.22212832,0.12519449,-0.53873867,-0.6615452,-3.8662913,-1.745684,0.049422093,-0.36524436,-2.961382,-0.64203906,-0.061884746,-1.6489422,1.3629735,-1.2311232,0.69677806,-0.4957382,-1.5191436,-0.07942781,-0.92514074,0.17488253,-1.3104221,-0.5408438,-1.367876,0.40030912,0.9663571,-0.70108616,-2.0407212,-1.3062947,0.463575,0.6047035,0.19683787,-1.4416271,-1.2194916,1.3126658,1.512347,0.49605405,-1.312995,-3.2663078,-0.265408,-1.36837,-1.9059943,0.48741797,-0.19542721,-0.62971747,-4.506957,-0.1797511,-0.14574334,-0.09840162,0.29478446,-0.8074123,-0.93110025,-0.86785114,-4.6686506,-0.89284945,-2.306776,0.06965822,-2.328007,-0.44067854,-0.4809253,-1.3208541,-3.3675559,-8.186225,-0.43803146,-0.232247,-0.18019961,-0.69356436,0.10793808,-1.4640845,-2.1422443,0.9728455
3066,-0.18614465,-2.1665359,-3.086802,-3.41055,1.441963,-2.40523,0.034414455,-0.19131428,-2.06605,-1.1046022,-1.8827322,0.094730616,-1.5195055,-0.87525785,-0.58805954,0.5811628,-1.4197645,-0.069642715,0.79086107,0.00862962,0.008321665,-0.67019904,-0.7157167,-0.23849085,-0.7282333,-0.92870414,-0.8858131,-1.6656427,0.6490084,-0.9177058,0.92254823,-0.9727474,-2.229562,-3.70405,-3.4672637,-3.2500577,-0.93061996,-1.7960442,-0.68400717,-1.3642128,0.06557268,0.34398454,-0.9552929,-0.24193415,0.010429263,-0.1513705,-2.3148272,0.041890085,0.106549814,0.43069255,-1.2656482,-3.569429,-1.5089006,0.68758625,0.6154445,-0.44560674,-0.54868245,-0.15572481,0.112842545,0.11525666,0.384981,-1.5585587,-1.6384593,0.3077526,0.45589277,-1.1240368,0.18802106,0.123891085,0.24754465,-1.2652719,-0.06250408,-1.5450001,-0.13632321,-2.2155893,-0.8600675,-1.7780036,-1.3351452,0.5279225,-0.11822325,-1.0109961,-1.1735398,-2.3263493,-1.8769857,-0.026966792,0.75144804,-0.4583602,-0.2576844,0.08902004,-1.1345947,-1.8579483,-1.365562,-1.4190941,-1.9231861,-1.4128902,-2.2406611,-0.40907246,-1.1555924,-0.47940454,-0.61345035,-0.10497875,-1.206444,-1.3993912,-2.194131,-2.4301536,-0.3226849,-1.8661993,-1.2543125,-0.19655345,-0.3035669,1.0040885,-0.15761879,-1.4174306,1.6350622,-1.2561629,0.7014134,0.008730277,0.2302385,-0.78337467,0.014815778,0.2536638,0.8713346,-0.951981,-1.159938,-0.058000207,0.28441688,-0.6783817,-0.039588477,0.8314126,0.53867185,-3.3609743,-1.84026,0.06435461,-0.30511478,-0.54049253,-0.06364735,0.03561441,0.07111919,-1.6078057,0.28606126,0.17011331,0.31826264,2.0173223,-1.4852412,-0.2279169,-2.0676944,-1.9234391,-4.169695,-0.8094236,0.097528994,-0.84452987,-0.75366205,0.33428589,0.07637987,-1.0081695,0.46740502
30836,-0.059572935,-1.451913,0.80334896,-1.49535,0.5476159,-1.0102543,-0.5967572,2.2571754,0.93479997,-2.6050546,-0.3953235,1.5677512,-0.93026364,1.0527613,-1.137472,3.4603624,3.5934167,-0.055625655,0.7078662,2.5018184,-0.44311062,-0.35310084,0.45145577,0.7925713,0.028189763,-0.9014699,-1.0171522,-1.2800817,0.13918209,0.4843649,0.7891162,-1.2333922,-0.5245319,-1.10245,-1.4694241,-2.1380603,0.09963438,2.718472,-0.29227304,-0.52060723,1.2339239,0.55043906,-1.013005,-0.833634,0.1870873,-0.8160954,0.7381246,-0.47604373,0.68600816,0.8736775,-1.0105696,-0.14500293,-1.3250513,0.13859424,0.56327784,-0.5574677,-1.1256492,-0.15342826,-0.53582317,-0.7914993,0.8691255,-0.36229175,0.8660542,1.26707,1.0432822,-2.1428113,0.9779154,-1.3854465,0.23819596,0.051193062,-1.2295076,-0.5873029,-0.19735634,0.3993423,-0.218728,-0.6682212,-0.42025906,1.1453043,-0.9313098,-0.7096563,-1.1266326,-0.18892789,0.9024875,-1.0079153,0.26339412,-0.64717937,0.4556902,-1.4715941,-0.22207105,1.4994205,-3.7770932,-1.439134,-0.648803,-0.5069628,-0.9061759,-0.60647,-0.9555521,0.61403036,-1.8947561,-0.19700044,-1.828376,-1.254869,-2.0038533,-0.8229096,-0.041523904,-0.7880695,-0.36851588,-0.48934996,-0.7752933,0.05766943,0.9169573,-0.39110187,0.6375003,-0.6810024,-0.20356818,-1.0725982,0.22288953,-0.11470631,-0.47945082,-0.6427021,-0.2361036,-1.1795843,-0.0018696189,-0.22494544,1.4871621,0.02654168,-0.5528738,-0.00015003234,0.11913913,-2.5662975,-2.5021455,-0.12447487,0.2547653,3.3256302,0.3417474,0.41732824,-0.26073754,0.27981517,-0.42801443,0.9907999,0.49310547,3.987645,-1.2019138,1.0706446,-1.8587176,-0.9629543,-1.7394845,0.41407207,-0.061373025,0.32166138,-0.9332975,0.5983687,1.4255618,-0.7536211,0.18052253
30849,0.5805941,-0.05420801,-0.6256213,-3.39915,0.25104192,0.49870786,-0.82334876,0.13587087,-2.417,0.64589334,-0.32855013,-0.57881343,-0.5596419,2.1915612,-0.24197432,1.9409113,0.89333844,0.4940628,0.24842018,-0.3522793,-0.31002185,-0.2805895,0.12902552,-0.30647346,0.16862807,-0.87539816,0.04998353,-0.5123826,0.44950724,0.48017454,0.5174214,0.4470188,1.0844469,-2.21255,-3.961852,-3.0252552,0.49835882,-2.4288247,-0.42966205,0.49383488,-0.19926947,0.92503667,0.7210956,2.454465,0.33766687,0.07722163,-0.9326072,-0.7586364,0.5740494,-0.19748512,0.17828573,-1.302953,0.1616973,0.61032254,-0.3829701,-1.2825954,-1.0740638,0.040926814,-0.13585411,-0.22023697,-0.7304424,-0.72196907,-0.4366972,-0.5679151,0.26207596,-0.94804156,-0.63021076,-0.72525054,0.29736015,0.23213868,-0.3336729,0.13835815,0.71720004,-1.1086221,-0.8479568,-1.0363226,-0.6439313,0.05963918,-0.36329675,-0.04074189,-0.6153251,-0.879182,-0.32051829,1.1677853,0.6806276,0.22096252,-0.12589812,0.26127043,-0.21500747,3.463867,0.07453942,0.300677,-1.337827,0.038756657,0.12566146,-0.11536287,-0.70124424,-0.7356708,-1.1520355,0.1898833,-0.2303507,-0.7662282,0.0256024,0.3386656,0.9022049,-0.01180917,-0.0037956908,0.33964485,-1.1921816,0.63861644,-0.71052414,1.015105,1.6653697,-0.215699,0.39155933,-0.6799686,-0.57357377,-0.33698016,-0.8017973,-1.0802646,-0.9102967,0.16440198,-1.514705,-0.5090436,0.6887449,0.8934748,-0.91097176,-0.18369834,0.193292,-0.265168,-1.0453721,0.21665493,0.048538715,-2.6259828,-0.51977485,0.29305962,0.40454686,-0.35333875,-1.2520905,0.39148876,-0.41596198,-0.09869771,-0.26400518,-0.43553984,0.1722258,-0.08312702,-0.0044012964,0.14567353,0.06790543,-0.48554653,0.4303751,-0.24287583,0.06818578,-0.32764968,0.24347171
3091,1.3337327,0.7342699,1.2169763,1.9246001,-0.38677058,1.9301872,1.2216322,0.73816323,3.98175,-0.31040213,1.1407578,0.03323502,1.1696167,1.0392579,-0.23691136,1.4362252,-0.30249834,0.031465024,0.81847835,-0.10281063,-0.24105129,-0.4238581,0.6170284,-0.42775562,0.709176,0.88388336,1.2912347,1.0502687,0.4563378,0.11222454,-2.2386923,0.10751405,0.6544476,2.6633,1.7106235,2.0848365,0.12451477,1.8858376,-0.032517597,1.3835155,-0.08212556,1.8092262,-0.5105245,0.31561172,1.0065981,0.4306479,-0.43179986,0.7729094,0.74175143,1.5180182,-0.53667885,1.0303884,0.30994672,-0.6798239,-0.7808009,-0.04864244,0.7291426,-0.6646928,-0.47655565,0.12137964,-0.32215333,0.6949514,-0.03294506,-0.9433383,0.66632795,-0.73179483,-0.3388894,0.14316103,0.34272578,-0.12998468,0.113128364,-0.09367761,-0.78915286,0.88400114,0.78886753,-0.3227296,1.1117367,0.09716958,0.43529958,0.1459422,0.02413179,0.5421795,-0.44262403,0.1362482,0.050753966,0.03116852,-1.5994825,0.05498621,0.65741444,1.9471854,0.17524129,-0.1621941,0.47740835,-0.5262454,-0.2939996,-0.46015596,-0.033907592,-0.38187405,1.4930916,0.41972187,0.2734816,0.40045682,0.27586636,-0.25937593,-0.54353505,0.09724918,-0.10328555,0.4063018,1.7170999,0.43359086,0.07954164,-0.20629406,-0.2004273,0.22226602,0.71483606,-0.15360285,-0.3513778,-0.84126943,-0.9534532,0.1679904,-0.8882273,0.23489377,0.3033076,0.5374031,0.8504679,-0.47109967,0.30595028,-0.20433313,1.5854715,3.428579,0.85899895,-0.12825955,0.04222974,1.9753551,0.14908111,-1.467097,0.69321454,1.7533692,0.84605336,-0.27686706,-0.5877544,1.2441969,-0.29491752,1.0064752,0.5633408,0.10120848,0.27575758,1.3987918,0.1050627,1.1020167,-1.0531809,0.052883662,0.5044749,1.5730348,-0.90383774
