,ST16924,ST17220,ST17263,ST17530,ST17584,ST17589,ST17626,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25945,ST25947,ST25956,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26349,ST26374,ST26376,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST27058,ST27219,ST27223,ST27243,ST27284,ST27399,ST27403,ST27522,ST27526,ST27540,ST27602,ST364,ST377,ST403,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST689,ST823,ST967
23597,1.7838975,-2.309078,0.29980925,-3.2473469,-0.5914693,0.22611608,-0.22492838,-0.015932336,0.082304746,2.348349,1.89535,-7.5552597,-3.8755658,-1.6644373,-4.4187713,-1.9128015,-0.33279753,-1.70275,-5.7366,-5.902549,0.37720513,-7.604306,1.1771432,-4.093766,-1.318871,-3.6054103,0.8876962,0.38786668,-1.00826,0.01565211,0.19445495,0.3574,-0.61563593,-0.20726043,-1.838111,-0.6296921,-0.93400335,-0.35313672,-0.752,-1.0400152,-6.515846,-0.5242404,0.08670149,-0.52250624,-1.3740691,-8.826057,-0.5135704,-0.8004798,-3.8961911,-6.1150417,1.539201,1.3058176,0.46787813,-0.57288945,-0.028867528,-2.1663427,-0.21991234,-1.2262888,-0.49010822,0.7283658,0.65136385,0.11095737,-3.502497,1.8721,2.2527184,1.8276765,0.48934704,-0.25977063,-0.24797153,-2.3320596,-2.252894,0.6646949,-0.88862395,-0.4445595,1.0973597,-7.6679697,-6.1056595,-4.9646816,0.07534587,0.1461515,1.1885345,-0.16677669,0.21048453,1.5746,-1.3884869,-0.6946002,-0.19800404,0.89037454,0.17969753,0.47444573,0.0088,-3.8219523,-0.32826275,0.63293815,-0.70011675,-0.08512105,-0.3380192,-1.598532,-0.09115375,-8.946228,0.32882658,3.318928,0.41944948
23635,-0.2183038,0.61326414,1.173168,3.0045364,-0.24054717,0.25763994,-0.707325,-0.7696158,3.6841555,-0.41683578,-0.88655,-0.5814337,2.672119,2.838192,0.0,-0.5482547,0.0,-0.33725,-1.2987,-0.35639343,0.9934095,0.3247627,0.42315286,-0.40459168,-0.217869,3.1926641,-0.44714892,0.051795125,-0.03434129,0.18211256,-0.8044789,0.20805001,0.07025927,1.3359208,-0.24026528,1.4747655,0.27970117,-0.71510845,0.9369,0.48052844,0.692875,-0.23384827,-0.2189673,1.4979243,2.1181445,-0.76906836,0.88708216,-0.33840275,-0.57702863,-0.36263198,-0.45368317,-0.22285594,-0.22256364,0.11071384,-0.24270321,-0.023544028,0.20014486,0.69855344,-0.025075242,0.5779979,-0.23791584,0.36630368,3.3726778,0.77915,-0.40470263,0.011700213,0.20787054,-0.38637948,0.55897725,-0.12584266,-0.54049325,-0.64050126,0.15989971,-0.24943256,0.2998021,-0.77280974,-0.45337486,-1.3779552,-0.09670636,0.050147608,0.0016420782,3.376533,0.18345867,-0.33725,-0.99370784,2.3351104,0.42491028,-0.45459807,-0.23169944,0.09635565,-0.6745,0.36552176,0.5815477,0.48584315,-0.38644254,3.126832,-0.45186895,0.09624827,1.6454498,0.0,-0.33374622,1.0587039,0.20563772
23636,-0.4092334,-0.12225856,0.67667013,-0.9418891,-0.3994565,-0.31205505,0.64262545,0.45921677,0.10409076,-0.9227121,-2.5987,-9.639733,-0.84706867,-0.6724851,-2.7684894,-3.8800044,-4.10881,0.7969,-9.470699,-5.1581306,-2.2550542,-8.530084,0.302155,-1.6787076,-0.633093,-1.4159586,-0.016132435,-0.5682304,-2.7411978,0.47238186,-1.3683493,-0.39920002,-0.9443705,-0.7267781,-3.9904747,-0.19875234,-2.4512243,0.4714079,-0.27245,0.12170019,1.1610714,-0.33822852,-0.8804014,-0.7533742,0.48295623,-7.8365006,0.013692498,-3.799666,-2.8379145,-3.4809709,-1.527472,-1.5500915,-2.1388984,-0.053168535,-0.3777434,-0.632276,0.9368153,-1.9044523,0.13119568,-1.2901826,0.1751914,-0.15887439,-1.6217461,-2.7465,-3.4460354,-1.547005,-0.10803148,0.6892167,0.10257019,-4.350988,-4.8270135,-0.21382487,0.09053281,0.27595624,0.2990801,-7.5389695,-0.052672982,-10.0,0.26377147,-0.19218451,0.265605,0.32953638,0.24368037,-4.46205,-1.423224,-1.1475198,-0.28785816,-0.65617085,-0.6717319,0.5357845,-0.98274994,-1.1681633,-0.19748822,0.11337115,0.37617803,0.5250938,-2.7468185,-1.893965,-0.61440164,-9.961832,-0.1557645,-1.0092325,0.25880212
23647,-1.0431116,1.7600935,0.5229168,3.6735277,-1.2597618,-0.5285518,-0.111492485,2.7873914,0.45388007,-0.18003356,0.832,-9.619707,4.044962,1.3058664,-0.8034887,-1.223804,0.50046355,0.71875,-8.9228,-9.388823,1.3371385,-9.66939,2.041767,4.6303177,-0.26694295,0.14186844,-0.3102455,-1.4696311,-0.835341,-1.3338442,0.7708656,1.89885,1.2756262,1.3620975,4.0442286,-1.4611671,0.9846984,1.7111945,-1.277,-0.4862819,2.2711506,-1.3161677,-0.94150865,-1.0321039,-3.0178814,-9.302036,-0.43637884,4.702407,4.7516,5.3688135,-2.845117,-3.244742,-1.586771,1.6155602,0.16058117,-1.2716243,0.8097665,-2.6195266,-0.2012069,0.3428029,0.577425,-0.10386219,-0.55148304,0.4846,0.87098116,-1.60895,-0.57559603,-0.105199985,0.6119094,-0.4145657,-2.0217597,1.0023088,0.1314368,0.46466345,0.6848335,-7.741105,-5.1568394,-4.207524,-0.80645627,-0.71471786,-0.056247935,0.03720154,0.31533036,1.62005,4.760996,-0.911923,0.18787712,-0.05824897,-0.8142006,-0.10993563,-0.8489,0.08459982,-0.31386426,0.6741801,-0.15374391,0.14680606,-3.0075326,-1.4352899,0.39103687,-8.771267,-0.16285317,-0.462258,-1.092782
23658,2.0287306,-0.82216465,1.0628489,0.22367291,0.30104733,0.05561407,0.3994578,0.29624474,-1.3015037,-0.3833862,0.44075,-2.2513509,0.053551935,-3.0995834,-3.754705,-3.493866,-5.1781173,0.0,0.6766,-1.5645943,-0.0017487891,0.49123937,0.055110335,-0.2903933,1.2203447,-0.92919284,-1.0305173,0.025586486,-4.39695,0.13448241,0.100817256,-0.33725,-1.0219964,-0.013103783,-7.940846,-0.7662069,-2.1821911,1.1172655,0.0,0.2899399,-1.1817688,0.09752472,-0.33451006,-0.48560643,-0.86071473,-4.625389,-0.6719718,-6.225749,-5.093768,-7.1082077,-2.6139264,-2.1669397,-1.4475213,2.7520514,-0.4584869,-0.95014566,0.0,-0.33338583,-1.6941705,-0.0032085627,0.59392613,0.3977333,-1.9188186,2.11475,3.675922,0.5854812,0.5332952,-0.32162377,0.17653704,-5.138274,-6.550831,-0.879924,-0.8844764,-1.9251583,-3.362707,-0.41296154,-1.7960784,-0.7843469,0.08913153,0.02953288,-0.6559903,0.49419504,-0.32397813,-5.6941,-3.1136522,-2.6194797,-0.25486073,-0.21621007,-0.6656264,0.335783,1.73035,0.14355583,-1.6007413,0.27776152,-1.8286481,0.6146057,-2.601467,-5.3649917,0.9201455,-0.5916473,-0.17242643,1.4289376,0.5673667
23659,3.5030854,1.7056606,-0.46098942,0.2551029,0.50366306,-0.49374145,-0.40458474,0.46280712,0.58591866,2.1877513,3.9448,4.729425,1.4048783,0.10573655,-0.136998,0.70544034,2.4939208,-0.34285,5.5008,4.7783227,1.2576685,3.6646461,1.8817761,4.4162364,0.16433045,-1.4127388,-0.23226795,0.021031868,-1.3840475,-0.18514132,-0.31450737,-0.20684999,0.78472185,1.2146859,5.4899087,0.7658982,2.6190014,-0.9670478,-1.1787,-0.17212938,2.9327807,-0.5240235,-0.43870318,0.35914326,1.0431582,1.1637303,0.15460801,6.015836,8.267551,9.746185,1.6289456,0.067889854,0.725618,2.6656265,0.9710309,2.754262,0.051637918,-0.1669272,-0.11804549,-0.67575306,-0.9072378,0.35727975,-0.11958629,1.9860001,3.473014,0.16173963,-0.44658828,-0.66547275,-0.06896384,4.785469,4.2810287,-0.12408732,0.8812063,0.11876926,-0.09112401,4.052249,5.4870396,2.934401,-0.46124828,0.38218856,0.53487766,-0.772078,-0.31777596,-0.043500006,0.18072729,0.42533967,0.8970306,0.364174,0.5087061,-0.18345666,0.89985,-0.4926974,0.21779764,-0.58915824,1.2213882,0.67840815,0.5179014,4.814367,-0.059162855,4.938644,0.059482455,2.125065,0.24922231
23670,0.50443834,-0.71800554,0.07568565,2.4535637,0.5993886,-0.19442435,0.5338905,0.7162975,0.095105425,-2.7184634,-0.19025,-4.9781747,2.2067926,-1.4108431,-4.318503,-3.5665221,-4.296686,-0.028250001,-4.07985,0.83112323,1.4092518,-6.6312704,0.74711424,2.1728501,-1.5111415,-0.96956897,-0.18932663,0.069084585,-4.0256085,-0.33431983,0.40540683,1.8522999,0.9085313,2.7263465,7.269214,1.9778893,1.2291942,0.16871303,-0.9272,-0.049341105,-4.4726763,0.51927847,-0.56175566,-1.0280099,0.58761895,-8.504807,0.64271414,7.804309,2.9942214,0.507133,-0.064485,0.061016947,0.73072875,-0.96669245,2.5039427,0.14171278,0.1406411,1.8941178,-0.34023243,-0.3867947,-0.12552603,-0.63249546,-0.5154191,-0.06334999,0.919206,-0.96068347,0.0536526,-0.65574664,0.79276145,3.2925823,1.8452144,-1.8142358,-1.9235189,0.6691519,-0.90130097,-5.4623156,-5.1477633,-4.5487585,-0.43450677,-1.8441827,-1.6187114,-0.26561382,0.3127206,2.50035,-2.1065784,-1.5909107,0.5220154,-0.40952384,0.6792075,-0.48520043,2.7324,0.31667733,-0.6444022,0.98515594,-1.6184957,1.4989996,-0.51578045,-0.1784465,0.115410924,-4.6091375,-0.3159556,-0.062331323,0.16049555
24149,0.55960625,0.47867444,1.2687716,1.9223704,0.9593665,1.4527761,0.60217905,0.12038084,0.26751104,-0.35471898,0.12555,5.6759653,2.7063003,-0.19848895,4.4832506,2.902901,2.232377,3.0604,7.4144,2.4801872,-1.096843,7.839176,-1.6415277,2.5454507,-0.048349462,1.1960776,-0.5546746,0.51295763,-2.0293903,1.3649632,-0.037886858,-1.7135999,-0.38645127,1.7528484,1.9915663,0.06609237,0.16160282,-0.34159243,-0.39685,-0.19622527,0.47015336,-0.3603939,-0.19164649,0.5281201,1.6816646,7.0732403,0.49412358,-1.3029233,-0.74254906,3.8575077,1.9347996,1.0882276,1.8237833,0.2649137,-0.79196036,-0.6058984,-0.30449674,0.022694647,-0.045978904,-0.50826865,-0.36046457,-0.0843831,1.101717,0.1277,-0.97581553,1.7329298,1.0382879,-0.8257736,-0.53984785,0.7868396,0.6758063,-0.24181768,0.15080129,-0.12855744,-0.41631955,5.3909187,7.1817484,7.139286,0.25132418,-0.7229378,-0.13749403,-0.75092053,-0.04691465,4.9567003,3.6578104,1.22579,-0.1848262,-0.10409176,-0.30605417,-0.6526042,1.6099,0.4656062,0.55659384,0.15839514,-0.5503506,1.4347588,1.1040151,0.87006414,-0.28639576,5.7637477,-0.055451706,-0.10544482,1.3527372
25,-0.32326996,0.61513186,0.2541632,-2.8864503,-0.3470028,-0.11896491,-0.42503977,-0.72025263,-2.7005892,2.1229424,-0.6513,-5.385189,0.54282427,-0.7832205,-2.81668,0.7690041,-2.6487076,0.1038,-6.6315002,-1.0179039,0.43424338,-6.2332635,0.11781938,0.8626404,-0.93658817,1.3155842,0.22517854,0.57078063,2.0321627,-0.48090878,-0.22094926,-2.1777,-1.1868953,-1.9110438,-2.7544603,0.9362358,-0.90800977,0.012967959,0.4452,-0.33930245,1.919098,1.1003851,0.3746342,0.68362415,-2.7307253,-1.1192261,-1.3387729,-4.980954,-6.2332926,-5.2327127,2.1589375,1.7159048,1.9556524,0.15048723,1.2346563,-1.7345059,-0.2850804,1.7517133,1.817645,-2.2379324,-0.3196923,-0.50781214,0.8313899,-2.4091501,-4.6019306,-0.53798294,-0.37659436,-1.3909667,0.3878529,1.778312,0.6351078,-0.0019803904,0.8405056,-1.3949021,0.036161646,-4.4519076,-2.8809834,-4.0315523,0.8407931,1.6897068,1.3930699,0.25445375,-0.71675533,-4.95655,0.422671,-0.4034881,-0.30904576,-0.83358717,0.5050003,0.08001427,-4.5996,-0.5801642,1.6267788,-0.6450064,0.12976396,1.384115,1.693531,2.9146407,0.16992877,-4.5040226,0.33109692,-0.18045586,0.14906448
2523,0.47047397,0.070350885,-0.7182509,0.96957064,-0.045972228,0.5547162,-0.7148661,0.5030539,0.10974039,1.3731645,0.68775,5.7001257,1.7417963,0.3885749,5.4223843,4.0234804,4.615818,-0.4278,4.85855,6.2416143,0.6587174,6.5111475,-0.20849839,1.2330527,1.016424,3.1586525,-0.52064836,-0.009088732,2.8222876,-0.20455903,0.043326557,-0.82299995,0.054583177,0.04439372,1.8133876,0.37126803,0.32451862,-0.23542947,0.75084996,1.1731246,2.0606868,1.1307615,0.89807004,0.9458995,2.287111,5.348934,0.5474201,3.5518374,1.3407799,6.198432,0.16815452,0.6748361,0.8642286,0.7123377,-0.27339566,1.223554,-1.1080673,0.82533795,0.030183107,-0.32600558,-0.33810285,-0.3216218,2.323166,2.1813,3.0205672,1.5683693,-0.12347049,-0.76909256,-1.0629672,4.95033,4.730936,0.6197287,0.010263026,-0.8146502,-0.8655902,6.072835,4.3666673,4.627227,0.3968966,-0.41501784,0.18323413,-0.94481206,-0.19673693,5.44485,1.6640823,3.33568,1.4468806,0.036409203,0.11890662,-1.0008354,-0.112749994,0.063636586,1.0725144,-0.71422386,0.20216675,-0.30962533,1.4794517,4.1582184,0.12222837,4.88636,0.012772769,1.1185702,-0.21663058
2534,0.6910601,-0.1058697,-0.1688178,1.6370931,-0.28902775,-0.09388663,0.4345177,-1.4140077,-0.15316519,2.8197412,0.07485002,1.7976768,2.6250775,-0.24732134,2.4669132,2.350406,2.3555694,-0.7025,0.76129997,-0.8146289,0.39616203,-0.53276354,-0.15325093,2.290386,0.9772577,1.6202991,0.3845687,0.07663167,2.8403816,-0.34717673,-0.08125282,-1.01355,0.11571006,0.13047707,5.3952665,0.96113455,2.7563472,-0.3499782,2.30055,-0.78909457,-0.08106126,1.6386142,0.56592786,1.0741081,1.488324,1.9210329,0.3296627,6.642269,5.9651895,5.685132,1.3295307,1.3014714,1.3464234,-0.4323632,1.0481093,-0.5082773,-0.5499832,1.4045007,0.50963014,0.641521,-0.5772892,0.5068183,0.4389887,0.51600003,0.6314819,0.83654475,-0.4112564,0.269439,0.18975419,0.5893382,0.8788505,0.42247722,0.6751817,0.32442555,-0.6788316,1.99224,-1.5881839,0.72498965,0.46404088,-0.37848234,-0.6652607,0.6245408,-0.44663253,1.2922001,-0.25630438,-0.4888619,-1.2977052,0.43963253,0.5324172,0.16658555,1.11365,1.1900927,1.614103,1.0127467,0.3456898,-0.47769868,1.5350475,-0.6519867,-0.09925013,1.8314712,-1.0042452,1.9084154,0.921533
2542,-2.100911,-1.4768795,0.19698845,-3.848483,-0.3487116,0.024918452,0.14397244,-0.6269733,-0.1403793,-1.8086092,-2.0464501,-1.9213419,-3.4773211,0.6242551,-6.4626093,-3.498112,-2.163431,-0.23859999,-0.54569995,-1.6014066,-2.4490917,-1.7595041,-0.15409748,-3.6961076,-2.6768866,-0.985277,-0.091577895,0.43251884,-1.7086656,0.8550925,-0.046829015,-1.0987,0.036914047,-0.9323484,-2.6919668,0.38876402,-1.5938659,0.2510988,-0.44885,0.73207426,-0.0997333,-0.5442356,-0.06982465,-1.1517464,0.99140286,-7.155494,-0.76031435,2.1017764,3.10844,5.2360697,-1.2008939,-1.689258,-1.1506597,-1.0067458,-0.5494634,-1.0024469,0.44827694,-1.5784743,-0.952775,-0.98662424,-0.15846308,-0.8770417,-0.30869937,-5.4044,-2.0852342,-2.1966324,0.7915846,0.4012512,0.8983092,-6.672459,-6.763293,-0.22866398,-0.46979278,-0.029989183,0.74231994,-3.6593208,-0.9678069,-3.4024253,0.5604878,-0.0651225,0.3105266,0.32507196,0.59191096,-7.3093004,-3.3098717,-1.8985428,-0.7117463,-0.22138546,1.6222881,0.28642246,-2.3711,0.3137565,-0.45587617,-0.06172964,-2.4245033,0.58515775,-0.7717179,-6.920101,-1.4402752,-2.831056,0.3837016,-2.3967113,0.40907025
2548,-0.41510987,-0.2596755,-0.30153584,0.752068,-0.4159475,0.34860694,0.10195883,3.172422,-0.16162282,0.0894401,-0.2128,3.5680065,0.8863546,-1.2494254,-0.6792957,1.383804,0.49630976,1.5048001,3.5777,1.8873999,1.7983122,3.6094306,1.4288673,1.6136403,0.6554446,1.3409778,0.298181,-0.488287,1.0111548,-0.031162992,0.30206233,0.66550004,1.3033357,1.5115824,0.40410322,1.9802843,2.2615204,-0.20331228,0.98109996,-0.8056214,1.904103,0.13738845,-0.11880303,1.311352,1.2180083,-3.6232605,-0.6778853,3.142185,2.1314416,1.8392025,2.9111025,1.4620514,2.6893873,1.4477758,0.4743906,2.697237,-0.30867487,2.918117,-2.3383894,0.049513053,-0.36876947,0.1797274,1.5476714,0.685,0.72271323,-0.7043886,-1.2698436,0.5960296,0.26192307,-2.0131047,-2.7412395,-0.3843503,0.50846267,0.40953094,-0.63404965,-0.17995733,3.4832792,-0.91352594,-0.10989174,-0.2520314,-1.2858965,0.32139584,-0.56015784,-2.70395,0.4777404,0.020048708,-0.6579199,-0.10594307,0.048327066,-0.23014492,2.3151999,0.885365,-0.0023932904,0.61513484,-1.8301777,0.16496532,2.4024308,-2.5265107,-0.7240351,0.8410698,-0.5359196,0.24005549,1.2486173
2553,0.6364373,-0.15613382,0.53000194,-2.499926,-0.6288494,-0.06962593,0.16708699,-0.219159,-1.4011484,-1.1486925,-3.87875,-6.060931,-2.3613105,3.6011953,-1.0444936,-2.274199,-4.1469526,-0.94054997,-3.9449,-5.572193,-2.3560069,-4.795387,-1.3550506,-1.3423517,0.86974347,-1.8818283,0.14773615,-1.35025,-0.12271869,-0.7880104,0.183907,-0.10685,-0.87860596,-0.23346885,-2.3188581,-2.1660125,-2.704265,0.76725173,-0.8962,-0.66391385,-0.20877483,-0.52443916,-0.3879979,-1.0438032,-0.37458095,-2.37543,0.12304416,-2.3676424,-3.2523732,-4.7371864,-2.8725677,-1.978817,-3.4538188,-1.6852345,0.39821243,-2.8116777,0.7269597,-4.090957,0.8195159,-0.92479444,-0.22139418,0.179984,-2.415463,5.07265,4.9866757,0.5777395,0.20630655,1.194201,-0.4863037,3.7770596,3.392949,-0.49574843,-0.24207547,-0.4367448,-0.05223003,-3.4980502,-5.410163,-4.440897,-0.5985362,0.2029528,-0.26316968,0.1553256,-0.57322425,6.2336,4.9706163,-1.7999703,-0.18291411,-0.93818754,-1.0126809,0.45481992,-0.63795,-0.7500844,0.2176325,0.13049658,2.903946,-0.24637687,-3.928188,5.817257,0.4057966,-5.7536716,-0.23589733,1.0045886,-2.498885
256364,-1.2115008,-0.9721772,0.33734864,-3.2333512,-0.58781993,-1.2628446,-0.78650063,0.8501865,0.2742887,-1.720127,-0.75355005,5.089215,-3.0880122,-1.5623629,0.46359783,0.8356539,1.2908126,-0.42345,3.9776,3.2584116,-0.1578297,6.383569,0.043141935,-3.279385,-1.5326978,0.54939914,-0.58890235,0.34048122,-1.0222183,-1.0897672,-0.03614205,4.16885,-1.1864371,-1.1799027,-3.7469914,0.5314127,-1.7612567,-0.7745191,-0.7752,0.30888253,-1.7023141,-0.4864659,-0.70097476,0.048839614,0.17328346,2.8736925,-0.9994093,-0.23777063,2.10111,1.691778,1.3859777,1.8590354,1.9380592,1.7354109,-0.73961294,1.2805953,0.102717154,1.8072507,0.47512573,-0.90586376,-0.010513384,-1.0271989,0.8472978,-1.58045,-2.0116081,-1.1199965,1.191061,-0.14669293,-0.30206066,-1.0606918,0.3548746,0.23531121,-1.253278,0.32990775,0.99564123,4.390478,2.553449,3.4159074,0.98620486,0.08785811,0.85026675,-0.2747132,-0.37547535,-1.4181001,-4.7773333,0.8424957,0.955964,-0.80769795,-1.4746733,0.7361182,-2.43865,0.48101956,0.61318916,-0.32688192,-0.024445176,1.9285091,2.1383944,0.025148511,0.2881568,4.49467,0.84188074,-1.5301404,-1.1099188
25793,-1.5387601,-0.42733893,0.5543208,1.765389,-0.4391893,-0.06823751,0.81478727,-1.1500692,-0.14464593,-0.44115207,-0.86649996,-5.255,2.130807,-0.6514023,-2.480777,-1.6331213,0.2726925,0.81960005,-1.16605,-6.2402096,-0.710009,-4.843998,-0.45257643,1.398243,0.7265233,0.0010602474,0.13251787,-0.94247353,0.8592679,0.18572065,-0.1797939,0.97185,0.33534297,0.9152421,-0.26744515,-1.5210286,1.4525719,0.11176583,-0.22070003,-0.2930001,-0.47663027,-0.20219572,0.21840286,-0.09295915,-0.43036312,-2.700741,-0.35694152,-2.4583938,-2.1667645,-3.011543,0.5713155,-0.30384532,-1.327535,-0.50853336,-0.35777023,-1.0728562,-0.20600145,-0.77683103,-0.38110423,0.6616708,-0.28572774,-0.40928394,-0.5997103,-0.2286,-0.92634696,-1.4636214,0.23502603,1.5913042,0.5802964,0.17029107,-0.6314963,-0.14372359,-0.25011188,0.7930243,-0.11416012,0.33335924,-1.7421288,-2.4170372,0.32207412,-0.063625395,0.31218624,0.24784376,0.40272602,-0.7373,1.0690541,-0.67593485,-0.6061503,-0.20089033,0.49056202,-0.15882663,-0.9381,0.6168151,0.062026888,-0.8683061,0.77818525,0.38764572,-0.73206085,0.32083526,0.14052874,-3.1969655,-0.10514161,-0.29107773,0.045196064
25803,1.469475,-0.49672383,0.17513472,0.42690158,-0.27379715,0.24060753,-0.31959277,0.85320354,0.9002551,1.7013855,-0.62515,10.0,0.3990439,1.3550122,5.055214,3.2495084,1.1025425,-0.4439,9.4897,8.464736,-0.87224746,9.400526,0.41405272,0.59481883,0.27013528,0.51738876,-0.08920133,-0.24260876,0.73571086,-0.48051733,0.14641473,-0.307,-0.6517378,2.162089,1.517187,-0.5229491,-0.94100666,-0.83703995,-0.3755,0.16376656,0.18227899,0.05115375,-0.72052747,-0.9154008,1.2907133,10.0,0.097776085,0.042524695,-0.49471468,1.8771498,-1.3706329,-0.22617687,1.1717601,0.3800741,-1.3167325,0.31912452,0.08290419,1.4670837,0.2677673,-0.9906777,-0.8371357,-0.47573975,-0.37598547,2.93715,3.3767753,0.97768337,0.10309026,-0.23088488,-0.6799491,5.4054675,6.6883364,-0.46004924,-0.76010954,-0.042939894,-0.33426416,10.0,6.473519,9.832041,-1.3876103,-1.171496,-0.35322893,1.5097915,-0.15132862,6.52785,2.7055852,0.11943179,-0.9928441,-0.052828155,-0.11055356,-0.6846703,0.048999995,0.78634655,-0.25327373,-0.3916359,0.31042576,-0.08608947,0.5491566,3.2747717,0.48271024,10.0,-1.1962266,0.9998447,-0.40377283
25805,0.28705943,-0.517581,1.2985288,0.4230297,-0.32529658,-0.84875846,2.4469635,1.0105264,-0.3535515,0.16716164,1.2246001,2.5193486,1.2482138,-0.39817524,1.9491674,1.1034133,0.6351563,0.5697,3.7277498,2.477468,0.66305745,2.1965613,-0.6483136,1.1303827,0.37848306,1.4190457,-0.030957699,-0.52401495,0.6231767,0.76158106,-0.5945389,-1.0508001,0.79929686,2.2429242,2.487171,0.36927468,1.2224201,-0.04806025,0.05585,-0.19178367,1.4905918,0.9132385,0.056620985,0.022145897,0.29268518,4.2395434,0.2760959,3.4822903,2.5588927,3.7247736,0.49915883,-0.32845375,0.09675075,0.78517646,0.17545177,-0.23075399,-0.5261822,1.2945029,-0.4735381,0.6879431,1.2098587,0.39983135,0.4757036,0.5807,3.3003538,0.52669716,-0.09663433,0.16055126,1.0759751,3.6458893,2.8087244,-1.1776081,-1.307424,-0.63532305,-0.3904057,1.7247331,3.6940703,4.0059624,0.5980123,1.9414945,-0.75484246,0.16501528,-0.39444837,3.37235,1.0216358,-0.84651184,0.14348906,0.47141734,2.229419,-0.7123174,1.4010999,-0.5299355,-1.5711488,0.3463482,-0.015283585,0.26656687,-0.065313905,1.7348602,0.104036786,2.3302982,-0.318347,1.9185907,-0.00306727
2582,-0.94988877,0.37038928,0.3152859,-3.3892972,0.033299066,0.84957594,-0.08120688,1.4757783,1.1076461,-2.5551157,-0.37794998,-5.1202745,-3.0775719,0.2659461,0.14592142,-0.9006855,3.15862,1.61765,-3.85565,-5.3203654,-0.6608734,-4.3056955,-1.4209144,-2.790566,-1.5150695,-0.9867338,0.6896651,-0.7685554,1.5015652,0.17385016,2.6178691,-2.6524,-1.428797,-2.0784485,2.1972086,-0.49850762,-0.61439687,0.14479136,0.11604999,-0.79952556,0.59169847,-0.19814025,-0.44961557,1.3447044,-0.6664891,-10.0,-0.23411135,-1.4185996,0.17680444,0.28702235,1.5597764,-0.111872405,-0.8071768,-0.4007283,-0.04602424,0.623904,-0.53385806,-2.015488,-0.5045141,0.44703355,-0.45578843,0.64952236,-0.09072389,-2.15215,-0.6518624,-1.0667179,0.20178178,1.1514974,0.5300603,-10.0,-10.0,0.5826138,1.2448153,1.221099,0.5984026,-6.8459935,-4.8302965,-5.0773206,1.0251752,0.37844872,0.73033607,0.050744843,0.23438387,-0.5869,7.4996862,0.9561072,0.37693352,-0.032141633,-1.4678384,0.85974574,4.09545,-0.15249145,1.6136124,0.97102606,-1.1626325,-0.98610795,0.29122224,-10.0,-0.22117077,-4.655118,0.35969594,0.2496205,-1.6449003
25825,0.08138996,-0.2617712,-0.36495027,1.4811773,-0.5343428,-0.7891563,-0.123562604,-2.9601445,-0.54050016,-0.9464996,-1.9439,1.8356892,1.6469343,-0.8236324,-3.864697,-0.92868567,0.42635888,1.28695,3.92805,3.338989,1.1050004,1.6876254,0.61955893,0.6566821,-0.8136667,0.13711166,0.35649976,0.24294369,-1.8610467,0.4217191,0.20703104,1.724,0.5380221,1.2905047,-3.139336,1.1500355,0.46587896,1.2680581,-0.86825,1.1098468,0.15439446,-0.035909176,0.9383442,1.3750993,0.35360897,-0.6754937,0.54325145,0.49889952,0.074284196,-1.2107207,1.0157536,0.38754767,0.281064,-0.7496262,0.63257444,-0.44208723,-0.35962725,1.0418551,0.19719331,0.036594182,0.6587477,0.41129157,1.3007745,-0.63605,-0.32631654,-1.265873,0.46674448,0.56779027,-0.2083398,-3.5205402,-4.35849,0.9483584,-0.18712822,-0.026727438,0.25885922,0.012067005,-0.07516498,-0.08558825,-1.0560701,-0.08972071,-0.12586705,0.9565392,0.75412494,-7.9284,-5.8834267,-0.72703016,1.1414981,0.50626516,-1.4087132,0.83262575,-1.73065,0.2171118,-1.4789665,-0.026407506,0.29410553,0.37067586,0.031939447,-3.4305923,0.7989266,0.29733005,-0.6681009,-0.8532402,0.71134776
