,ST125,ST144,ST16908,ST16927,ST17292,ST17333,ST17334,ST17335,ST17336,ST17434,ST17450,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18395,ST18604,ST18765,ST18766,ST18771,ST18780,ST18791,ST25588,ST25589,ST25597,ST25624,ST25627,ST25630,ST25633,ST25640,ST25641,ST25644,ST25646,ST25649,ST25678,ST25679,ST25687,ST25694,ST25709,ST25712,ST25715,ST25718,ST25719,ST25723,ST25724,ST25733,ST25734,ST25748,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25834,ST25836,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25865,ST25871,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25974,ST26007,ST26022,ST26050,ST26052,ST26055,ST26074,ST26091,ST26099,ST26139,ST26140,ST26183,ST26258,ST26263,ST26329,ST26337,ST26603,ST26764,ST26870,ST27079,ST28040,ST28135,ST28141,ST28265,ST28309,ST28390,ST296,ST37,ST605,ST606,ST621,ST622,ST623,ST639,ST647,ST659,ST713,ST717,ST815,ST968,ST973
22926,0.21953528,0.07268925,-7.8435497,-1.41925,-3.2097,-3.4403963,0.5833351,-3.08725,2.3785083,0.42883348,0.5404,-3.716016,2.1816592,-0.7749704,-3.0102997,-7.3356905,0.1865488,4.113069,-1.5091894,2.4851353,1.2890022,0.43544582,0.6334292,1.470541,0.5408519,-1.1871821,-1.4019501,-2.25255,-2.33675,-3.77375,-4.9607754,-0.5482261,-4.714575,-1.3639371,-0.2601202,-0.98950684,0.93799996,2.8995,-2.8633661,-3.679368,-1.1038021,0.55734175,-3.9430916,0.025308177,-4.01095,0.4995975,-0.09730424,3.68995,-1.1131449,0.4206,0.77639806,0.034555458,0.6809646,-1.7627084,-0.55943906,0.044218563,0.19694537,0.30967122,0.36318007,0.32825553,-1.3882959,-0.39881092,0.59177315,1.6317708,0.15048015,-1.1018875,0.8809865,0.67184997,0.5341126,0.557788,-7.015906,0.68305767,0.45705733,-0.25010154,1.4434651,0.354634,1.3846073,-0.2751,-0.069784485,0.4144,1.0383492,1.1824914,-1.1442,0.69194376,0.6287477,-0.1478106,0.34975475,0.4170264,-1.1180875,-0.42735702,-1.119913,-0.42189997,0.57440037,0.03745821,-6.2367,2.153305,-0.18691249,-0.32466036,-0.21610151,-2.3090024,0.020076662,0.06223923,1.0502384,-1.7295216,0.5209752,-2.2515419,0.5280478,-0.0139038,-5.0411315,-0.337455,-0.36895,-3.8070498,-0.4024773,-0.41484636,0.31421113,-0.8818,0.26735324,1.327307,-0.18697256,-1.2930741,-1.4784501,-0.4845064,-0.66047615,-0.5673778,-0.7621908,-0.09094998,-4.9099503,-1.9867,0.94580275
22934,-0.33134416,0.40452337,-0.91034997,1.8796,-1.49635,0.8187435,-0.087515905,-1.72205,-0.9343131,-0.6131898,1.91325,1.1957896,-0.38991696,-0.34886706,-1.3184813,-0.73740065,-0.77111065,0.530792,1.1989026,-0.35552055,-0.27367464,0.73957944,-1.869303,0.46744576,0.044707112,0.047235847,-1.2395778,0.2254,0.21075,0.28405,0.015075001,-0.5486545,3.0874097,1.18796,-1.0522084,-0.6115631,-1.0474999,-1.4377999,0.5532641,-0.5128717,-0.9107852,-0.26608202,1.2275505,0.45933747,1.32075,-0.39210722,0.2811152,0.21615,-0.4893211,-0.90665,0.23486963,0.19674249,0.18976498,0.946721,-0.6100286,-0.19884914,0.14227948,-0.4371632,-0.7906697,0.31006008,-0.13868049,-0.14548533,-0.28886282,0.36764157,0.03711746,-0.0061426014,-1.4054976,-0.38545,0.8390551,-0.4645869,0.10643529,0.862241,-0.038616784,-0.41290057,-0.450723,-0.8706596,-1.7240613,-1.33855,-1.1689069,-0.8551,-0.5940598,-1.4087043,-0.21145,0.028471574,-0.53540826,0.57761,-1.246008,-1.5018098,-0.69249415,0.31999856,-0.73172486,-0.32180002,0.59462553,0.111619085,-0.6229,-0.25567287,-1.0849296,-0.40677258,-0.084450416,-0.48197776,0.78704613,0.004134789,-0.43858147,-0.41953528,-0.10859406,0.34401208,-0.14538261,0.19841196,3.6656418,0.41170764,1.37885,0.27,-0.18891463,-0.22986686,1.5281694,0.61095,0.37671337,0.4682923,-0.8682641,-1.174793,0.35819998,-0.092446975,1.0022663,-1.1200802,-0.006514251,0.2252,-0.2625,0.4296,0.2117956
23,0.2274974,0.36328638,2.9948,-0.007100001,1.096025,1.4534395,0.017879993,2.4845,-0.19732428,0.07765132,-0.4115,-0.32911637,-0.7341461,-1.6003159,1.4377108,0.09898007,0.21187602,-0.061307013,1.4562314,-1.9613816,0.70594454,0.3336239,-0.64509225,-1.0363449,-0.5357462,0.08330107,0.39691314,-0.31895,1.2867501,0.58495003,0.74934995,0.36443105,0.42333728,-0.08778015,1.3324239,0.81713,0.886325,0.63235,0.8072867,2.260212,-0.07906544,0.101266876,0.37903604,-0.031729244,1.4841,0.40490043,-0.1748794,-0.82505,-0.45641595,1.53915,-0.9994192,-0.4039202,0.29709727,-0.5074141,1.2763436,-0.40822053,-0.53403276,-0.52742136,-0.262195,-0.30270827,-1.3164343,-0.1776455,-0.16999856,-1.4050543,-0.040284343,-0.046586245,-0.26462424,0.13695002,-0.31057763,-1.8343378,0.5892574,-0.799478,0.014665991,-0.19513448,-0.5960791,-0.2894349,-0.85663813,-0.90524995,0.5682489,0.71500003,-0.7192492,-0.06440607,-0.9088,-1.2050576,-0.20072953,0.16416544,-0.91244376,-0.32648554,-0.19847572,0.19858733,-0.77476704,-0.31684998,-0.29769796,-0.8632741,-0.428,-0.107133016,-0.34022674,-1.7479146,-0.97112,0.38129434,-0.16120094,0.19954056,-0.29104018,2.3487492,0.09249151,3.0453444,0.2687381,0.73159087,0.5068153,0.45414943,0.51205003,4.40925,1.0367205,-0.13097727,-0.90099597,0.92475,0.0966579,-0.583758,-0.01589978,-1.460891,1.0794001,1.6504563,-1.3818827,0.4195333,-0.66571116,-0.59255004,2.07025,0.17465,-1.1282562
230,0.85844886,2.9888992,-0.14565,1.75165,0.08022499,0.20578332,-1.3765404,0.1662,-2.3015146,0.04081905,-0.76890004,1.0355003,-2.3829355,0.23142347,-0.64306086,1.1973917,-1.2417865,-0.06088298,0.4320519,-0.09129256,1.4353793,2.7031157,2.5122142,-0.37734854,0.31113744,1.4426931,-1.38652,1.4175501,0.56225,0.46104997,0.334,2.1311533,0.8910593,0.24255428,-1.0119294,-0.05026619,-0.285775,1.21195,0.73165417,1.2119191,2.323134,0.84989864,2.6545477,0.703032,-0.16955,-0.68225,0.65493286,-2.1574502,-2.34227,-0.1066,-1.2234732,1.14799,1.2151017,3.269375,0.99279153,0.83335984,1.2687793,-1.2908951,-0.29991683,-1.4556452,0.46728304,1.8743693,0.29479063,0.023915648,0.08676822,0.5404096,-0.013866961,-0.61425,-0.1623643,0.22897887,4.7809896,-1.3898383,-0.7525858,1.936832,-0.3687391,-2.1746745,-1.4394455,-1.39555,-3.0570188,-1.5778999,-1.5096525,-2.586319,-1.9860001,-0.6542984,-2.2321548,-1.2017535,-1.3817258,-1.4114556,-2.1368504,7.474556,-0.12883762,1.3402,-1.1941164,4.714849,2.8838,2.4079297,-1.0408031,-1.6832771,-0.33771074,-0.37159574,-0.75481987,-1.5719393,-0.5546379,-1.2082124,0.21444508,1.922651,2.5366611,3.3555903,1.0894449,1.2802718,-0.5265,2.84195,2.1801229,0.82829666,-0.044084676,-0.9818,3.8105853,0.2547691,1.0277569,-2.301738,-1.2468,-0.03912996,-0.2213933,-0.19960408,0.23530228,1.1161001,-0.65040004,1.77075,2.071168
23011,0.617897,1.0093491,6.2886,2.8195498,2.836675,1.444389,-0.30361855,4.5788,0.5029296,0.8746965,0.15625,1.8758018,2.7432055,0.76023644,3.1488457,2.931275,0.5191777,1.2898887,-1.0383264,-0.06749657,-0.11352302,1.2735282,0.27153194,-0.22471137,0.07429865,1.5304366,0.97334397,2.53405,3.87605,6.32565,3.3877,0.41490674,1.7380545,-0.9442478,3.659158,1.0735366,1.2051749,0.4057,2.2337286,4.575841,1.4245064,-0.13196671,0.41255638,0.06593794,4.35235,0.93313694,-0.59934497,0.62475,1.4837377,0.35979998,-0.9102932,-0.12989041,0.056290746,-0.74716854,1.5328479,-0.4197176,-0.2783401,0.43891978,-0.2686734,-0.078244,-0.23758231,-0.8722136,1.2217809,-0.07883237,0.004408233,0.96768546,1.9978832,-1.18915,-0.18972,0.22426268,2.055822,0.22599836,-0.23739597,0.06915414,0.83483255,0.65352434,0.5037007,0.59505,2.9492526,1.7289,0.42911157,1.3251426,0.9857,-0.10413742,1.0848291,1.5873575,1.0951854,0.9616054,2.6077037,0.25871348,0.18016541,-0.66495,0.08488395,1.0270749,3.34335,-0.26404202,0.036586553,-0.41901642,-0.36818177,0.9230173,-0.99060476,0.05304189,0.48131335,3.0342503,0.17582552,3.6235647,0.50241166,0.3262117,4.2587337,-1.02082,-0.85265005,4.8092,0.0022349954,0.65934396,-0.18082911,0.21865001,-0.8904655,0.60933924,1.7724177,1.3081738,2.7943,2.382116,-0.39123017,1.335501,-0.910783,-0.43129998,6.35835,2.78075,0.7019052
23013,0.40983102,-0.3945966,-5.78475,0.3294,1.293725,-0.41528577,-0.2704532,0.59575,-0.13267447,1.771642,-0.65604997,-3.98359,2.4878018,-0.045882374,0.48534122,2.7282865,0.04843398,-1.3268645,0.548842,-1.7009052,-0.65561384,-0.04842034,-1.6780293,0.44397154,-0.49084696,-1.0730404,0.31985855,-3.73215,-1.9188,-7.3205,-3.0784502,0.3852346,-0.4980886,0.5376861,-1.6167748,0.032127842,0.03445001,-0.95855,2.3149285,-5.3838806,0.1015843,-0.13849613,-0.0028868318,0.23863451,-5.1883497,-1.1738075,0.10899728,-0.7061,-0.9773251,0.60605,-0.13688044,0.12032183,-0.6504774,0.19787411,0.020377904,0.6005299,0.50515014,-0.061258934,-1.0637777,-1.0857122,-0.30891252,-1.006834,0.31581688,-1.2567556,0.3110353,0.0020288527,-0.27750266,-0.30334997,-0.36986038,-0.219903,-2.809191,-1.3852916,0.7723497,-0.2705166,0.23290095,1.5653074,-0.18496946,-2.2628,2.3432436,0.029149994,0.455286,0.63135886,3.21475,0.050345793,1.3020257,0.07988,0.75611496,0.26721507,-0.24680316,-0.18747483,0.13488391,0.17925,0.45954198,0.09329001,0.48599997,-0.54924893,0.9542093,0.24788734,-0.3829664,-0.31065074,0.41093686,-0.47668055,0.22722809,-2.0937686,-0.37983388,-2.2813642,-0.49385303,-1.031262,-0.30092716,0.47113824,1.2616501,1.2513499,0.27202088,-0.085288525,-1.0557001,0.40780002,-0.08947462,-1.064426,-0.5062781,2.7214315,-2.0074,-0.7264431,0.29792207,0.3692253,0.27411306,0.79445004,-5.1428,-3.4292002,-1.2655175
23014,0.2931046,0.61594546,3.8471,-0.74175,1.3706,-0.7546137,-0.64096916,2.1955,1.1788679,0.20352042,-0.63629997,0.7976655,2.0794687,-0.028137524,1.8970921,-0.10337949,0.2990126,-0.18790795,-2.4791172,-0.029485725,0.24995908,0.6536442,0.6468585,-0.17451183,-0.34628105,-1.5351224,1.0947022,1.5487499,3.0151,0.48385003,1.6561,-0.49937865,0.013302118,-0.96278244,2.5767868,1.037612,0.266575,-2.6065,0.45622632,1.8699667,1.5820231,-0.68801475,-0.60375285,-0.010262445,-0.60690004,0.2876224,-0.35909098,-0.13155,-0.34513864,-0.1513,-0.74940294,-0.44095573,0.020266164,-1.4940517,0.5468616,0.06702515,0.23107716,0.4678549,-0.029473873,0.42703852,0.045883343,-0.7982949,-0.006724648,-0.08671124,0.11768304,-0.7378404,0.8484488,-0.84085,-0.07185601,0.407066,-0.504985,-0.30697277,-0.37690437,-0.36193222,0.07999681,0.73241365,0.61003923,0.8741,2.1624963,1.0689,0.48251206,0.9933686,0.4948,-1.4900525,0.907307,1.5461993,1.3239266,1.2396271,0.49859896,-0.047979966,0.000109538436,-0.47775,-0.17676935,-0.6108409,1.6336,0.038061783,0.044221766,-0.052448362,0.32658345,0.8926498,-0.46423304,-0.63338256,0.21869358,0.572972,0.2698822,1.7818139,0.03944184,0.07787298,-0.65920174,-0.40123546,-1.428,1.9198,0.6073963,0.34204438,-1.1503901,0.25384998,-0.21152495,0.4464025,1.4623132,1.558047,-0.81289995,2.296751,-0.50522095,-0.9778775,-0.7871465,0.107099995,3.3609,1.31265,-0.89100194
23029,-0.57407075,0.14706686,-1.6963,2.04155,-0.400875,1.9114406,-0.28992507,-0.821,1.0908499,1.9477402,1.79,-1.5824292,1.9518704,0.6448538,3.4952173,3.3821678,0.70865357,1.0388837,0.39525485,0.15975833,-0.47195467,0.7263143,-1.042963,-0.7938024,-0.04288762,-1.6188898,-0.9951314,-1.8076,-3.16525,-2.03325,-3.53265,0.08561064,-0.0718469,-0.68458676,-0.12688705,1.0831062,-0.829375,-1.9834001,-1.1530651,-0.2789086,-2.078174,-0.20294645,0.22869506,-1.1453212,-2.3176,-0.17765,-2.4045212,1.0797,0.40213057,-1.1776,-0.31823838,-0.5297246,0.11745489,1.4477723,-0.96843326,1.5913962,2.6277957,-0.57870483,0.36011338,-0.08433169,0.1702948,-0.004086703,-1.034523,0.048235863,0.37424302,-0.44352376,1.2481802,-0.87115,-0.4670319,0.33505887,-2.257881,0.4269889,0.098207146,-0.23561072,0.79952544,-0.5106009,0.108154714,0.4148,-0.8317007,0.43009996,-0.65315557,-0.074014306,-4.1172,-0.32665697,-1.9639062,-4.1281195,-0.8866379,1.5288672,-0.91640437,-0.7800407,-0.2611779,0.33185,0.39544585,0.28997678,-2.5871,-0.0036903024,1.0836897,-0.4333868,0.3536459,0.7223907,-0.31650677,-0.7577737,1.6584251,0.24401298,-0.70677423,-2.8686004,-2.6553128,-0.3227226,-2.6291375,0.87610596,-1.2945,-3.0109,-1.7140518,1.1253247,3.0880969,0.47120002,0.25828946,0.4055258,-0.72540975,1.235337,1.4453001,0.3562851,-0.07618868,-0.14212936,-0.1012541,-0.525,-2.86485,-1.02825,0.21424381
23038,3.741278,1.005773,-2.08295,-2.4864502,2.657525,-1.4030862,0.9691986,-2.30655,0.3889448,2.8330717,-3.0601,-1.1110435,1.5931606,0.0739663,2.2266476,-1.7731636,-0.7529296,-0.2750598,-2.7030742,1.6639585,2.4532177,2.529665,2.3562174,3.136594,0.4705481,0.34030926,4.03304,-1.21335,-0.62955004,2.3181,-0.78017503,0.5409011,-2.962616,-0.6062782,-0.59226143,-0.7346328,-0.003274992,2.10525,-1.5211447,-3.0946226,0.45684993,-0.8328774,-0.65452737,-0.1465703,3.1548002,0.32565,-0.2678521,-0.5072,-1.3137434,0.31455,1.600153,0.9497977,2.629698,-2.6986969,0.87410605,1.5015872,0.9349842,0.54708344,-1.0236789,-0.94920623,0.057541102,-0.86150855,0.4400211,1.0915926,1.5562904,0.19329298,0.24650462,0.5046,1.5168314,1.9251359,-1.310375,1.4138856,-0.79719174,-0.4536554,0.7692714,3.8483565,5.0373964,1.791,3.0950956,4.04845,1.9553306,3.194124,2.19045,0.33093688,4.178284,3.741412,4.3745327,6.6694546,4.166803,0.8218441,-0.7160833,0.4977,-0.16042854,1.359123,-0.50535,4.0324874,-0.66664386,-0.4121164,-1.428684,-0.19816616,-0.84787667,-0.7496736,1.0660281,1.3125281,0.40669355,-2.5686007,2.3124118,0.43289807,-1.7950968,0.09121076,-1.13775,-2.9587998,1.7095869,-0.4532918,-5.7235045,-0.12875,0.20908,0.5160762,3.615176,3.8142946,3.5209498,-0.1924997,0.00063983817,-0.0053263307,0.5812752,0.1334,-3.2393,-1.0887,0.3419655
23039,-0.25684902,-0.42233804,-3.2848501,-0.148,-0.81850004,0.17717505,-0.2880673,0.23300001,0.44591817,0.3956067,0.30699998,-2.21847,-0.36329532,-0.24375944,-2.311959,-0.5562446,0.12805161,-0.10461719,-0.5816214,0.806874,0.19380136,-0.5619168,-0.7682924,0.03905765,0.50121117,0.51828194,-0.8992282,-1.813,-2.60375,-2.6139,-1.4246501,-0.3343951,-1.9990182,0.5290406,-0.8009658,-0.09211576,0.4719,0.3078,0.4596011,-1.857631,-0.6424302,0.47073692,-0.97870624,-0.10885858,-2.1989,-0.16165,0.4944893,0.7552,0.19496274,-0.89180005,-0.4751931,0.2087163,-0.22063798,0.33495927,-0.8651184,1.7164825,0.68610096,-0.46516785,-0.31309053,-0.4387377,-0.04182279,0.118305355,0.22482584,0.8728867,0.15434012,-0.18866734,0.86109245,1.46475,-0.2997138,-0.58983445,-0.8240551,-0.4638001,-0.49749032,1.1308582,0.0031613633,-0.8662522,-0.23123518,0.29435,-0.9682655,1.4540501,-0.41310018,-0.17699869,-1.27935,-0.15148818,-0.16588643,-0.23908904,-0.34780723,0.022307932,-0.8334032,-0.59187686,0.16254298,0.5502,0.3250993,-0.4636705,0.021249995,1.0085146,0.25992498,-0.41393197,0.4866895,-0.14138186,0.42841232,0.28361726,0.79636633,-0.95668596,0.3503445,-2.737874,-1.1860523,0.30343413,-2.9082568,1.1595812,0.18275,-2.7758,-0.99659646,-0.44838202,-1.4442394,0.45315,1.1947348,-0.019717358,-0.1542642,-1.2145092,-0.1955,-1.483716,-0.26669458,-0.533918,-0.8150214,0.437,-3.1721,-0.14055,-0.53233826
23061,-0.62649256,0.37609208,3.41205,-1.6996,-1.67335,-1.8700603,0.13856637,-2.72525,-0.07602544,-1.6015302,0.58650005,1.4320986,-3.0901427,-0.6275916,-5.29792,-1.4397223,0.022995096,0.13918397,1.3564966,-1.0279646,-0.1310608,-2.0664055,0.37055516,-0.119729266,-0.3191414,-1.0035028,-0.46125624,3.38815,0.46194994,2.2449,2.49595,0.19598144,2.4171872,1.284847,-0.85857385,1.5481867,-0.371925,-0.82935005,-1.5760847,-0.5858168,0.9983465,-0.14807111,0.11519325,0.023997739,2.69025,-0.22515348,-0.07004003,-1.38125,-0.03982958,-0.71835005,0.7221044,-0.09817745,-0.70247155,-0.9431135,0.2303603,0.2001424,-0.57586855,-1.0427234,0.5898889,-0.045713514,0.2362673,0.08948328,0.32551575,-0.69815654,0.3909294,-0.05737371,-0.4492885,1.11,-0.2898367,-0.6039423,-0.3788017,-0.10648066,-0.7370955,-1.1830498,0.85972416,-0.29518792,-0.67146397,0.2703,-0.343131,0.56485003,-0.30597344,-0.6135577,-0.5201,-0.43084952,-0.0641988,-0.6751441,-0.080289446,-1.2170045,-0.35332292,-0.11011547,-1.2166146,-0.122150004,-0.7415134,-0.8440531,-1.25715,0.06703967,-0.7401207,0.51970553,-0.46525508,-0.4527238,0.7757393,0.35441482,-0.68453014,-0.69760066,-0.45505178,0.6101561,-0.19809848,0.28699058,1.7226272,1.6246824,1.09525,-0.08290002,-1.2628635,0.0860914,0.55430377,1.23985,0.06239093,-0.0423273,-1.5381668,-0.009398699,0.051400006,-0.5159911,0.23587339,-0.4975277,0.2567179,0.11505,2.73085,3.2150497,-0.3507827
23076,-1.1076385,0.33183682,-3.54805,1.8915501,-2.4,0.73660165,0.20265616,-3.15195,-0.9453492,0.120345324,1.1623499,-1.6930654,-0.7853307,-0.15988313,-7.168029,-1.1726296,0.03733182,-0.15531935,0.43265736,-2.4787805,-1.9871724,-0.5942223,0.36991462,-0.68086594,-0.387264,-0.5500052,-1.1467214,-3.4695501,-2.60675,-5.01575,-3.396525,-0.14205498,1.4213861,0.59432936,-3.7323947,-0.3474933,-0.057350002,1.2985001,-0.12103331,-1.509609,0.5356421,0.29984874,-0.11330024,0.36447442,-4.0753,-0.62796736,0.91225827,-0.010150004,-0.069727756,-0.5142,-0.9581486,-1.4223433,-0.5031421,1.2321047,1.7895163,0.36315158,0.18470886,-0.78827953,0.37787998,0.5694668,0.3959443,1.5500705,-0.024508916,-1.5179164,-0.35241807,-0.27287763,0.32489765,0.17195,-0.7557765,-0.62907064,-2.0033674,-0.6081637,-0.44656828,-0.14599073,1.3452039,-1.0347003,-1.5545161,-0.57895,-0.39328352,-1.14235,-0.99748707,-0.72875315,-1.31095,-0.9890435,-2.144597,-3.2552013,-1.2580231,-3.189887,-1.969468,-0.15888202,-0.21795647,0.024350002,-0.423797,0.0035342872,0.3527,-0.27205506,0.588902,0.72068185,0.8424107,0.5487221,0.8644632,0.59737605,-1.1242721,0.14610605,0.07652715,-3.1562243,-1.4691579,-0.10280807,-0.9056179,-0.12028439,1.4959,1.0843,0.853991,-0.3449474,1.5317183,0.8861,0.08477451,-1.7404923,-2.4887419,-1.5273156,-2.0511,-1.6819074,-0.475769,-0.7105422,0.3471114,1.12875,-0.92505,-5.1281996,-0.2750085
23077,-0.1801049,0.8121364,7.0885,0.30559996,0.752375,-0.30412838,-0.26218516,5.8045497,1.5718623,-0.5350785,1.47825,4.001746,1.152086,-0.214388,4.1791854,1.1169652,0.4930783,0.8146093,1.9315047,-0.081525214,-0.63214654,0.05573775,2.8053613,-0.4288576,-0.49833962,0.9096096,0.54655725,1.9769001,3.53165,3.6288,2.9171748,0.33925357,3.0640607,-0.8558357,2.471184,1.1912326,-0.95422494,-0.068699986,0.021000654,2.25804,3.8133905,-0.6024653,0.2402376,-0.00651294,4.02825,0.8069,-0.21110885,-0.99944997,0.10836148,-0.36409998,0.7870371,-0.103711635,0.7223333,-0.19622254,4.506222,-0.2612314,0.080171704,-0.18849662,-0.48810184,0.67911744,-0.5275589,0.13199788,0.37467992,0.22093397,-0.29924157,-0.08416547,2.2070594,0.39415,-0.4177952,-0.21123073,1.3166518,-0.2658893,-0.83572805,0.020143867,0.5850469,-1.2881869,1.8393924,0.20375001,-0.17264941,0.8754,-0.66141915,2.271068,0.00064998865,0.12254918,0.06862825,-0.21356533,0.27415612,1.2084244,-0.07775323,-0.40288547,-0.31551078,-1.7095,-0.19676888,-0.6022152,-0.33455002,-0.23674679,-0.35987172,-1.1471334,0.087302305,0.2657379,-0.023169894,-0.40970314,-0.042917624,1.1615903,1.1197144,4.8477635,1.4215913,0.24911615,1.2142249,-0.045293465,0.8532,5.5087004,3.1601734,0.58371884,1.5909206,-0.41205,-0.29091534,-0.31907153,-0.20385985,1.0683265,3.59215,1.7187955,1.3407813,1.0296422,-0.710483,1.1166999,5.8472996,2.0214,-0.63310564
2309,0.97847146,0.19569479,-7.8156,-1.386,-0.44744998,0.48681334,0.7675691,-2.59215,0.07749487,2.295786,-1.53105,-6.818671,3.1366837,-1.0288947,-0.72512096,1.0912414,-0.2525084,0.33165967,0.18269779,1.0497073,3.2848337,0.101400554,0.69506305,1.3491567,0.5192297,-0.28391182,-0.017845092,-8.55005,-10.0,-8.5918,-8.93915,2.0528004,2.9575768,-0.8908659,-2.0575147,-1.1025563,-1.7909501,-1.05025,0.62683666,-7.0156784,0.2972252,-0.16871746,-1.2131972,-1.1603405,-7.5460005,-0.56135,-0.532392,-0.55105,0.2555397,0.20805,0.36193776,-0.43447834,0.83011895,0.10546772,1.1761061,1.1589266,1.4067074,0.56287444,0.19113243,-0.30277026,0.14688423,-0.031498536,-0.39485288,0.3704833,0.18386143,-0.09372475,-0.97347444,0.25409997,0.8170365,0.31733865,-3.3821082,0.21565908,0.99309504,0.0048961192,0.717584,1.0333974,-0.26482633,0.83290005,1.3699911,0.19015,-0.19083384,1.528692,-1.69985,-0.23013362,0.37948507,-0.11293155,0.23210248,0.91803026,-0.028872035,1.1306605,-1.8101586,0.7257,0.75352776,1.42923,1.5963,0.0969125,-1.3672464,-0.67300326,-0.8973398,-0.252111,0.47481626,-0.004905656,0.24314795,-0.16509734,-0.19874284,-5.656319,2.2092206,1.089674,2.7099357,-0.049419075,-1.29245,-4.09865,0.6180811,-1.6054453,-0.61919546,-0.01639998,-0.058736637,-1.0982172,1.7140102,1.666187,0.82365,0.37346756,-0.1594156,-0.7292067,0.0009266436,0.21254998,-6.3919,-7.2623,-1.0581381
23097,0.047728658,0.91779375,-3.4905,-1.0116999,2.0927,-1.2989426,0.6406808,-1.6357,0.9040683,1.4120481,-1.3619001,-3.40798,2.200967,-0.97484064,-4.846569,-2.4153867,-1.875911,0.5769191,0.8587942,1.5360329,1.3691678,1.2938443,1.5475347,1.0081309,0.22847277,0.010993481,1.9384668,-3.16365,-2.66205,-3.56655,-2.682125,-1.9485378,-2.5663233,-0.19896156,-2.0179415,-2.93719,0.633175,2.52325,-0.76652163,-4.3049784,1.323606,-0.16842307,-1.137024,0.5370336,-3.2806,0.539,-0.36315936,-1.68845,-0.9996406,0.61695004,0.5457934,0.7187016,0.82265735,-1.0153786,1.2205751,0.8388393,-0.1287353,0.98314995,-0.9287052,0.01884655,0.031375047,-1.1333537,0.848403,0.49288145,1.1607852,-0.5312691,-0.8993213,1.23645,1.0099406,0.9469311,-2.5573678,0.98476297,-1.0379279,-0.4339955,-0.8030729,2.1432974,2.0962543,1.1383,2.6966946,-1.4262999,0.9141312,2.4158947,1.4345,0.4855551,2.14815,2.0659413,2.3847437,2.5360856,1.054107,1.0149341,0.7452303,-0.11245,0.1089668,0.8054397,-1.233,1.8236845,-1.0359701,-1.3664783,-1.8232379,0.5358254,-1.4077557,-0.63654697,1.4875466,-2.3531382,0.12824894,-2.8210793,2.4181335,1.2865782,-5.0376186,-0.10625307,-0.14989999,-3.06755,0.9819045,0.21717587,-2.3109689,-2.43335,-0.07248758,-1.4288845,2.2010567,2.8602374,2.4352999,-0.5179802,0.76387334,-1.486799,-0.2016707,0.125,-2.2498999,-2.71245,-0.69664747
23131,-0.25030094,-0.7237488,-3.12795,0.7887,1.8014,1.1035905,-0.2233024,-0.7256,-0.28825283,3.728209,0.071,-1.9072269,2.6276653,-0.7998417,-0.099219225,2.0809133,-0.08382164,1.0806454,1.4376318,0.87371445,-0.22650972,-0.5802885,0.92887497,0.17705902,-0.2922546,-0.3415792,0.18531555,-5.6651497,-5.21385,-5.54535,-3.0493,-0.74057424,-0.021746114,0.5523715,-2.8179736,-1.0224636,3.8208752,1.72735,0.45608371,0.977499,-0.0980594,1.6904088,1.8148768,0.22817889,-6.5775003,0.89424634,0.059991896,0.07665,0.06765518,5.60325,0.34987646,0.03636649,-0.15343279,0.4873791,0.9146019,0.49030644,1.4011145,-0.28406608,-0.08387291,-0.2565525,-0.5723819,0.20344207,1.7577523,-0.42177618,0.2384016,-0.33646396,-0.4060678,1.04695,-0.19405276,-1.2115403,-1.9886584,0.40533412,0.10443054,-0.3504001,0.6864306,1.0161736,1.3092899,1.1194,0.72617376,0.38145,-0.48615867,1.4083011,0.2978,-0.38450602,0.12457452,1.005043,2.3877256,1.7642022,1.921034,0.13110799,0.08416733,-0.74465,-0.16346909,0.027502626,1.152,0.36374295,0.12982076,0.55232054,0.05322084,0.027563661,0.37760776,0.37240428,2.1001868,1.9086012,-0.22672287,-3.4494724,0.08504492,-0.08066023,1.4309914,0.51645386,1.26825,-2.0512,0.7901529,1.9608668,0.39266258,-0.30965,-0.36608636,-1.4132595,0.751114,1.7473189,2.08615,-1.3240855,0.19626132,-1.4372034,0.85676616,0.51154995,-2.425,-3.8448,-0.39468879
