,ST125,ST144,ST16908,ST16927,ST17292,ST17333,ST17334,ST17335,ST17336,ST17434,ST17450,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18395,ST18604,ST18765,ST18766,ST18771,ST18780,ST18791,ST25588,ST25589,ST25597,ST25624,ST25627,ST25630,ST25633,ST25640,ST25641,ST25644,ST25646,ST25649,ST25678,ST25679,ST25687,ST25694,ST25709,ST25712,ST25715,ST25718,ST25719,ST25723,ST25724,ST25733,ST25734,ST25748,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25834,ST25836,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25865,ST25871,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25974,ST26007,ST26022,ST26050,ST26052,ST26055,ST26074,ST26091,ST26099,ST26139,ST26140,ST26183,ST26258,ST26263,ST26329,ST26337,ST26603,ST26764,ST26870,ST27079,ST28040,ST28135,ST28141,ST28265,ST28309,ST28390,ST296,ST37,ST605,ST606,ST621,ST622,ST623,ST639,ST647,ST659,ST713,ST717,ST815,ST968,ST973
7105,0.2750364,-0.67995125,3.9692001,0.072050005,-1.5202,-1.6790615,-0.45384395,-1.4211,-1.2186928,1.2860472,-1.60035,2.373774,-2.2708998,-0.19334787,0.4154641,2.2072656,-0.44864047,-0.018962309,0.92807436,-1.7678823,-0.72752124,-0.37095517,0.7437445,0.61337584,0.02262897,-1.1433926,0.22114111,3.8272,1.2235,1.7376001,2.0063748,0.8859865,1.1108325,-0.020686492,-2.6386182,-0.5163617,3.1873999,1.4698,1.4046547,0.5459,2.0424995,0.23769245,-0.58303195,-0.84588546,2.9771,-1.1611134,0.22329964,-1.5507,-0.11722757,-1.73535,-1.2413151,-2.040466,-1.3615118,-1.0215353,-1.2206644,0.097132444,-0.6641399,-0.4246825,0.3911946,0.1786681,-0.023537308,0.50910795,-0.8330468,-1.7545364,-0.8842215,0.65491676,0.3157767,-0.5676,-1.0708263,-3.2695923,0.6083654,-2.0819468,-0.42655843,-0.26491058,2.679083,1.2262008,3.5091448,0.4364,3.442004,0.045700014,-0.2663684,1.6617173,0.94525,-1.7075958,0.7080822,0.97246253,0.024146676,0.5131485,0.12134725,-0.1301378,-1.0572705,-0.07485001,-0.2726357,-0.23178762,-0.00395,2.4377272,-0.48795283,0.89665806,-0.013665736,-0.9375839,0.9223044,0.666027,-1.1515753,-1.9293566,0.044573218,-0.16838843,-0.7691874,3.1347704,1.7955892,0.14936072,1.25875,0.0046499968,-0.08063496,-0.6344974,0.72670054,0.13215,-0.32009286,-1.8918664,0.91217804,2.426467,0.28755003,-1.0723596,-0.3791844,-0.29331568,0.3560225,-0.45125,-1.03555,2.56745,-0.8589939
7106,0.67574495,-1.7304043,-1.99575,-1.8959,-2.43105,-2.6554666,0.10064812,-3.37365,-0.5859249,0.596113,-0.9389,1.4774704,0.38520533,1.0188261,-0.040764272,-0.059161045,-0.14820594,0.5862162,-2.7099235,-2.6166832,-1.7936215,-0.8317599,-2.6561446,2.015101,-0.36461586,-3.6446595,2.158155,0.97805,0.39045,1.52175,0.63752496,0.15962793,0.33835232,1.1653888,-3.3664618,-0.874671,-2.703575,-5.77285,-0.19743651,-0.22044569,-4.5950656,-0.94755507,-0.0068318415,-0.16911079,1.4056001,-1.2633922,-0.15724316,0.87635,1.0112247,-1.154,-1.7554836,-1.6923406,-1.0392702,-1.3550372,-4.671094,-0.61975235,-0.9396131,0.14993307,0.6380306,-0.6898665,0.36556584,0.85147226,-0.39261132,-2.6500554,-2.6112044,-0.4478516,0.23036173,-1.6077499,-1.1042737,-0.6815338,-0.33941704,-1.8927879,0.9899216,-0.5584334,1.0154372,2.772698,1.4646282,2.3078,2.6985037,2.1241999,0.95621884,2.3318677,1.32295,-1.077293,1.5138924,1.1944492,2.545618,0.5728523,0.5549556,-1.6268799,-1.0895648,0.35079998,0.919886,-2.1979346,-0.07145001,-2.0368009,0.27843744,1.6410365,-0.072285935,-1.0000732,0.68053365,0.74007094,-0.621593,-1.1311866,-1.0268753,-1.3997107,-3.3245587,-1.3970107,0.7301222,-0.47153288,-1.189,-4.10965,-4.374708,-0.14588381,-1.9798386,0.1001,-0.50587916,-2.0211368,2.3177636,1.2782855,-1.0476,-0.914354,-0.08415439,-1.0007095,1.2381548,-0.99995,-0.6461,2.2017999,-3.0229108
7153,0.21363316,0.33638132,-7.16785,-0.3368,1.9449999,-4.619425,-0.034095347,-4.4312496,-0.23912135,-2.9253876,-2.29955,-7.3323507,1.5619636,-2.4452171,-4.3447046,-6.7939444,-0.4370798,-0.3573723,-1.1374818,0.5373142,-1.1375084,-4.2808094,-1.1518236,1.27394,0.19987711,-3.0218625,0.35618955,-6.2927,-7.68155,-9.1696,-7.059325,-7.799084,-9.540525,-0.6969746,-0.78811085,-1.0654014,0.38075,1.34025,-2.7792692,-7.382717,-1.8825338,2.1744885,-1.9901667,0.1235933,-7.9160004,-0.5271,-0.27693644,-2.4542,-0.32513124,-0.3558,0.67027587,0.35332876,-0.7202679,-0.7832244,0.33790708,1.1978786,0.1432744,0.55049264,-0.23141661,0.17019698,0.4037358,-0.53298104,0.073494494,-0.25156233,0.55790347,-0.41644102,-2.2867997,0.9557,0.65875465,-1.191274,-1.9856725,-0.47439975,-0.04781741,-0.60121584,-1.5618021,0.21864468,2.2893426,-0.21635,-1.3735482,-0.46875,0.4548199,-0.52193624,1.2085,0.6357017,0.5495207,0.92958057,0.8002248,0.056952566,-0.15788335,-0.5770167,0.04156196,-0.0373,0.5019681,-0.21368432,-3.8242002,1.5263431,-1.390768,-0.71917135,-1.3739285,1.4502542,-0.19258823,-0.24837488,1.0473222,-3.533461,0.2943512,-5.0462112,0.5498848,-0.0009489879,-10.0,1.2813201,0.65795004,-7.0441,0.066876605,1.0834684,-5.380198,-3.7493,-0.5460026,0.4464419,-0.36096558,-1.8929473,-0.06594999,-0.5441679,0.76632893,0.25846082,-0.87686086,-0.083,-6.9256496,-6.31015,-0.24204244
7157,-0.74068224,-0.74818707,-4.9514,-0.47385,-0.954625,-1.5923215,0.17576128,-1.42925,-0.6532758,-0.5461799,-0.80485,-4.6623826,0.060836554,1.9289143,-3.1941988,-4.7040668,0.35502544,0.0014544725,-1.5639068,-0.048485577,0.0891304,2.532205,-1.8051789,0.64820135,-0.28096128,-0.31242505,-1.2366052,-4.6637,-4.3687,-3.7655501,-5.3825,-0.84486556,-3.677878,0.25593168,-3.4867294,-0.9856698,0.41087502,1.1564,-2.8637514,-2.7981868,-5.752507,0.8300211,-1.4684373,-0.05163245,-5.0459003,-0.81306475,0.42823347,0.24380001,0.9114102,-0.08605002,-0.5955476,-0.041633524,-0.020390682,-0.8480898,-0.06471068,0.026510969,0.15080208,-0.19719845,-0.92246234,-0.36292845,0.31868172,0.0361541,0.50474405,0.21852535,0.30064678,0.33806914,3.1710484,-0.6104,-0.14288974,-0.1555912,-3.6626627,1.1678345,1.073938,0.54929227,0.72442216,-0.7938604,-1.0371215,-1.17315,-1.8214091,-1.2537501,-0.008312628,-2.2617064,-0.8299,0.013294637,-1.6487519,-1.708709,-1.5699514,-2.2115119,-2.0375674,0.13015923,-1.4061363,0.7748,0.09472876,1.1013592,-3.81425,0.7824727,-0.48694795,0.18362889,-0.3637538,-0.4718439,0.29258072,0.5550493,0.06566687,-4.5123434,0.13798177,-4.2699547,-2.6420016,0.5219701,-8.017687,0.11399956,-0.50445,-6.263,-2.3873081,-0.4256013,-1.3397541,-0.124350004,0.25306964,-0.27035463,-2.1288362,-2.4652407,-3.31775,-0.22066796,-0.4374151,-0.7033909,0.91241837,0.2124,-5.2971497,-5.2489,-0.1983705
7158,1.0166559,-0.22302061,-2.7537498,-0.3091,-1.087275,-0.76849353,-0.22970888,-2.45715,0.42859113,1.5195484,1.2439001,-3.3794584,1.808271,-0.22380115,4.8882604,-1.531043,-0.31915122,-0.51809984,-3.1284022,-1.2005018,0.30305964,0.924734,-0.49907082,-0.18788321,0.19023046,0.5547675,-0.01727593,-2.94655,-2.76425,-2.59515,-4.8285,1.7326396,1.3546529,0.5434194,0.21283576,0.13591552,1.63865,2.4857001,-1.8349485,-1.8930242,0.026225626,0.7970576,-1.0916349,-0.28390673,-3.59065,0.8661157,0.021871537,-1.0081999,0.37150696,-0.11135,0.19780208,0.36191878,1.1318059,-0.67697805,-2.7676556,-2.3705187,0.12811929,-0.13863045,-0.87466,-0.62246287,-1.2345433,-1.1368029,0.47726545,1.1496197,1.0848804,0.0297831,-0.56618965,-0.32160002,0.14968526,0.2886682,-0.8233876,0.7159528,-0.15272824,-0.27878314,-0.0271997,1.5727073,0.56275004,1.3180001,1.1568266,1.6228001,0.10592654,1.572037,0.5384,0.1458952,0.69229853,0.7273705,1.016472,0.23096207,-0.030266881,0.17284967,0.9065697,-0.5962,0.41942227,-1.1626291,-4.2741003,0.6979301,0.4523552,-1.6502298,0.28393412,0.04378754,0.15581399,-0.5118733,-0.239659,-3.4454699,0.08175835,-3.108043,-0.8059414,0.91762555,0.6365465,0.39689186,-0.44915,-0.61545,-2.1166613,-0.02012559,0.26229095,-0.133,0.46326265,-0.06483433,-1.0022924,1.2752382,3.40135,-0.6598935,-0.43967074,-0.7461971,-0.72174937,0.02935,-3.73075,-2.88575,1.046506
7159,-0.6611434,0.9647411,-3.8645,0.3249,0.66182494,0.34969735,1.0763987,-0.2081,1.2593865,1.6172528,-1.08355,-4.625596,0.57488716,-1.4740851,3.4897041,3.0227072,-0.6593106,0.60575706,-0.4328859,0.09316449,0.7306917,0.31259915,-1.2427093,0.8726884,-0.3822091,-0.602638,0.31999505,-4.37495,-3.07315,-2.7041,-2.598125,0.026443452,0.6731934,0.12853822,-1.2397957,-0.7166858,-0.3758,0.19735001,3.2827582,-2.8437567,-0.8386356,0.86148274,1.8887583,-0.12682559,-2.75075,0.45865,0.62657267,0.73010004,1.1388924,0.00095000863,-0.12627643,0.3825978,0.64106655,0.7690082,0.49568602,0.9893265,1.1650639,-0.028463986,0.17093888,-1.0211058,-0.8750933,0.39629322,-0.54329044,0.11340642,0.08240259,0.11634252,-0.7802907,-0.48645,1.0967568,1.0231667,3.4511738,0.23263736,0.90652394,0.054081947,1.1395292,0.7258442,0.288948,-0.73679996,-0.24495244,-0.69005,-0.49726167,0.48707765,0.052899994,0.22252142,0.25061178,0.49816775,-0.39649,-0.58172625,0.13327965,-1.2382039,1.0777142,-0.45805004,-0.1259912,0.32486513,4.615,0.5763625,-0.03904894,0.7249278,0.08346032,0.3745917,1.2436844,-0.51551634,0.27239847,1.0011116,0.14104716,-1.406368,-0.36022937,-0.27111086,1.1575243,-0.74585015,-0.9608,-0.3134,-0.15775792,-0.39273572,0.1351915,0.1648,-0.4769148,-0.89595497,-0.0025558025,0.22552317,-1.15175,-0.61810523,0.3807674,-0.45687407,0.6784341,0.7421,-3.87965,-4.24475,0.032555178
7165,0.34295458,1.1107533,-1.92465,-0.28004998,-0.4908,0.4170668,-0.14128537,-1.1378,-0.3289426,1.0858009,0.6043,-2.6924086,0.2624141,-0.3215595,0.48320377,0.97325075,0.34990132,-1.0157048,0.94992995,-0.061521314,0.3338486,0.17462045,-0.7145823,0.53908134,0.13719666,-0.33196414,0.3110548,-1.79845,-0.8571,-0.88115,-0.75092506,0.59155774,0.6065269,-0.27927113,-0.92280215,-0.3681615,1.003,-0.1745,0.3073884,-1.084355,-0.07445383,0.28821802,-0.13774487,-0.42693487,-0.33225,-0.27800816,-0.25408727,1.5201,0.6514044,-0.06745,-0.37255752,-0.15523067,0.21075882,-0.005667269,0.3006686,0.60454583,0.078746215,0.32251126,-0.21398851,0.3559854,-0.25298136,-0.61787707,0.21207148,0.21396123,-0.13978258,0.7907725,-0.56076753,0.6903,0.0031830072,-0.33172107,-0.9587624,-0.2600957,0.50400746,7.303059e-05,0.48742637,0.0044702813,-0.5102469,0.08979997,0.1389689,0.6089,0.27151793,-0.09987068,1.0856,-0.16456157,-0.68446326,-1.2744353,-0.32062912,0.7381556,-0.10984236,0.53340644,-0.3892001,0.24084997,0.5767728,0.34492385,0.18505,0.40511525,0.15065546,-0.9875169,-0.334746,-1.4395705,-0.6622928,-0.2588879,-0.19540493,1.469329,0.1930518,-0.7841804,0.437571,-0.2623002,-0.023080379,0.020656034,-0.71275,-1.4489,0.1814555,0.42489895,-0.6622852,1.0638,-0.5054846,-0.043422498,-0.2652784,0.48379478,-0.97370005,0.6453775,-0.025779057,-1.0615696,-0.17256714,1.02995,-2.1346,-0.1907,-0.32464883
7168,-1.947509,-1.7795584,-0.86415005,-0.25115,-3.6522,-3.1656327,0.51693034,-1.85385,-4.0682297,-2.5657468,-1.72685,-1.8316422,-2.028603,-1.4305139,-3.324606,-2.394311,-0.9060699,0.5889819,-3.6626139,-8.280127,-7.8304605,-2.9820771,-3.956268,-0.00889495,-1.0602319,-6.028716,-0.5161258,-1.64585,-1.6741,-1.1003001,-1.2715,-1.2897315,-0.94261724,0.8986176,-4.965661,-2.6509442,-1.445025,-2.3637,-1.2378402,-0.3706478,-2.9585333,-3.1829674,-1.1079688,-0.97150695,-0.72015,-3.5820136,0.7488211,0.171,0.976423,-0.4943,-1.2766651,-1.0285548,-0.6888222,-0.42291117,-3.1496763,0.10321087,0.70453894,1.2146482,1.0314583,-0.56258136,0.61769503,0.3551412,-0.8194432,-4.149279,-3.823044,0.26758146,-1.3614733,-0.784,-1.6299176,-1.3402199,-2.584982,-3.1834533,1.2498318,-0.48783362,0.9195771,-0.24514447,-1.8633751,-0.4172,-0.56890374,-1.87675,-0.3902149,-0.29107615,-1.65995,-0.67258143,-3.0895815,-2.1008234,-2.699561,-1.8442156,-1.8508773,-1.4632945,-1.3078988,0.56805,0.44556716,-1.488219,-1.00025,-3.329167,0.4544021,1.6150035,0.5193977,-0.8445709,1.8993067,0.61207134,-1.8468292,-0.7784192,-1.5093281,-2.9938707,-5.082194,-1.6045266,-3.5048683,-0.33210927,0.02945,-3.4055,-2.074711,-0.23956454,-3.6052475,-1.3835,-0.18410741,-2.1923034,-0.95158803,0.5845023,-4.38265,-0.47531754,0.73489505,-0.46317983,0.78833884,0.075399995,-2.11235,-0.42605,-0.0423515
7264,-0.91092294,-2.0108,-6.8817005,1.58295,-1.72795,-0.5497812,0.12897062,-2.08115,-0.611796,-1.4330578,1.41785,0.22346058,-2.340133,-0.72428596,-0.078968674,-0.49800304,1.0433296,-0.2322568,-0.73862576,0.8769415,-0.627661,-3.5115757,1.8655705,0.31432712,0.32183218,0.057216436,-1.339503,-0.34195003,-1.3765501,0.4094,0.28967497,1.8503131,1.169282,-0.5796717,-2.282357,-0.7641327,-2.7219748,-0.78165,-0.9829755,-2.8588781,-0.33853588,0.08224392,1.138576,0.8527055,0.87014997,-0.04265,0.05960673,-0.09440002,0.86393243,-0.8061,-0.8749704,-0.01738903,0.7397192,0.7591163,0.57136476,-1.9302392,-0.5049418,-1.2147348,0.80657697,-0.49343038,0.5303915,0.9196419,-0.3716232,0.48027152,0.34126198,-1.2026157,-1.9154651,-2.7367501,-0.47810698,-0.52217996,0.069708526,-0.31082222,-0.24993972,-1.2603483,0.0734415,-1.3891745,-0.61461294,0.31345,0.8261194,0.85065,-0.51329833,-0.18419911,-0.76185,-0.6229346,0.0460281,-0.9828849,0.010058589,-1.7702248,0.63221437,-1.4919305,0.46033975,0.0978,0.21621008,-0.8748299,0.12509999,-1.3523867,-2.3751085,-1.7065456,-1.1959168,-0.6755611,-0.87947506,-0.1968615,0.60277027,-1.7867631,-0.16733985,-5.2711105,-1.5904074,-0.2203246,1.095175,-0.68898916,0.91604996,-8.693,-0.015383422,0.40950823,1.1883698,2.5519,0.92422396,-0.9591554,-1.1256037,0.07326014,-0.6324,-0.7696905,-2.0041664,-4.0137253,0.8065157,-0.44885,-4.51665,1.1022999,0.67832845
727,1.0469707,0.97423637,6.6258,-1.14895,3.24905,1.4736296,0.29215303,5.9867496,0.8831264,2.4799414,0.24795,2.0553262,1.1319935,0.77879375,2.0447402,2.4535303,-0.25114232,0.8022964,-0.13058665,0.77244604,0.44966373,-0.18479198,0.15665674,-0.19450179,-0.20023246,-0.06766488,0.24569306,4.906,6.45225,7.17,2.461925,0.33808216,1.9505893,0.40077198,2.6771708,1.2381198,1.249525,-1.19775,0.48763257,4.46648,1.3347775,0.75210774,-0.26553613,-0.23679408,2.8046498,0.7979056,-0.8289112,3.4689,-0.21719082,0.89625,0.05640453,0.31085044,0.4656814,0.08155665,1.9306802,-0.26106724,0.5020839,0.6229132,-1.0501299,-0.27969903,-1.0126724,-0.44511992,1.1951487,0.13471523,0.11845133,1.011886,0.73061925,3.42595,0.22374797,0.87607175,1.110476,-1.0012462,-0.45696837,0.44854635,-0.2525257,0.3433237,0.5287596,0.11229999,0.16769241,2.21995,0.7042625,1.7471501,1.8787501,-0.0596146,0.64397466,1.4802661,1.3554971,1.6744139,0.532445,-0.80721974,0.49830478,-0.8558,-0.06726107,-0.7755974,1.3184999,0.150379,0.9325829,-0.36086032,-0.46145737,0.52635837,-0.39193124,-0.31691784,1.3154539,1.2934765,0.45518863,3.973574,1.1473787,0.03240025,6.392495,-0.55114233,0.42725,6.2667,0.8404252,0.033992022,-0.1643571,0.26534998,0.18994224,1.2615663,0.728749,1.2164878,2.5493498,1.6176052,0.53911287,-1.5132532,-0.38498133,0.20405,7.18235,2.7044,-0.78072727
7296,-0.09763342,0.49763322,-10.0,-0.33725,-3.664075,-2.2434437,0.24474663,-2.9906502,-0.35428447,0.28323507,-0.746,-10.0,1.0343189,-0.5373408,-10.0,0.35327438,0.12725131,0.24768421,-0.0626173,0.618971,0.14755034,0.51040965,-0.26425332,0.03352134,0.23659422,0.37305647,0.5481413,-10.0,-10.0,-10.0,-10.0,-0.4577345,-3.8760192,-0.29158112,-3.6478672,-1.3814703,-0.101349995,0.38285,0.8999535,-10.0,0.4009709,-0.2989666,-2.357369,-0.34543765,-10.0,-0.16480361,-0.3119823,-1.4569,-0.14007951,0.0,0.3566985,-0.53193986,0.17434178,-1.5253181,1.2154341,0.3534191,-0.4692641,1.4010419,0.13148211,-0.08242275,0.48258469,0.06603913,-0.049198553,0.2608571,0.6920607,0.29783204,0.034375228,0.0,-0.17297721,0.34959865,-3.277183,0.49556673,0.32613638,-0.1586451,0.44132268,-0.30621696,0.18267423,0.4944,0.39475992,0.24705,0.15495893,0.38315797,-0.4796,0.64509,0.51446366,-0.96551496,0.6134614,-0.14462279,-0.031811327,0.27910635,-2.3496983,-0.40875,0.17124547,0.36572933,0.53885,-0.21312557,-1.8109436,-0.6933805,-0.15171348,-0.6505891,-0.317388,0.67242527,-0.7893723,-1.2164215,0.8761646,-9.685101,0.6694947,0.39177674,-1.7316359,0.07030629,-0.69475,-6.3139,1.1429538,0.22998917,0.14161433,0.06125,-0.34881225,0.120168954,-0.12733833,0.637543,-5.24105,-1.4690218,-0.12248073,-0.38705593,0.60487556,0.58395,-10.0,-10.0,-0.037490454
7319,0.070905745,-1.0829929,-8.93385,-3.19755,-1.14505,0.4542308,-0.3351518,-2.3459501,0.69717586,0.009027593,-2.8446498,-2.3855844,1.0370274,-0.70246094,-1.3933704,-1.3509716,-0.31871668,-1.7316606,-0.9397063,1.2995512,0.76331586,-0.030397356,1.6224532,0.6202525,-0.05472815,0.4553644,-0.25869548,-2.9429,-3.64675,-2.56545,-3.6244001,-1.0293025,-2.0679297,-0.5683484,0.0064608753,-0.08527261,-1.8698001,-1.5751,-3.8939881,-4.20843,0.52904046,-0.26914656,-1.3487998,1.0377192,-2.74335,0.9610814,0.18606162,-2.13585,-0.5144863,0.5088,1.1187346,1.1019228,0.6802502,-1.1415215,1.4044325,0.26718426,-1.7679907,0.7825647,-0.5803864,-1.0502012,0.26275456,-0.91274786,-0.6103171,0.98207736,0.8756791,-0.23477603,0.42552269,1.7574999,1.1191709,0.71222115,-2.3620374,1.1988714,0.45937914,0.73438936,-0.28350446,-1.0332731,0.739551,0.2723,-0.6604638,-0.6366,1.2022166,-1.1861317,-1.36075,1.9566691,-0.13387184,-1.5420501,-0.21038955,-0.060948104,-0.64377993,0.23637937,-0.7555186,0.39005,0.09906174,1.3415587,-6.3346996,0.22041519,-0.34011406,0.15128306,0.029631168,-0.40208608,-0.016328495,-0.02122797,0.27288496,-4.2587786,0.09291211,-5.1311636,0.8664981,1.0631601,-2.190531,0.5774557,0.45825,-8.41525,1.2057093,-0.92366385,-1.9353848,-0.5109,-2.7973716,1.3827693,-0.71241164,-1.4707716,-2.79795,-1.9346775,-0.8651061,0.2786721,-1.3971436,0.7831,-6.6581,-0.9735,1.0598252
7358,0.9258595,1.4441339,3.03645,2.12955,1.190175,2.9779334,-0.3785239,2.0478501,0.92036116,1.2046674,2.2571,0.27961758,0.4613494,0.95863765,1.6765053,3.3234358,0.67162085,-0.5213525,2.149426,1.2747921,2.6229491,0.81119454,0.50381523,-0.9242064,0.26255795,2.9558456,1.5715029,1.65255,3.0196,1.5346999,1.328675,2.4977496,0.08619794,1.6233282,0.5897001,0.697111,2.492875,-0.94255,2.9190676,1.560252,0.77717763,-0.53728426,3.6474812,-0.010816172,1.2895,1.4275669,0.35288733,-0.19385001,-0.97128177,-0.7813,-0.4432748,0.39370728,-0.5192871,1.3219897,-1.4207175,-0.3561052,-0.5289368,-1.0876342,-0.3259031,1.5462406,0.4974793,-0.020722046,-0.15901995,-0.3736822,0.23944715,0.68001676,0.5739898,-1.0818499,-0.083817095,-0.12774268,0.6610879,0.29354802,-0.46364284,1.1554652,-1.0672886,0.40271112,0.9425949,0.8766,0.8341725,1.24805,0.35813883,0.90328443,1.41495,-0.3015314,0.341208,1.4283993,1.243272,0.16728128,0.5443146,0.8332196,0.43779027,-0.0061499923,-0.108214065,-0.37901336,2.62105,1.2069824,0.92940927,0.58004224,1.1687834,-0.7249634,-0.35345528,0.05644332,0.60186815,-0.27613407,-0.21213958,2.382688,-0.55688936,2.7852156,1.073849,0.09804802,1.3791499,1.38825,-0.9668061,-0.22499305,2.1858637,1.17105,-0.12519103,0.12984534,0.31447825,1.1429554,0.42894998,0.94967234,2.4795065,0.14264515,0.21502015,-0.65524995,3.8821502,1.8333,-0.4240741
7376,2.8581266,0.38528344,3.1788502,0.8218,0.534675,1.7230177,-0.06878218,1.0269,0.28171232,1.6800934,-0.89135003,0.3896621,0.98983073,0.75503504,2.412174,0.66100204,0.3373605,0.57053286,0.8709714,1.5688653,0.2740318,1.5979168,0.82920015,1.2575805,0.10589357,0.9037681,1.2929211,1.9463,2.3365002,1.4103501,0.998475,0.40140522,-0.40074873,-0.41618514,2.008624,0.07147673,1.688275,0.51115,0.74159294,2.013303,0.69034845,0.070700616,-0.83734477,-0.036186755,1.67225,0.5287,-0.70537794,-0.33905,0.73842174,0.49945,0.33842942,0.85319895,0.026574288,-0.545525,-0.14413002,-0.6372946,-0.27757713,0.5933398,-0.288796,0.13889435,-0.40071625,-1.3263947,0.9809064,0.009659402,0.6322045,1.0025412,0.6607835,0.28689998,-0.27396828,0.16308233,1.1475531,1.4006213,-0.33885854,-0.4639427,0.565949,0.9351131,0.32653022,1.12095,0.96825504,1.23325,1.1418586,2.1442826,1.0125,-0.1022747,1.2481234,0.5268479,1.6975148,0.8393556,1.4988286,-0.22551668,0.56610835,-0.15955,0.7241033,-0.28642112,1.06485,-0.6339214,0.3443237,0.24291201,-0.80551624,0.63211995,-0.65965545,-0.30605155,1.1266999,0.68587095,-0.5026229,3.4477882,1.585387,0.04912497,0.8119977,-0.4256676,-0.06215,4.07935,0.12846525,0.48757598,-0.005310215,0.4921,-0.81665534,0.18412526,1.7449789,1.8998684,-0.17275,1.8396754,0.5928209,0.9024961,0.29223502,-0.8516,3.3241,1.0537,-0.8454165
7398,-1.1615729,-0.53257835,-0.6971,0.8149,-0.743375,-0.5052102,0.121839166,-0.58405,-0.11499211,-2.259826,0.61085,-1.3771367,0.5410727,-1.2320241,-0.2924238,0.36164886,-0.44297928,0.16343999,-0.44418415,0.44306564,-0.610835,-1.7556679,1.0313356,-0.7167856,-1.5023336,-1.160203,-1.6046814,-4.4573,-3.3213,-2.6007,-2.0160751,-3.2764359,-4.270255,0.24748507,-0.777827,1.0270987,-0.098900005,1.4946,0.48283637,-1.3402714,-0.45333976,-0.5571467,-1.1538157,0.9092574,-3.9735498,-1.2278414,-0.2512888,-0.43344998,-0.30858877,-1.0251501,1.3511834,-0.21280415,-1.3170117,0.07260415,-0.5776159,-0.5413557,-0.7636265,0.9594946,-0.52187765,0.4131602,0.6548884,0.3857895,-0.08432203,-0.5990875,-0.6447045,-0.58785254,0.6139165,-0.6207,0.0587153,-0.13633384,0.9948941,0.7401564,0.2689368,0.074156046,0.41441646,-2.6860762,-0.8359609,-1.1931,-3.4389303,-1.7513499,-0.27487478,-2.6808548,-1.2849,0.3323225,-2.4842424,-0.99042153,-2.5900285,-0.7824445,-2.6101394,0.043552756,-0.6490205,-0.17065,0.054755062,-0.52267975,1.7651501,0.5157976,-0.3054973,-0.61999106,0.1559734,-0.5988016,0.90833235,0.35879475,-0.58925015,0.39902055,0.029706284,-1.7929192,-1.1355486,-0.83444035,-0.40160614,-0.017988846,0.1545,-1.52345,-0.668048,-0.07057895,-0.8370967,0.41695,0.32829422,0.29011455,-0.5495554,-3.2880201,-0.6229,-1.1358458,-1.1010027,0.10293116,0.7784932,0.6687,-1.66055,-3.86625,-0.01970826
7416,-2.7754107,-0.19587655,-5.5105,1.99885,-4.131875,-0.53209984,-0.49730277,-3.05635,-1.843981,-1.6024263,1.7196,-1.0659226,-4.332217,0.17966774,-3.718227,0.5553218,0.0009392351,-0.9134067,0.71907246,-1.1062084,-0.85517704,-1.356483,-0.7192688,-2.0936713,0.16351974,-0.043799486,-2.357727,-0.34399998,-0.9135,0.46545,-1.4419249,1.2308168,2.1768796,0.85506177,-3.019041,-1.081093,-0.39925003,-4.7792,1.82195,-1.7602924,-1.8465993,0.23416623,1.4088026,0.22675589,0.71709996,-1.9450699,0.37268662,-0.81235003,-0.73775387,-0.029749997,-1.1058681,-0.55967665,-0.017031386,1.380197,-0.06267682,-0.30661392,0.08019349,-1.14573,1.131337,-0.17948936,0.05982913,0.96008265,-0.5313158,0.14175266,0.08217585,-0.51352245,-3.0271854,-0.45430002,-0.30907172,-1.8168342,-2.9975243,-0.16382891,0.31329876,-0.033078987,-0.5441278,-1.925043,-3.8666072,-1.2809,-1.6544638,-3.6208,-1.169474,-1.9356065,-4.426,-0.36889222,-3.1719005,-5.3634806,-2.4558456,-4.445118,-3.3557034,1.5232822,-2.4943027,0.41494998,0.3265492,-0.099039644,0.6531,-1.2528237,-2.1246915,-0.2887698,0.55221176,0.07830376,-0.28895298,-0.5664823,-1.204951,-6.667057,-0.16979554,-4.55586,-1.6229048,0.086870536,0.98824644,0.58435947,0.6037,-7.4449,-0.6316885,0.7341032,0.93324995,1.77915,0.92661095,-0.10201985,-4.6176987,-3.5152671,-7.564,-0.60907865,-0.35474715,-0.27511728,0.06201349,-0.46525002,-2.67485,1.19255,0.23063809
