,ST16924,ST17220,ST17263,ST17530,ST17584,ST17589,ST17700,ST17802,ST17956,ST18022,ST18776,ST25587,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25945,ST25947,ST25968,ST25998,ST26024,ST26090,ST26111,ST26112,ST26210,ST26267,ST26374,ST26376,ST26526,ST26528,ST26628,ST26673,ST26737,ST26745,ST26764,ST26988,ST27000,ST27049,ST27058,ST27087,ST27088,ST27219,ST27223,ST27243,ST27341,ST27399,ST27403,ST27494,ST27522,ST27526,ST27540,ST27602,ST28012,ST28016,ST300,ST377,ST403,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST823,ST967
2582,-1.3872229,1.0397243,-0.83702546,-0.23452008,-0.5413337,0.61389244,-0.5025283,0.009336054,-1.2620785,0.8642036,-1.602123,-2.6297,0.031601876,1.163718,2.1103563,0.6579375,-0.07782421,-0.37153292,-3.382022,0.040199712,-0.5095072,-0.9182901,-1.0878905,0.054574624,0.5322486,-0.08736964,0.681152,0.10078063,0.62135375,-0.9136195,-0.1748003,-1.538076,1.5486051,0.82329994,-0.6398355,0.19239411,0.7055082,0.48388308,-0.12952816,-0.39721203,0.13560203,-0.3581661,-0.12705529,-4.0774527,-0.15266785,-1.0977614,0.89508045,0.45091236,-0.009208426,-0.6802023,1.0334363,0.1603929,0.46839947,0.26291987,-0.3297009,-0.40535334,-0.14859578,0.17533627,-0.086853124,0.62326145,-0.25286722,0.6731993,-4.28276,-3.905111,-1.1694363,0.31447732,0.6161974,0.8006183,-0.014059663,0.21097244,-0.5572965,-0.3533531,1.0323242,0.6892557,0.6458318,-0.23692936,-0.09919955,-0.21577778,0.56600827,0.31377527,-0.17563659,1.651943,2.5594306,-0.07309726,0.18546979,-1.0975657,-0.29000586,-0.9243302,0.33960152,0.13596816,1.3159,0.37925228,-0.05163195,0.63877857,-0.34823132,-0.27780366,0.7671908,0.8195105,-3.29712,0.15571938,0.8322374,-0.41252157,-0.9874704
25825,-2.3061123,0.65691155,-0.046132408,0.22648925,-0.18912709,-0.28304756,-1.5667448,-0.05187542,-0.2374441,4.862526,0.06549156,1.8996999,-1.1937063,-1.4349571,0.85993236,1.0101378,0.22384757,4.8171244,3.3050184,0.029199481,4.2601805,0.6743946,1.4181018,-1.0782866,-1.2071356,0.21438769,0.37396333,0.00018256903,0.43925327,-0.4239018,0.39785632,-2.0637448,-0.9710362,0.6750901,0.86637914,0.35013485,-0.50514656,1.5022169,-0.75655526,0.99680734,0.5493252,2.4887881,1.3440567,-1.3106117,-0.7263083,-1.6864932,-1.1022,-1.3927228,1.0107849,-1.5916412,0.4838443,0.535082,0.49105743,-2.4446332,1.7487377,-2.2157202,-1.6785147,0.4723875,-0.30261916,-0.4404394,-1.2690823,-3.5972915,-1.8363886,-0.7221918,-1.1366451,0.09663688,-0.3404773,0.7152594,1.5620754,-3.3902564,3.9146433,-1.4457241,-2.0843182,-0.2012878,-0.76926565,0.29450867,-1.4618479,-1.063291,0.035137095,-0.0046416875,-2.1757622,-4.245347,-2.61412,-0.07108112,-1.7793603,-0.028183788,1.2320184,-0.9921797,-2.3050077,-0.8945712,-2.5622,-0.3424366,-0.4060465,0.1497223,0.2098346,-0.6038844,0.054337796,1.3803779,-2.2903183,-0.9474631,4.222169,-2.2772527,0.264217
25839,-0.03425166,-0.2821698,0.06056913,0.94410634,0.66875464,-0.17733774,-0.11194529,0.078698315,0.026372723,1.5714389,0.9168496,1.0785,-0.13660741,-1.038131,-1.4472795,-0.03772235,-0.2766474,1.8749766,-0.87690556,-0.061174333,1.4003618,-0.029971264,-0.29092336,-0.20336613,-0.5190085,-0.8677266,-1.6222463,-0.06965178,-0.27604827,-0.1153402,0.3097169,-1.1792114,1.0612292,0.26347962,1.1035848,-0.43179983,0.122383416,1.1210513,2.0256445,-0.23997274,0.3299926,-0.6223817,-0.61716336,1.7285023,-0.19672617,-0.21118718,2.048169,1.5720323,0.49403584,0.5365834,0.24645548,1.4267819,-0.7597657,-0.46760643,0.09135321,-0.36653057,-0.63723034,0.010725126,-1.0534773,-0.9141346,0.46203575,2.3354812,-0.15753642,-0.9353891,-0.93485737,0.1677887,-0.20285779,-1.3124473,1.7242568,0.7136333,0.49321154,0.86486065,-0.5860352,-1.0735046,0.34028038,-0.2462184,-0.31613347,0.09359576,-0.359141,0.3126016,0.371424,5.114011,3.5556388,-1.1586986,-0.31619006,0.02237159,-0.14079595,1.0731246,0.8128125,-0.30284545,5.39505,0.70518374,-0.1608842,-0.12963457,0.33374122,-0.14246292,0.0640047,0.68776685,-2.1231868,0.03203807,1.4879018,-0.17084679,0.38332486
25874,-1.6985085,1.0960997,1.0208104,1.8112892,0.30333763,0.30101353,0.45845753,-4.888442,-0.69048655,0.81340474,1.0311031,-5.2873,-0.3325103,-2.0151126,-1.7681594,0.115343824,1.4744556,-0.7026812,-4.4967146,-0.7250117,0.61279035,-0.9290049,2.7254517,0.77844703,1.4347382,-0.007943369,-0.5228344,0.87389576,-0.95764256,2.575474,2.8757343,1.7447383,-0.32786667,-1.8553442,-0.24135576,0.17839846,-0.58575106,0.24907869,-0.34257388,1.7594309,0.70948434,0.5788026,1.5719049,-0.59758127,-0.44802207,-0.70668256,2.2782507,1.8663762,-2.7279513,-0.7623867,0.9488057,-1.6469555,0.94820654,-0.35833952,-0.26939547,-1.3385046,-0.11823654,0.1769338,-0.28869438,-0.476046,-1.7591884,-3.3312907,-0.981671,-1.0587869,0.623027,-0.19935031,0.24890527,0.045308143,0.89507353,-0.27122506,-0.63079447,0.5410292,0.42809513,0.7182205,-0.003265798,0.28207225,0.83026093,-0.47992218,-0.16607787,0.2119172,-0.31227705,-0.25101006,0.29226077,1.0976504,0.84216475,-0.3263265,-0.86173165,-1.5538917,0.8432127,2.2133327,-0.0971,1.1955891,-1.6830336,0.82018554,-1.9332271,-0.3528586,-0.37719694,-2.1025245,-4.6703043,0.3794434,0.106499575,-1.8466179,-0.9579607
25932,1.0532142,0.7310686,-0.72269994,0.7426667,-0.27105564,0.30422053,0.011586472,1.8818617,-0.028906316,-0.87365115,-0.634135,-1.2094,0.25620165,1.7996856,2.2468014,-2.3692887,0.36871812,0.22125682,-4.8140025,-0.5708007,-0.044151038,-0.35215232,0.6450287,0.29754096,0.7368548,-1.0524366,2.2492208,1.2359787,0.3648646,1.1510675,2.2080374,1.6109136,0.7629357,0.9003632,2.7194781,-0.69737613,1.0666504,-0.054505736,1.0438422,1.8905163,2.4488525,0.37152618,-0.04397008,0.84104395,-0.04935758,0.8237442,0.5242429,2.6542578,-1.413578,-0.37045515,0.8888599,-1.7476518,0.054905772,0.22723344,0.86927235,-0.7573019,0.7544715,0.6454972,-1.8157346,-1.4900311,2.4755561,-2.4674938,-1.5692034,-1.8850611,-0.644305,0.6497417,0.22393107,0.64440477,0.5249931,-5.270791,-1.3600175,-0.20483199,0.55846524,-0.4925204,0.055561613,-0.5491099,0.28801683,-0.55665016,0.7440791,0.13715118,-0.91781664,-4.687298,-3.7180264,1.0629108,-0.31510732,-0.5437701,0.756095,-1.1843256,-0.6226867,1.3915317,-3.2325501,-0.2668773,2.3531106,0.9264209,-1.1622722,-0.5118893,1.2118577,0.193114,-2.8845577,0.4135049,0.707503,1.1668859,0.5855597
25966,0.6433491,-1.1958932,-0.57653576,1.5629852,-0.20957115,0.4605035,-2.7281837,0.5363686,0.4760236,2.3701813,-0.34310097,2.0923,-0.25077137,-0.124344885,2.0834756,0.38733482,-0.26233074,0.12671262,0.93032575,0.7002504,1.2181191,-0.25321224,0.73287815,-0.5299562,0.19282894,0.43040565,1.2213513,-0.49352828,0.43249097,-1.4694304,0.44776136,-1.2535083,-1.240397,-0.29543763,-0.96057457,0.41432065,-0.32826596,0.63590544,-2.5108886,-0.40932202,0.17975184,-0.24894857,-1.2328979,0.19600776,0.04867073,-1.4401906,1.8130237,-1.9756007,0.41555727,-0.16902238,1.7458606,0.63731045,0.95673513,1.38818,-0.22185439,3.1218913,-0.71199286,0.8202534,-3.4096577,-3.2739105,0.72635096,-4.4155407,-1.0580555,0.15662389,-0.51985806,1.2007015,0.7012369,-0.20473859,0.8350523,-2.9578314,-1.3276575,-0.9972362,0.56624705,0.9741177,0.3280419,3.9659235,0.5682336,1.0646894,1.0190908,0.09851128,-0.5340355,-4.2366004,-5.293231,0.123786144,0.55642307,0.26433986,-0.046472594,-0.07718604,-0.9057323,0.4778934,-4.9948997,-3.2577915,0.5834868,0.43153116,-0.6324458,0.23862627,-0.12895879,1.100397,-0.031174257,0.19779164,-1.311183,-0.23467733,0.276536
2597,1.4736742,0.34736663,-0.8860293,-1.2349955,-0.22627415,-0.5702002,0.3353999,0.40292892,0.3551847,1.8599855,-2.048253,1.4872,1.1528234,1.8458778,-1.2158778,-1.3555471,0.0,1.8528092,1.8565054,0.0,0.81731856,0.3039532,-2.0486445,-0.47942126,1.8656111,0.0,1.1428027,0.43556052,-1.5410708,1.5529749,0.36411476,1.8542886,0.0,1.0596429,0.8161353,0.35210264,-0.76503307,0.0,-0.99030584,0.18663281,0.21920127,0.69419867,1.0242317,1.4474895,0.0,1.5216756,-1.76298,0.69257176,0.022263527,0.3208257,0.42888623,0.0,0.18814617,0.74869347,1.8471808,0.16203609,0.0,1.2060002,-2.4115162,-1.6037062,1.4897387,-0.3544461,-0.20800856,-0.397641,0.0,1.1792691,0.37904498,1.6555009,1.8563387,0.8045833,1.862092,0.941781,0.8488382,0.0,-0.42475808,0.83060986,0.1439308,0.68607247,0.6201153,-1.854231,-1.1848767,-6.849942,-0.34652787,0.0,0.32432628,0.81195766,-0.80767256,-3.243935,0.0,0.85941195,-3.7438,0.33504376,0.3276266,0.37430197,-0.5262882,-0.84540856,1.8544817,0.0,0.0,0.3491074,1.8477523,0.0,0.32084695
25976,1.7693777,1.6434379,0.41257587,-4.587867,0.46089417,-0.93342066,1.3258287,1.0903159,1.2882441,1.056809,-2.6490679,0.2622,2.5270982,2.5526602,1.9702721,6.3196955,-2.323578,-5.4313183,9.838258,1.653513,0.8251565,0.54337275,-2.2882817,0.21476649,-0.4169224,1.5816665,-2.7172172,-0.45141512,-0.6946839,-0.34189126,0.6004865,0.7722082,3.0281856,0.41882533,1.5119257,0.07582122,-0.92908466,1.9800396,0.79244614,0.48726553,0.751685,-0.10470796,1.226677,-0.33864787,0.21003918,4.982741,4.5976276,3.9716196,2.9218144,1.5033187,3.6907396,-0.6072181,3.534344,2.1712208,3.3581753,1.2547213,-0.8809984,-0.8675095,8.191127,9.520409,0.52404517,5.3808384,2.6348734,2.3433805,0.29467702,1.3081107,-0.19821058,-0.13929081,-7.2631025,-0.37267414,-4.3115425,-0.16052543,-0.92122793,-0.43758908,-1.087049,0.6604572,0.119534634,1.1612523,0.4076426,0.35197246,0.038016398,10.000001,9.983195,-0.63214654,0.88443327,0.94617426,0.48629618,5.476402,0.3479658,0.11761717,10.0,2.9022255,0.40748075,-0.2317427,-0.08915636,0.13216323,0.4352671,1.6673543,3.0880065,0.69961417,-6.3430996,2.262951,0.96521074
25987,-1.2897698,0.92609453,-0.37614858,0.65761995,-0.4085371,0.33483922,-1.4163578,0.39805824,-0.0007189661,-3.2986972,-1.0290432,-1.37395,0.3594877,1.2181342,2.1935887,-2.590636,0.7749523,-4.8501515,-0.88251746,-0.19604883,-3.51905,-0.1426607,0.8536379,0.60174876,1.0745964,0.19918977,2.4151196,1.3796611,0.9745405,-0.2499542,1.7370123,-0.67419004,-2.4462018,2.2887676,0.47141218,0.9931555,0.83244133,0.16721058,-0.26119417,1.2885365,1.2885134,-0.14954583,-0.41026562,-0.73248196,0.36101764,-2.578518,-2.8897376,-2.8735077,0.40223122,0.14495808,5.3010325,-0.42390138,1.1006751,0.36085457,0.6910051,0.64420694,0.32479626,0.99308276,-2.905511,-2.7791557,0.5597133,-2.6112757,-2.7992725,-2.4511666,-0.11168951,0.53753096,1.023063,0.41803086,-4.935616,-1.6844082,-2.9097638,-0.15247682,0.98068714,1.0337921,0.48469988,-0.4930528,0.25361413,1.6570015,3.0623858,0.3763827,-0.70692706,-4.3532715,-3.5838933,0.6360381,0.4862166,-0.96452606,0.0014408976,0.08583099,-0.6521325,1.1168983,-5.1401997,-1.1684021,-0.016269978,0.79967314,-0.5329095,0.45854998,1.8287777,1.1813861,-2.5518107,0.08521878,-3.5740259,-1.5180341,0.2701829
26001,-2.5870538,1.2263669,-0.9056526,1.8293729,-1.0660605,0.2110846,0.3917839,1.101681,0.6255799,-0.47447324,0.50306636,1.4604999,-2.3448362,-0.04016471,-1.3488005,-1.5579123,0.15768155,-1.2477813,-2.9702034,-1.089221,-5.6340256,-0.99409914,1.0193081,-0.19253504,-0.073702306,-0.67175233,-4.2055674,0.93195,-0.2943135,0.046001136,1.1922928,-0.1440169,-3.3462582,1.4349012,-0.39477357,-0.515296,0.7953476,-0.24559931,-0.23237109,0.4942497,-0.17087498,-0.9228915,-1.0993454,-1.3027513,-0.014949836,-3.901353,-2.586015,3.2156985,-2.282932,-0.9221572,0.46645558,-1.1066418,0.66390985,-2.5404282,-1.690433,0.24554566,-0.17737757,0.5647034,0.6377637,0.941074,0.899694,-1.5439811,1.5610089,2.6295946,-0.7126553,0.55456257,0.33628505,1.0931321,-1.735073,-0.024362206,4.399045,-3.2632093,0.85330194,0.35274404,0.54370373,-3.2996778,0.26769528,-1.4222661,0.08189349,0.18829182,-0.52739,-1.2393286,0.5816415,0.48373473,-0.057753023,-1.8185608,-1.0330698,-0.80682266,-0.67162824,1.4168913,-2.49785,-1.0953906,0.31468308,0.5571957,-0.8779112,1.0380571,0.7340532,-0.802522,-0.6448717,-0.30409423,-0.059255242,-0.5976523,-0.12593734
26020,-0.9010438,0.55322605,-0.6725409,0.10139239,-0.7056113,0.16325341,1.5274357,0.093795374,0.28912792,2.6114674,-0.13593271,-3.54745,0.8896352,2.2770705,2.7945464,-3.455835,0.39736405,1.7597704,-2.508552,-0.21684137,0.6126131,0.33696017,-0.4384318,-0.23949388,0.9343529,0.03545469,0.5172625,0.98831004,-0.011197239,-0.054234266,0.2737414,-0.37014228,-1.1222591,0.2609156,-0.037317008,0.19681029,-0.042466864,-0.18907218,-1.2857957,0.27209672,0.08394299,-0.5803734,-1.128961,-3.753787,-0.042913258,-0.6306847,0.2467947,0.4339918,1.6813469,-0.27430108,2.6239462,-0.9192293,0.2678937,-0.44570333,0.9940022,0.13981183,-0.58498156,-0.40109503,1.2928492,1.6642396,1.3694036,-3.0511346,-0.8380361,0.042602673,0.07216835,0.603572,-0.42863965,1.259324,2.7001407,1.3005915,1.2929934,-0.5166755,-0.8397752,0.40876704,0.4560421,0.044167332,0.06828818,-0.030155733,0.4256238,-0.18966986,-0.31667244,-2.9924974,-2.7710245,0.30198094,-0.15632653,0.026790887,-0.5671915,-0.04462938,-0.50875133,-0.0137299895,-3.0066,1.3523343,0.15427129,0.13176624,0.41855898,-0.09477785,0.8288254,1.8025249,1.1660471,0.99272186,1.9445541,0.18280448,0.89722866
26036,-0.34673938,0.06482938,0.170894,4.1353073,-0.34689635,-0.41249156,1.8746352,0.19482444,1.9721339,-1.3165362,3.1980047,4.0626,0.4495049,-1.0766901,1.3372967,3.2135692,0.14784163,0.9371896,1.1185384,-0.6517082,-0.78331494,-0.49946755,5.023481,-0.6121614,-0.3007596,0.6055896,1.6871363,0.5092218,0.9931854,-0.65372866,0.118401736,-1.4116689,5.2087817,1.0180205,1.6479933,-0.6534063,0.34091985,0.046604812,2.8827395,0.32418182,1.0925841,-0.68158877,-0.5194912,-0.58725226,-0.3538147,-0.17034498,0.33588672,0.6950253,-0.018145151,-0.20341109,0.788093,-0.6249331,0.5069705,1.1661613,0.8265244,-0.8037673,-0.06543076,-0.9757589,2.793324,0.378441,1.256539,-1.5694675,1.7543306,0.83761287,0.086314395,0.94696426,-0.2581312,-0.2849524,-4.6864996,-1.5589731,0.8229011,-0.1716815,0.68767154,-0.18906692,0.10050025,-0.45640823,0.17821538,0.51256317,-0.8577844,-0.5238402,-0.32436508,9.209669,8.911071,0.220711,-0.31168634,0.0017657205,-0.12363617,0.77567995,-0.08807173,1.1698765,9.32815,-2.868539,0.09026718,0.48679638,-0.59517384,-0.12153109,0.90033287,0.10039836,2.1378694,0.30112267,-3.7696178,0.3570608,-1.0399683
26054,1.7876182,-0.85834354,-0.043852374,0.7402577,-0.1904126,-0.07229802,-0.73154235,0.45859635,1.015271,-3.2493563,1.3138074,2.72805,1.6412698,0.8357609,1.4300189,-1.5585387,0.7762127,0.9096626,0.37276894,0.95669603,-1.198501,0.38416225,0.35339978,-0.64357907,1.0643928,-0.66155,0.91940963,0.3420671,0.5021157,-0.38885808,-0.3583308,-0.32279444,-3.374355,-0.24895693,2.1598916,0.31070772,0.62707555,0.42261484,0.5359502,1.2512403,0.642523,1.3838327,-0.5424353,1.2346311,-0.015678886,-7.3132553,-9.972824,-10.0,2.9843163,0.3309241,0.7992524,-0.60042036,0.15946338,-1.1112761,1.9038868,-0.09145051,-0.39104295,0.24264757,3.530826,3.2972603,1.1959159,-0.45834306,3.3932397,3.2900007,-0.43031955,-0.3506897,-0.23351097,-0.41062948,-4.177675,-2.4871888,-3.956848,-0.20383482,0.27712324,-0.55649453,-0.061688736,-0.37498382,-0.55725884,-0.31891775,-0.19350377,-0.35777876,0.31564313,4.609895,4.1429796,-0.5135075,-1.1894417,-0.056415454,-0.38006613,2.4145393,-0.72936404,0.29772645,4.2928,-1.8084054,-0.45046857,-0.17999981,-0.31373033,0.18554965,0.04613923,2.7528071,3.738704,0.15276878,-2.9796433,1.1790026,0.41322482
26064,0.70118093,0.23218158,-0.5683253,-2.161156,-0.2516848,-0.61777294,-0.015947573,1.1805615,-0.34278032,0.81450635,-0.16924292,6.332,-0.8484243,-1.0290328,0.82721734,-1.6204121,-1.4006748,0.8890396,-0.59916323,-0.62598985,0.8400547,0.4382929,-0.66550577,-0.7332229,-0.72834015,-0.047109555,1.3954581,1.3144042,0.2143911,-0.65654135,0.27519515,-0.8084606,-5.1320014,0.42053038,-1.4250028,-0.75749826,-0.26516175,-2.2471428,-0.91308886,1.238569,1.0142703,-0.37756923,-0.5839249,-1.0171775,1.1437625,-1.4343908,-6.55175,-3.2475355,0.15437412,0.11444342,2.9887686,-3.4298449,0.97159386,0.8876563,-0.15864028,1.344824,-0.4496605,-0.18001688,-3.1205134,-2.954421,1.6809077,-2.2243903,-1.7129807,-0.7351633,-1.0311859,0.10462549,1.1927391,1.3624444,2.088836,-2.7964396,0.16937497,0.27007687,0.2697045,1.315361,1.046852,0.19701733,0.70399266,0.13249895,-0.15627322,0.7854573,-0.014790423,-5.6152024,-3.5347233,0.23692732,0.7334882,0.035279103,-0.14300096,0.2472889,-0.88219684,1.752804,-4.0297,-0.85575676,-0.48090836,1.0642478,-0.10782955,-0.20174229,0.6280335,1.5046668,-1.1661887,0.23076066,1.4416232,0.5409253,1.29727
26128,-0.07663986,-1.0873377,0.20642453,-1.2511544,-0.035544198,-0.25794232,0.8033189,-0.3227592,0.107056886,-5.672893,-0.7525079,-2.41405,0.36294758,0.20902611,0.43915045,-1.8702147,0.94100225,-1.6217555,-2.0628839,1.0421524,-4.0779223,-0.20709808,-0.10933625,0.21705237,-0.63856983,0.55359745,-1.424841,-0.5682418,-0.20221886,-0.78131074,-0.345803,1.4141701,0.38222152,-0.35454187,1.4702171,0.13644755,-0.56899416,0.80801564,0.0006489754,-1.0172248,-0.20715785,0.16537046,-0.30933228,0.88876754,-0.17092189,-1.4657102,-1.4215784,-2.0006344,0.117271006,0.20127733,-1.7676468,-1.2983872,-0.11771721,-0.9287551,0.1987595,-0.44271258,1.0143337,0.1502121,-4.26648,-3.027321,-0.03236458,-2.0893266,-1.8563046,-1.9041631,-0.5121492,1.2581811,-0.19923833,-0.08116532,-4.8835125,0.0031305254,-3.804404,0.5717567,0.28522715,0.46765304,0.034046195,-0.16732326,0.756132,0.5838172,0.46800947,0.056831732,0.15407291,-2.0730014,-1.01159,-0.1519753,0.26099586,0.21268138,0.008020937,-0.7486353,-0.049694464,-0.6470802,-0.8735,1.7538235,-0.63109165,0.21639687,0.07342355,-0.4844666,-0.34677202,0.9516822,-2.721683,0.8912574,-3.5304532,0.035022914,-0.29495177
26136,0.239803,-2.7149982,-1.2839823,-0.11400561,0.18411349,0.07260682,1.4948199,1.730197,-0.90875655,-1.9391627,-0.43754944,1.44065,-0.105126984,3.414837,2.7788873,2.3856053,-0.9462816,-5.0220757,0.0204539,0.3226778,-1.366647,-0.43018064,-1.055432,-0.45950252,0.4278275,-0.6291684,3.200821,-0.44092172,-0.3239423,0.08999203,0.58652747,0.8409045,0.14118998,1.8115959,2.0317752,-0.19906583,0.7365413,-1.9470489,-4.108552,1.8833326,0.9349315,0.051517427,-0.9830353,-0.17216797,-0.59775424,2.1077175,-3.3466825,2.0792856,0.25758272,1.0643432,1.4061086,-3.8579464,-0.30533716,-0.15907767,1.194829,0.18844622,0.33294642,0.43926764,-1.9497116,-1.1693554,1.7263391,-1.3731637,3.4404936,3.2936249,-0.4252234,1.0497746,0.1051332,0.9719913,-4.656084,-2.0830612,-3.4624102,0.051944226,0.1210083,0.5118321,0.5132547,-0.8563543,-0.6276408,-0.39882958,-0.050375294,0.18462127,-0.82890606,2.198635,0.9326784,0.3464028,0.3314538,-1.1771679,-0.7843075,-0.4443463,-0.768782,0.32046154,1.775,0.42764315,2.2245479,0.9839628,-0.20672497,-0.08362744,0.91863954,1.521813,2.6193476,-0.13881737,-3.7326844,0.7848427,0.3751614
26227,0.4670643,-2.326826,0.15804085,0.5952537,0.8096492,1.3334403,1.032714,-0.9776006,-1.4396461,1.9139239,1.9242356,-1.036,2.2447298,4.214686,3.0461466,2.2935832,1.7785809,2.930849,-0.012212217,2.6168706,2.4212139,0.75535345,1.4421291,1.2648554,4.6061206,1.4806854,4.7434096,-0.8338637,0.44076908,1.2333801,-0.8155338,1.1624986,1.1122136,-0.4234522,4.9647427,2.069525,3.7850971,1.733695,6.0427194,3.7506127,3.4001336,2.791265,3.3598685,5.3148026,0.24581274,2.517807,1.5233545,0.9650951,-1.9948405,-1.0888842,-1.6669999,0.778415,-1.0116527,-0.40603304,0.79188526,-0.76351416,-0.12310997,2.9533627,-2.2671099,-2.129366,-0.9337681,1.8080587,2.8611193,1.6922765,0.48144954,1.4861069,-0.16032818,0.22612447,2.4464784,1.962389,-0.49551243,0.14322329,-0.1114005,-0.3183926,-0.08649108,0.2626407,-0.5722424,0.64039683,-0.070481226,-0.66339254,0.5834532,-4.2257566,-4.4057755,-0.94563985,0.24202538,0.9197502,0.24759361,-0.17798083,0.24484384,-1.4799546,-5.72155,1.2615302,3.4057395,0.2280165,0.43675733,-0.15940356,-0.7722613,-2.3319674,0.96041584,-0.015659735,2.4401956,-0.4130857,0.73080444
2624,0.44526538,-0.012816295,3.1654518,-0.7237906,-0.6335025,-0.62796336,1.7143047,1.0886607,0.4068528,1.1422025,-1.4840338,5.81985,-1.030475,-0.34347615,2.3764536,0.39090097,0.084458455,4.001725,1.7073581,-0.77371573,-0.04844653,-0.5704656,-1.3939561,0.14173475,6.9288263,-1.0628047,0.8741636,0.08398461,0.03045769,-0.0018059462,0.6001536,4.071814,-0.2694638,-0.55842364,-0.6146561,-0.36981043,-0.9700936,-0.5324102,-0.707888,-0.18781076,-0.26074842,0.23170546,-0.82523745,1.8227118,-0.9066138,4.883965,4.2360477,0.7776563,-0.30857295,-1.3432,0.46348217,-0.22568762,-1.1564183,0.8220416,1.123422,-0.2837221,-0.47042453,-0.46741357,5.838475,6.229055,1.5518878,0.8524524,3.076264,2.2628524,-0.12582728,-0.62290514,0.03294207,4.046135,1.8299603,2.3531194,2.5958867,-0.2821542,0.3264252,0.09385476,3.034319,3.8507044,0.057858467,2.9722064,0.010537386,-0.8985207,-0.5319221,0.837903,3.2522488,0.19770692,0.49713546,0.63714457,-0.71314955,0.015366223,-0.5261692,0.4496341,1.67655,1.2941475,0.11034298,2.58193,-0.15564579,0.4265352,1.0624285,-0.39335635,0.9774771,0.44817197,1.2634649,0.29181266,-0.008820206
2625,0.6306218,-0.663303,0.46153522,0.7179516,0.18459561,-0.6206949,6.6797543,-0.20358367,0.9452263,2.2461653,4.5934477,7.30275,1.260309,0.6562799,-1.0164416,4.061461,0.008052543,3.2721229,3.2743711,0.927065,1.009824,-0.4320997,1.7283733,-0.13239416,0.57586837,0.18085271,-0.8833833,-0.760087,-0.58490753,3.7427511,0.08734831,0.9832971,2.7109966,-0.50812614,0.05963318,-0.25951073,-0.3402742,0.45004368,0.91811913,-0.4477545,-0.6564709,0.4206431,2.4628794,2.2981083,-0.649908,0.7454647,1.719584,0.22660375,0.7558205,1.2090888,0.44893062,-0.24806175,-0.99328405,-0.4493318,0.34229958,-0.20389113,-0.34886038,-0.27697483,1.7721548,0.7632054,0.28611696,8.746093,2.1722386,2.2220314,-0.03006544,-0.11519951,0.013543963,-1.3350749,3.6295857,2.1210213,3.4821935,0.64198685,-1.0090764,0.28677574,-0.7215622,0.109827355,-0.8327036,0.474347,-0.31765038,-1.4421899,0.24744698,7.9564476,4.651207,0.12936294,-0.62035155,2.797839,0.10045296,0.70671225,0.27553177,0.30899948,4.5765,0.21683422,-0.5990083,-0.006706089,0.7717184,2.8579898,-0.6087527,-0.4848354,1.6722703,-0.30203915,2.3028183,-0.2270928,0.38152143
26292,-0.36177742,0.75001013,-0.2806418,0.23107961,-0.9108885,0.4207583,0.9927772,0.13735813,0.37976745,4.057578,-1.4863172,-5.02235,-2.3884451,-2.0465183,-3.249906,-7.3206887,-0.592203,2.9502428,-1.093411,-0.979445,3.264556,0.15405938,1.2236226,-0.31018317,-1.1574892,-0.66654706,-0.49963364,-0.04054308,-0.1809984,-0.79447293,0.65561974,-1.1934073,-0.124258175,1.4544439,-2.707893,-0.7297339,0.20838802,0.03207843,-7.3807316,-0.12653011,-1.6048837,-2.3518515,-2.508263,-4.988161,0.14082287,-4.099469,3.1564393,1.4835067,-4.7180195,-1.5022078,0.7602143,0.65657824,0.9765698,0.77825415,-1.3849193,-0.3811015,-0.87553287,-0.49510312,-1.5846305,-1.2176868,0.069850236,-3.3372889,-2.9375806,-2.2344058,0.1469859,-0.08737143,-1.4519751,0.62823206,2.9089503,-1.8492827,2.606566,0.25003368,0.79886097,0.6072813,-0.21926127,0.043964088,0.026711397,-1.1902659,-0.31547204,0.042642653,-0.17569852,-7.812272,-6.533266,0.6926602,-0.60650104,-0.85499644,-1.9708478,-0.89185923,-0.04414045,1.3665932,-6.6087,-0.44276705,-0.7259768,0.18300036,-0.8988258,-0.12793691,1.4912138,-2.8739827,-2.1785493,0.4817139,2.8301368,-0.042286556,-0.93881464
