,ST16924,ST17220,ST17530,ST17589,ST17626,ST17700,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25945,ST25947,ST25956,ST25968,ST25998,ST26024,ST26044,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26349,ST26374,ST26376,ST26526,ST26528,ST26628,ST26673,ST26678,ST26745,ST26764,ST26988,ST26992,ST27049,ST27058,ST27219,ST27223,ST27280,ST27284,ST27403,ST27494,ST27522,ST27526,ST27540,ST27602,ST28016,ST364,ST377,ST403,ST609,ST61,ST610,ST621,ST647,ST652,ST689,ST823,ST967
25987,-2.811567,-0.8406753,2.1698098,0.04017609,0.7514594,-3.7633839,-3.4713373,-1.3447063,-7.8466063,1.3785571,1.8384213,0.25488782,-1.3785999,-0.6107096,-5.9039497,-0.085755154,-7.643545,-2.465139,0.3423733,-6.2512236,-0.27989787,1.078547,-0.25587255,-0.25124976,-0.10891882,-0.6880833,-0.8522533,0.51995087,-0.6829949,2.8039446,-0.39972994,-2.4830263,-0.6579442,0.12245314,2.3116283,0.234855,1.8041227,-2.4817305,0.01590234,0.2464979,0.040084824,1.3660537,-1.951987,-2.3948932,-5.4479394,-7.381193,-5.441645,-0.75404656,-0.9343436,0.96541184,-1.2018785,1.0025685,-0.6064224,0.55601215,-0.21884233,-0.37488434,1.215002,0.59388494,-0.78031397,-5.170569,-4.5048795,-2.4919925,0.30470204,0.6171411,0.68705237,-5.2734547,-4.7971983,0.30058002,0.60638314,0.40363014,-0.2569556,0.31221646,-3.0763264,-6.8480496,0.02075556,0.17782322,0.6756716,0.7285304,1.4723222,0.3929925,0.060475945,0.82595,-6.30195,0.13461015,-0.4441209,-0.12591785,0.23107377,-0.80649686,0.062686354,0.48063213,-1.4632134,-2.2081492,1.619555,0.865219,-2.542471,-0.90791327,-0.65871376,-8.2206,0.42587572,-3.6891232,0.9921055
26001,-3.269329,0.40027672,0.8982161,0.36053988,0.09875752,-3.1448562,-0.48042902,0.7788482,-0.8503959,0.93912226,-0.14452909,-1.4649479,-1.3327751,-1.1592473,-2.448,-2.746019,0.485338,-3.2816844,0.44242173,0.36994833,-2.120265,1.5776306,-0.8448881,0.05853356,-0.518697,0.40867037,0.016698837,-2.6843286,-3.5252643,0.42532974,-2.3631349,-2.998398,-0.2835231,-3.3242395,-3.2947776,0.6293596,-2.6656845,-0.36839378,0.4646631,0.32400364,0.11637448,-0.22412413,-2.0802763,0.37756354,-3.463148,1.5105793,1.5480877,-0.93578887,0.30312586,-1.7047856,-3.0590353,-0.9945037,-0.12971196,1.7020192,0.07860628,-0.11126577,0.6721889,-0.043567255,0.6814265,-3.768928,-2.208409,0.5316075,-1.3664093,0.56865454,-0.59410775,1.2966579,-0.021751612,-0.7201119,-2.790195,-0.3043307,-0.31067544,0.653766,-0.60620594,-1.2675552,-0.2961445,-0.31396145,0.63971317,0.0636265,-0.6179742,-3.171592,0.2583957,-4.23205,-1.3626,1.4513797,-1.4866266,0.6888924,-0.059094638,-0.54765975,0.66287935,-2.6548364,-4.6672444,-0.61344063,0.19183856,0.35809755,-0.25258318,-0.9984731,0.16007286,-0.27595,-0.27612954,-2.9224634,-0.2552421
26020,2.0070257,0.048979625,-2.8933647,0.07841393,-0.3086125,1.6642097,1.4969167,1.7024062,2.0424087,-2.566235,0.2866752,3.7630508,2.3327806,5.3135695,-9.03635,0.6045871,3.2976637,1.2848787,2.115954,2.3328516,0.5352617,-2.169677,0.6353617,2.240408,0.15072824,-0.043677002,-2.32821,0.75629866,0.7699603,1.4192691,1.4940366,-2.8393083,0.56751513,-2.0703945,-1.6488183,0.5062882,2.1910176,1.7659961,1.082653,0.18549702,0.3273759,0.37535596,-2.3573022,0.31266218,-3.055704,-3.9614997,-2.314918,4.0868244,3.0099096,3.608387,-0.058225363,1.8741757,-1.8011094,0.36994198,4.173692,0.21268365,1.5525829,0.74718624,-0.58756196,-0.34315538,0.1405432,3.4954584,0.5087279,0.4555393,-0.580984,-5.847762,-5.4422436,-0.11340174,1.0232874,-0.013671622,0.36549246,1.3436561,0.83333385,-3.6390216,-0.73217326,-0.37299448,-0.14182833,0.36440566,0.706017,-0.13888419,0.47548756,1.5411,-9.07645,0.6778782,-0.8820392,0.8265695,0.21985155,3.8401566,-1.2202923,-0.82729983,0.5202335,2.4527338,-0.038092777,1.9213995,1.735944,4.3181963,0.91576433,0.111500025,0.8092725,2.626836,0.9638614
26036,-0.3641095,0.33226424,5.501838,-0.57434344,0.66790396,0.8667642,1.274849,1.7237172,1.2298048,4.954547,0.63147134,0.25710618,-1.1877234,0.39760917,6.71775,0.3270681,3.7808738,1.8506789,-1.684125,0.44896865,-0.47737014,4.7834396,0.0928503,-0.9642288,-0.95143497,1.1872361,0.66305196,-0.22053368,-1.3196424,-1.4338305,-0.9636702,1.9648312,-0.13853882,0.36861184,1.1211936,-0.096229374,-0.68797994,2.0826108,-0.37378055,0.04865253,0.08207226,-0.13141018,1.0239564,-0.47607976,-1.4316397,1.7392004,-1.5657833,0.26528108,-1.2349231,-0.93014425,-0.5996017,-0.5704871,-0.189091,-0.16339548,-0.24516554,-0.013956726,-0.20014748,-0.5874909,0.90866005,0.58106226,-0.48204497,0.2982243,0.614094,-0.1009559,-0.34960133,2.1847043,2.5152574,-0.74884516,0.79767084,-0.5576346,0.35763302,-0.29546565,-0.88637733,5.2982206,-0.29768717,0.07779766,0.03357532,-1.3723981,0.47845775,0.059179038,-0.17005205,0.4565,10.0,0.4506619,0.3790896,-0.34355155,-0.8355807,0.42791513,0.025195897,0.5783982,-3.5341966,-0.27432638,-0.03509654,0.71908915,0.6394751,-0.85811883,-0.4853626,5.08125,-0.044775113,0.53635085,-2.119184
26054,-1.666343,-1.4444921,1.3317201,-0.6111023,0.99529535,-2.808145,1.0907145,0.32819903,-5.0057697,1.2121584,-0.2699024,-0.07264334,0.3594694,-0.4693597,-0.69315004,0.26136753,-7.182166,-1.4427421,0.044577777,-2.5617158,-0.48152167,0.7579496,1.0859858,-0.081934616,-0.8850695,-0.15866278,1.3939753,-0.1161553,-1.2833581,-0.21513645,-0.9202155,-5.8187838,-0.14436086,-0.2593416,0.6565675,0.20676437,1.0693897,-1.1199474,0.6087632,-0.59652275,-0.38980728,-0.89931273,0.667889,-1.7536237,-9.900467,-10.0,-10.0,1.6540319,0.74203676,0.32988453,-0.29812032,0.46146926,0.35551682,0.2609214,0.25541317,-0.37094235,0.03720267,0.09110812,0.24966657,-0.24277298,1.3258084,1.3404679,0.5523592,-0.48059347,0.5437316,2.089844,1.758236,0.1733222,0.22340494,0.08464666,-0.27241468,-0.036702722,-6.5727177,-3.5308437,-1.1883234,-0.3091893,-0.3587025,0.22958791,-0.16109219,-0.5934549,0.3611053,0.040799998,5.43545,0.20941377,-0.34561583,-1.0231296,-0.2777303,0.78536975,0.15598479,0.22699277,-3.818612,0.8935986,-0.6420199,0.6829967,1.1802558,0.46395501,-2.1291602,-5.61825,-0.23250414,0.66944027,0.16948357
26064,2.9686387,0.12996039,-0.55261207,-0.15813254,0.36149377,0.3165691,2.3336992,0.47049376,3.1520896,-1.3355883,-0.36527398,1.1648729,2.059211,2.528802,3.08975,1.0958511,4.7670603,2.452559,0.088160925,3.935048,0.05164375,-0.3379388,0.122254506,0.2643692,0.18180515,-0.6828598,0.35197112,-0.9565902,1.0555725,-0.8046856,0.44624978,-0.28142026,0.23474318,0.45229393,-0.7413001,-0.39028487,-0.18498997,1.2768328,0.24625032,-0.36822718,0.5282892,0.9538952,4.1671224,2.4979048,1.1059337,-0.31271172,-0.04827696,1.4998529,0.7013504,1.7545733,0.5598842,0.70138204,0.5681567,-0.38538074,1.6376145,0.49994764,-0.4118103,-0.46090537,0.45663148,2.8358326,1.8632343,1.4256608,-0.61130565,0.085740134,0.08304751,3.1239433,3.3862886,-0.6759373,-0.36708584,-0.19924209,-0.55907345,-0.7360271,1.4408748,5.729642,-0.26024246,-0.39205953,0.052002046,0.3328845,-0.32957494,0.21101722,-0.50567937,-0.2405,1.1226001,-0.8382673,0.7263812,-0.36880994,-0.06385291,0.38726044,-0.03922409,-0.8612994,0.24138439,0.18743561,-0.52154714,0.058294713,0.5342639,2.020518,0.104201846,4.7869997,-0.48220092,2.3205621,0.8605803
26128,1.1636151,-0.4325975,-1.6550747,0.046178564,-0.08279075,0.09402695,1.2987108,0.93571866,2.038549,-1.9223089,-0.4229812,1.473746,0.7465285,3.2737975,4.8982,-0.16289309,3.187021,0.7674612,-0.20139739,1.0508837,0.43838012,-1.1069872,0.5180341,-0.567009,1.1619884,0.61954516,-0.5887875,1.3851346,-1.2167346,-1.6157851,-1.4242808,0.7680286,0.8424495,-0.85567397,-0.33274823,-0.008929998,-0.4412948,0.46882293,0.77682114,-0.327643,-0.047052354,0.0954065,0.042475145,0.69870883,1.2024573,2.466889,1.7076902,-0.072608456,0.6501285,0.7025194,0.06382531,0.15846626,0.007597558,0.6827502,0.086889915,-0.07890144,-0.34532672,0.62509733,-0.062784106,-0.8100168,-0.73528504,1.5353154,0.4124708,-0.4144693,0.04161711,-1.8056226,-1.4012259,0.06950452,0.69507706,-0.26406032,-0.057807516,0.27877158,3.469337,0.52431846,0.7151127,-0.20348148,1.2359804,-0.58458304,0.12351871,0.980099,0.0196459,0.7104,-0.4573,0.10784386,-0.2880869,0.9131382,1.2330121,0.3318816,0.75734234,0.1492223,0.26308888,0.68336934,-0.35814703,-0.3192802,0.678688,1.6724046,0.49381045,2.975,0.43408516,1.4965392,0.27074158
26136,1.5217669,0.37013817,0.61019415,-0.007644713,-0.8485565,0.8326341,1.9463129,0.6033177,1.5712874,0.44898593,-1.021948,0.22096306,2.548514,-0.05516234,4.3886003,-0.44132808,0.56287897,2.6801887,0.29029974,0.73459375,-0.59044534,0.37137267,0.41713116,1.5105414,-1.0541406,0.3411851,1.3167834,-1.1001775,2.3705277,-0.6320353,0.40007502,-0.25896776,1.2337966,1.9116815,-1.23649,-0.6681018,0.88237023,0.8277384,1.1207342,-0.20623875,-0.33334398,0.15215126,2.8216705,0.44470012,3.0875146,0.70174676,0.7752943,1.1728984,-0.2311782,1.6833575,-0.39894444,-0.9983042,-1.097597,-1.0685842,1.6621614,-0.2952394,-0.8539772,-1.0880796,1.7047908,0.5772138,0.3830353,-0.0209302,-0.3707382,-0.29262424,-0.9758462,2.346583,3.418084,-0.8965117,0.030174851,-0.33772722,-0.25705382,0.79720867,-1.6419528,4.3496046,-0.43524998,-0.58157057,0.16093236,0.4780171,-0.8466223,0.22104433,-0.04498063,-0.97515,2.2928,-0.019409195,1.0966852,0.087808035,-0.67097485,-1.3291699,-0.12450315,-0.8186847,0.65022177,0.17578661,-1.2080429,0.31794447,0.12648833,1.7176101,-0.09810284,2.718,-0.21852912,0.42285556,0.87398833
26227,-1.5145868,1.1051486,1.7177017,-0.08494769,-3.2369945,1.0025754,-2.7454748,-2.444018,-0.5266246,1.9007331,0.71219385,0.8521651,5.3888245,0.8218086,5.2446,1.2961801,0.1192489,-1.0161128,1.884848,0.22029585,2.1346216,2.6799378,2.7682455,5.046671,0.3232047,0.60430014,7.709623,-0.5789198,-0.93824893,0.6006955,0.12752834,0.8676203,-0.43500972,9.330029,0.6257682,7.0035467,1.2489035,8.782,8.696573,2.4221587,1.826625,0.8407209,9.074354,-1.7842827,4.50991,2.3593662,3.180332,-3.4043722,-2.9659348,-2.6352143,-0.6584956,0.5507334,-0.7021931,-0.4058191,-1.9177637,-1.4114342,1.1815751,-2.706613,3.4329438,-2.8979177,-2.7843525,-2.1843767,-0.1015499,1.0344322,0.10536943,6.4933586,5.120483,0.17133415,1.755964,0.2632975,1.331151,-0.6133324,4.104007,-5.7026696,-0.24108033,-0.38555664,0.506999,0.47183102,0.52789503,-0.40699047,0.27536857,0.18005,-7.082,-0.5320901,-1.3656983,0.2149975,-0.23740414,-0.8395639,-0.041168775,-0.24665645,2.0280051,2.7463017,-0.07849786,-0.6871786,-2.5985744,-4.6721206,1.6700125,0.35855,0.10962387,-2.8336968,0.9325069
2624,-3.1052248,2.8860002,-3.4974952,-0.68892705,0.14644289,2.8203804,-0.4083489,1.1342835,-4.867538,-3.6764996,-3.051078,-5.1431527,-2.7300096,-5.0212073,-4.2355,2.9050145,-6.4051027,-0.7150233,-0.28439102,-7.0863037,-0.9608159,-4.797677,0.4285123,0.44750255,1.7039729,-0.4475463,-0.6681786,1.4228878,-0.5599729,-0.021943856,0.65526235,-1.1733433,-0.84060925,-2.0733838,2.6760972,-1.3132625,-1.5440304,-0.19015665,-0.11247388,-0.57900274,-0.6507886,-1.3148303,0.74280924,-1.9155688,0.8887125,1.703285,-2.3773174,-3.5358849,-2.106741,-4.3398905,-1.0858446,-2.1549938,-0.22950214,-0.17203513,-3.1066976,-0.87136114,-1.3304172,0.4258877,-0.97087413,-1.5263093,-1.2082106,-0.15065673,0.046152934,0.17824863,-0.3957747,0.7394428,1.0049834,0.48053566,-0.7856786,-0.4374291,0.6502174,-0.760498,1.6295394,-4.872285,-0.8601873,0.29239982,0.21575126,-0.14377645,-0.29385212,0.15259194,1.1531177,0.17684999,-3.3516002,-0.14048983,-0.077281386,-0.11748909,-1.6276164,-2.1604352,0.5875614,0.28352958,1.1167188,-0.7060631,0.11278105,2.565715,0.7362373,-3.4121628,1.1153073,-5.5137,0.8129086,-1.7323642,-2.9335904
2625,0.7768397,2.9947078,0.81672156,-0.047356166,-0.7044481,-0.045704477,0.6944277,-0.7831646,6.020172,0.04935114,0.49603164,0.42055333,0.14562353,0.4887163,4.7644,-1.2085303,4.414836,2.5435672,0.44400692,3.3928964,-0.20615594,0.32723328,0.37124723,-0.24365355,-0.39279515,-0.45084706,0.2046648,-0.37334335,0.82804453,-0.55529964,0.33418077,1.2145936,-1.118989,0.93061644,-0.3461993,-1.4142706,2.8630886,0.42514062,-0.027102299,-0.46368963,-0.041942954,3.8454366,0.7909003,1.2396622,0.7869532,1.3905342,1.3579624,-0.2440823,-0.49134707,-0.2954784,0.05055394,-0.6375299,0.28166172,-0.7130313,-1.1937788,1.0116814,0.08034727,-0.48461932,0.40555832,2.8891683,2.1200657,0.08853912,-0.21782355,-1.0496776,-0.054333474,2.937798,2.5677495,-0.2197296,-0.2311266,-0.91908765,-0.03721185,-0.60262656,2.1576412,3.994306,0.1806266,-0.049179334,-0.68918014,-0.1729939,-0.38409027,0.11828983,-0.33656615,-0.8075,3.523,-0.7964042,0.95012414,0.7067801,-0.76809853,0.025147393,1.0820553,-0.11438386,0.106911615,0.89430034,-0.5426376,0.35220164,1.1780686,0.98501116,-0.8265986,7.1449003,-0.30050308,1.2656364,-0.63008916
26292,-0.51806116,-0.6285703,0.17159173,-0.115627736,0.4831615,0.45389175,-1.7220078,0.07997458,1.2756046,0.058730427,-0.13247985,-3.6596117,-2.3487618,-3.6213002,-8.251801,-0.6554974,2.752704,-2.2165608,0.24103723,2.4650354,0.3739426,-1.052567,-1.0482132,-0.56013334,-0.10821499,0.30566925,-0.49511877,-0.5432626,-1.8610659,-0.33508164,-1.1314006,-2.7089171,0.5577537,-3.368911,0.13609281,-0.19848788,-0.035785735,-2.4818344,-0.81699747,-1.0716028,-0.8556532,-2.0795293,-8.45915,-1.3078794,-4.984599,1.0019529,0.4663682,-5.058032,-2.0273871,-2.5913582,0.29787543,0.23125766,1.8651743,-0.19419172,-2.4651256,0.20716763,0.31666893,0.39930218,-1.355602,-1.9516532,-1.4396906,-1.1861389,0.2955088,-0.42434776,0.46341747,-6.355955,-5.8539534,-0.7768051,0.6038818,-1.2740299,1.1837173,0.48779607,-0.37255237,-1.9591655,0.02702139,0.14047642,-0.23463294,0.8879281,0.14198604,-0.79359615,-0.4861396,-0.29725,-10.0,0.8452165,-1.161931,0.06587494,-0.45440584,-0.8814056,-0.09701179,0.185179,0.72803766,-0.22811764,-0.02092114,0.12615041,0.723997,-4.418378,0.48375034,0.98495,0.8940866,-0.58409506,-1.1401812
26511,1.9451196,2.0194805,-2.7218838,1.0730827,-0.08752251,6.2112885,3.6113527,1.8688197,-3.7732897,-2.8712811,0.24435543,3.3998332,3.5044656,4.3024464,3.9056,-0.8529196,-5.694249,-4.880795,-0.59915036,-2.2773063,-2.2257595,-3.3010058,-0.22442636,-0.10956825,0.005250007,0.60276866,-0.61478484,0.115946166,-1.6554539,0.038843058,-0.89765835,1.0123872,0.23971763,-0.12522574,-0.8480278,-0.032259516,-1.1258597,1.0942934,0.5971034,-0.43229505,-0.9836191,0.0017253608,-3.3288147,1.2778165,2.9674692,1.192763,2.5438309,-2.05657,2.3683405,2.1015985,-1.8047943,-0.7395632,-0.32585007,-0.6848842,1.4365404,1.96276,-0.65591294,0.15986112,-0.33357868,6.053691,7.3306236,2.9160218,-0.12741849,-0.37262577,-0.0766416,5.6414976,5.2335424,-0.45564637,0.1567945,-0.24159193,-0.113366604,0.05593895,0.976365,-2.9488716,-0.2003106,-1.0414174,0.024091274,0.0896343,0.17917907,0.19418685,0.060461164,-0.2696,10.0,0.089682385,-0.73963517,0.3436038,-0.19729723,3.2018118,-0.23263565,-0.3321929,2.282977,1.3892226,-0.6668595,0.27646953,0.83362067,-2.0762298,0.20338058,-4.3726997,0.16054462,3.1182294,0.9021157
26520,0.3050872,-0.052852474,-2.586216,0.40866402,0.09117876,-2.4816117,-0.46164545,0.3293149,-10.0,-2.3577933,0.4250626,-2.2120955,-0.6598243,-5.495537,-3.8723502,0.09175573,-10.000001,-9.9557495,0.24782628,-10.0,-0.8777861,-1.1267501,-1.1391495,-0.098814264,-0.20972419,0.3700182,1.0350275,-2.6956928,-1.2888441,-0.5404421,-0.47054923,-5.524334,-0.61830544,-0.83801246,0.79446,-0.3680504,-0.5796878,-1.9225379,-0.3606773,-0.005455442,0.28473622,-0.049232908,-3.6381927,-1.8808591,-6.2788134,-8.707094,-5.799277,1.6563433,-0.54473543,-1.7728436,-0.08252663,-1.0826132,-0.12674394,0.5199387,-0.3314746,-2.0714006,-0.46925378,0.29366592,-0.9274922,-6.9484158,-6.4347816,0.06958493,0.28230777,0.11518599,-0.097022384,-9.5871105,-9.57141,-0.22148508,0.91350746,-0.48462784,-1.3733041,-0.023172393,-3.3509831,-8.878386,1.0975794,-0.12646732,0.21743184,0.37036708,0.14787218,-0.034249634,0.3559279,0.3835,1.19215,0.8617998,-0.252603,0.25387543,-0.6164791,-0.4444358,0.11069049,0.14980453,-1.1408288,-0.41819268,0.16075812,-0.40349165,-0.6501549,2.3654153,-1.4280291,-10.0,-2.1266468,-0.68676203,-1.2090951
2673,-1.3828096,0.24316677,4.762965,2.5715935,0.39435458,0.4076029,-0.9422474,-0.8866631,0.7755662,6.1738443,-0.15675165,4.0383086,4.961074,7.6122694,9.1467495,-0.07182552,3.2643323,-1.7176716,0.70107985,0.66124016,0.29992563,5.252756,-0.259373,0.5351194,-0.4668802,-0.4161115,4.4470463,-0.036839783,-0.35736865,0.4409132,-0.69512457,-1.3252566,-0.88282347,7.9286504,1.258465,0.45788428,-0.64938974,-2.6450644,1.0142459,0.2206306,-0.22766641,-1.3632303,4.7858047,0.12947626,1.7396433,0.6188109,-1.3199968,-0.43720195,-0.7901908,-0.6940799,-0.07182886,0.5408202,-0.7129898,-0.36490977,-1.0784807,1.3436241,1.8716073,0.4673422,0.084184475,-2.3521905,-3.414929,-0.43615073,0.08359181,0.438263,0.050311238,9.091901,8.405907,0.2550719,4.342688,0.2440096,-0.51381505,0.05171649,-1.7524166,-0.52515495,-0.042771906,0.19624934,-0.1487247,0.5107825,0.83334243,-0.6154086,0.1655578,0.22160003,-2.4811502,0.0526098,0.43191966,-0.21263492,0.9739624,1.1451604,-1.0763824,-0.022286028,-1.7368443,-0.33272102,-0.9725057,0.55382186,-1.5285635,-1.1154847,0.21555421,0.6233,0.9391637,0.070258915,-1.0138981
2690,2.2130842,0.012022689,0.9378289,-0.14713737,-0.84078413,1.5397657,0.93167603,0.21462119,7.446788,0.65687233,-0.6230068,0.7664931,1.913285,0.22746882,6.6660004,0.19985598,9.233481,6.619747,-0.061723366,8.126118,-0.13309832,1.3321052,0.64421165,0.27375352,-0.58282477,0.29356468,0.9926133,-1.2596655,0.674662,-0.33091223,0.005629137,2.7216198,0.4519444,0.78923607,-0.6629827,-0.3044982,-0.7598456,1.1773136,1.1564727,0.053045716,0.1314466,0.24244493,3.5555403,2.3181176,1.5178638,4.5198536,2.9628978,0.19161586,0.057299018,0.85189915,0.5041899,0.9645229,-0.37776577,-0.48010278,1.1447769,1.1194292,-1.5560231,-0.97746253,1.0422517,4.337801,4.342817,1.751725,-0.101942286,-0.25554,-0.5183779,6.59535,7.2274404,-1.1939275,0.06873078,-0.88498867,-0.20066173,-0.28105062,3.2766094,9.79738,0.14945325,-0.64804673,-0.32244825,-1.2368398,-0.58064604,0.16984932,-0.31191677,-1.0981001,2.81325,-0.40293053,0.20353284,-0.4797872,-0.73011535,-0.75221026,-0.23992029,-1.0929177,0.54369473,1.7653589,-0.12059021,1.2763917,1.2685117,1.118622,-0.42996827,9.38025,-0.14600435,1.4898244,0.36669278
26993,1.0762789,1.8720449,2.350416,-0.20829529,-0.16431825,2.4397843,0.041096106,1.2111514,0.29201567,2.3057847,0.007924318,-0.27470917,0.32785672,0.13713992,2.48275,-0.17884989,0.98023015,3.040508,-0.6605422,0.9692019,-0.74321187,1.4884244,0.048204884,1.1173218,-0.39608118,0.4021456,-1.019116,-0.53405404,-0.403999,-0.3683961,0.38816667,3.066091,-0.13710475,-0.40507156,0.4539369,-1.3087049,-0.59475315,0.96635354,-0.96776783,-0.78472674,-0.9458878,1.4594235,1.3759373,-1.1495688,2.194169,4.571187,0.73313034,0.2209781,-0.6903032,-0.7473096,-0.354939,-0.16561121,-0.14585653,-0.6114563,0.05208218,0.41278118,-0.7739923,0.6377605,-1.2913816,3.9089522,5.621172,1.619878,-0.20393029,-0.64604914,-0.19910544,5.2690835,3.870411,-0.7685902,-0.35784477,-0.75057596,0.5849572,0.37779158,2.9359643,1.5298871,-0.47612947,-0.2252717,-0.35452604,0.5090857,0.4022646,-0.3077857,0.38742626,-0.2204,6.9324503,0.05916892,-1.4498043,0.6892687,-0.67240906,0.46815047,0.00063070655,-0.07555927,1.1825776,-0.010713298,-0.4685358,1.0757966,3.595367,0.14814496,0.2064395,-0.92420006,0.526402,1.4697965,-0.78800243
27032,-3.379242,-1.5760598,6.278714,0.006680348,0.18993402,0.66179633,-0.586493,-0.12185678,2.523355,6.733623,0.11128503,-1.1895783,0.69111776,-0.4525658,1.2322,0.23087136,4.188225,-1.3723441,0.80155355,3.7232978,1.8009958,7.121858,0.39828607,-0.79753566,-1.1402814,-0.1899296,0.7245357,-0.27001667,0.4265296,0.9410623,0.3834694,-3.5197997,-0.2744946,2.5623627,0.13223775,-0.37428266,0.64149165,-0.48596707,0.029619545,-1.0928597,-0.57270443,0.4629416,-0.6508405,-0.12237733,2.0631669,0.35339087,0.45123622,-0.07911165,0.20200291,0.1583903,1.2754157,-0.006029889,1.083951,-0.66186106,-1.0378993,-0.5363891,-1.1087664,0.35505688,0.3226904,-2.2983224,-3.7116795,0.44751012,0.9678001,-0.09053354,-0.28059596,5.958376,5.567798,-0.38451102,0.004760295,-0.3560109,-0.32791477,-0.09464515,-1.5532861,0.20563886,-0.5791913,-1.2203734,-1.2848158,-0.8570291,0.1351474,-0.45992625,-0.3012029,-0.50655,-1.6731501,0.13632627,1.7574344,-0.35565504,0.4074529,-0.82603806,-0.11858459,0.42890248,-0.112859204,0.9441825,0.1275416,0.3607661,1.1230114,-0.14137486,-0.954998,3.07565,0.45609915,-0.78560096,-1.3760734
27095,1.6545911,-1.4290774,0.49295688,-0.536636,-0.19810522,-1.131289,1.9101893,1.0776863,-10.0,0.65100145,-0.6609184,1.2448049,-0.4317544,-0.79715145,-7.00425,0.030945703,-10.000001,-8.097561,2.2318108,-10.0,1.0127198,0.21196532,1.0298102,-0.091096506,0.37896943,1.7506098,-0.75553083,0.050318226,-0.7593907,-0.4527153,-0.7781602,-0.48436922,-0.17419484,-0.9228343,0.69789517,-1.1553178,0.12305163,1.0605271,-0.6760644,-0.056621388,-0.36841917,0.313762,-0.8748228,0.28445303,0.6788033,1.8650395,2.0017242,-1.0087793,-1.653045,-0.27837148,1.8771297,-0.4455288,1.9639773,-0.22837956,0.49084485,-0.17563808,-0.95128566,-0.76845086,-0.42988062,-5.383558,-4.4401073,2.2994416,-0.48163444,0.16913378,1.1983482,-3.2145934,-3.0642767,-0.34708482,-0.07511473,-0.32984787,-0.112739146,0.18273005,1.8783243,-9.390463,0.021285601,-0.07081622,0.8137364,-0.32827175,0.06128956,-0.22316593,0.17519867,0.29035,-8.212601,-0.27587253,0.77291435,1.6985613,0.24683487,0.55693644,-0.29623505,-1.1004907,-0.59119695,0.31191018,0.13362858,-0.30890483,1.2069819,-2.027225,0.28186315,-10.0,0.8165796,0.982876,1.049641
27109,-0.53183174,-0.8194808,-3.0251637,-0.29926234,0.8139708,-1.2265439,-1.9081025,-0.008063778,-1.8690722,-2.244118,-0.17029059,-1.0282817,-0.9633652,-0.23591231,-3.59285,0.58423966,-3.9119477,-6.905905,1.7036678,-2.7159338,-0.07018235,-2.5760412,-0.1201474,1.1006782,-0.21605062,0.469927,0.8386912,-0.51750356,0.5708599,0.71231496,1.638432,-0.6369741,0.99778134,1.9410022,1.1199415,1.3699139,0.41227323,-2.4932623,0.5003486,-0.15607026,0.16564819,0.46558934,-2.1774316,-1.4154721,-1.6130285,-1.7815006,-1.3734932,1.2695327,2.8751466,2.237689,-0.082396954,-0.4883558,0.05024481,-0.003547281,0.34839815,-0.583526,-0.32654467,-0.16925463,0.10679266,-2.7839186,-1.4338847,-1.1831682,-0.10139908,-0.43403915,0.8109933,-6.8050547,-7.0160813,0.11241362,0.8051846,-0.34681004,-1.1081704,0.22075537,-4.8489566,-5.567337,0.80083394,0.16185267,0.82957184,0.8690829,0.111526445,-0.65275776,1.0351377,-0.352,-2.31455,0.22786906,1.183307,0.20520021,0.8936566,-0.48480305,0.107704476,-0.4501351,-0.04756932,-0.040970564,1.2451409,-0.17071961,-0.76174307,3.3190842,-0.4345758,-8.04925,0.63587445,-0.7999702,1.3762362
