,ST16924,ST17220,ST17530,ST17589,ST17626,ST17700,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25945,ST25947,ST25956,ST25968,ST25998,ST26024,ST26044,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26349,ST26374,ST26376,ST26526,ST26528,ST26628,ST26673,ST26678,ST26745,ST26764,ST26988,ST26992,ST27049,ST27058,ST27219,ST27223,ST27280,ST27284,ST27403,ST27494,ST27522,ST27526,ST27540,ST27602,ST28016,ST364,ST377,ST403,ST609,ST61,ST610,ST621,ST647,ST652,ST689,ST823,ST967
4616,0.28112155,0.559531,-1.6444843,-0.22291823,0.2581645,1.3996075,0.40721208,-0.25396603,10.0,-1.1702553,0.09908541,-2.7102091,0.37687504,-2.7484632,2.5038,-0.4854501,1.3770213,4.426173,-0.035282627,1.2374299,-0.9032036,-1.4542744,-1.2311859,-3.7605605,0.5508963,-0.46850514,1.3100563,-0.9126261,-0.103310525,1.1113306,0.30630437,3.5781121,0.8689189,1.0118746,0.39313966,-0.8263347,-2.0774984,-1.2601397,0.89442843,0.972966,-1.0094607,-1.2744881,-1.6020572,-0.78305507,2.5309892,2.1069613,0.25792032,1.8208004,1.3366826,0.8265667,-2.0376205,-0.9052619,-0.99746454,0.3608556,0.040680457,-0.4916894,-2.4505813,-0.44806927,-0.4047875,9.635896,9.85963,-1.2370507,-0.14540234,0.50438166,-0.12379185,10.0,9.249641,0.061539553,-0.9369822,-0.49015513,-0.46645918,-1.1466006,4.083247,6.615561,-0.6627431,0.005550079,0.35280302,0.6970225,0.54220736,-0.19572894,-0.5538819,-0.56624997,10.0,0.5038155,-0.5843308,-1.0510217,-0.8891937,1.268869,0.5815054,0.2286866,0.92426443,1.7421122,0.39887106,-3.2521386,0.002234593,1.9491122,-0.4351822,6.23455,-0.47710425,-0.19045328,0.8045535
4638,-0.46135232,-1.2137159,-0.45809144,-0.9568499,0.23471886,-3.3819222,-2.4691188,-0.38432905,-0.15753154,-0.4845182,0.7423225,-1.6403544,-2.1006799,-2.5175276,-0.89564997,-0.6502759,0.29799354,-3.9996881,0.20382605,-1.2153113,-1.0166957,0.24491131,0.07873281,-1.7561967,0.11349732,0.21722813,0.18438557,0.023676947,0.2517221,1.2112006,0.9614699,-2.3397584,0.30460465,-0.12945876,0.6690432,-0.37437266,0.2720397,-2.305215,0.40854257,-0.3595603,0.4638611,0.3932,-2.7859035,-1.886814,1.2918675,-0.87740695,0.9274682,0.3434703,0.8553709,1.0761056,-0.20162092,0.6607826,-0.2874082,0.11877449,0.1551566,-1.6581366,-0.98135793,0.5456454,-0.18799686,-1.2113618,-0.96265936,-0.869566,0.8921856,0.614918,-0.1583931,-2.6614943,-2.2768803,0.81814885,0.028404385,0.3116688,-0.69494355,0.54996395,-4.1789956,-1.7138702,0.29736382,0.16031054,0.24474567,0.47483742,-0.24965166,-0.926843,0.33782864,0.50615,-1.04165,0.40527564,-0.6878423,-0.06927268,0.23123913,-0.75259984,-1.1383063,1.083126,-0.37043405,-1.4285015,0.1493009,-0.65600985,-1.7364547,0.26300418,-0.8322557,-1.59895,0.7464728,-1.540065,0.53334093
4651,0.32777333,-2.3839777,-1.3515414,-0.70330685,0.34408396,-6.707014,3.2775142,2.7046642,-1.8363442,-0.5025943,0.41646814,-2.629567,-1.7539389,1.3549868,-0.591,-0.04453729,-1.8145463,-4.7572436,0.12764978,-8.055836,0.88880306,-0.68882585,-1.3092674,-3.0584126,0.02956687,-0.35195598,0.47619253,-0.23419759,-3.5554674,-3.3519006,-4.587666,-2.0736148,0.02659151,-4.5095754,-0.14328027,0.4294011,-0.634591,-0.4450106,-0.31060132,-0.63177276,-0.7956575,-1.5352226,-3.8568683,0.19621629,5.7759886,3.2894225,2.764925,0.3383183,0.5131949,-0.5634967,0.6333086,-1.7196395,0.7249047,0.012944132,-1.2371218,1.5394697,-1.1356206,0.50395477,-1.7968446,-1.710397,-0.6760265,3.5726573,0.73059285,-0.45832735,-0.07725398,0.8983389,0.5982597,-0.40533754,0.5778396,0.57169545,0.12377784,0.4688581,-8.277952,1.8990437,-0.53654397,0.6718909,-0.3346545,-2.6356137,0.13673812,-0.43716493,-0.4114604,0.14985001,6.2992,0.34332275,-1.828562,-0.9019314,-0.32000625,-0.01856875,-2.8731287,-0.5573139,-1.090097,1.9427091,0.12624578,0.7495295,2.4580622,-0.27842695,-1.9852116,-9.9705,0.6833128,1.1790746,-0.87850535
466,-2.5154707,0.25427023,1.6898215,-0.0400879,0.3947474,-0.6991141,-1.9782898,-1.2490399,-7.681911,2.0628817,0.516109,-1.323668,-1.3910786,-2.434441,-5.5984,0.7859444,-7.037216,-3.9738278,-1.0992689,-8.949898,-1.466418,2.0490031,-0.308484,0.37151074,-0.01181905,1.3854109,-0.30519587,-0.004262194,-2.4351962,-0.49060982,-1.2693326,-7.437355,-0.45302564,-3.1157517,0.4859691,0.5975907,-0.08667854,-1.8178049,-0.5876573,-0.18043837,0.21636565,0.22124419,-2.5729618,-1.9815055,-7.062697,-8.005777,-9.456589,-1.5675826,-0.53522927,-0.6755709,-1.597548,-1.5219862,-0.6269841,-0.033911332,0.6805025,-1.3693824,0.3165639,0.33980447,-0.3047669,-2.254723,-1.863973,-1.6729536,0.62476885,0.07820522,0.62046415,-2.2858114,-2.7796535,0.41157478,0.4608338,-0.19268227,-0.52510387,-0.5654304,-3.4682815,-7.2379766,1.0464201,0.29369673,0.16812097,0.08636016,0.049687643,-0.25425872,0.020722225,-0.38825,4.60075,0.7486664,0.9387975,0.2708876,0.29174295,-0.0064515397,-0.34104377,0.56342626,-3.8226721,-0.3387516,-0.015113067,-0.38364798,-0.040761504,-1.0425153,-0.60150194,-6.2862,0.5780438,-2.7793643,0.9997213
4690,-3.22627,0.49350142,0.7778866,-0.40567976,-0.07563804,0.89355075,-2.4469054,-0.5413438,-5.66056,1.5348369,-0.46077752,0.8850316,0.09296414,-0.0543233,-1.3716,0.35766524,-5.6700773,-0.88789,0.74389553,-4.90735,-0.61066777,1.2334477,0.19360709,1.3156197,-0.14258003,-0.1706965,-0.16780964,-0.056637645,2.11663,1.5130494,3.2972813,-1.315381,-2.545335,-0.032048523,0.99075884,-0.17055541,0.39500841,-0.56821895,-0.11901924,0.19970681,0.44647184,-0.39597118,1.279216,-1.0748736,-0.673458,0.40820837,-0.7451844,-0.9218322,0.6337393,1.0841137,-0.5362595,1.7173994,0.6594249,0.27888793,2.1059537,-0.2702899,0.75795144,0.26635668,0.5230979,-4.538074,-5.2497635,-2.3852866,-0.38094938,-0.237154,-0.23502448,-3.0945873,-3.049662,-0.27199763,0.5593365,0.027204812,0.9831946,0.7176535,-1.9591447,-4.101974,0.33890206,-1.1424879,0.5293618,-0.01608944,-1.983774,-0.32368273,0.44902253,-0.31695002,3.1715,0.9682865,1.1542591,-0.47675258,0.919109,0.25009102,0.75122935,-0.1867741,1.8485141,-1.2240697,-0.5811767,-0.35477924,-0.2529089,-0.82368076,0.6105209,-2.2908502,0.21313885,-2.3099456,1.9925194
47,-1.1484491,-0.6288418,-0.4018182,0.2892436,0.80034,1.024015,-1.8849727,0.11625722,1.7796006,-1.2450677,0.38159826,4.6022444,-1.1797004,1.9162816,-2.8204,-0.3897917,3.9798484,-0.07011104,0.12754995,1.1486816,0.6889368,-1.2695165,-0.3241576,-1.5328411,0.3771544,0.46393606,-1.7745025,0.6798636,0.46552882,0.88861346,1.5474606,7.3672886,-2.3006423,-0.07770291,1.1655736,-0.89317626,-0.3655226,-0.62267417,-0.9993082,1.0065428,0.8465316,0.63179505,0.5998585,0.5610834,-0.73705757,3.1174989,0.24994211,-0.9479096,-0.18069556,0.16243868,-0.75351036,0.721178,0.4351725,0.65283966,-1.2005107,-0.2731472,0.27309674,0.2050188,-1.19087,-0.2023738,-1.5821906,-1.0577081,-0.024959683,-0.63136363,0.5906849,3.2877617,3.6957269,-0.33626303,0.291517,-0.10895504,-0.34865406,-0.99118924,0.9291884,4.2322187,-0.1399529,0.40256396,0.58376616,-0.6770662,0.116627574,-1.3326385,-0.74861836,0.37774998,-5.67125,-0.06459121,0.50328743,0.8487439,1.9771751,-1.498934,-0.6011045,0.29186913,-0.5813217,-0.10299724,0.28762153,0.08536136,0.020301584,-0.7854023,0.39705276,5.82795,0.16138569,-0.03025134,-0.9017466
4775,-1.3711468,0.3716039,1.0221851,-0.051522523,-0.16996562,-0.88452,0.03714651,-0.29507935,0.9216375,1.8008659,0.22808914,-2.5470085,-2.1661904,-1.2702239,0.5147,0.8438257,-1.9326851,-1.3225038,-1.7011008,-2.5168004,1.8197428,1.4326195,3.7949934,-2.1992989,0.03816739,-0.6202755,-0.25787833,3.508109,-0.014726482,0.45556146,-0.7208433,3.0841665,-0.7406274,-0.21725705,0.72846377,-0.3957386,-0.31087798,0.9186382,-0.03560035,-0.5371065,-0.6137142,-0.07165432,-0.08791995,-2.1520274,0.3380893,0.77307326,1.1546557,-1.5156782,-0.6719786,-2.755247,-0.87165433,-0.96360767,-0.7128475,0.4139701,1.2186455,3.9108837,0.18207493,0.42125866,-0.46627408,-0.47867233,2.0794795,-2.0193853,0.5318299,0.289325,0.060382288,4.5689335,5.147599,0.35554162,0.6407969,0.19725683,-1.1976951,0.23402704,-1.0003958,0.23352677,-0.14096981,0.35119793,-0.23907955,0.66404533,0.97414625,0.4837727,0.2694865,0.58615,-2.1223001,0.5184557,-1.4423354,0.0021493956,-0.46371895,-0.06058976,0.10796174,0.17489126,-1.2363042,-2.0030606,0.48685992,0.6809011,-1.6792033,-2.3232477,-0.678293,-0.21825,1.1239343,-1.8991559,-0.41090313
4776,1.7509822,0.28541303,0.530471,-0.13815585,-0.7951629,1.4525186,1.5339545,0.667639,7.8248816,0.50500715,-0.6139383,1.3821747,1.6744843,0.9132427,4.3403,-0.22098134,7.5160284,4.773369,-0.29095817,6.8468227,-0.36026058,0.44397742,-0.1550932,0.8120161,-0.53684795,-0.348886,0.0159809,-1.2016302,1.4094448,-0.43277067,0.6980666,1.5916802,0.7288793,0.48592,-1.0045512,-0.5972224,0.16704646,2.3203726,-0.2264643,-0.40943205,-0.016874969,0.83149844,2.8767943,2.0112472,1.1321836,1.9282084,0.85116786,1.0232868,0.48690146,1.6996377,0.5144991,-0.44908866,-0.09885906,-0.39945954,0.88215977,0.32359993,0.032134898,-1.1306303,0.5504267,3.2562206,2.6541586,1.4330364,-0.46458724,-0.62239486,-0.8994694,4.2102394,4.8684597,-0.8368274,0.04897251,-0.66716564,0.086956866,-0.00011885166,3.3118181,8.406392,0.03504467,-0.8161434,-0.7894,-0.6592962,-0.6447313,0.6446255,-0.41999483,-0.3196,3.1398,-1.0367393,1.2156925,-0.2224699,-0.39566153,-0.45314068,-0.03592269,-0.6305274,0.40352124,0.38760075,-0.5141582,0.93810934,1.1923119,1.1770252,0.09577166,8.158,-1.1239905,1.6427665,-0.018071383
4780,2.0918088,0.3723534,0.34572434,0.25077,-0.8086048,0.09850916,2.54149,0.07076314,6.6298456,-0.14317185,-0.33015218,1.0721291,2.7123005,1.4976425,5.62355,-1.1908753,4.7754917,5.2539,-1.0058479,5.13144,-1.0817819,-1.1131103,1.3366605,1.0397177,-0.79575956,-0.37628704,-0.35464135,-1.8207798,1.7472823,-0.44186366,0.7291398,0.6160196,0.6888855,-0.6269984,-0.112242356,-1.2272592,0.69951546,1.8919859,0.8428657,-0.6290714,-0.9353211,-0.20328417,0.9388555,0.17708738,-0.8887795,0.18964416,-1.4865206,0.23189606,-0.041491717,0.109257005,-0.100524455,-0.8459249,-0.5693251,-0.14099884,1.3401242,0.87517977,-0.71295536,-0.6738303,0.93792677,4.141213,4.5915074,0.43368417,-0.5339462,-0.13865489,-0.7771185,2.4533615,4.5447216,-0.6072109,0.899071,-0.08806983,0.33803743,0.85131145,-0.5307907,7.1826234,-0.19311285,-0.45735842,-0.4429306,0.32325047,-0.078435965,1.5266429,0.5466209,-0.5738,8.62485,0.4056774,0.67056537,-0.99864024,-0.86035985,0.1486052,0.8406904,-0.2593885,-0.16990626,0.22877839,-0.33081052,0.60171837,-0.62813056,0.560908,-1.3410523,7.8079996,-0.13348071,1.4680706,-0.9377035
4783,0.21887887,1.0413138,0.94504094,-0.971474,-0.5024848,2.0422518,-1.1142011,0.7328141,1.6945755,0.8174974,-0.3565627,0.05630787,-1.042841,5.168739,4.91275,0.43280485,2.59988,0.49161762,0.8559856,0.00752455,-1.2112285,1.5635494,1.4568791,2.573257,-0.60113865,-0.07366901,1.5493424,0.8893378,1.979224,1.7253025,1.8244483,0.9782938,-0.713199,2.654421,-0.33943135,0.16764355,0.049108267,-2.8087966,0.8642111,-0.244688,1.3351326,1.6561244,2.0534792,-0.38931933,4.1949997,5.1960864,4.721385,-1.557799,-0.8739352,0.30522093,-0.6588159,3.2712276,-0.03608507,0.283715,0.5222976,-0.8403203,0.59404814,0.5798986,1.8644853,-0.7581989,-1.5688335,0.30040273,-0.015778787,-0.30316222,-0.33426118,5.201342,4.796278,-0.738519,-0.44321215,-0.18556067,-0.30186188,1.1316489,2.7632082,0.4295566,-0.40146875,0.12493646,-0.019895336,0.10491902,0.54657805,-0.55556,0.66201866,-0.28125,3.36215,-0.5475343,1.635323,0.93737286,1.2456836,-0.03826478,0.8284259,-0.08166884,2.585218,-2.6534073,-0.059290275,-0.86017966,-2.2879558,-1.4377491,0.285939,-3.6593,-0.6392018,-1.1407847,-1.2169571
4791,0.57113117,1.5212445,-1.4600985,-0.5498202,-0.6501233,2.9266617,-0.03709881,1.2454587,3.1533763,-1.394126,0.040747896,1.3613567,0.07707379,1.0545793,3.71945,-0.19574943,3.338054,-0.12284447,-0.38826805,1.1049111,0.41370296,-0.7189209,-0.5186344,-0.017493516,-0.773056,-0.8295988,-0.40423018,-0.40176103,1.2001789,1.0167375,1.0101469,-0.35842115,0.16125019,-0.10464296,0.40611333,-1.2043307,0.2382333,0.52994907,-0.072107434,-0.51185185,-0.31051323,-1.0903112,-1.7367462,1.236546,-1.0106076,1.2711036,0.7828048,1.3190043,1.466306,0.6540539,0.1795095,-0.19164157,-1.0877799,-0.03230746,0.07265996,4.9741964,-0.37629488,-0.28693277,-1.1028383,3.9080772,4.143034,1.3964415,0.56265485,-1.1374321,0.03853624,-1.0063204,-0.19283801,-0.28093487,0.038457617,0.030036464,0.20663884,-0.24005806,2.9416742,2.9819298,-0.65577656,-0.8421805,-0.95447445,-1.1942204,0.4539437,0.17987046,-0.12570551,0.41375,10.0,-0.065761924,-0.66353065,-1.6087855,-0.14457749,0.7115908,-1.1753702,-0.6201948,0.8578498,0.21952544,0.6785598,0.6715679,0.8418175,1.7356645,-0.44982967,2.22565,-0.21805134,0.87679875,0.37904707
4792,-0.94405556,1.6457169,-7.6306477,-0.20106311,0.3047157,0.6007802,-2.3036652,-0.44670075,-3.6901922,-8.247015,0.08850603,2.0186036,0.07211967,1.5832052,3.3081498,0.44826737,-9.837209,-4.2456217,0.49309513,-8.723146,-1.2225144,-8.746125,0.3679207,0.934402,-0.79005367,-1.8383572,-0.4377336,0.42016327,2.2225184,3.4896283,2.7821035,-0.77088726,0.08357301,3.1327336,0.5469452,-2.02377,0.58398783,-3.538457,-0.44647312,0.3896094,-0.029284477,-1.456659,-0.68035185,1.1906904,-1.283573,-7.7885027,-9.334799,1.8016119,1.7938812,1.7511122,-0.38040915,0.9458964,-0.5271605,-0.011173308,2.2989392,5.5182934,0.33081454,0.38573954,0.40809447,4.4538627,5.0334973,-1.9489412,-0.1781117,0.51412445,0.54876983,-10.0,-10.0,0.08044419,0.18646064,0.37432575,0.042022362,-0.2223638,0.2850125,-10.0,-0.20919976,0.0762767,-0.19165803,0.024472639,1.4482441,0.5157881,0.13993013,0.47959998,10.0,0.082482874,-1.1578078,-1.0515873,0.4265801,0.46822757,0.67697704,0.22124714,0.6961999,0.37987053,0.4147225,-3.0031,-0.23435725,1.4085772,-0.2811138,-9.839951,-0.11390231,-0.26157835,0.69408494
4793,0.3862572,1.1830106,0.036857896,0.49523342,0.18962058,3.602015,2.1537783,-0.3659733,1.5697169,-0.48230907,-1.8441844,-0.99132043,0.47255403,0.26379764,6.11795,-0.8449641,1.9680068,-1.9364017,-1.6657503,1.8011823,0.31309497,-0.8005818,-1.5136362,-3.0867438,0.13514847,-0.2048949,0.6585854,-0.09397508,-0.8629059,1.1848304,-0.2813499,-1.5457716,-1.6416799,-0.52183694,0.31230363,-0.5307614,-2.3061738,-1.5789089,-0.27134162,-0.45755833,-0.68660885,-1.0650504,-3.2237322,0.38634402,-1.3665147,0.33541906,-0.8971908,-2.093059,-1.5155799,-3.2054589,0.5493691,-1.070576,0.19876681,-0.7409257,-3.3091185,2.3160253,-0.79305875,-0.102685705,-1.229145,10.0,10.000001,1.8174813,0.22967577,0.95085573,0.16844605,1.1836197,0.91634196,0.21886283,0.25426918,0.7236856,0.46125472,-0.77141815,0.83728397,1.4306695,1.2445115,0.03855761,0.005507961,-0.050270647,-0.19089513,-0.33421966,-0.7861856,0.19785,10.0,0.71595514,-0.8895218,-1.0385196,-0.20010015,-1.2216374,0.048094798,-0.098116666,0.8567163,-0.3333543,-0.24119167,-0.38004914,0.16576391,-2.7570882,-1.1926262,-0.14055002,-0.38344246,0.6869228,-1.2840617
4794,2.3427532,0.6515537,-1.0541651,0.032321535,-0.5930428,2.4224489,1.2247759,1.4214082,7.0258846,-0.6060698,-0.54456717,0.24327053,1.9962738,1.8213336,5.39155,-0.41620666,6.9136233,5.313057,-0.6636221,5.332656,-0.42807528,-0.7780386,-0.76720184,-0.24528402,-0.8264291,1.3846223,0.6194972,-1.2617441,1.9871209,-0.31592366,-1.8072037,2.146111,-0.17395638,-0.62089705,-0.8812235,-0.7204189,0.12108134,0.48372602,-0.7284642,-0.21888354,-0.92095846,-1.4424708,1.4078861,2.0017428,-0.37793535,3.2400286,1.7005326,-0.03461781,-0.90921867,-0.40932783,0.17236844,-1.337116,-0.21050045,-0.20676008,1.5339427,3.0582433,-0.365986,-0.6739938,0.85148966,6.0355763,5.842115,2.1380396,-0.12430059,-0.1922263,-0.09116474,3.1797552,3.6215055,-0.42600578,-0.23144107,-0.827557,-0.0049804747,-0.36469698,2.87295,8.364048,-0.60908073,-1.2074735,-0.6334044,-0.017144509,-0.09015255,0.4530763,-0.12594563,-1.1525,9.781799,0.018934786,0.64299375,-0.5322341,-0.09844017,-0.16895607,-0.17877571,-0.17767762,0.23620284,0.5169692,-1.118961,0.15139765,0.77869385,-0.3258128,-0.47005388,7.5991,-0.8557783,1.3816054,-0.09782326
481,-3.054835,1.2739637,-0.6775651,-1.4247079,0.023677707,0.5800932,-5.1340647,1.5845428,-10.0,-0.8665758,0.2915671,-0.72979975,-5.962271,-1.848506,-10.0,-0.27183712,-10.000001,-3.62395,0.46022472,-10.0,-0.594526,-1.2853868,-0.12410778,-1.3952929,-0.7304087,0.075444624,-0.52821976,0.15415505,1.7787368,0.48614484,0.35827208,-1.8812847,-0.08694178,-0.21458822,-0.11679521,0.4500622,0.90934026,-1.8206754,-0.066811055,-0.36347693,-1.3168192,-2.0030036,-1.5393225,-0.8453741,6.137373,-2.800614,3.5894856,-2.783793,0.476723,-0.07718316,0.23758501,1.3349447,-0.26027653,0.14969034,-1.4807303,2.242822,-0.46122435,-0.013951689,-1.3098248,-2.0789225,-1.6379906,-2.703229,0.7172447,-1.2940471,0.09421441,-5.6283,-6.0469174,-0.03620615,-0.84548044,-0.4484903,1.0329576,1.6258261,-0.3617741,-2.678423,-1.0640438,-0.52166843,0.89725465,-0.14991264,-0.36998835,-0.020553425,0.55711067,0.42055,0.015450001,0.7971705,-1.5653806,-0.1330917,-0.69491434,-1.0957388,-1.0271903,-0.0054776967,3.3600128,-3.1531148,-0.019701779,-0.06136127,-1.7688923,-0.744552,1.7643889,-10.0,0.3793717,-4.694216,1.1129088
4817,0.13486533,-0.31557658,-3.594117,-0.11086823,-0.37956476,0.712286,0.4876902,1.6349009,3.453237,-5.286575,-1.1741493,2.17027,2.8303754,5.638978,1.0808,0.17448124,-0.11103315,-2.4142315,1.7898304,-2.4612765,0.2069518,-2.786188,0.38436365,3.8949726,0.33026847,-0.5523439,1.4461207,-0.3116029,4.305809,1.2049526,3.1946945,3.6468482,2.3419685,3.376225,-0.41684172,-0.2726326,1.2146652,3.2700934,0.889027,0.03850566,0.29961452,1.272569,0.03741531,-0.2537282,7.0736837,8.075163,8.823541,3.5954077,1.0600303,2.7619972,0.8346833,1.2105753,0.2344253,-0.5461355,3.5480008,-0.105308995,1.1908536,-0.28680977,1.5384449,-3.276146,-4.3485336,-0.25998604,-0.55091023,-0.15465581,-0.37272578,-0.06780118,1.9229827,-0.40993547,0.0716469,-0.3350178,-0.597713,0.1996293,-0.11116144,-1.7033204,0.54974854,-0.3486637,-0.5769441,-0.2752297,-0.062038988,0.680221,0.7176082,-0.30679998,0.65725,-0.87900734,-0.06006626,0.11196194,-0.1251623,2.081871,-1.062861,-1.1392531,0.46106705,-0.4449882,-0.8996376,-0.13137883,-0.13805795,3.3873127,0.058076337,-0.20725,-0.036454327,2.5617497,0.02347663
4836,-0.022773653,-0.84188986,2.3874602,1.0222244,0.939023,-1.5494397,0.9999153,0.6705819,-1.7963278,2.6301174,1.2481833,-0.23194301,0.11735985,-1.1478378,-1.14285,0.06753522,0.013051644,3.2662635,0.25960368,-2.2712064,-0.6590047,2.3706996,0.41565305,-1.7700571,-0.6116002,-0.7411516,-1.0722713,0.1440699,-0.6313254,-0.5366795,-2.447387,-0.18640012,-0.014389381,-0.1920484,0.91086745,-0.22061917,-0.290927,0.80223167,-0.66109836,-0.3445107,0.04165124,0.11030659,-0.041090444,-0.16039737,-4.143914,-5.1342263,-3.091299,-1.4277186,-0.75660634,-1.5958273,0.7486228,-0.7287351,-1.0803987,0.92449373,-1.9881623,0.0643798,-0.36357343,-0.29056168,-2.309247,2.7431533,-0.92703235,1.0496318,-0.2567564,0.36963665,1.0722849,1.9180343,1.6524264,0.44384703,0.5937747,-0.8040215,-0.64933383,-0.008747883,-0.9679898,1.7118857,-0.9167181,0.96821594,0.644905,0.112032145,-0.53597784,0.24549416,0.013951927,0.95820004,-1.6505499,0.4830496,-1.1295187,-0.6839203,0.7164613,1.0779886,-0.28964922,-0.050319448,1.0423367,0.514054,0.44320983,0.93042266,-0.41304612,-1.2829946,0.03275673,-0.6085,-0.25691956,0.37322468,-0.16658342
4846,2.4126377,-0.69707394,1.4391801,0.09411914,-0.67381895,1.3018167,2.7396593,-0.19740823,8.744063,1.1979282,-0.77189493,1.3051248,1.6780173,-0.07528409,4.52595,-0.5504385,9.347851,5.959077,-0.3253792,8.037571,0.3087531,1.4126284,0.8298711,0.1171667,-0.053592138,0.84966564,-0.23191628,-1.0672467,0.544574,-0.03699422,0.47929215,1.3409653,0.38034344,-0.46690384,-0.6186408,0.6953567,0.18502042,0.6712821,0.22634852,0.15163007,0.30804023,-0.20629302,1.3067886,1.4439297,-0.16067517,6.424992,2.0853782,1.5061507,0.7076946,-0.71551275,1.7559552,-0.4205925,-0.21306604,-0.54940325,2.579766,0.9083965,-1.0120189,-0.7349965,0.64637566,2.5846002,2.1735797,2.2789438,-0.23555125,-0.43489707,-0.55128115,5.85267,5.9065228,-1.2536123,-0.42581576,-0.8312334,0.3884173,0.15864444,1.5490739,9.063801,0.36646476,-0.3602612,0.3146181,-0.57355416,0.6867778,-0.3486678,-0.06278096,-0.34645003,2.9186502,-0.23084167,0.80570894,-0.06844236,-0.16349016,-0.21043701,-0.23458308,-0.3508229,0.32170868,0.94874823,-0.8609372,1.1346211,0.7049998,0.8026538,-0.058986396,7.1342497,-0.05812794,2.6571598,-0.6292459
4850,-0.24749693,-0.06617564,2.4898105,0.25119802,-0.43418634,-0.9812664,-0.24004203,-0.47835976,-3.9676833,1.9935615,0.67607987,-1.4338566,-2.4991765,-2.7432249,2.0623999,0.78674525,-3.2400634,0.06396061,0.03983894,-4.151544,1.1649203,2.067202,0.7800698,-2.4556375,-0.42907283,0.20748366,-2.0022101,3.3462403,-0.6046434,0.53290015,0.31032282,1.6261265,-1.081974,-0.9844528,0.7677824,0.62324625,-0.44308615,1.0589211,0.57220644,-0.24043116,-0.53375185,-0.06093438,-1.7311916,-1.0066227,-3.3290672,-2.5930936,-2.706358,-1.774112,-1.0394384,-1.197383,0.8715784,0.38588142,-0.37653252,0.39573276,-2.253065,1.5549059,0.04280591,0.25471148,-1.5561353,8.088251,8.136558,0.8061934,0.09133389,-0.029379532,0.66250056,6.3507433,7.1240497,0.1452304,0.2600935,-0.28340983,-1.9952011,-0.4842207,-3.041088,-3.3162646,0.054784615,1.2651876,-0.095976606,0.008317202,0.1942998,-0.4950132,0.55317587,-0.08745001,10.0,0.29715234,-2.0953803,-0.95324254,-0.057594985,0.616243,-0.669862,0.5720241,-2.5133162,0.3515358,0.72823375,0.12505561,0.4229818,-1.5826739,0.2455485,-5.52275,0.8974261,0.13060135,-0.028188264
4851,2.2878366,0.57587934,0.31460288,0.2063644,-0.6968949,0.7713686,1.365586,0.8610796,6.8919992,0.79873824,-0.47121024,1.0665772,2.6197968,2.4754243,4.54115,-0.5264221,7.029109,4.9067235,-1.0714165,6.847275,1.0199515,0.5175773,-0.06539259,1.2984194,-0.26991192,0.44318882,0.52778184,-1.0846181,0.6920628,-1.307364,2.1784196,2.8332176,0.30218595,0.3782667,-1.2476891,-0.6271954,0.06712797,1.4080651,0.19325003,-0.28474748,-0.2700077,1.083529,3.1001282,2.6719675,2.3469281,3.2639506,0.77570975,0.8171793,-0.065622196,-0.3582555,0.48518008,-0.56799966,0.780227,-0.89154154,0.23291615,0.2448053,-1.0263109,-1.0557867,1.091471,1.9453461,2.2441251,1.3163548,-0.49274457,-0.8679359,-0.9818368,4.2993097,5.468068,-0.60770935,-0.59784526,-0.9387989,0.2950843,0.7881061,2.5801573,8.642825,-0.09003021,-1.1515716,-0.6220451,0.47927344,-0.24625991,0.20280866,0.22076467,-0.28245,2.18065,-0.8066071,1.4067554,0.55847937,-0.27975234,-0.27145416,-0.019401453,-0.5014659,-0.3716479,0.6909963,-0.9205656,0.39413053,2.7853184,1.9312274,-0.21088327,6.2662497,-0.40252244,3.0882714,-1.1577878
