,ST1076,ST144,ST16853,ST16876,ST17005,ST17019,ST17262,ST17292,ST17301,ST17302,ST17332,ST17337,ST17431,ST17448,ST17451,ST17452,ST17453,ST17606,ST17707,ST17814,ST17822,ST17911,ST17912,ST18016,ST18027,ST18683,ST21,ST25,ST25585,ST25632,ST25633,ST25634,ST25646,ST25678,ST25684,ST25688,ST25693,ST25700,ST25720,ST25721,ST25723,ST25727,ST25729,ST25730,ST25731,ST25732,ST25741,ST25746,ST25748,ST25774,ST25775,ST25777,ST25781,ST25783,ST25785,ST25786,ST25787,ST25795,ST25826,ST25835,ST25849,ST25851,ST25863,ST25869,ST25871,ST25877,ST25880,ST25883,ST25886,ST25895,ST25901,ST25907,ST25929,ST25945,ST25947,ST25972,ST25983,ST25984,ST25995,ST26008,ST26015,ST26020,ST26090,ST26095,ST26096,ST26099,ST26139,ST26141,ST26183,ST262,ST26248,ST26257,ST26328,ST26330,ST26331,ST26332,ST26360,ST26363,ST26494,ST26603,ST26604,ST26608,ST26889,ST27081,ST27223,ST27394,ST27414,ST27418,ST27938,ST28,ST28029,ST28033,ST28307,ST28391,ST317,ST338,ST339,ST462,ST4728,ST485,ST598,ST605,ST606,ST607,ST639,ST643,ST659,ST713,ST738,ST766,ST817,ST891,ST952,ST965
10273,-0.16045329,-4.588709,-0.33726132,-0.9216513,-0.6197409,0.18376136,-1.0232557,-0.7836,0.36076385,0.19440521,-1.7237304,-0.08408054,-3.6105244,-2.232364,0.11750001,-2.5105395,0.3284812,-6.9878936,-1.0217595,-0.060227275,-0.41275662,0.4898377,-0.085736275,-1.5322282,-0.634431,-1.9886146,0.15662989,0.5178229,-1.269638,-4.714532,-3.44345,-5.8760643,0.62639,-1.7713001,-4.4384065,0.013550982,-0.40057838,-1.9572448,-3.814847,-3.2575629,-2.1631198,-0.052370854,-1.21885,-0.084514596,-0.43567014,-0.56558794,-0.3428334,-0.42484832,-2.5940604,-2.0918148,-1.8607459,-0.4241082,0.8994447,-0.46776128,0.69624996,0.55842566,-3.2076156,-3.5957942,0.0806468,-5.5257,-0.87652797,-0.046109173,-5.1424713,-3.085017,-0.80650896,0.34766972,0.8616511,-6.6579285,-7.3016734,-2.4620044,0.62969625,-0.03229748,-0.63963985,-2.836369,-0.21000925,0.4946,-0.39293548,-4.084971,-2.6262002,-1.4316118,-0.31556112,-0.05887754,-1.0331649,-2.2510216,-7.915,-1.6633825,-0.75450015,-1.5293963,-4.040346,0.20752229,0.3125904,1.0636227,-0.4611587,-0.58333766,-0.4149313,-1.5824633,-0.30705905,-2.339399,-0.5908614,-1.7046598,0.113713264,-0.39938942,-0.85175,0.00832694,0.4946,-0.6222879,-0.5024407,0.2839388,-7.82205,-0.70474994,-1.1400056,0.79216206,-0.90021265,-0.74048156,-2.6592286,0.33335963,0.2982493,-0.9132573,0.30014998,1.2443666,-3.199417,-0.59979504,-0.30346462,-2.5872746,0.24671412,0.042242967,0.6515649,-0.10806232,-3.9875708,-0.48307115,0.08046512,-4.3719883,-1.8344338,-0.5635246
10276,-0.7651954,3.3648148,-1.4882005,-0.17072894,-0.06795952,0.110830694,-0.48241118,0.41298106,0.42874917,0.18827611,3.0789685,2.1924791,-1.1254061,0.67883205,-1.1856999,0.9426867,-0.7689252,1.9171579,-0.44052532,-0.61596173,0.542147,-0.95108217,-0.14170791,-0.9116041,-0.49925932,-1.3914669,-1.0283049,-0.2098468,1.7946204,1.8108523,3.7688,3.737379,-0.8219299,0.23115,1.0983732,-0.62472177,-1.4988552,-1.3239286,-0.81279427,-0.4307516,0.95203197,1.5578811,-0.37199998,0.3712295,-0.7179501,-0.38434345,-0.25538903,-0.21657127,0.21273881,0.33774966,0.113717765,-0.015730917,0.3139526,2.3782988,-0.042050004,0.18758756,-0.8207599,0.4188464,-1.6364357,3.2662,-0.4512603,-0.96345997,1.3852651,-0.3229419,2.146796,-1.6118094,-0.48958462,0.030908316,0.66787505,-0.78170234,-0.8369825,0.26246673,-0.2376972,0.032466367,0.517318,1.6546,0.6202411,1.3196461,-3.64535,-0.16320264,0.15908955,-0.059037387,1.8048126,1.2120898,2.99545,-0.25425762,0.48408544,-0.74557054,0.24149933,0.19142243,-1.1701977,-1.1538143,-0.9627205,0.29807055,-0.591557,0.4294207,-0.5240382,-0.5965108,-0.53108,-0.65632844,0.05282673,-0.007174015,1.80055,0.7850162,0.29525,0.25850874,-0.18093233,-0.81778455,1.35295,-1.06305,-0.54976773,0.12505826,-0.64660966,-0.17267585,0.93795216,-0.5345299,0.11830123,-1.2654552,0.15885001,0.013874412,-0.5688884,0.5400585,0.17258148,1.4500577,1.218216,-0.7787548,0.9163213,0.604231,-0.41483837,-0.80200076,-0.48191875,-0.77002645,-0.81473285,-0.011196554
10285,0.75153404,1.1480546,1.5408212,1.4165428,-0.6719914,-0.6116419,-0.11791293,1.0376422,-0.84773,0.00776729,2.888519,1.3417867,-0.90090454,1.0081909,0.38425002,2.1617253,-1.417698,2.7807183,1.2286664,0.3776774,0.18447337,0.8593526,0.3839472,0.3736964,1.3972646,-0.11004685,-0.19928443,0.17712127,-0.08696518,2.8290744,2.864,3.8396716,-0.19335261,1.00735,1.8238431,0.58048373,0.9401351,2.1578782,-0.58718544,-0.3785039,1.75639,-0.42436942,0.75270003,-0.5498145,0.86535656,1.2298149,2.2614725,0.6881443,0.31002393,1.0410848,1.5763576,1.1522776,0.9250587,1.2095904,0.31935,-0.5044857,-0.45273256,0.5014436,-0.44717064,3.46775,-0.072359234,0.43528083,1.1671466,1.4745677,0.26649326,1.6568217,2.0042472,1.931725,2.0960307,1.2795492,1.2687378,-0.55649424,0.6289406,-0.27456796,-0.6021225,0.63185,-0.6856137,0.9811313,-0.2666,-0.10902572,-0.32203633,0.25608322,1.0921367,1.4765618,4.34505,0.24917442,1.5019131,0.55742127,0.39999354,-0.84439766,-0.29763603,-1.1401064,-0.57233113,0.07465142,0.40074715,0.82908636,-0.043146603,-0.0055160224,0.8631387,1.3976132,2.6276789,0.34351027,0.70915,-0.34756842,-0.13495001,0.36766863,-0.45645735,-0.3826981,4.3346,1.48615,-0.76561403,0.48010498,0.5725475,0.24670845,0.04610297,0.84788316,0.83492017,-0.33065227,0.86625004,0.23394328,-0.402973,0.06710741,-0.035384744,0.67424905,-0.30667853,1.0783045,0.005850449,0.40572307,0.2647135,3.230784,-0.48774293,-0.0017101765,2.4391742,0.9816077
1029,-0.12795685,-0.35873073,-1.7510597,-0.73578614,0.7267739,0.88110787,0.5139551,-0.4949661,0.31130987,1.4035568,1.61426,-2.8688512,1.078671,0.1573475,-1.2054,0.32190424,-1.2015532,-0.565952,0.65071905,-0.5036686,-1.0350121,0.21856478,1.3632281,-0.07578764,-0.06158876,-1.036118,1.1866595,-0.2674976,-2.0274587,0.9524448,1.6203,4.085318,0.25146186,1.4637501,1.9352702,-1.3666427,1.4889176,-0.53277457,0.6691969,0.43638378,-0.0044834525,-4.011801,-0.68340003,-0.06504346,0.06138262,0.08634305,-0.015293129,-0.65062904,0.9577721,0.012040213,-0.83777833,1.5986536,-2.0725746,-0.47123164,-3.9633,0.81760037,0.9941665,0.9169835,-0.8246814,1.5951,0.32930794,0.11026084,0.20655683,1.4855456,-0.34438112,1.8482256,0.5371818,-0.15126336,1.6018641,-2.2177305,1.553067,-0.5992512,0.75089073,0.52874553,-2.3928986,0.31395,1.17421,-0.5843194,2.1712499,0.9130898,0.23441239,0.54783094,0.27459443,-0.9058979,-4.5541,0.77790725,2.5021338,-0.697042,0.109412,-2.3644915,0.3506688,-1.9965614,0.27646264,-1.4952222,-3.1081693,0.5046536,1.3408964,-0.22347711,-0.20400894,1.7641805,-0.3098297,1.8849208,-0.21294999,-1.055248,-0.73644996,1.450328,-2.310663,0.066352695,3.431,2.81665,-1.2550492,-1.0333238,-0.46124116,0.82374036,-1.583617,-1.8370237,-0.9392434,0.25630462,0.17025,0.6118766,0.46976587,0.5465969,0.23656389,1.7956077,-0.52648467,1.1718317,-0.20833787,-0.5756953,1.6308571,2.7708716,-0.61620915,0.48674813,0.4126986,-1.1174825
10298,0.8970038,-0.15844488,0.30506563,0.5019757,-0.18607265,-0.17914689,-0.19582216,0.843716,-0.63976943,-0.07275395,3.0284395,-0.42187536,-0.80745596,0.19070114,0.33745,-0.74100626,0.5645444,1.9382656,-1.6373426,0.48150527,0.5149529,0.35333443,0.3770339,1.01676,-0.72535694,1.5964365,1.068229,-1.0245484,-0.36393583,2.222253,4.21455,3.1729681,-0.056676812,0.90575004,1.1773748,1.2410876,-0.82397246,0.06413804,1.2545464,-0.14089523,-0.33470145,-0.8703499,0.1876,0.011873558,-0.19923222,-0.42516497,-0.5455146,-0.3791175,-0.06439152,-1.54953,-0.1305809,1.5124768,0.39819852,0.2807086,0.37254998,0.7442204,0.79803455,-0.5689122,0.3073147,4.8325,-1.0085158,-0.5668676,0.024847455,0.8388942,-0.10910621,0.4337042,0.87691855,1.2868612,0.24445054,-0.36679673,0.22280727,-0.45079768,-0.017917812,0.39705616,0.6816618,0.13580002,-0.027718455,0.41197264,1.4207499,-0.7137586,-0.32803178,-0.9514317,-0.88384664,-0.20353062,3.9194002,-0.92648387,0.041876912,0.22421274,1.6382242,0.5016973,0.47995532,-0.6314458,0.00093609095,0.12711087,-0.79852915,-1.0643426,-0.2897523,-0.15365727,-0.44227332,1.0004935,2.0199924,0.6187458,-0.08485,0.03274358,0.8093,1.0536135,-0.4143022,-0.953856,5.16265,0.91700006,0.022670843,-0.51499844,-0.6086638,0.46926185,-0.13660017,-0.9174646,-0.18383485,0.84257543,0.3206,0.7633823,-0.20011865,0.11722967,0.7420038,0.20584191,-0.9505315,0.39346105,-0.30195895,-0.23949686,-0.55834377,2.151538,0.4423451,0.54308945,-0.54782176,0.14886652
10318,1.753787,-3.193893,0.9228512,-2.3029933,0.2983547,-0.7747955,-0.123622015,0.5709367,0.27527687,-0.83414567,1.8819536,0.18710537,1.19821,-0.31493622,0.116450004,-0.6335881,1.1319745,2.6919007,-2.3001442,-2.6767867,0.43313798,0.73246515,0.5871575,-1.8761413,0.6857463,1.9394257,0.30832773,-2.6295314,2.2732825,-0.93907297,-5.7776003,-6.3869047,-0.5255957,0.6285,-1.6732018,1.3213677,0.020607308,0.029171301,0.65036774,0.11276519,-1.5439795,2.5678976,-0.90485,-0.17480236,0.69045806,0.0754839,-0.72995746,-2.544072,-2.520812,-0.027213246,2.4893365,-0.65275675,0.0360502,0.40630454,-1.2021999,0.28704232,-0.4454381,-0.02131582,-2.257915,-2.4056,1.0736207,-1.1215148,-2.158992,0.075163186,6.016135,-1.2058148,-4.7175517,-1.0133369,-1.8686833,-1.6937617,-1.8024389,2.3570352,0.4408782,-0.017572626,-0.022462018,1.4634,-0.24476768,4.9530063,-3.13135,-1.3351144,0.1782056,0.9570623,-1.7129905,0.054509334,-6.02365,-2.2847764,-1.2383051,-1.6779847,0.28956908,-0.45100978,2.111985,-0.4935823,0.6626824,0.9469925,-0.64110553,-3.3459246,-0.45093846,0.26379642,-0.46831834,-1.2766623,1.2354561,0.71165067,-0.8081,0.87537193,0.10460001,-0.51979387,-1.8279867,-0.8425214,0.59205,1.03715,6.1430244,0.66895926,0.734583,-1.7007576,1.4069154,0.09583519,1.1131757,-0.8475018,0.5006,0.821972,-0.3668853,0.96289027,-0.8266916,0.09674038,0.15715134,-2.9137738,-0.8872493,-3.6207175,-0.42674735,-2.9838295,-0.96794116,-2.7060792,1.1451895,-0.155965
10320,-0.657466,0.1488027,0.4183763,-0.10499509,-0.106588766,-1.2633107,-0.07810383,0.5013768,-0.7918318,-1.0422261,3.0938687,0.57933015,-0.07784295,1.9044559,0.9697,1.0357915,6.50834,2.4642255,0.19156036,-0.4943435,0.84962153,0.014790453,-0.19131699,0.32168266,0.48822588,-0.9886312,0.14022036,-0.93965775,-0.787362,2.2352061,6.36595,4.1471634,0.095817134,1.42335,0.50767756,5.020216,1.4367372,1.4111938,0.14856131,-1.2228353,1.1803468,3.608748,0.11220001,-0.69948125,-0.17004856,0.02963382,-1.0282772,1.5694762,0.5320878,0.62400466,0.1420233,0.066881746,0.52574223,1.3590064,-0.107549995,0.29723734,0.3261031,0.7677835,0.017749906,4.6178,-0.48454505,0.1248866,0.14504585,-0.09197673,-0.85838294,0.4953057,1.1772434,1.6620721,1.5460299,1.5229877,0.814093,0.20176476,1.4194942,-0.53335416,-0.7971355,-0.2867,-0.3184607,3.139519,2.30615,-0.11793172,-0.9833317,-0.82994986,0.33962893,0.67605925,2.589,0.28009215,0.63580704,1.2814611,0.5404924,-1.2296667,-0.23281872,-0.7337221,0.41874737,0.44410494,-0.00029352307,-1.78768,-0.50419134,2.890682,0.79680663,1.4950657,1.7073078,0.80795366,-1.52715,0.05779265,-0.66305,1.4567448,-0.4038636,-1.1505321,4.7227497,0.75155,-0.23838723,1.4613749,-0.21855026,3.084169,1.1019492,0.37933904,0.9515103,-1.2397087,0.33725,0.6845316,-1.0037208,0.20605522,3.1404932,1.4430789,-0.78057665,-0.28172195,-0.51038957,3.5110335,-1.266763,3.844168,2.8775356,-0.043825418,0.5276323,-0.07389471
10329,-0.98545843,0.9270818,-0.89364266,-1.1954575,0.75291055,0.9491645,-0.5176492,0.26612458,3.543858,2.0042353,2.9871821,-0.43143815,-0.07068634,2.6722822,-0.91645,-0.62389636,0.06293319,0.43837568,0.037393704,0.536846,-1.4305942,-0.72267574,1.8293667,0.9026111,-0.15382783,-0.3571991,2.980689,1.2963187,0.8271005,2.6406565,1.50415,2.2691555,-0.3784979,-4.5084,-1.84376,-1.2010777,0.9226699,-0.90250677,-0.99882317,0.8366441,0.14835325,-0.30328655,-0.16319999,2.843443,-0.50224376,1.2365191,0.6738981,-0.65427864,-1.1562191,-1.1962891,1.7240919,1.1508873,-1.2627995,3.5097754,-1.29745,1.4060692,1.1092235,-1.2066724,-0.24527025,0.4398,0.3591614,1.6525232,-1.1777158,-1.2668662,0.5077681,-1.3068018,0.30042154,-1.091896,-0.9707378,0.8386503,0.08834705,0.7648606,0.64990604,0.2621719,-0.91642725,-0.54075,4.0200834,1.5294243,-0.05975,-0.30139345,0.25278568,0.6046684,-0.49294066,-0.08333094,3.45715,-0.014352173,0.83911073,-0.41473395,-0.7098383,0.8621763,0.73197174,0.47418118,1.6427822,-0.546324,0.15109664,0.93659854,1.1531057,1.2848296,-0.78685606,1.4449898,1.6002033,0.31414425,0.9884,1.744725,1.1387999,0.24755552,-0.6797234,0.46429023,1.3957,-0.49165,-0.6426363,-0.49605763,-1.4093851,1.5860577,-0.932875,-0.114641294,0.56686306,2.3473918,1.0926499,0.025166243,-0.1152779,0.053833105,2.1249614,-1.1304474,-0.59246635,1.3924282,0.52730244,3.4363503,3.936221,3.292021,3.0120995,-0.10129544,0.073435366,-0.21965642
10362,-3.354642,-1.8018363,-0.39629138,-0.9848946,-1.2080922,-0.15508783,-1.7945948,0.52538663,0.63179743,1.0397851,-3.5662465,-2.9025338,0.8861516,0.9417491,-0.10945001,-0.1613225,1.5542952,-0.24556379,-0.43142045,-1.0867274,0.8364217,0.32184404,-0.22943088,0.07053895,-0.3365837,-0.5930177,1.0442679,-0.110677116,-3.415597,-7.0077043,-5.76035,-9.582158,0.90740216,-4.51155,2.9550202,2.7801032,-0.52525413,-0.4958746,-0.14489114,-0.08388718,1.3921049,1.5764602,-0.51575,-3.6689782,0.9065529,0.7826625,-0.13375747,0.67222226,0.5654813,-0.12382863,0.13504705,-0.38274458,1.6280601,0.54066646,-0.12635,-0.5927991,0.5644581,-3.4547853,-3.0675375,-6.83455,0.4216075,-1.134415,-5.051209,-2.6892054,-0.57799006,1.117388,-1.0403148,0.4617769,1.7331696,4.4031663,3.4427803,-4.1337605,-1.2170529,-2.664294,-0.34357825,0.5254,-1.0991347,-1.0694994,-0.35669997,-3.4380505,-0.43188882,-3.0727339,-3.845297,-0.16433161,-5.52855,-2.1777172,0.4991992,-0.80735284,-0.38472223,-0.9119719,1.0374342,1.3208857,-1.3745929,-0.44501987,0.84763443,-0.4879926,-1.1920353,-1.3605304,-1.2470337,-1.1808622,-2.3945491,-3.857786,-0.61175,-2.1064754,0.7927,0.2915048,-0.8299846,-1.770801,-2.5834,2.23065,0.40337858,0.27956027,-0.94982713,-0.12850744,0.6316017,-2.5800796,1.5284446,-0.8695642,-0.22895,-0.26808882,-1.3016946,-2.2096128,0.7088412,-5.803122,0.09362021,-0.40689963,-0.039294075,-3.1538389,-3.555274,-5.7142143,0.28909212,-4.8228707,-0.8389283,-0.14033288
10398,0.45783064,0.91007733,0.6567512,0.85263294,-1.0973222,-0.7722196,0.2712987,0.59615064,-0.06426171,-1.0713643,2.1282837,-0.6167351,-0.17663926,-0.69330156,-0.31015,0.84174204,-1.0289925,1.4099257,-0.41241106,1.5010452,0.4420804,-0.18506837,0.68946457,0.87257034,-0.6736364,1.0289612,0.0030182377,-0.6694606,-0.5520405,4.0510116,4.03645,4.968739,-0.34050602,2.1472,1.6610434,-0.068878315,-0.7250654,0.47054368,0.4051459,-0.4295386,-0.04406388,0.56874585,1.12835,1.3419522,-0.09625773,0.594081,-0.3378717,0.7000078,0.98846936,0.6552926,0.26115635,0.025542378,0.017575964,0.5525792,-0.4757,-1.0686889,-0.701165,0.9924128,-0.85999036,6.31905,-0.07848889,-0.63682985,2.1132536,2.3759224,0.10606554,0.72584164,1.444666,1.6049266,1.7654264,-0.22104612,0.5188766,-0.22112784,0.032822043,-0.6221255,0.56978524,-0.2899,0.13561568,-0.41288358,1.4857,1.4011574,0.36286014,0.33812928,2.7905726,0.7596169,3.171,1.2007205,0.29204762,0.4561668,0.76670086,0.029517494,-0.5734568,-0.78418523,0.0005310029,0.306747,-0.47558504,-0.4149664,0.29342654,0.9933233,2.0773525,1.0284295,0.04070057,0.43346775,-0.23865001,1.3828732,-0.9995,0.64965194,-0.04154345,-0.15530494,3.3555498,1.91685,0.87232894,-0.29497465,-0.16249833,-1.0448171,1.2369568,0.043235898,0.88319623,0.11755607,0.1949,-0.18705274,0.29134244,1.1656942,0.2801783,2.7671726,-0.23411086,-0.59619004,-0.82091177,0.27810037,1.3959095,0.44489422,-0.8077794,0.6305584,1.5599723,0.49614748
10434,1.2152499,0.9732232,1.0025518,-0.44312555,1.3745339,0.31229097,0.19510077,-0.14114887,-0.857547,2.2188706,-0.16313764,0.8594072,-0.16220999,0.07391998,-0.23079999,0.48961982,0.6914236,0.19858527,-0.04812841,-0.15491317,-0.5551539,0.71761614,-0.1671821,0.15492624,0.78896016,1.4746165,0.86361575,1.097846,0.6782684,0.016629905,2.6634,0.056693077,-0.79484546,-2.19135,-0.700716,-0.91034,0.5499612,-0.07150843,-0.48756284,0.0075135008,-0.16851738,0.38129765,-0.7069,1.3248696,-0.23989664,0.23486012,0.3286172,0.4143628,0.14741737,-0.10585153,1.0985222,-0.5560735,-0.064312726,-0.020477489,-0.6053,0.47642016,-0.04796277,-0.20712581,0.12674293,-0.79915,0.72155166,1.1390946,-0.7571411,-0.35963857,0.0487898,-0.73255473,-0.44729897,-0.0580889,0.087067425,1.1268711,-0.44861436,0.921121,0.12108831,0.2400039,1.6170709,-0.50835,0.27252716,1.7030771,1.2856,-0.585562,0.046946563,0.84261465,0.30636427,-0.21750858,0.41730002,0.15732199,-0.9925828,-0.12907091,-0.5634016,0.031490475,-0.1320357,-0.14891396,2.6296039,0.7568433,1.4533339,1.9795389,0.74746376,0.60864836,-0.026768208,-0.6650638,-0.8224344,-0.30275655,-0.73955,-0.5405023,-0.22215,-1.876902,0.6539341,-0.07648192,-0.117899954,-3.1496,1.0318758,0.12311844,0.72557974,0.7674155,-0.5139528,1.5109149,-0.644934,-0.8956752,-1.858,0.06573216,0.37147647,-0.14438257,0.72664255,0.8316379,0.45317852,0.63237953,-0.24955617,0.42421928,-0.05157844,0.2904371,0.14131464,0.76254064,0.62933433,0.114542246
10450,-1.1842573,-1.4583437,-0.623286,-1.3781457,-0.36145335,-0.27143082,0.572034,-0.79884124,1.6435256,-0.2232365,-3.466899,-1.3180746,-0.76876986,0.42906737,0.13970001,-1.1192931,0.28415725,-3.212135,-0.07403206,-0.9568045,-1.228977,-0.18239795,-1.2738048,0.21242015,-0.6162317,-1.4263599,-1.543457,0.11493284,0.012178779,-1.5247065,-4.8166,-5.3912926,1.2187492,-2.3126,-1.0245595,-1.2494993,1.9030858,-0.5634738,-0.024697095,-0.10633425,-0.73091537,0.14172918,-0.4541,1.3268847,-0.3781104,-0.36916578,-0.8920765,-0.49772912,-2.1687853,-0.7767886,-1.2553859,-1.6873865,-1.0851246,-0.26907113,0.86375,-0.62051535,-0.7481572,-1.3032081,1.0762877,-7.8162003,-1.92804,-1.0958909,-2.647689,-2.2391229,-1.0310867,-2.8359678,-2.2614489,-0.98127604,-4.4423256,-1.1137218,-2.778206,1.4473281,-0.6924065,-0.85712034,-0.2110439,-1.3529,-0.81164503,-0.60624874,1.40325,-1.7098627,-0.3389638,0.041108415,-1.1068172,-0.87775683,-5.0611,-2.3018367,-1.558226,-0.8385005,-0.4034896,-0.5353261,0.54539967,1.197725,-0.7754706,0.71080303,-0.07419687,-1.5029366,-2.0016596,-1.9422785,-0.69781125,-2.2788517,-3.9329562,-1.5773054,1.3159,-0.9591187,1.12665,-1.655329,0.3961209,-0.8216221,-6.6045,-2.96495,-1.1105266,1.4194796,-0.9700695,-1.4257843,1.294926,-0.15742345,0.18148717,-0.5304669,-0.94965,0.558175,-0.7041929,-1.1813409,0.9607152,-4.324265,0.44587642,-1.5574267,0.66631913,0.30889732,-2.6876457,-1.9812169,0.3426792,0.8047313,-1.210186,-0.42129073
10451,-0.21214448,-0.080744684,-1.2856524,-1.0497853,2.8311632,0.78819966,-0.06884077,-0.6775034,1.3407626,0.28308073,0.8651606,-1.9356987,-0.22501354,-1.2200974,0.56285,-0.75491095,1.0390157,-1.3139768,-0.30611756,-0.534999,-1.6602542,0.77570206,-0.4270514,-0.32265425,-1.8423531,-1.9404632,-0.6730779,-0.1358909,-1.1956179,-1.3709424,-0.70360005,-0.004857689,0.35330844,-0.12285,-1.0473158,1.5761285,0.01921156,-0.806373,0.9350201,2.947998,0.3257274,-2.7522216,-1.8251001,-0.5724699,-2.144967,-1.3064901,-1.8000474,-1.1097918,-1.4123808,-0.9413637,-2.55646,1.6360619,-0.116753906,0.84641886,2.81265,0.16466436,0.11400762,-0.36074567,0.5094662,0.26035,-1.9665594,-0.639905,-1.9661009,-1.8103535,-1.7213562,-1.1157764,-1.3989689,-1.3382554,0.9310767,-1.0392647,-1.2709655,-0.48106053,-0.35642397,2.280964,0.32705754,0.446,0.27107415,-0.993198,-1.05445,-1.6999285,0.8361442,0.43923318,-1.9218957,-0.9042891,2.0376499,-1.2550724,-0.9608484,-1.1307619,1.2494283,0.4966243,-0.74260736,0.833882,-1.3713527,-0.38145,-1.1871154,-1.7219342,-1.2116725,-0.63920164,1.0790639,-0.28645688,-1.9965689,-0.6783099,0.20740002,-0.11484639,-1.15535,1.6221405,-0.12137616,0.4582138,1.89475,3.2646499,-1.15528,-0.43885046,-0.23492911,-0.09738305,-0.7420159,-0.6547446,-0.5150492,-0.15823632,-0.67465,0.9774739,1.2776744,-0.7032795,-0.6690146,-2.0072136,1.0129502,-0.6995966,1.5733248,-0.26802468,-0.74896854,0.47392827,0.43393514,-0.15657067,-1.2421902,-1.2371709
10489,-0.05440165,0.3022834,0.04539605,0.14991961,-0.048811063,0.37570214,0.8704002,0.12507072,-0.70042163,0.44838905,1.3733202,0.7323597,-0.28588897,1.7413771,-1.3253,0.77997077,-0.75176954,1.1650264,1.5553102,1.3799739,0.8491777,0.39402524,-0.06291735,0.43712094,0.7205569,-0.099930555,-0.9626607,1.0501113,-0.54385483,2.632186,0.7437,2.2467105,0.14705177,1.3053,3.3720627,-0.5661255,1.0396123,0.5636729,-0.052403957,1.1588438,1.3066463,-0.42994565,-0.2639,1.8626931,0.5220979,1.1182228,-0.020632476,0.0356834,1.0168988,0.58572215,-0.2141678,-0.84956586,-1.8768643,0.9494481,1.2692001,0.43027046,0.24078868,0.11095494,-0.032958634,2.2495,1.5930475,1.0746746,1.6225309,2.5286436,0.9303008,-0.4302674,-1.7586573,-5.968603,-3.2909944,-4.628046,-2.190588,1.6963024,1.706478,0.73802346,-0.5415784,0.1803,0.10904316,0.22155762,-0.2461,1.9604189,1.6731925,0.8449898,0.2971332,1.0557072,-0.79765004,2.4578943,0.87742317,0.27002305,-0.7452493,-0.20325646,0.65516555,-0.78445655,0.46185142,-0.024087787,0.8813251,1.2136725,-0.005365759,0.30162576,0.97549045,2.4431565,1.3356619,0.9515575,-0.10825002,-0.18379761,0.50125,0.6596659,-0.21792361,0.27854633,1.84735,-0.36875,1.2470253,-0.43595526,-0.3153689,0.5344866,0.24486876,0.06040652,-1.6198432,0.93484205,0.3208,-0.7649699,-0.10760681,0.61306405,2.0735192,2.2982526,-0.27969313,0.04780367,0.65680844,0.9202918,1.8282433,2.9658453,0.30343822,-0.72632277,1.3427923,0.52222085
10491,-1.5227172,-2.3129005,0.042467833,-0.56774783,-0.55204344,0.013258658,0.13028616,-0.73054415,0.27880162,-0.25220916,-2.6938462,-0.08614702,-0.8439552,-1.1125091,0.42965,-1.1201341,0.39394015,-2.7614336,0.5149836,-0.7860458,1.322538,1.5088304,0.3288024,0.4719597,2.542077,-1.2028666,0.11025272,0.14399405,-1.5812933,-1.2382883,0.6908,0.13809168,1.7321749,-4.11935,0.59362614,-0.21700707,1.2863352,0.49931684,-1.7873192,0.8406464,-0.10481295,-0.3700838,-0.4049,1.9362237,0.39429826,1.451534,0.5919445,-0.24598551,0.16307384,0.7221074,-1.1333541,-0.5527052,0.2605234,-0.3642259,-0.017900001,-0.35831654,-0.8835351,-0.18812805,0.7166287,1.438,-0.49928856,0.83111703,-1.8909171,-1.5724573,-1.0349003,-2.0847018,-2.9692824,-3.7641654,-3.425848,-3.2519348,-1.8252597,1.3724487,0.47050148,-0.43931168,-0.90305024,-0.97655,1.3575563,-1.0180954,4.42935,-0.68155813,-0.2154682,-0.062084414,0.73595554,0.23953915,0.7108,-0.6238351,0.08053738,0.3574538,-0.6109566,-0.59822214,1.2184234,1.5545583,1.761755,-0.29838946,1.3067317,-0.6532327,-0.20249829,-0.09456545,0.75317395,2.9663699,0.46003678,-0.03319111,-0.62635,-0.8814126,-0.25800002,-0.533,0.27170274,-0.06280044,-1.7954,-2.5118,-1.6789753,0.38038406,1.3437754,-1.1667088,-0.67841774,0.18412079,0.9280824,0.15664084,-0.05315,0.49000078,-1.026683,-0.6998453,0.30382967,-1.9530438,0.7379385,0.8691589,0.13885722,0.19981016,-1.8519522,-1.2303777,2.5144346,-0.9250577,-1.004961,-0.041086465
