,ST1076,ST144,ST16853,ST16876,ST17005,ST17019,ST17262,ST17292,ST17301,ST17302,ST17332,ST17337,ST17431,ST17448,ST17451,ST17452,ST17453,ST17606,ST17707,ST17814,ST17822,ST17911,ST17912,ST18016,ST18027,ST18683,ST21,ST25,ST25585,ST25632,ST25633,ST25634,ST25646,ST25678,ST25684,ST25688,ST25693,ST25700,ST25720,ST25721,ST25723,ST25727,ST25729,ST25730,ST25731,ST25732,ST25741,ST25746,ST25748,ST25774,ST25775,ST25777,ST25781,ST25783,ST25785,ST25786,ST25787,ST25795,ST25826,ST25835,ST25849,ST25851,ST25863,ST25869,ST25871,ST25877,ST25880,ST25883,ST25886,ST25895,ST25901,ST25907,ST25929,ST25945,ST25947,ST25972,ST25983,ST25984,ST25995,ST26008,ST26015,ST26020,ST26090,ST26095,ST26096,ST26099,ST26139,ST26141,ST26183,ST262,ST26248,ST26257,ST26328,ST26330,ST26331,ST26332,ST26360,ST26363,ST26494,ST26603,ST26604,ST26608,ST26889,ST27081,ST27223,ST27394,ST27414,ST27418,ST27938,ST28,ST28029,ST28033,ST28307,ST28391,ST317,ST338,ST339,ST462,ST4728,ST485,ST598,ST605,ST606,ST607,ST639,ST643,ST659,ST713,ST738,ST766,ST817,ST891,ST952,ST965
5641,-3.1755607,-6.4746294,0.64281595,-1.5097594,1.0644839,0.41489983,1.450179,-0.0048228726,0.027215868,-0.044704556,-6.132638,-1.761746,-3.1511593,2.0934384,1.06,1.1357454,0.28307602,-3.588921,-0.57486564,1.2118728,1.1310201,0.92262995,-0.24105236,2.2248244,-0.13748187,0.63576686,1.1613588,0.43961847,-4.733078,-7.0581803,-1.9915001,-6.268779,1.0316566,1.25575,1.0455071,2.0826306,1.2373084,1.2270383,1.3162844,0.18484962,1.2868345,1.08431,1.5156,1.4185138,1.172411,1.5968908,1.1135905,0.8615826,0.7260795,1.6571685,-1.5115387,0.6512972,-0.63891613,1.2059312,-2.5908,0.22518115,-2.126088,-0.025350623,1.192151,-5.17245,0.6882528,1.1170753,0.113432705,0.4778005,-5.3522367,0.24500194,-0.2733793,1.4506161,1.4546915,0.035928667,-0.088815,-5.726466,-3.5919378,-0.02434215,0.026773322,-0.7621,0.17982882,-4.598269,-1.0114,1.1805586,0.3487476,0.83768046,1.0074542,0.92948526,-0.20144999,1.1602548,0.5678018,2.2285645,0.58871025,0.71566755,-5.9800825,0.48505908,0.6999721,1.4244918,1.4470958,0.47009996,0.51067954,-1.0379709,0.79454005,-0.7034061,2.2058506,0.9875617,-0.7623,0.5651404,0.0827,-0.77179044,-1.2101574,-2.8830261,-2.296,-0.48649997,-3.7217357,-0.02622968,0.75748026,-4.6787357,-2.8727283,-0.34187973,1.4498243,-1.4500008,1.09255,-2.1552498,0.13703811,-1.4087228,-0.20747359,-5.828075,0.09365103,0.28612506,0.6407466,-3.3849528,-4.22902,2.1480603,-0.21952601,-0.79000777,-6.454914,0.5644912
5654,-0.056639567,0.025259435,0.4148713,0.059875146,0.9351001,0.17226233,0.48688716,0.79219997,1.0170143,-0.10481155,2.931624,1.2732549,1.7305217,0.2800675,1.2086,0.16273844,-0.71836686,-0.23482853,0.63854766,-0.09690276,1.4449961,1.1941985,-0.6844313,0.5887235,0.15047023,-0.076934785,1.684004,-1.014897,-1.0500255,-0.3093583,0.17425,3.647462,-0.21719037,2.3912,0.08296132,1.713912,0.97569036,1.023267,1.0415509,-1.532425,1.4502474,0.10142696,0.4309,-0.29344732,1.7593596,2.4129548,-0.014194967,0.22371934,0.5796885,-0.8641788,0.2951722,2.1712923,1.1466722,2.1436136,1.97805,0.21238829,0.9727698,-0.70689064,-0.19442715,3.9759998,-1.2667241,-0.31861648,-0.15688366,0.053278416,-1.6003945,1.0379659,0.5628482,1.6537545,3.4210782,0.094842374,1.2141554,-0.11890239,0.10481209,0.08779007,-0.049065575,-0.17920001,0.30318058,-1.7183297,0.66620004,0.50148433,0.59061694,-1.0222018,-0.010831676,0.40718764,2.6667,-0.38607657,1.0788354,0.26331717,0.05517377,-0.57279587,0.2663011,-0.07286854,0.5984571,-0.53884673,-0.7423368,-1.8824868,-0.8492794,-1.2793427,0.10796607,0.008130722,0.11054747,-0.036621917,-0.02205,1.2518517,0.46490002,-0.80513895,-1.5586505,-1.5652046,1.6920999,-0.72525007,-0.6033536,-0.35340145,0.4653446,0.3845672,-0.20361502,1.1111171,0.5790068,-0.35406816,-0.93659997,0.61589557,-1.0775826,-0.15844256,-0.57459533,1.5055908,-0.88641423,0.5075755,-0.29544243,2.3423753,-0.1455015,1.7617189,1.8836088,0.74315584,0.607767,0.4278231
56654,-0.5769123,-3.460218,-0.6971055,0.12101739,-1.2681831,0.1401253,-0.19338638,-0.31391636,0.23340884,-2.898338,-1.2192752,0.6436312,0.37342125,-2.396093,1.06495,-0.9235227,-0.03443385,-1.653209,-2.1897027,-0.20272154,0.16869737,-0.10403156,0.49075085,-0.9516942,-3.2623186,-1.058078,-0.32760477,-1.4231262,-3.5748816,0.13014504,0.3965,0.51913047,-2.3229072,-0.14525,-1.3065219,-1.1229339,-0.14053765,-0.83600324,0.78432393,-1.8062758,-0.5065844,-2.2197752,-0.9425,0.2958637,-1.1023278,-1.4909506,-1.4015036,0.63834953,-1.0508386,-0.9408189,-2.4811401,-2.6935968,-4.59159,0.21170545,-0.9153,-0.6507195,-2.4397542,-1.7684984,-0.80697787,-3.242,-3.6547704,-2.5642996,-1.5480994,-0.7745025,-4.4038625,-1.8310097,-4.391038,-1.012913,-1.5659788,-1.7353588,-3.7030854,0.49574462,0.2851,-0.42270696,-0.06599523,0.86355,-0.06989651,-1.961261,-1.7428,-0.9938034,-1.4459908,-1.0850112,-1.9947529,-1.1465746,0.1027,-0.97741294,-1.3440437,-0.6748078,0.09258715,-0.29781276,-0.6365899,-1.129136,-2.3409255,-1.9255013,-2.2229953,-2.3081613,-1.1849709,-0.02432932,0.010465667,-0.02515164,-2.3876295,-1.0146914,0.34585,-1.0628495,0.107999995,1.034302,1.1948669,1.0047642,0.42785,-0.33195007,-2.364606,0.5559504,-0.6342911,-0.11568183,0.13090286,0.4384234,-0.15910883,0.57441026,-0.83129996,0.87601155,-0.289846,-0.6368692,-1.6858768,-2.188701,-1.0496066,-0.65233123,0.22278103,-2.4775457,-2.9744189,-1.1449533,0.46148926,-1.7174689,-0.44459608,-1.3180768
56889,-0.1458852,-1.9854902,-1.1167983,-2.1317368,-0.8873793,0.3078445,-0.38582903,-0.8695018,0.78342116,0.17634314,-1.0741651,-0.5388704,-0.09871298,-2.8451207,0.011500001,-1.1530571,0.6246952,-0.75419337,-0.5490071,-0.42356092,-0.53497934,0.559871,0.3561432,-0.5082061,-0.94998014,-0.69392014,0.18621886,0.2644359,-1.5753517,-2.006502,-2.8024998,-2.6867552,0.8554578,-0.29175,-0.876889,0.2522583,-1.1907264,-0.98680824,0.5109712,0.2839447,-1.3472788,-0.42213392,-0.40014997,-0.56802905,-0.6207168,-1.1833241,-0.9999147,-0.681147,-1.4347403,-2.724111,-0.7975487,-0.09506512,0.7271866,-0.8009103,0.95185006,0.7120664,0.022407025,-0.6519588,-0.14632584,1.4672999,-1.1510364,-0.073227435,-1.0443944,0.070896536,-1.1592958,-0.6661975,-0.705242,-0.44311768,0.25996363,-0.983384,-0.74728143,-0.4143364,-1.4619312,-0.0109538585,-0.10089751,-1.7356,-0.5517565,-0.7926526,0.3135,-0.61273754,0.47632656,0.2616481,0.002211988,0.49614584,-1.40335,-1.3304787,-1.6544442,-2.5702162,-0.8999275,-0.7774441,0.54784113,0.9133938,-1.2018324,0.4134277,-0.5547143,-1.181537,-0.8628042,-1.2206984,-0.85912144,-1.2300797,-2.4698374,-0.48590255,0.4836,-0.14348394,0.3615,0.07635875,-1.8054886,0.23040956,-4.5962,0.049450003,-0.64316124,0.14552972,-0.38464558,-2.5738232,-0.8517461,-0.60829586,0.47787908,-0.2650985,0.45444998,-0.22378144,0.61893874,-2.1681485,0.09945741,-0.96085966,-0.042661592,-0.8618964,0.7552775,-1.0439571,-0.07206838,-1.7287278,0.32994917,-0.23163338,-0.7695787,-1.431327
56924,0.021520197,1.5473671,0.37874913,0.35336486,0.07629457,-0.6255074,0.4330735,0.8534277,0.82759774,-0.83689487,4.887491,-0.029393286,0.56711507,0.24020658,1.0088,0.82132405,0.2146516,0.14678276,0.43760478,-0.7559838,3.8131824,-0.004713744,0.1403661,0.8126508,1.4543405,0.3830133,-0.059047863,-0.8342273,-0.22450496,4.051029,4.7833,8.7170515,0.19594511,0.33495,2.3961673,1.9931928,0.7401628,0.5934559,0.68208736,-0.88467586,0.8985783,0.6471915,0.51475,0.94359684,1.0967307,0.45081043,-0.05512599,0.2705163,0.669289,1.1044755,0.42311662,0.61596894,1.429999,1.3300122,0.32410002,-0.6963365,0.088418975,0.7182394,-0.6837268,7.8655,-0.35410777,-0.33117163,-1.3208423,0.94532514,-0.7572535,0.22639439,1.0547235,0.7034172,3.4728882,0.9759213,0.8677176,-0.39291883,-0.28825927,-0.50920737,0.010497481,-0.25530002,-0.8022085,-0.43198365,1.2234,-0.023883805,0.5596349,-0.57994354,0.13164109,1.6865759,4.2958,-1.2305152,0.6789155,1.5340691,0.484794,-1.1766614,-0.15486813,0.41553143,0.27039307,0.08078882,-0.11914107,-1.29259,-1.0313795,-0.29698592,1.3597467,2.9685476,1.9888994,-0.3341759,0.82414997,0.5717486,-0.1371,0.59892404,0.32781577,-2.082297,6.061,0.29364997,-0.15679225,-0.34104586,0.5974616,0.21627331,0.5507143,-0.05056873,0.9553231,-0.5009222,-0.10075,0.5717973,-0.9592061,0.013615638,-0.69500595,2.1131022,0.024137355,0.5130373,-0.7803824,0.3676581,-1.0555987,0.39083973,-0.08466215,-0.2570085,-0.076898694,0.15215367
56940,-0.50283575,-2.9528403,-0.73306525,-0.017725363,-0.4125983,-0.18736067,-0.8985939,-1.0345731,0.9418417,-0.8103149,-2.0960047,1.3855883,-0.46655452,-0.8618523,0.74085,-0.98559135,0.38376164,-2.7240424,0.45969597,-2.9449496,-0.42544198,1.2277627,-5.3718424,-0.06705454,0.4987533,-2.2235136,-5.7990403,-1.8076257,-2.2496421,-5.398664,-5.03875,-4.281248,-0.5119223,-2.4172502,-4.4510493,1.5969685,-1.236944,1.1563553,1.1902238,-1.1687384,-0.07093406,0.34136844,-0.68275,0.02342985,0.20096594,-1.9551526,-0.72679,1.4511212,-1.8739796,-1.5400075,-1.1506398,-1.1767445,-1.2623706,0.56946504,0.92859995,-2.227613,-0.3029213,-2.2824051,-2.5906897,-7.21585,-3.0787232,-0.34726965,-2.1084633,-0.76448536,-1.602454,-0.6728904,-4.117246,-1.1477009,-3.2477865,-1.5275141,-2.0813003,0.7739043,0.019709736,-0.9234204,-0.022386357,2.1006,-2.702,-2.1208584,-3.96875,-0.7100127,-1.9383538,-0.43260524,-0.7569242,-0.29235443,-4.14795,-1.2552103,-0.014321126,-1.2772903,-0.09982307,-0.78567135,1.2149985,0.53975195,-1.5737423,-0.04891239,-2.4617362,-5.089527,-2.8671427,-2.4437125,-1.0027899,-0.6838865,-4.4021044,-0.78754073,-1.22335,-0.24549699,0.064200014,-0.20625663,-0.29969802,-0.5085045,-4.5699997,0.624,-1.0662782,0.34283674,-0.47758275,-0.0735022,0.3631348,0.40872198,-1.0018469,-1.2231163,-1.183,0.92883337,-2.3928754,-0.879518,-3.8978815,-3.0204594,-0.34532386,-5.1172104,0.44943774,0.9027247,-1.6482273,-4.0386686,0.30361742,-3.1184728,-0.7130663,0.5348718
5696,-0.12210351,-0.37871185,0.41235074,-7.0091867,-0.18536091,0.5556534,3.0851092,-1.7751858,0.2839714,1.0573401,-3.6556854,-3.7259169,-2.031281,0.26844415,-0.4263,-0.37099457,0.88364017,-0.1089814,-0.86923283,-0.6097334,-0.36420864,-0.7210938,-3.446714,0.027457565,-0.11562915,-0.08394182,-3.9466367,0.85742927,-2.409062,-5.1853375,-7.90015,-7.100394,-0.39197403,-2.7994,-1.9455565,-6.8223553,-1.1547077,-2.2382,-0.7158047,0.8826351,0.5315832,-0.03716129,-0.8713,0.025681004,0.037323494,0.029100433,-0.13874376,0.2913216,-0.8046279,-0.01716803,-2.9365516,-1.6918287,-2.9092352,-0.104438335,-4.98935,0.8097749,-0.3803829,-3.7717896,0.0034835935,-4.62705,-0.43870628,-1.8530374,-1.6761502,-2.0391257,0.39568302,-3.6115646,-6.5636973,-0.81340617,-3.5144343,-4.5879226,-5.4294252,0.17373279,-0.807104,-0.20413604,-0.27822748,0.2816,0.19396938,1.1556976,-4.33495,-0.5456675,-0.01835253,-0.7662627,-0.5969434,-0.35349703,-10.0,-0.93510866,-0.30973846,-1.0312006,-0.4522209,-0.21398635,0.9814013,0.6831157,-1.5685203,-3.8830512,-3.1684809,0.0028658062,-3.0032372,-3.1811364,-1.1048049,-5.5659266,-4.4517913,-1.5484427,0.69229996,-1.8308522,0.67915,-0.942899,0.4547634,0.9678999,-5.41255,-3.58495,-3.3575752,0.18354298,-0.5796083,-1.1343894,-0.53995764,-0.2507638,-3.514349,-2.8408046,1.3180001,-2.439615,-0.7293098,-0.9088791,0.8315187,-1.6215947,-2.6062946,-4.0647326,1.2452303,0.35549292,-2.0874126,0.521435,-0.3390544,-0.4254184,-3.7436676,-0.53882027
5699,-0.08605555,-4.1067047,-2.9211154,0.29732937,0.8664111,-0.22116542,2.5688782,-1.04635,0.50863343,-1.6832793,-1.6272067,-0.15985152,-1.9834931,0.64211106,0.46545,0.18134837,-1.3412117,-1.125685,-2.666454,-0.6245636,1.1197649,-0.50527036,-4.6899605,-0.84320605,-0.4342166,0.17755684,-5.425867,-1.0616758,-2.4430697,-2.6695542,-4.07085,-4.210686,-0.11001593,-1.15315,-0.9870403,-0.12347621,-0.020703584,0.27428517,1.2624557,-0.15461737,0.4406317,-0.22132683,-1.4247501,0.757119,1.2224761,1.5160868,-1.6468989,1.7791308,-0.2986252,-0.40756696,-3.3244517,-1.3678957,-2.5178638,1.0904169,-0.10849999,-1.7508706,-0.57324123,-0.20528679,0.7686697,-7.3006,-2.92395,-2.3293107,-1.5974312,0.31326413,-1.9425883,-4.637758,-3.222093,-1.3590919,-6.2202454,-0.8107765,-5.695384,-0.56589746,-0.5039864,-0.46076375,0.5186691,0.91394997,0.3666793,0.15624256,-2.72825,-0.07871193,0.8163284,0.54159564,-0.24453051,0.21118146,-7.37705,-0.5858766,0.5707884,-2.5483012,0.87709713,-0.22964841,-0.07640097,-0.050008282,0.49951267,1.4683089,-2.8498712,-1.8017955,-3.7884314,-1.8865288,2.229422,-2.70685,-4.3087883,-1.5863473,2.41435,-0.6510317,1.3151,-0.1096212,0.3259887,0.8373745,-4.6981,-1.5214,-0.9089633,0.7672373,0.30541885,-2.2939353,-2.471582,-0.35784593,-1.9807181,-0.33174697,1.1034,0.7191372,-0.4818306,-0.96212274,-1.0427028,-0.7359154,-0.38772807,-5.2210493,0.3306856,-2.3029263,-1.4797701,-0.1244297,0.33087146,-0.18873265,-0.8052546,-1.8563732
56997,-0.811749,-1.6966524,0.49712756,0.4931612,0.7762647,0.1235646,0.5753918,0.20189077,-0.027246498,0.51696575,-0.6498672,0.13471907,1.1691916,0.48518804,-1.39975,-0.6580322,0.39854962,-1.6165483,1.2190555,0.7045222,-0.11149289,-0.2229102,-0.79003656,1.6729845,-1.0359741,-0.8367497,-1.226734,1.1560019,-1.3620449,-1.4223819,-2.2642,0.07083595,-0.21527652,0.5421,-0.22902372,-1.0651248,0.3798054,-1.1987638,-0.1355021,-0.5325573,-0.26511654,0.28721207,0.80499995,-0.50390065,1.341991,2.3331797,-0.33369485,1.6410882,-0.39585674,0.36401275,-1.1159041,0.31238514,-1.2298379,-0.23996401,1.9151,0.91482663,0.9567917,-1.0322574,0.7257003,-2.0386,0.99420846,-0.26842824,-0.016728401,-0.04465227,0.0055746436,-2.3117013,0.03829217,-0.83394486,-0.40338933,3.2440772,-0.3268199,-0.33527464,1.0597408,1.1226465,-0.16744867,0.21164998,0.2102289,-0.62294567,2.14075,-0.78717875,0.8477225,0.50879407,-0.60710263,-1.1839261,-2.06655,-0.5181638,1.3253204,-0.6192038,1.6322576,1.8423579,1.565454,0.46844417,-0.059711874,0.89182794,1.2505006,-1.1622213,-1.0455862,0.009059595,-0.075098276,0.8694272,0.6241815,-0.39348242,0.48455,-1.0705808,0.14720002,-0.078348964,-0.27103,0.5326174,-1.3298,0.4925,-0.612941,1.384399,0.5503694,-0.2750403,0.84244895,0.16418514,0.994572,-1.2636156,0.9243,2.165927,-0.17839871,1.0544397,0.9348165,-0.9906096,0.29204702,-0.3692094,0.3884014,0.69654024,-0.56303406,-1.6736503,-0.20086715,0.32578573,1.7082901,0.11798474
57019,0.3965062,-0.1115806,-1.5851948,-1.0520487,3.6501656,0.0033715293,0.4640212,0.30757743,0.122257136,7.337264,1.4505596,-1.7254953,-0.5332286,-1.0888811,4.3903,-1.1772193,-0.5489299,0.6247399,-2.2083368,4.2149487,-0.94699407,-1.2697603,3.9555247,-0.030159961,-1.1780748,-1.0897237,0.07727987,0.49235907,0.14556797,0.85844624,-1.4939001,-2.6470842,-1.1575261,-1.4193001,-0.70207363,2.2862463,-1.232904,3.7521427,3.91462,-0.101924405,1.7222059,-0.39550337,-1.40565,-0.5514492,-1.9027807,-1.0123762,-0.87608445,-1.7221692,-0.90017086,-1.1519884,-1.4625599,0.33580953,2.0884547,-1.4971929,-0.9759,-0.11880608,-0.39721158,-0.53520393,-0.9374427,-1.8331,-0.3171506,-0.50250196,-0.29690948,-1.1277597,-0.7170639,2.01783,2.0880594,-1.1597124,1.3468542,-0.48865107,0.09066978,-0.4171506,0.10682578,2.1881275,-0.25673395,-0.63705,-0.61432105,0.8481925,-0.75365,-1.2633604,0.7823286,0.6804459,3.7397509,2.4156766,0.59925,-0.451084,3.273184,-1.1895075,-0.27964145,0.5402922,0.48359823,-0.028566457,-0.86294365,2.5562758,0.11947737,1.4605821,-0.060421646,2.9603772,2.1408095,-0.510095,-1.1416304,-0.72646236,0.65755,0.22627243,-0.0844,0.58991665,-0.09681299,0.15391625,-2.74405,-0.61095,0.796681,-0.180808,-1.1050084,-0.45435756,-0.25590184,-0.17447576,-1.0940135,1.1112293,0.50355005,-0.018604934,-0.30173212,2.809386,4.477433,0.9832579,-0.13837439,-0.27265513,3.0815232,2.544848,1.2016201,0.95886034,-0.3052551,0.47392282,-0.5429929,-2.152767
57048,-0.8336132,-3.018216,0.6583963,-0.7104467,-0.10212925,-0.57112575,-0.033951797,0.19642529,0.99028397,-0.487531,0.86976373,-0.25767353,-0.4975974,-1.676108,-0.07180001,-1.4493537,0.13437521,-2.7712758,0.38086525,1.3241853,-0.82612795,0.32983023,-0.9568671,-0.5430467,-1.3432777,-1.6970263,-0.4803134,-0.4848131,-1.7596853,-1.4751055,4.8794003,1.3640796,0.5079864,-0.33564997,-0.36255932,1.0130153,0.9541657,-2.1186209,0.3755916,0.26641944,-0.986836,1.2690297,-2.23245,1.3842716,-0.40836132,-0.28520617,1.399803,1.9748441,-0.1880033,-0.6770137,-3.7862206,1.7203057,2.7136803,-0.32252377,0.80005,0.84932864,-0.46289784,-0.60526425,0.86551225,2.7921,-1.3492093,0.033562563,0.25572276,1.5193298,-2.3009098,-0.047388673,-0.46504873,-0.48219365,-2.110526,1.4091983,1.808655,1.5012306,-0.4741188,-0.5550115,-0.6631554,0.39104998,0.043580517,-2.1310182,1.12865,-0.5665175,-0.5310589,-0.807182,1.4252207,-2.086259,1.2963499,-0.12674111,-0.5061165,1.2751913,0.9603046,0.40708324,0.9588312,0.21337293,-0.2227028,-0.46950144,-1.7589538,-2.5413504,-0.51424706,-0.96252775,-0.08427624,-1.3355607,-1.7303358,-0.37764284,-1.1139001,0.31010473,-0.13075,-1.4488261,1.9248683,1.0830591,1.5030001,1.08275,-0.4933946,0.71212345,0.6817369,-0.5265198,0.55306,0.09385432,-0.9780476,-0.37457448,-0.25545,0.08681136,0.74832124,-0.052326806,-0.61265785,-1.7589725,-0.2842043,-1.1632098,0.76370907,0.6663957,3.7586768,0.9752961,2.291651,-0.4842121,-0.6927911,-2.5472806
5708,0.26216727,-0.05880353,-3.2391753,1.0167348,0.002299659,0.32741755,-0.4185512,-2.5705574,0.7050482,-0.46295336,-0.97094184,-1.6397978,-1.2506574,-1.9820764,-0.013399996,-2.7028568,-0.02612245,-0.8716823,-3.524747,1.5613425,-2.3314507,-0.4766001,0.7940316,-0.47092825,-2.0711179,0.22900823,0.28202033,-0.01432243,0.7509896,-0.36513752,-1.07405,-1.3211834,0.07813303,0.8518,-1.5328878,-3.2699614,-2.7682786,-1.5095613,1.070533,0.035565488,-3.6351924,-1.1473706,-1.33525,-1.3886303,-1.1988813,-2.392439,-0.22800171,-2.065671,-1.1518242,-0.35440332,-2.2028842,0.0062173456,0.04626751,-2.3130913,0.97389996,-0.36210194,-0.07029673,-0.5359806,0.474185,-2.46555,-1.1102502,-0.59546614,-1.3924938,-0.85501796,-0.9175733,0.23381658,3.2928624,-0.7279457,-1.9363093,4.3984146,2.0230174,-1.112907,-2.0264277,-0.1629568,0.18356994,-0.39560002,0.21840091,-0.15546001,-0.6336,-0.8672803,-0.18747656,0.46080267,-1.5715082,-2.8652484,-1.21085,-1.3564693,-1.8218486,-2.1822853,-0.366544,0.77671105,-0.18931118,0.9052658,-1.8421216,-0.48708358,-1.2717024,-1.4211416,-0.12698585,1.0713018,-0.9064896,-0.8386141,-1.2685468,-0.48078114,-1.2635,0.7197301,-0.878,-0.292949,-0.1543317,-0.04926849,-0.43135,-0.72305,-0.63866955,0.4002292,-0.15434879,-2.3501923,-0.1739135,-0.46994913,0.32805166,-0.067842364,-0.1629,-0.19243206,-0.2006397,-0.4373144,-0.7863673,-0.97692645,-0.57894504,-0.33952466,-0.19004369,-1.9863206,0.38021147,-1.4145751,0.28901356,0.46208537,-2.539213,-1.0345714
5710,0.6923989,0.4060024,-3.9882283,-1.8440065,-0.39650613,-0.09685837,0.6993117,0.063024685,0.5283748,0.10773568,-2.7595117,-0.12852684,-0.598651,-0.6286615,-1.0748999,-2.3447752,0.5062822,-1.1765087,1.4621435,-0.7177705,-0.36230043,0.38304734,-0.8952068,1.2676927,0.39564013,-1.2333694,-0.998562,-0.1394267,0.48266804,-4.1318555,-3.61695,-5.8021812,1.0037514,0.23535,-1.8669033,-0.4636822,-0.33245307,-1.2110431,0.5265541,-0.11929089,-0.5165497,0.45427793,-0.0855,-0.9828895,-0.38375294,-0.08409868,0.015605189,0.19385588,-1.4176365,0.09771057,-0.34117717,-0.2820254,0.8544766,0.33344525,0.04819995,0.7784519,-0.32381147,-0.64918196,0.22582838,-5.4082003,-1.0899029,0.087109,-2.85639,-2.5173554,0.3130878,-0.66993594,1.7158005,-2.062493,-3.07156,2.6038103,1.6248643,0.20834392,0.3482972,-0.7100255,-0.86122954,1.1517,-0.46499237,0.5209338,-4.5131,-1.6378851,-0.280046,0.41698006,-0.4780797,-1.8249176,-4.6892,-2.135023,-1.4649208,-2.697071,0.7345202,-0.4663171,0.3392556,0.9119296,0.043158498,-0.032931477,0.140812,-0.09306565,-1.41169,-1.2836964,-0.12928993,-2.212346,-0.97561264,-0.8481492,-0.37065,0.60679376,0.27365,-1.2308211,-0.36903626,-0.533842,-3.93435,-2.95645,0.65608144,0.24519119,0.28960258,0.46057147,-0.37388602,-0.4973867,-0.2680227,-0.82830644,-0.16299999,0.35718238,-0.77007526,-0.10427588,-0.1546795,-1.874933,1.1280563,-1.0750299,1.928725,0.41840997,-1.9243437,0.4731263,0.2050126,-0.1369785,-1.4500613,-0.9945153
57147,0.68030614,-2.5100653,0.28386003,-0.48692378,-0.091136634,0.13405402,-0.82113546,-0.642272,-0.16805238,0.30458003,-1.8917012,-0.13398644,0.062177524,-1.5636828,0.33285,-1.8009049,0.06374339,-0.9679421,-0.8076799,-0.7020458,-0.58519715,0.9468592,-0.352925,0.74837464,0.67413765,-0.31911847,0.052547902,-0.030403912,-0.5622498,-1.2967682,-1.9194,-1.1106974,-0.30560547,0.5071,-1.0283365,-0.6912046,-0.2443236,-1.2218971,-0.50275445,0.0094908625,-0.7149192,0.25597298,-0.7048,-0.6349019,-0.33941138,0.41608793,0.2622463,0.21375829,-0.27521947,-0.3957537,-1.9282745,-0.40724814,-1.6896493,-1.4804199,-1.5797501,0.35525018,-0.4991487,0.19063182,0.020786464,-0.90494996,-0.87743115,-0.13904712,-1.0439764,-0.5862557,0.27304614,-0.7011509,-0.15676361,0.3312906,0.24441661,-0.5523042,-0.1873546,0.36747897,-0.9855508,0.10006894,0.34053674,-0.4087,-0.814063,-0.7759012,-0.9509,-0.20874418,-0.49813482,0.30971166,-0.5777147,-0.8120521,-1.1234,-0.2857449,-0.48365602,-0.76459104,-1.2287521,-0.36205125,0.5979667,-0.18896008,-0.17192146,-0.007637888,0.20950483,-0.8511503,-0.82861614,-0.64863884,0.32008934,-1.1724157,-1.2803975,-0.9555337,0.2701,-0.44035837,-0.020099998,-0.63681346,-0.9717778,0.3012225,-2.8884501,0.29025,-0.57263535,0.8858412,0.44259706,-0.2695965,-0.013192512,0.43500498,0.21558683,-0.37479824,-0.2998,0.51777303,0.071164906,-0.22926381,-0.30038965,-0.32818955,0.5482047,-0.32225275,0.2871303,0.09033441,-1.1482373,-0.29271764,0.15239957,-0.9382775,-1.0787901,0.027937219
57149,0.83032393,-1.0853971,-0.84836,-0.9441886,-0.3175735,-0.8518641,-0.04667626,-0.85423577,0.9421332,-0.2915634,-1.8105469,-0.31530362,-1.0880252,-0.5315848,0.22169998,0.2727825,0.5168272,-1.2533743,-0.6922397,-0.21691427,-0.07669408,-1.8554424,-1.7602055,-0.6603664,-0.11837803,-0.6676849,-1.1532346,0.17582586,0.51589584,-0.83994764,-2.34865,-1.4898769,1.1422054,-2.61545,-0.5415471,-1.3795345,-1.2703481,-0.7331024,0.7234699,-0.45675167,-1.7739184,0.2508573,-1.5996001,0.15583757,-0.7686484,-1.2495275,-1.3963156,0.42977768,-0.686127,-0.0473063,-0.6678545,-1.0712233,-0.989336,0.6230755,-0.08699998,-1.1367981,-0.34970775,0.57517487,0.75016457,-2.16625,-0.9406702,0.31452,-0.31462467,-1.5816495,0.8093693,-1.1825868,-0.5885842,-0.0612067,-0.23828353,-1.7048281,-2.1390376,0.38140938,-1.1607227,-1.0285685,0.09958041,0.007650003,-0.9251468,0.15321065,1.29655,-0.6790545,0.2506471,-0.3513845,-0.5092212,-0.18375951,-2.5338001,-0.69079137,-0.1517525,-0.76369876,0.19463353,-0.42414147,0.27393997,0.06395279,-1.5554173,-0.868226,-0.117747664,-0.2137303,-2.6496649,-0.6485822,-0.8135764,-0.32906646,-1.1051323,-0.853519,-0.8577,0.28795168,0.26180002,-0.7146584,0.24748276,-0.56624246,-1.6959001,-1.9681001,-1.1233566,0.007824689,-0.908839,-1.7235922,0.27334568,-1.690295,-2.3670979,0.3537641,-0.8266,-0.8246737,-1.5983715,0.5135462,-0.69635195,-1.111219,0.5731437,-1.8315159,1.1144658,0.9038592,-1.94873,-1.5712351,0.23688674,0.18524554,0.04312104,-1.1244062
