,ST1075,ST1076,ST1082,ST144,ST14688,ST16830,ST16853,ST16876,ST16914,ST16976,ST17005,ST17021,ST17119,ST17219,ST17235,ST17277,ST17292,ST17296,ST17332,ST17337,ST17378,ST17386,ST17431,ST17451,ST17453,ST17540,ST17547,ST17563,ST17574,ST17598,ST17606,ST17639,ST17649,ST17659,ST17664,ST17689,ST17700,ST17707,ST17766,ST17768,ST17777,ST17814,ST17822,ST17848,ST17855,ST17858,ST17890,ST17911,ST17912,ST17984,ST18016,ST18027,ST18049,ST18080,ST18396,ST18517,ST18549,ST18607,ST18616,ST18660,ST18683,ST207,ST21,ST214,ST2263,ST25,ST253,ST25557,ST25586,ST25588,ST25597,ST25604,ST25617,ST25632,ST25640,ST25662,ST25674,ST25684,ST25688,ST25693,ST25694,ST25700,ST25712,ST25717,ST25721,ST25722,ST25723,ST25727,ST25729,ST25730,ST25731,ST25741,ST25746,ST25748,ST25751,ST25769,ST25774,ST25775,ST25777,ST25779,ST25781,ST25782,ST25783,ST25785,ST25786,ST25795,ST25798,ST25826,ST25831,ST25835,ST25843,ST25849,ST25861,ST25862,ST25863,ST25869,ST25870,ST25871,ST25877,ST25880,ST25881,ST25883,ST25886,ST25895,ST25901,ST25907,ST25929,ST25931,ST25932,ST25933,ST25945,ST25962,ST25968,ST25973,ST25994,ST26006,ST26008,ST26009,ST26015,ST26020,ST26023,ST26061,ST26063,ST26073,ST26088,ST26090,ST26091,ST26092,ST26099,ST26122,ST26139,ST26140,ST26141,ST26156,ST26183,ST26187,ST26188,ST26228,ST26230,ST26238,ST26248,ST26257,ST26311,ST26335,ST26359,ST26360,ST26362,ST26363,ST26372,ST26397,ST26401,ST26454,ST26465,ST26494,ST26523,ST26538,ST26544,ST26550,ST26580,ST26581,ST26599,ST26603,ST26604,ST26608,ST26624,ST26666,ST26691,ST26696,ST26740,ST26742,ST26764,ST26783,ST26922,ST26932,ST26995,ST27047,ST27052,ST27056,ST27058,ST27077,ST27081,ST27084,ST27174,ST27241,ST27255,ST27268,ST27418,ST27460,ST27483,ST27496,ST27515,ST27517,ST27600,ST27795,ST27808,ST27915,ST27938,ST27983,ST28028,ST28029,ST28031,ST28032,ST28075,ST28110,ST28132,ST28135,ST28172,ST28217,ST28246,ST28260,ST28280,ST28307,ST28341,ST28346,ST28391,ST28396,ST28407,ST28455,ST295,ST300,ST312,ST317,ST338,ST339,ST377,ST387,ST418,ST462,ST469,ST485,ST493,ST595,ST598,ST599,ST605,ST606,ST607,ST619,ST622,ST643,ST659,ST713,ST738,ST766,ST769,ST817,ST851,ST904,ST947,ST952,ST961,ST964,ST965,ST9966
10007,-0.25494707,-1.2458,-0.010143012,-1.9968405,0.68116707,-1.0595,-2.71485,-9.999999,-0.43625,-1.505214,1.02075,-0.7716,0.82379997,-1.4698188,0.63443756,-0.06965001,-7.288561,-7.3650703,-0.49205,-2.4828,-1.6675352,-6.0691,-4.2052755,1.2393887,-0.22765,0.76879996,-0.61149955,-0.25217146,-0.6483819,4.9422913,-6.15345,-6.0948,-1.18815,0.38288298,-6.783972,0.069000006,-2.7336845,-5.3096747,-0.8595249,-0.15361872,-0.51475,-3.9984002,-1.47815,-9.04085,-0.22385001,0.70615923,-1.4712,-1.4973114,-5.407,0.345745,1.5878801,-2.3697028,-0.12803492,0.3997953,0.37975,0.4935915,4.2883,-3.2182999,-2.8306,-0.38583815,0.13210002,-5.2646,-5.9006,-8.0951,-1.8627305,-0.05735,-8.969578,-1.3421426,-1.2465916,-1.8740191,-2.0738575,-1.2437499,0.39560002,0.75810003,4.158,-2.3423152,-2.35935,-0.29299632,-0.88208646,-0.90303,-4.8568,-1.325978,1.28425,-0.9793807,-0.013149992,-0.14525,-2.8019981,1.8599501,-0.1983,-0.7349,-0.797125,-1.1038848,0.37435,-0.052812576,1.3375809,-0.684168,-1.0675833,-2.516827,-7.6484995,-3.7757921,-10.0,-5.5718355,-1.1746,-0.30906576,-0.10327648,-2.5623999,-9.222983,1.9665,0.17914999,-3.131175,-1.7746843,-1.159225,-2.7992501,-0.30102837,-1.3652,1.70715,-3.44292,0.08307132,-9.780775,-10.0,-10.0,-5.7422,-7.1729,-9.5484915,-10.0,-1.40905,-1.84235,-1.9899755,-1.25605,-4.4789333,1.1266347,-0.90785,-3.6862001,6.9697,-2.934,-0.375,-0.87415,-1.2768819,-1.1208985,0.10995,0.07920827,-1.0402361,-2.4180999,0.9572146,0.41384998,1.02625,-1.0491261,-0.25655872,-0.57365,-0.13434705,0.6114361,-0.6414,-0.3712731,1.1489499,-0.7519862,0.74185145,-1.9817863,-2.4638,-0.51105,0.034449995,0.20710781,0.3340121,-0.6932,0.41450688,-5.9986,-5.68225,0.09275,-5.03885,-7.35765,-2.3150501,-1.3524548,-5.45695,-1.7587284,-7.629575,-1.5436499,0.057673365,0.24025,0.23065,5.1442323,0.7395208,-1.0890257,-2.5402,-6.5627413,-0.100016065,0.7135,-4.3211074,1.10445,0.1825,-4.2166,-6.2847,-7.065761,-0.8027785,0.7593918,0.7664864,-4.963027,-4.3158,-0.85833883,-0.08839324,-0.33095002,0.9228565,-5.654425,0.49396566,0.77849996,-0.27405,-0.83095,-0.2714,-0.22765,-0.21085633,0.13707578,0.17750001,-0.1722,-0.041248452,-0.69355,-1.4082893,-1.29275,-0.3865,-10.0,-2.6455,-5.9656,-8.53225,0.6871,-2.09565,0.795,-0.2632,1.2285903,0.40504193,0.0940603,-1.4146,-1.964183,-5.434314,-1.4758,-0.7591,2.1961007,-1.6284499,-1.5540476,0.49895,-0.68375,0.61120003,1.0947,-7.9109344,-1.5862027,0.5647,-2.3039,-4.91905,-3.3092537,-1.1421392,-6.0841,-0.086696826,-6.908146,0.1302,0.31934184,-0.47265,-2.40015,-2.0253,-2.6778686,0.24582309,1.01205,-9.044052,0.77889323,-6.047,1.3677866,-0.59995,-1.07585,2.2646275,0.48135,-0.16015,-7.33475,-1.03115,0.23371369,-7.78825,-5.0029,-3.2402,-1.3652,-1.5779687
1001,-0.13137074,0.15,-0.4322968,0.34977412,-0.15353511,0.3012,3.3738,3.1087883,-0.081599995,0.9621017,-0.39339998,0.53205,-1.1074,0.5915623,-1.1572169,-0.9548,1.8926952,3.973469,0.97209996,0.18895,0.20903853,0.7291,5.257638,-0.39423442,0.36294997,-0.33315,-0.05434957,-0.69011915,0.97047293,0.0041860044,1.3501,1.9393001,0.82429993,-1.521364,1.1355393,1.7569499,0.23526467,-0.15470001,-0.37106133,0.97593236,1.81955,1.91855,-0.2716,-0.11675,-0.7191,-0.5615908,1.6459501,1.2397803,0.51785,-1.1780584,0.99064445,2.3722804,1.0535948,-0.34442627,-0.5877,0.80793387,-0.6548,1.2071,1.6325998,-0.8601084,-1.0453,1.75915,1.13555,0.85344994,-0.34255898,0.55035,2.6289036,-0.6709772,1.0571483,-0.27455944,-0.2448505,2.111675,-0.37184998,0.1164,-0.8137,-0.95754296,0.08895,0.22112302,0.3193754,0.2391586,4.57545,1.8466225,0.019549996,-0.72189796,3.5658503,0.091350004,-0.14015141,-0.90115,-0.73735,5.56855,1.04195,-0.23852953,-0.12805,0.7273531,0.6595399,-0.9580242,1.0466275,1.5787148,1.4446464,0.97532713,3.1932106,3.05855,0.68415,-0.50954664,-0.2765657,-0.51495004,2.254366,2.39515,-0.44995,3.1268,-0.39501,2.2797751,-0.91209996,-0.5992897,1.0717499,1.7937,-0.3115122,0.8904803,-0.044175,1.10685,0.078449965,1.8403,4.29945,2.6413422,1.8202,-1.0441,-0.49615,0.16409597,-1.1653,3.7820153,-1.0048568,2.8417,-0.9749,3.2038498,0.09075,0.51065,2.9358501,-0.1356143,0.6933874,0.110249996,-1.4009955,-0.48722056,1.24905,0.43306231,-2.70735,-1.2248,-0.9438642,0.22824875,6.69875,-1.1204997,-0.15294208,1.16765,0.110184275,-0.3489965,0.01616326,0.010859624,-1.2152548,-0.011749998,0.61485004,-0.92165,-0.652451,-0.061390087,-0.7324,-0.77553034,6.21375,3.0418,0.23274998,-0.69255,10.0,1.63795,1.1455637,-1.3589001,-0.37655044,3.5878,1.9261,0.86930877,0.93420005,-0.7802,-0.36231568,0.33485594,1.9614735,2.5939,0.02956051,-0.46431306,0.090399995,0.08598697,0.032399997,-0.87915003,-0.07525,-0.70155,4.072866,2.3910513,-0.48332483,-1.207052,0.66995144,2.2431002,-0.035619408,0.23069997,-0.63765,0.6024672,1.55535,-0.48552623,-0.67415,-0.11715001,-0.38345003,1.18625,1.16915,-0.7338314,0.6364697,-1.17195,0.51035,1.7051417,0.13125,-0.43459234,-1.2152,-1.0797,-1.4180999,-1.28845,2.80345,7.1445503,1.1007,-0.042849988,-0.9304,-0.44419998,-0.38888857,1.5561392,1.9453344,1.1569,-0.3689628,5.182533,0.53635,1.10395,-0.44740468,1.51935,-0.38388062,-0.8535,0.9587,-0.50755,3.189,5.476576,0.5933986,0.2816,0.54895,2.5947,0.77072954,0.05246038,0.69154996,-0.6402155,0.2538951,-0.4797,-0.671923,-0.22465001,3.70605,-1.87205,0.16417101,-0.05370155,5.9354,-0.056896508,-0.89679503,3.98065,-0.5383963,-1.44855,2.20495,0.14105432,0.11245002,2.2759,2.12855,-1.8973,1.0370383,0.92300004,2.19565,2.0826,0.6668,1.592201
10013,0.41943398,5.0148,-2.9526787,0.17641547,4.056422,0.6089,-3.21575,1.6864231,1.209,1.0269012,-1.9264,-0.27845,-0.5877,-0.851928,0.07947793,0.86275,0.310367,3.987599,6.9613,3.4013,0.32293034,-0.7021,1.7491822,0.5345805,-0.51669997,0.24720001,2.1867533,-0.29037315,-0.28473455,-0.62456584,-0.71105,-5.14685,-0.448,-1.1250348,1.4763026,0.2237,1.0791919,4.2716503,-0.006600499,0.008809507,-0.40899998,-0.10255003,4.95235,3.54645,-0.41564998,0.52969444,1.7463,-0.03936237,1.5460999,-1.776403,1.0846944,0.57225746,0.7562723,1.0190358,0.2945,-1.3176618,0.88154995,0.31895,-0.70905,-1.4425383,-0.6382,1.36195,1.97275,-0.75140005,2.2826784,5.22225,0.44753447,-0.9484643,1.6402904,1.5056987,0.7431035,-2.504475,-0.15265,4.0527,0.92455006,-0.98998225,-0.3186,-1.148325,0.39180216,1.849155,-2.9555,0.15118794,0.56145,-0.35508683,7.0763497,0.050300002,0.6059562,6.34195,0.617,-0.10115,0.6316,0.6048572,4.79335,-0.09594901,4.6818485,-1.2679853,-0.43347,0.4656183,1.341378,-0.94494903,1.0914441,0.6096568,5.6603003,-0.28231412,-0.8333357,6.1661997,-6.1759024,-1.6935,0.2647,1.6832501,0.87267655,3.822375,0.83115005,0.5994226,-0.37855,-1.12515,1.19378,2.6221423,1.58425,2.4826,3.00475,0.25589997,0.4065,1.7732072,1.9679999,4.43385,0.78945005,0.34525543,1.38945,3.4075508,-0.40997043,-1.16045,0.60035,2.27285,-0.60005,-1.1592,-0.1024,-0.27162534,-1.3727896,0.2621,0.6716457,0.16442548,1.912,0.9603993,-1.0614,0.14595002,0.34195846,0.5337395,-1.1359,2.5152943,0.592871,-0.93365,0.6770754,-0.15085736,0.36296475,-2.4749901,-1.6450028,-0.63785,0.3558,-0.46054998,-1.0482819,1.2374831,-0.6092,1.8738827,-4.30005,7.08705,0.124050006,0.30565,-0.3143,0.27875003,0.19725457,0.49980003,-1.3003573,-0.481025,2.3571,-0.546812,-1.1382,0.47544998,0.77724695,0.61828625,0.6186136,-0.024699986,0.57689345,-0.23242985,-0.7219,3.013419,-0.015000001,0.40995,-0.69159997,-0.058049977,-2.3796606,-0.61245567,3.7497363,-0.66498697,-2.2442439,-0.65395004,1.5902395,0.6720644,-0.27045,-0.69143546,1.7076,-1.5031791,-1.1143501,-2.30955,0.35855,0.649,-1.0671,-1.3367305,-0.041930392,-1.4061999,-0.20335,1.9545811,-0.8406,1.2689064,-4.2455,0.4228,-4.8666,0.6087,0.36175,-1.4384,-0.056449994,-1.61845,0.65115,-0.61505,0.72444856,0.31757492,0.29261225,1.4053,-0.09635693,-0.851362,0.18419999,0.5991,-1.109072,1.52465,1.0009004,-0.012450002,0.0049000084,-0.3335,-2.07685,-1.3559582,1.2806308,0.53249997,0.14215,2.6076002,-0.5294593,0.2900131,0.7963,0.7750809,2.0912578,0.7118,-0.08790956,0.2672,5.21255,0.94455,0.71037036,-0.09916729,4.36265,1.9651651,4.762884,1.73995,0.03042525,5.6499,1.6805501,1.6615987,-0.17804998,-1.04315,-0.73055,-0.971,0.11041561,-2.1048,-0.43755,0.4438,6.20015,0.13747479
10038,0.14000201,-0.42695,-2.375368,-0.9447372,1.1600733,1.5281501,-5.2181,-2.3346038,-1.8367999,-2.9265296,-2.2941499,-1.1472,-0.5689,1.3311905,0.11126832,-0.1955,0.356925,-6.234817,0.13425,0.46775,0.07650903,-1.5901,-3.3065886,0.8715258,-0.2634,1.1985999,-0.004835665,-0.5286868,-0.9955864,0.39016122,1.60585,-3.07095,-1.0394001,0.67563915,-0.9853901,-1.83775,2.5629578,-1.2171249,-0.8256129,-0.029391125,0.55544996,-2.1851501,-1.2792,-10.0,0.14655,2.65949,-2.2210999,0.42789578,-2.00505,-5.4119406,-0.4935604,-2.0822594,-0.018477619,0.8115508,-0.2371,-1.5210897,-1.53545,-1.58475,0.95280004,0.98983026,-0.36975,-5.32945,-3.1915998,3.7838998,-1.3360329,0.86370003,-3.245903,-1.1710166,-2.133007,-0.5124167,-0.6819732,-1.7837499,-0.2735,2.22145,-6.78065,1.4858505,-4.62315,-4.9123173,0.67525953,-0.6872369,-0.7631998,0.36258382,0.45624998,-1.2226361,1.41945,-2.23595,0.07162501,-1.08325,0.5534,0.36659998,-1.2876749,2.0482912,-0.87275,0.8577507,0.91829574,0.5871763,0.1527191,-3.6574898,-2.1230073,-5.167405,-1.2955598,-5.2622995,-0.2691,-0.991995,-1.0919497,0.3086,5.2654004,-1.39755,-4.1686497,-4.0542,-5.243394,1.4596,-1.9115,-4.1494384,-1.2363499,-0.45595002,-4.9043036,0.042188093,-2.407,-2.72555,-2.1156,-3.3838,-5.8885,-2.4224849,-1.4138861,0.3602,-0.68495,-1.5130156,0.6012,-1.4490408,-1.0767773,1.1273999,-1.63465,-0.024950001,-1.3392,0.658,0.2128,0.58268774,-0.11791417,0.8023,-0.42572898,5.495645,-1.6287,5.433607,-3.5812,-0.73315,-1.8586605,-1.3495605,1.0475,-0.31090385,-0.71682876,-0.462,0.0074331015,0.73687917,-0.60206234,0.39388734,1.3915291,-0.22865,1.39195,0.8732,-0.2042348,-0.27086073,1.5924,-1.4760785,-1.6427,0.17034999,0.74295,-0.0573,-5.9743,-0.9396,-0.70611095,-1.9286001,-1.6005323,-2.6423,-2.5041,-0.07192552,-1.99885,0.1892,-0.2363461,-0.16756552,-1.8221899,-4.9976997,-4.3386726,-0.33571273,0.79305,2.8231783,0.9386,2.01785,-0.6079,-0.87460005,-3.1681466,-1.0437456,0.16834606,0.8892251,-3.1780393,-1.29285,0.0910001,-0.21036865,-0.20210001,-0.67699134,-0.7386,0.69096863,0.75425,-0.93790007,-0.3068,-0.98230004,0.91495,0.33760223,0.5001693,0.7122,-0.53085,-0.22225642,-1.1548,-1.1952678,0.6423,-0.38985,-10.0,1.5374,0.07785,0.5877,-0.79335,-1.9584999,0.28675,-0.22985,0.37866423,-0.5717063,0.55843145,-1.9817,3.5060453,-3.079575,-0.15845,-0.3615,5.2260685,-0.24380004,-1.065021,0.33975,-1.6839501,0.1799,0.2054,-3.0259938,1.4274783,0.3564,-0.6073,-5.01665,6.0983095,-0.68339515,-3.1236,0.3249245,-2.6350229,-0.24620001,-0.36803254,-0.95785,2.3917,0.038749993,-0.21662167,-0.1817067,-1.8180499,-3.4654615,0.3234625,-3.12815,0.44355285,1.4363501,0.7608,-2.9553676,0.67469996,0.3197,-2.1001,1.2290001,-1.2043898,-0.36545002,-1.6889,-1.30985,0.33965,-1.7051185
10046,-0.08404145,-0.0020499974,1.4761264,1.1113484,0.34979093,0.7431,3.7247,3.6932733,0.33855,-0.09232185,-0.48845,4.92565,-0.70585,0.28227443,-0.59360695,-0.61675,2.8014355,0.27632198,1.0957,0.72915,-0.15557282,1.5909,4.8609915,-0.13947819,0.0941,-0.50600004,-0.2609123,0.24685693,2.79473,0.27341545,1.60355,0.80805004,0.09944999,0.36336982,1.7027073,1.5979,2.8532238,1.48815,0.6342696,0.95512664,-0.75065,3.97795,0.659,10.0,-0.29584998,0.12750003,0.33945,0.38868308,0.27605003,1.042464,0.37731117,0.60378104,1.7861876,-0.6855663,-0.5251,0.5409043,0.86969995,-0.15824999,3.0938501,0.8068279,0.097,0.78524995,0.57825005,6.21535,0.3328401,0.46405,2.2411518,1.010166,0.8258297,0.3805653,0.15636842,1.64265,0.23840001,0.65594995,1.7874,0.61814636,1.67015,0.0076999962,-0.25527626,-0.08506608,5.3481,0.71089536,-0.57545,0.2474316,0.6283,0.5694,1.1295074,-0.35545,-0.37635,0.62895,-0.35625,0.77518207,-0.30385,-0.026421666,-0.42520583,1.0322062,3.196696,2.694374,3.0810041,1.4340653,5.9223776,0.99766773,0.123100005,1.6801493,-0.55673707,0.5575,7.8094664,1.3456,0.76795,4.3792,0.85468125,0.86492497,-0.20320001,-0.19502214,0.33255,0.4819,2.9886603,-0.4487694,4.118475,4.0068,4.71235,2.48445,4.5223,4.5661526,3.2500935,0.54330003,0.90045,0.8927777,1.2061499,0.09389454,-0.6171627,0.30455,0.65645003,5.54615,-0.46345,0.23435001,-0.34805,-0.44366735,-0.24677183,0.04215,0.74617505,0.52551,0.1486,0.3475202,6.0303,0.16895,0.2784389,-0.91028166,1.5756,-0.104502946,-0.35512993,0.026950002,-0.14675342,0.008995056,0.5127031,-0.2369219,1.5086386,-1.32495,0.79245,-0.76405,0.0399168,-0.42720023,-0.2417,1.1165928,1.1865001,1.06705,-0.29135,-0.29595,8.05105,-0.20205,-0.36907363,1.2840999,3.1374745,7.012275,0.038600028,-0.2285301,0.042649984,-0.96455,8.6833725,5.379268,0.23925129,1.2513,-0.86146444,-0.95838815,-0.49175,-0.7381745,-1.14665,0.55404997,0.8364,4.7818,4.617399,-0.11873388,3.423698,-0.867846,1.2578598,6.08615,-0.20075254,0.096413925,-0.60565,0.058446616,1.53285,0.64401937,-0.12455,0.58030003,0.37620002,0.048699997,0.16964999,-0.26086986,0.43316272,-0.20315,1.46555,-0.0031866357,-0.60875005,1.3088373,0.40265,-0.84825003,5.54495,0.32410002,3.5984,3.79745,2.1116,0.26729998,-0.0546,-1.1061499,-0.49025536,-0.25557217,-0.59009373,0.43365,1.2537541,0.5293968,2.17115,0.44685,-0.32619125,0.0020000003,-0.6597718,-0.8619,-0.108650014,-0.36484998,0.2442,1.64885,1.6056794,-0.5134,0.1164,0.3213,0.1701078,3.8377824,2.2405,-0.9677533,0.28941914,0.12979999,-0.9430514,0.0752,0.57465,0.47820002,0.24566063,-0.24569257,2.6045501,1.8505827,-0.27045977,-0.366,-0.10004291,0.18485,0.82525,2.8142095,1.119,0.49575,1.3886,-0.40295,1.5726092,3.1262999,0.6558,0.040699996,-0.036749996,-0.3925264
10049,-0.48981383,1.6754999,1.7662089,0.23613168,-0.27849475,0.51435,1.45285,3.6193624,0.08895,1.5651767,1.6435001,0.52205,-0.14875,0.51924515,0.14267732,-0.81850004,2.2735221,3.9170105,5.89935,0.013149977,0.0058422536,1.0494,4.7598705,-0.100932315,-2.2667,-0.9352,0.688905,-0.21480341,1.5379868,1.2054375,-0.5032,-2.5176501,0.2402,-4.010749,1.983212,1.73935,-0.36877465,-0.23862493,0.07618171,0.18023726,0.35815004,3.8114,-1.6702,2.3965,-0.6967,-0.61930525,1.55805,-0.10570644,1.0455999,0.09703484,-3.3196404,2.4102826,-2.3265173,-2.0988896,0.2913,0.4403,0.334,0.56915,-0.83475006,0.12172586,3.14005,2.44645,-0.25075,2.8583,0.9927198,4.8539,2.4345934,1.0651454,0.32116765,0.5802057,0.27772245,2.326,0.5628,2.0746498,-2.705,-0.12685907,1.3436999,7.357618,0.6926243,1.1889561,0.100600004,0.33584088,-1.2160001,1.8182545,-2.10765,0.6035,0.3724377,1.4907,-0.9638,-2.5348,-3.5612001,-0.93290865,-1.0661,0.92169964,-3.560178,-1.2079318,1.1444108,4.8892584,4.3614006,1.1271709,0.96092147,1.5373784,-1.9129499,0.3883129,0.29818985,2.0843,4.202427,1.4108,-4.8737,2.868575,-0.57318324,3.619925,0.76625,-0.762849,1.13775,0.36435,-0.87899494,-0.4543603,2.31605,3.6360002,2.6649,1.4765999,1.9091,0.26948524,1.0002847,-1.0559,0.69155,1.0225251,0.35140002,2.2909846,0.41262588,0.81345004,-1.0184,-2.6240501,0.6182,0.79139996,1.1872,-2.4764414,0.86407906,-1.5018001,-1.0926347,-1.6637479,1.49225,-2.292422,-1.4758,-2.05305,-4.361634,-0.14700595,-0.6364,-0.7325326,0.020815358,-0.92260003,0.84884065,-2.2958364,-0.8154472,-0.8275307,0.7370163,-1.15435,-0.91050005,-0.6976,-0.42475122,-0.29726982,0.5358,-0.36591905,-1.2909501,2.3627,1.0790501,-0.85005,6.9107504,1.06095,-3.3228126,0.8418,-3.9739416,4.148525,1.5404,-0.9378591,-0.21275002,-0.5134,-1.2638167,0.11812371,0.56082195,2.0308502,2.1995344,0.45782712,0.1963,1.1536165,-0.57375,-1.7706,1.31485,2.85075,-1.6566465,-0.026383176,0.07919806,-1.465972,-4.84278,1.9199001,1.0636673,-1.197332,-0.70665,-3.4782186,2.2774498,-0.08527333,-0.9372,1.0916,1.1605,0.78155,0.93085,-0.851598,0.23696743,-0.76129997,-0.021500051,-0.29363713,1.07585,-0.34679803,-4.822,-0.39875,3.61385,-4.79685,0.92875004,2.82795,6.3494997,-1.04995,-0.236,-0.005449999,1.0451032,1.9570205,-0.74802285,1.4442,2.1256375,3.8077583,-0.08805001,0.76129997,-1.3059415,0.7707,0.8635043,-0.5502,1.07595,-0.77105004,1.01315,4.6592283,0.9404531,-0.9576,-0.111800015,0.73445,-2.2351468,0.2127068,-0.44354993,-0.37827444,1.8905903,-0.5812,0.042395882,-4.5172,-0.87409997,-4.7422996,0.7995416,-1.0310812,8.6404,1.6624618,2.5258667,1.7794,-0.56008327,-3.30475,-1.304,4.063354,-4.83575,-0.059700005,-3.4854,-0.17525,0.012961805,3.39695,-2.64305,-0.785,2.51115,0.2297875
10051,0.65368193,-1.9516,-7.9656563,-0.11538858,-1.1785803,2.1427,-5.1168,1.067027,-0.1626,-2.923041,0.13994999,-1.2667,1.73715,0.13904293,-0.3594525,0.0621,0.10579431,-6.6074953,-4.42115,3.1220999,0.1338069,-0.65375,0.25900725,-0.39382282,-0.14515,0.6964,-1.296228,-0.9410578,-1.3926954,-1.5353785,6.73425,-2.9537501,-0.9201,1.1105235,0.3363037,-3.1899002,-1.2566774,-2.662175,-0.27574447,0.024340361,0.85520005,0.1857,-2.7645001,-10.0,0.23609999,-1.4069903,-2.8339,-0.29039156,6.0549,-2.2661133,-0.84666467,-1.9385439,2.6744862,-0.57349455,0.040649995,-1.3863592,1.01865,-2.0773,-5.5143003,-1.4308105,0.2644,1.81165,6.3618,-7.20715,-0.38884673,-1.16915,-1.582464,-0.4659387,-2.5050533,-0.57712257,-0.57536155,-1.88595,0.11845,-1.3557501,-10.0,2.2034252,-4.24995,-5.9702377,-0.11062135,-2.5616045,-5.86715,-0.01741831,1.418,2.0388393,-2.07975,-1.7777,0.76717424,-1.9873,-0.17265,-1.66605,-1.2586,0.63642156,-3.77245,0.2139169,-0.9020107,0.11499588,0.8062043,-2.0228386,2.425702,0.0076239705,0.9443879,5.8186283,-0.54025,-1.2654271,0.6821378,0.0653,-10.0,-6.06975,-3.1736999,-8.420675,-5.342927,-1.8864,-4.5188,-1.4653025,-1.7437,-1.155,-9.643461,-1.2967068,2.986425,-1.0232999,-3.94585,3.46225,1.6205001,-1.498449,1.64595,0.4927,-0.7420882,-0.7542687,-1.1795,-0.32470348,-0.31338805,-0.53919995,-2.813,1.32665,-0.2935,1.28915,1.06925,-1.190062,-1.255728,-1.8535501,-0.1432126,0.10890788,-2.0661,-0.9880601,4.2228003,-1.41815,-2.156157,-1.571037,-0.10035001,-1.0116264,-0.34515247,-1.41345,-0.055439398,0.78649247,0.76888657,0.43674836,-4.9849505,-0.0836,-0.4811,0.3315,0.646371,0.6072682,0.6267,-1.248949,1.08955,2.48315,1.7306,5.46675,-10.0,-2.2924,-2.042828,-0.96140003,-0.79968464,-1.88095,-1.73475,-0.87366194,-2.74475,0.60435,0.44529104,1.0054927,-0.58990085,0.39065,4.765582,-0.5816549,0.3501,-0.05667761,0.50380003,0.79645,-0.50525004,-4.6082497,-2.6729221,-1.0374715,0.8952723,0.65369296,-1.8726352,-1.77965,-1.8243799,-0.86535877,0.71325004,0.46027437,-0.663,0.79023224,0.40794998,-0.50145,-1.1031,-1.07335,0.4879,-0.26719362,-0.38604426,0.2425,-0.50945,-0.579991,-1.22455,-1.0025308,-1.51685,-0.0668,-10.0,0.74775004,-1.5869,-0.18180001,-1.4932001,2.8520498,0.51255,0.6545,-0.96510506,-0.3986815,0.44969374,-1.94155,-5.1421547,-2.7584543,-1.419,0.68215,-5.489567,-2.42015,0.57851636,0.3401,-1.81925,0.2102,-1.10325,-0.33089232,-1.3875461,-1.06435,2.38935,5.3177,-0.84194887,-2.385272,-0.8149,0.6083385,-4.939637,1.344,-0.44339097,-1.18635,0.8063,-0.04765001,-0.24452129,0.33588353,-7.90665,-4.386371,-1.5999274,5.9109,-0.383749,2.23935,-1.29515,-6.06001,0.80189997,-0.64024997,-0.00954999,0.53970003,-0.19156832,6.3269997,-0.769,2.3941998,-2.8827,-1.3572215
