,ST16924,ST17220,ST17263,ST17530,ST17584,ST17589,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25587,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25945,ST25947,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26267,ST26349,ST26374,ST26376,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST27000,ST27049,ST27058,ST27087,ST27088,ST27219,ST27223,ST27280,ST27284,ST27399,ST27403,ST27522,ST27526,ST27540,ST27602,ST28012,ST28016,ST300,ST364,ST377,ST403,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST689,ST823,ST967
230,0.46237475,0.52445203,0.37022075,-2.8651385,-0.6832922,0.24174911,1.0855051,-0.078045174,-0.015264252,-0.77891344,1.1137867,-2.73428,0.019649304,-0.5615,-1.9292462,-2.8274739,-0.054563113,1.3982478,-1.5528197,1.238418,0.21428908,0.1566581,1.1451993,-0.33759055,-2.9833488,-1.7540411,-1.3191817,-0.6564525,-1.7738471,-2.7498593,0.06880002,-1.84442,0.4920968,0.82548773,1.3394489,-0.4189,-2.7892578,0.3049872,2.3786848,-3.474362,-1.9342461,-0.21836951,-1.0229788,0.5765678,0.24944612,-0.37896603,-3.06658,-1.3358431,1.1580966,3.6110442,3.5428846,-3.6348023,-1.727882,-3.337256,0.31741452,-2.0136704,-1.7967602,-0.40492845,-0.23557587,-2.4895387,-1.3240621,-2.6781356,-2.4586372,-3.0317764,-2.7721028,-0.662496,-0.105284095,-2.270066,0.7207028,-0.10041873,-1.6199605,-2.4613986,-1.7471752,0.6675702,-0.46470386,-0.3021779,1.2192385,-2.4316962,0.87395656,-0.8547685,0.20328745,0.17762727,0.14942552,0.37829795,-2.2634559,-2.0442865,0.016635261,-0.8675872,-3.098197,-3.752983,0.33753633,0.3121136,-0.72450507,-0.8766103,0.540457,-1.159368,-2.927137,-0.8204801,0.78408045,-1.4277174,-4.000969,-1.0427856,-1.12212,-1.8579965,-3.8643978,-3.0664766,0.1705415,1.1356574,-0.32501745,0.18126164,-1.377545
23011,0.051146477,-0.5982396,0.6665761,0.71569073,-0.59849256,0.35492152,0.1588664,-0.03079567,-0.12386176,-0.51408565,0.010778576,0.49797848,-0.5411429,1.33495,-1.0188255,-0.6275576,0.37062052,3.07763,-0.42519155,0.2803652,-0.48119903,0.4009643,0.55875456,-0.94723153,0.41820687,-0.019837037,0.20817399,-0.0014265478,-0.2727269,0.7455308,-1.00785,-0.30193156,0.47794232,-0.08484574,0.42887723,0.6622,-0.21852645,0.5907429,-0.020949543,0.019505603,1.1989173,-0.15957749,-1.1576357,-0.83326983,-0.30520198,-0.6898947,0.042529743,0.08103181,0.42729896,1.6238792,1.8478882,0.30258113,-0.50633,-0.38119406,-0.32796842,-1.2627178,-0.45471728,-0.28732675,-0.5068022,0.047252394,-0.25010383,0.32575196,-0.11653986,0.89191365,0.8608408,-0.36564606,-0.84388363,0.08081903,-0.31116506,-0.04914119,1.5622318,1.9753827,-0.81012356,-0.71363544,0.23715308,-0.645746,-0.3068847,1.8685086,1.0462602,-0.08032954,-0.6476343,-1.1577842,-0.01002235,-0.24201065,-0.10535884,-1.9213157,-0.40032637,-0.47388735,3.3158767,1.7866442,-0.38591623,-0.95531094,-0.50781685,-1.310459,0.57159734,-0.9457997,3.0872803,-0.914598,0.6762712,-0.49455306,0.7947505,0.48825023,2.1025698,-0.8808789,0.06335605,2.0336587,-0.24694647,-1.4895605,-1.168281,-0.3929776,-1.1476282
23013,-0.69504553,-1.6312573,-0.5078288,-2.126542,-0.5299249,-0.3994546,-1.1553817,-0.4081855,-0.3509224,0.16519101,-4.7709756,0.7442699,-0.98490965,-2.8452501,0.009253472,-0.020806491,3.1907108,4.0201316,0.66590494,-5.6746826,-2.0345037,0.38026002,-4.4761386,-1.0245469,-0.84257287,-0.097348385,0.2733785,0.27192557,0.42499915,0.5921626,0.72214997,-0.43807214,0.24065179,-0.18789168,0.697245,4.04175,0.86005217,-0.50233793,-0.9577033,0.45024285,-0.01119291,0.7703308,-0.41521627,-0.6836866,-0.13130929,0.40482962,0.39323768,1.0574961,4.413266,4.6490655,2.0555606,2.2816556,0.631992,3.41534,-0.5021647,0.046434652,1.0963941,0.4957649,0.07084049,0.87465143,0.38451937,0.47347313,1.1244212,9.288986,9.268688,-0.4937305,0.3256492,0.86389434,1.2563595,-0.6054959,1.4044557,2.4137888,0.70903015,-0.35463506,-0.10648486,0.3325337,-6.2515764,-0.2169598,-6.1001873,0.22405118,0.243135,-0.25566238,-0.36567014,-0.1580559,-0.32607955,0.28933835,0.009480894,-0.5287338,-0.4530909,-4.8635416,0.12593165,-0.18354264,0.25714865,0.34953988,-0.50594485,0.089593895,-0.83281636,-0.0328889,-0.026266977,0.12989381,0.35982803,-0.31014037,1.6344717,0.39592874,2.080648,1.7063972,-0.5641171,-6.5041966,-0.040690362,-1.1969123,-0.27974838
23014,-0.85293376,0.54254884,-0.10762805,1.245103,0.6708723,-0.046026386,-0.045544147,-1.2223907,-0.822131,1.0500581,-1.9630773,3.0854268,0.5457882,-5.65565,-1.7907907,-1.3543441,-2.2650206,-0.5788568,-2.577712,-0.6848009,-2.82972,-1.0228753,-3.1272647,-2.3548856,1.3086457,0.56110895,0.4706846,-0.045488995,-0.13148387,-3.119944,0.1724,-0.09567091,0.38046557,-0.20694523,-0.6569555,2.6962,-0.08451296,-0.23497391,-0.056581423,0.81128615,0.7293805,-0.35984486,-0.65136355,-0.61698467,0.7597382,0.48361045,0.1374563,-1.2939916,-2.7831876,0.70538557,0.9253954,1.5159053,-1.1890547,-0.7994809,-1.267703,-2.2498913,-2.8598633,2.0989513,0.49403706,0.34248334,1.171205,0.4373964,1.923037,-4.339322,-4.306144,-0.5081694,0.05118981,-0.26014617,-6.4348984,0.063322335,-1.8553803,-1.4247632,-3.3502412,-2.4895551,-0.052798085,1.1564269,-4.5646567,1.4345195,-3.775458,0.18124661,-0.17209704,0.56679744,0.8041326,0.10196904,0.13337153,-3.099229,-3.0774815,-0.06295863,-2.5886385,-2.6714416,-0.46848503,0.96495354,0.95378464,0.7289467,0.53724146,-0.6890785,-1.6694082,-2.8470283,1.6868519,-0.3035565,-4.0077677,-1.1570888,-2.1958635,-1.9121337,0.11628431,-1.5029497,-0.1024283,-3.6460166,0.073856644,-0.07028656,1.7644751
23029,0.23143339,-0.42379308,-0.26416537,1.0911134,-0.53868103,0.27500588,1.6649542,-0.29597187,0.25046358,-3.0617342,-2.2759187,-0.061196744,0.83873826,1.59295,0.10631472,-0.18949267,0.09094523,0.9632966,-0.06259843,-4.0577717,-1.5428879,0.037623003,-1.7731076,0.22699928,0.85333586,-0.13138103,-0.7874957,-0.524901,-1.052106,1.5988537,-0.24095002,1.8896551,0.008188173,-0.0025054514,-0.14151078,-0.93715,-0.6030771,-0.6752598,1.0785502,0.38976073,1.227737,-0.5201851,-0.6566313,-0.9505338,-0.77485967,-4.1205716,0.64597577,1.0723339,-0.9633791,0.6886461,0.46067482,1.3505855,0.5983475,1.3395617,0.42540878,-0.90119773,0.19466724,-0.7720158,0.12119762,-0.9478948,-0.2745862,-0.50886476,-0.4872689,-1.2944534,-1.1931211,-0.15205954,-0.25616556,0.605289,0.8316705,0.0012868047,4.014974,3.532858,1.2155342,-0.24500299,0.2687762,-0.34065455,-1.138819,3.6180696,-0.39818615,-0.6250686,-0.17042153,-0.13779415,-0.51491934,-0.32531345,-0.87984073,0.76607716,-0.7291884,0.053190738,3.090264,3.7184553,-0.8076075,-0.7320492,0.27793548,0.60765576,0.091311626,-0.5386083,4.6075573,-0.6711668,1.3241613,-0.9585451,2.260126,1.7795172,1.8765199,0.28111008,1.3329201,1.6533169,0.26699075,-0.8210021,0.09437204,0.5172497,-1.0259452
23038,-0.97587544,-0.5683967,-0.51050895,5.294686,0.2085588,-0.28066748,-0.37453446,-1.1789623,-2.0536993,0.5618454,2.869448,3.7396545,-0.105512574,1.0057,2.8638103,-1.741384,-1.3169825,-3.1172926,0.90115213,2.3420255,1.3897719,0.37331957,2.3592482,-0.85558087,5.250194,2.0724523,0.2824849,0.22145891,0.70521593,1.1808577,0.34485,1.77843,1.4309311,0.8139502,1.4633042,-0.29215,-0.050878808,-0.5694393,0.40002552,0.79861736,2.8216715,0.51750165,-0.667323,0.69605714,0.55222154,1.1971493,1.2979734,-2.5033512,1.9281356,4.303338,3.6948943,0.9346006,0.42194086,2.5012646,2.5986834,0.55709374,-1.9618286,2.0251691,0.39759484,1.9589552,1.4892011,2.5645611,2.2994075,-2.1971822,-1.1522105,-1.1239316,-0.24111605,0.004462853,0.7044017,-0.47467047,0.42166388,0.57431144,-0.684243,0.44670957,2.9398265,-0.031640157,2.7518709,-0.39060557,-1.6372669,3.420714,0.13161147,-0.17492643,-0.14456628,-0.07818,-0.33734483,0.30495232,-0.33235994,0.17478582,-1.3575532,-1.8321205,-0.16106182,0.9265537,0.22573397,3.537068,-0.0045877546,-1.321066,-0.3205902,-0.6833495,0.16304493,0.47250688,-2.3305526,1.0884404,-0.37458497,-0.6896567,0.9347896,-0.047908742,0.6385767,4.0176334,1.0680447,-1.0214536,1.8942595
23039,1.259254,-1.2722069,0.64959955,3.4043293,0.35310477,0.34270754,-1.8593056,-0.13426238,0.9462851,0.32713974,-0.24716143,4.4105024,-2.4731255,-7.64575,0.9916227,-0.569209,2.4652498,-4.0895596,0.30713063,-1.4094005,-3.9072013,0.61836874,-1.8938252,0.15291435,4.257433,1.1381311,0.23652673,0.69018495,0.95020807,2.8631587,-0.047450006,0.0025714636,-0.58654016,-0.37077692,-0.8253761,2.2782998,1.2283602,-0.9872408,0.37330928,0.9375793,0.7288318,0.2801839,-0.40389806,0.39418435,-0.0016031526,-0.18375175,-0.26460487,-1.380373,-0.4609262,-1.4849161,0.24655223,0.86958516,-0.69259834,0.4799368,-0.0041772276,0.39994344,0.09861851,0.84996724,0.22636275,1.2616297,-0.22980891,-2.7920322,1.4341422,-5.009794,-2.7875311,-0.073079705,0.5806018,2.4204094,-2.5333984,0.13247696,0.36491638,-0.6486284,-1.3563738,0.0045752227,0.1399633,-0.14690393,1.7201338,-4.53617,-2.3815439,0.19714005,0.02907312,0.6820093,-0.19306983,-0.033137307,1.0692813,0.31155413,0.63521075,0.06961018,-4.7770286,-3.6805897,-0.2612552,-0.39832872,-0.023054477,0.71144295,0.040106907,0.09653562,-3.9203355,-0.26263073,-0.4777388,1.5747236,-0.73585314,-0.72328705,0.3251872,-0.31137177,0.72312784,-0.9522248,-0.10808363,1.8036731,0.39829803,-0.5483303,0.05952642
23061,0.4552732,-0.84473944,2.6675773,2.347894,-0.1856943,0.36133847,-0.9919998,0.1887272,0.77081203,0.3091532,8.192599,2.5807347,-1.0223846,-4.9649,1.5999678,0.5958587,-0.9242856,-3.9110894,0.2630651,7.0873175,4.7792087,-0.03101714,6.3579044,0.05605498,3.8867226,1.3473454,0.72786355,-0.14857362,-0.059842188,1.5220277,-0.49965,0.07158603,1.6610373,2.058621,3.2974062,-0.50115,0.8010237,2.25244,0.7507864,-0.2819903,0.78468585,-1.0660374,-0.6766131,0.028374435,0.3171548,-0.040391482,1.6818962,-0.34477708,-0.22967479,-2.8448036,-2.5947776,3.8347876,-0.38827777,2.829008,0.3884947,1.7836564,-0.35814592,2.4618123,-0.78250027,1.2950156,0.89115274,2.8989692,3.319049,-0.1659857,-2.0673761,0.21133912,0.81919664,-0.550635,-1.4851174,0.010555521,-3.0633419,-3.618534,-1.3341453,-0.024363035,0.4262513,0.10177463,6.4250507,-1.7542627,0.39694822,-0.14257772,-0.039262354,1.6091051,0.85507,-0.4548587,-1.1685009,-1.1080945,-0.2679419,-0.9659653,-6.3594065,0.19543064,0.71314055,0.79937816,0.27537706,-1.0293262,0.3373826,-0.5641147,-5.8091817,-0.29426306,0.6085601,-0.5091585,-1.7465976,1.2590705,-4.6161003,0.43585795,2.0243077,-1.8460269,-0.59128636,5.1708646,0.75753593,-0.41798168,3.941475
23076,-0.09233125,-0.6232193,-0.6489889,-0.01536122,-0.37165636,-0.7668565,0.98898053,0.06362316,1.3252454,0.34661832,-5.120476,2.1714547,-0.529203,-1.77235,0.66556305,1.01039,1.4123113,-0.7262566,0.78438413,-5.0599666,-5.0850906,0.5146303,-5.415085,0.9171848,0.30600116,1.3268535,0.4378934,0.89889234,1.9265177,2.6932774,0.1803,-0.98800933,-0.0554215,-0.48633307,-1.3111699,2.42,0.7976568,0.5517494,-1.3824663,1.8250291,1.9413754,0.45084536,0.53108644,-0.6698831,-0.45018786,0.1330369,0.1776698,2.688917,2.7389412,6.7703304,5.7564416,3.632143,-0.7219392,2.8272595,0.046759523,0.8298818,1.0236721,0.75866103,-0.4994951,-1.7916167,-2.1339664,2.008284,1.3317063,-7.0583997,-7.0247054,0.6247685,0.57036895,2.3105302,-3.8672166,0.2762975,-1.6735675,-2.1031857,-1.9900925,0.14024696,0.82028115,-0.016388804,-5.5738163,4.492698,-4.7457848,0.5006722,-0.3693498,0.10614563,-0.17806417,-0.3888458,1.2725741,2.2914732,0.7777908,-1.1171981,1.8526361,2.5044112,0.2814399,-0.22861388,0.2995792,0.8073746,-0.5168866,0.58411026,0.90768266,0.90848744,0.466865,2.1698055,0.45144066,-1.0609593,0.06606722,1.7602863,3.648337,0.8430838,-0.253868,-5.102401,-0.10211903,-0.5479306,-0.859643
23077,-0.8067729,-1.3074307,-0.6249181,-2.0341535,-0.03317528,0.053154353,-1.1585085,0.4990003,0.30637977,1.5906234,-5.2359424,0.4665319,-0.8691077,-6.4703503,0.30153245,0.40972078,0.421881,-3.5762513,0.3905853,-6.6961336,-4.7950196,0.69300723,-6.655573,-0.02447413,-0.36214387,-0.7352912,1.0485953,0.19979313,0.47197598,0.24913047,0.6339,-0.73118484,-0.1221073,-0.30872723,-0.39595962,4.29195,0.30835745,0.35692233,-0.39041847,0.4236366,-0.067087464,-1.8061991,-0.36370325,-0.75381577,0.1475744,-0.33218965,0.69615215,1.2741537,3.3131106,7.4579263,6.4087715,1.146626,-0.7348682,1.6902273,0.17623018,0.7454094,1.2189968,1.2575102,-0.15390587,0.18245715,0.048677087,-0.83368444,1.4102052,1.5865626,1.230119,-0.5286571,-3.326898,-0.027560577,-5.7583456,-0.09838221,1.2152,0.5278934,0.53336054,0.5440331,-0.25861657,-0.30325404,-8.646991,-5.848152,-5.1256375,0.7437675,-0.48120034,-0.099996775,-0.45859343,-0.85515136,-0.51015496,0.53731775,-0.33573255,-1.4606417,3.2659407,5.0150204,0.7709611,-0.06177768,0.390207,1.3710893,-0.69904137,-0.013888869,3.0259724,0.31460494,0.51353776,-0.6401178,-0.6191455,0.11855744,1.4343743,-0.019432575,0.06955567,1.1308241,0.34511408,-9.758635,-0.39899164,-0.2073529,0.6217926
2309,-0.6700913,0.04094065,-0.39938638,-0.4926312,-0.84975195,-0.05233924,-0.30211514,-0.86730844,-1.4473269,0.5100558,-2.4918404,-0.3226384,-0.57675827,6.7795496,3.4566257,-1.3953681,0.45891857,5.3940177,0.3484766,-2.3072822,-3.4208033,0.13942653,-1.6070467,-0.04615406,0.57272255,2.4529629,0.48164284,-0.5477594,0.08501953,-0.009594262,1.02425,-0.25701618,2.0206273,1.745079,2.1262362,0.94245,0.357175,1.2252252,0.5192529,-0.06866461,2.7064884,-0.53189117,-0.35092,0.46211132,1.2856718,1.1607062,1.0156538,0.56698275,1.4308972,-2.523314,-0.0020616092,2.8276277,1.6028957,4.1147366,-0.15329301,4.2993846,-1.1015619,1.5870063,1.1232655,0.7575489,0.7904074,2.3649716,3.7830343,2.0436368,3.2319255,-0.98972946,-1.1802753,-0.5185095,-2.9429095,-0.6485394,2.4344597,3.345544,1.6299062,0.40652394,-0.32915598,-0.9188227,-2.1097934,-0.0123519,-3.192113,-0.22789088,-0.3268308,-0.22976747,-0.07950595,0.43169498,-1.2683243,-1.4797037,-0.19083034,1.3487188,6.6127977,4.247478,0.83704627,0.8357861,0.6260628,0.8465587,-0.08839223,-0.17183916,5.502553,0.37857062,1.4259708,-1.1981282,0.35014477,-0.326941,-1.214423,-0.86929685,2.93346,1.270303,0.9024582,-4.2046223,0.30567762,-0.60439533,1.4791337
23097,0.1873861,0.13660505,0.2248977,0.30000022,0.9654933,-0.33476928,-1.290643,0.18983315,-0.46725795,0.750535,-1.8072044,1.8594794,-0.047853217,2.62095,-0.14232081,-1.2404618,1.949326,1.7970023,0.28647926,-0.7533323,-1.2273695,0.402814,-0.24557707,-0.26923686,1.7880126,0.3619302,-0.57003105,-0.06276944,-0.2574165,-0.2419464,1.0639501,-0.3018048,0.28622907,-0.13255495,0.11686838,0.15309998,0.84500194,0.3499269,-0.40229473,-0.12667494,-0.1767788,-0.5483487,-0.16940327,0.85276043,0.70758176,-0.047694355,-0.61986893,-2.11299,-0.26439747,0.42919186,0.22203678,1.2836405,0.69229496,2.2084813,-0.17781234,0.032863393,-1.0425872,0.991857,-0.40059817,0.4982616,1.341531,0.45589715,1.2898629,1.6688435,1.6964908,-0.844521,0.48662442,-0.33951375,-3.2222657,0.21359119,1.059941,0.07353536,0.10947241,0.36796835,0.32759228,-0.43141228,-0.64892435,-1.2540663,-1.448204,0.51213837,0.070611924,-0.16719839,0.60545635,-0.34641826,0.05707407,-0.59825003,1.463696,-0.38309675,-1.2397887,-2.6529064,0.21741459,-0.2732771,-0.49635062,1.1464559,0.09370543,-0.4671264,-2.5188067,0.16595984,-0.33669645,-0.49576637,-1.070031,-0.14018351,-1.3576086,-0.91081095,0.18971732,-0.7185683,0.6281464,-0.2981995,-0.5543838,-0.9625826,-0.055817798
23131,-0.40144628,-0.9201399,-0.38429433,-1.0757692,-0.20220602,-0.5965113,-0.2471486,-0.28440633,0.004634522,0.9301095,-5.8398013,1.4398687,-0.80001557,2.5774002,-0.6550258,-1.5340071,-0.21773392,1.8061733,0.29149556,-4.606387,-7.4510884,1.4391589,-1.7750692,-1.2245545,-1.5112712,-0.15828368,0.29741424,1.0965647,0.8882204,3.2894206,0.2795,-0.244549,0.06413007,-0.70847756,-0.7638255,0.54935,0.60065496,-1.4710062,-0.6212714,0.57061195,-0.20319682,0.040311404,-1.3342879,-0.17193174,2.357582,-0.27240086,-0.4580482,-0.22732359,-1.1309744,2.7966337,0.37679386,1.2826833,0.3819022,2.5342653,-0.69506115,2.3564198,-0.115471,-0.12653425,0.19416395,0.83511436,0.11266121,-0.11152598,0.35571527,-1.230861,-1.558526,-0.43538654,-0.54016286,0.22557771,-3.5698972,0.013137683,3.5732477,2.863264,1.1924903,-0.13746583,-0.4496819,-0.19405924,-7.609404,-3.1162739,-5.654361,0.19133356,-1.0336816,-0.70967066,-0.600345,-0.36981243,2.0519552,-0.10766667,0.3327898,-0.15713221,4.966544,2.8124948,-0.31179115,-0.058674403,-0.30632004,0.35451177,-0.77965796,0.32509437,1.7571055,4.302094,-0.042093873,0.31552646,-2.0337145,3.4753084,0.04406768,0.24143481,1.0109322,2.6225119,0.23375952,-8.07984,0.37040758,-0.5198147,0.77087265
23139,0.5062165,-0.12461287,-0.7460619,3.6054332,3.1588562,-0.75458515,-0.8359267,0.12311301,0.20278405,-0.7257465,9.753528,0.483519,-1.0523295,2.24335,-0.08923519,0.17421195,0.65441775,-0.35248348,0.3696499,9.089139,7.742283,0.9177979,7.4483376,0.033145875,1.6261992,1.0328801,4.488738,1.070529,2.0086837,0.5753202,-0.566,-0.54686993,0.1741524,0.88756216,0.6240518,4.5985003,0.9585674,2.2638783,0.95910263,0.18632203,1.886459,-0.2592498,0.26262206,-0.31796518,-0.319713,-0.5181662,1.2666299,-0.6752482,0.5384981,2.2120047,2.003852,0.87885195,-0.7140679,-0.052344985,-0.3090897,0.55338204,1.1341522,1.4161274,-0.9542328,1.9185663,2.3841395,2.2165034,1.4933057,5.3751755,5.7372937,0.9924771,0.50772995,1.8800542,6.156861,-0.46015567,3.0792146,4.3518085,0.49560165,0.055425957,-0.22924921,-0.6775068,4.5316515,-3.4572172,0.16942182,0.5294058,0.5305837,0.6994247,-0.3947956,-1.1928204,0.36706078,1.4246781,0.73882955,1.7052941,4.5421333,-0.4396428,0.7289332,0.2362465,0.057010308,-0.62616706,0.23644221,-0.24333659,4.6792173,-0.47349137,-0.14352782,2.0886033,0.8627875,-0.34724563,1.676079,-0.29090223,1.1597538,3.763146,0.54896563,9.074533,1.8929851,0.49944937,0.9196595
23142,0.12728192,-0.108895145,0.31391293,-3.211752,-0.32723054,-0.46451735,0.0736696,3.7973351,0.34415188,0.55267525,-4.973047,-1.3053417,-0.16957638,-3.4108,-1.1401591,3.8557377,-1.3232327,-0.3574226,0.3183806,-5.085907,-6.4180546,0.29851478,-3.1877313,0.44853938,-1.3200512,-2.6511796,0.16210102,-0.42988294,0.026343942,0.48585504,-0.043899998,-0.9754124,1.5442939,4.299322,1.4147092,-0.18220001,4.386555,0.30893034,0.293162,0.50958467,-1.5391662,0.12270467,0.92328346,-0.92000854,-0.41860402,0.26882303,0.5468121,-0.28608266,-0.45359486,2.0261478,2.4914732,0.42199743,4.2558517,2.8052113,0.6411971,-0.46202564,0.61161065,-1.1523472,0.043356173,0.61557406,1.1063988,-1.4588253,-0.62999326,-7.810553,-8.249745,-0.12420985,-0.22337574,0.37467572,-4.4998384,-0.15281561,-1.0413244,-2.206099,-0.231489,3.582498,0.6042328,0.098878,-4.717065,-2.4818392,-1.268374,0.04294246,-0.6875645,-1.5562661,-0.29538625,-0.028655313,-0.6120577,-0.22029354,-0.5721842,-1.1642219,-3.5629478,-0.18267307,0.6535936,0.42683777,3.5138888,0.16041648,-0.23028815,-0.16558163,-0.39301604,3.9475183,0.15366459,-0.44429532,1.2134912,0.07317501,1.4614631,3.3958359,-0.32678014,0.59537756,-0.16912898,-5.356368,-0.13570572,0.2913782,-1.509211
23149,0.4517983,-0.8891711,-0.06427571,-0.36323196,0.059402168,0.21576296,-0.18036108,-0.3824844,-0.22623265,0.48403972,1.8517435,0.119098455,1.5267353,4.4654503,-0.9159507,0.9496542,-0.16895407,-0.9512278,0.27570266,5.081649,0.8436395,-0.16358858,2.296235,0.053872857,-0.9954059,-0.08781442,-0.22163449,-0.2344759,-0.09688975,-1.1527928,-0.0931,0.7170155,0.05613859,-0.093094945,0.14817387,0.27589998,-0.31341994,-0.026413947,-0.55096,0.39719683,0.112882674,-0.19084045,0.09258736,-0.77174735,-0.121602714,-0.72463137,-0.047180936,0.34268045,6.789599,8.389612,7.062294,-0.50714874,-0.12334077,-0.9626178,0.7719364,-0.6156922,-0.52651364,0.282203,-0.047860518,-0.12566955,-0.37484077,-0.37768936,-0.57026935,-0.99559665,0.70381963,0.28402376,0.5786176,-0.072793126,1.0220566,-0.35512853,-0.58704275,1.1400329,0.5155343,0.05378601,-0.30129462,0.577701,1.6959859,0.42304832,0.9903504,-0.12485272,0.2278112,-0.31812486,0.24926019,0.19052763,1.8439955,0.10826416,0.30233732,1.0233608,2.3128786,3.8041143,-0.35554338,-0.29150233,-0.69216365,0.0132282525,-0.02283907,-0.22615767,3.0454433,0.029647537,0.34227636,1.005541,-0.061743334,0.008494824,0.37147325,0.3442191,-0.44950312,0.4487184,0.02252698,1.9014287,-0.6992197,0.034123003,0.46644706
23161,-0.39703563,-0.52052176,-0.4489011,4.5130253,0.361638,-0.31896582,-0.88217473,0.15923941,-1.2160683,1.4281799,1.5332103,4.30855,0.27062595,-3.5307999,-0.09607378,0.40869167,1.2135291,1.7025608,0.103539854,2.4219272,-3.613686,0.84670174,1.533431,-0.99308145,4.4471273,1.2873262,0.9741299,0.57207906,1.169726,-0.6608375,-0.4405,4.489039,-0.012487635,0.094142735,0.5100025,-2.5545502,-0.11355339,-0.15443777,1.0303402,0.78473735,0.18803507,-0.5925292,0.6618961,0.4035902,-0.018144768,0.22639123,-0.8451791,-1.0830718,-1.3375182,-0.6873331,-0.1638655,-0.3346907,-1.0722258,-1.2069116,-0.3553466,0.47758824,0.8433211,0.49940845,-0.18020478,0.07041702,-0.20159501,3.4820755,0.41892752,-8.091993,-7.238571,0.21883276,0.25349158,2.429844,-4.696144,-0.8819024,5.398426,6.1395397,0.5685682,0.37435424,-0.8658745,-0.037602313,1.5896308,-3.0391436,0.58931965,1.1489345,0.027701508,0.6329786,0.27676064,1.3194339,2.8574183,1.6533474,0.71196544,1.020089,5.1804676,3.6894808,1.2979994,0.4765926,0.06684321,0.46656764,-0.7608539,0.540898,6.3898005,-0.88830185,1.7898169,1.1528109,2.0673585,3.31049,4.22213,-0.44000784,0.010331303,8.068693,0.33076027,1.9486296,0.7304771,-0.55643,-1.0042
23200,-0.2318161,-0.31351727,0.61181426,-0.113263965,0.4747464,0.7966771,-1.1476249,-0.7379318,0.018331423,-0.42764297,1.2353588,0.48930907,-0.880806,3.49935,0.6981574,0.7249733,-0.049255654,1.6004171,0.6088745,0.65423024,-1.6654773,0.2658802,2.3996973,0.58077896,0.1452986,0.7863573,1.0314419,0.016545579,0.35652834,0.4362469,-0.7767,0.18238708,0.35516495,0.048137277,0.78351825,-0.06715,-0.4507654,0.2124129,0.08097389,-0.27021,-1.0023141,0.61002785,0.5840019,0.84871274,-0.55318314,-0.08435175,-0.41583043,-0.7173145,0.47974932,0.1874702,0.04873775,0.57156676,0.12107146,1.3658233,-0.17020234,-0.06062424,-0.4029077,-0.31051004,0.48956454,-0.1497513,0.67443746,0.13097164,-0.30173427,-0.467471,-0.0450677,0.3152736,0.38712975,0.43802384,-2.3551962,0.07326862,-0.7698119,-0.39569148,0.27580166,-0.76785517,-0.94607484,0.21105312,1.7029835,-2.309604,0.72282284,-0.1254915,1.3594368,0.38107204,-0.47298336,0.07785134,0.9131711,0.8931407,0.07923624,-0.22245148,0.5530326,1.6179093,0.501204,0.02882561,-0.0071363747,-0.04412487,-0.4481293,-0.6370394,0.83961684,0.3613152,-0.78051275,0.007775426,-0.17048264,-0.22798392,-1.2252965,-0.54634035,0.10882345,0.49174592,0.15410934,0.81934357,-0.2829613,0.10015717,0.7746642
