,ST16924,ST17220,ST17263,ST17530,ST17584,ST17589,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25587,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25945,ST25947,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26267,ST26349,ST26374,ST26376,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST27000,ST27049,ST27058,ST27087,ST27088,ST27219,ST27223,ST27280,ST27284,ST27399,ST27403,ST27522,ST27526,ST27540,ST27602,ST28012,ST28016,ST300,ST364,ST377,ST403,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST689,ST823,ST967
51569,-0.14698985,-0.9227311,0.25593817,-0.6758018,-0.3643173,0.6829405,1.2892377,-0.41083902,0.7136334,0.3663993,-1.0843886,-0.21525005,-0.18394202,-6.4389,0.74021685,2.4980078,0.69595027,1.4912453,-0.2173993,-0.20605405,-4.3764076,-2.3562806,-0.17757416,0.6744136,0.05430934,-0.4064596,-0.42023864,-0.2093594,-1.0248744,0.01882796,0.066599995,2.3333845,0.37642014,-0.39944026,-0.37780136,-1.33865,-1.2268838,0.5535221,0.10228722,1.6744952,-3.9636877,-0.12173253,-0.26116514,-1.1616558,-0.76845896,0.09549208,-0.11717567,0.7289945,0.49336335,-0.48824573,0.05421736,0.8416002,-1.0191568,-0.058149263,-2.7578633,-0.8174633,2.5738747,-3.8805196,-0.43276107,-1.1124825,-0.4364598,-4.066796,-0.19121297,-3.0040765,-3.4926677,0.23045467,-0.89686227,-0.9002076,0.69891596,0.2592945,1.5445031,1.4459379,0.31371933,-0.06413178,-0.20646223,-0.27712533,0.2437078,0.10321508,2.3140743,-0.3014242,0.06512025,-0.31574675,-0.7541486,-0.7260512,-1.4798346,-0.8221643,-0.30053896,-1.6499449,-1.8402041,1.1419598,0.45220447,-0.47289842,0.16715787,0.22670652,-0.01945822,-0.7159454,-0.21706283,0.3160391,-3.3237777,-1.7287123,2.7429323,1.2345961,1.2936205,-0.8293849,-0.26984388,1.716433,0.026141346,0.25808245,-0.97850937,-0.033878714,0.010771349
51599,-0.13259014,0.86763763,2.3546586,-1.0570493,-0.44312608,-0.14514278,0.54917777,0.28491044,1.5624825,-1.0014787,0.8848276,-1.1083424,-0.17450994,10.0,-0.50688183,1.2757349,-0.5385018,4.253137,0.48298076,1.7966065,2.285401,-0.6100527,4.494899,-0.010960132,-0.9697617,-0.5994155,0.22782652,-0.26867694,-1.2446356,0.37256554,0.0208,-1.2485462,0.90624017,1.6293285,0.81224465,-0.2387,0.05185607,-0.041109435,-0.48473108,-1.0807395,-0.4024036,-0.24927548,0.28730595,-0.90013325,0.7722605,-1.5827096,-0.70834553,0.6616757,-0.3283682,-1.0746695,-2.0712535,3.5477638,0.5978701,0.115592115,-1.0590844,-0.9709677,-0.18239543,-1.4934512,-0.17032713,0.01171495,-1.4279215,-0.63315284,-0.7469606,5.985178,8.133111,3.297034,-0.36954516,0.20545527,0.14211503,-0.2500232,-0.49576697,-1.3882434,-0.56658685,0.28902608,1.2604985,-0.47351378,1.8004751,2.7198188,1.4919634,0.651755,-0.7106167,0.94166625,-0.47808737,0.27950117,-1.4322642,-0.98353374,-0.8217052,-1.6394676,-0.78868264,0.77965987,1.010739,-0.42826897,3.2368505,-0.7812693,0.0020745285,0.72886324,-0.63542694,-0.19909307,2.501114,-0.021477778,2.3039093,-0.54863954,0.6205787,0.2967613,0.24074942,-0.3639839,0.3321358,1.1966279,-0.83690566,3.9285226,2.4230075
51635,-0.5364173,0.22655383,0.15267289,1.3394411,0.28496927,-3.4465976,2.5093346,-0.08237331,-0.96683383,-0.32684812,0.020182252,3.2300286,-0.102045566,-2.5523,1.0132606,-0.76857114,1.358434,2.5155654,0.11251772,0.75301856,0.3124961,0.0068077967,0.8788164,0.21059376,2.903904,0.5596124,0.40526983,-0.65384215,0.05696135,-1.4123611,0.0062000006,3.2709827,2.1398757,1.8209298,2.2761588,-0.2514,-1.0401338,2.6057415,0.37587267,0.39572537,-10.0,2.2159765,-0.5591814,-0.29120782,1.1043909,0.40432078,-1.8589885,-0.6160039,0.9343277,-4.3034377,-2.01764,2.8944411,-3.6259122,2.0027306,0.20908308,0.58523244,-0.6156119,1.2438992,0.37873414,1.3072009,1.4853576,1.4568057,0.9090121,-3.9852018,-6.1027846,-1.1440414,-3.818153,0.95842206,0.7484781,-0.3720314,2.6549573,2.8214698,-0.43016428,0.56238604,-0.2734229,-0.502645,0.6546583,4.016726,1.3014326,-0.5073741,-0.5968034,0.030224528,-0.07297617,-2.1668115,-0.22131191,0.080980524,-0.71192443,0.86584365,-3.8671513,-4.390011,-0.7549972,0.4788606,-2.983613,0.37193248,-0.16457722,-1.3805448,-3.818766,-0.11246923,0.8236556,0.6633581,1.0478929,3.1999447,2.294088,0.5198137,2.2233763,1.0741274,-3.243211,0.94411194,0.09802249,0.37389427,0.6236526
51719,-0.3730709,0.37919438,-0.20216474,2.1926267,-0.383994,-0.4159328,-0.5272003,-0.7818576,1.835853,2.4596674,-4.5227838,-1.1599814,-0.49061298,-7.4803,0.29640144,-1.9613109,-2.6541207,-1.820257,0.13131773,-4.2817497,-6.6328235,0.09709487,-2.33411,-0.07013938,0.4492937,-0.3156473,0.23642914,-0.79678136,-0.48922628,-1.3029404,0.64015,2.8831632,2.0883052,0.81512564,1.250238,0.2743,-0.74762595,3.6831818,0.57401514,1.5115699,1.7871411,1.5941032,-1.0116504,-0.36342397,-0.46343783,-0.12864819,-0.5828236,-0.06775686,0.2070287,3.5331378,2.7074642,-0.57700366,-0.49730453,-1.2990814,-0.16450568,0.24860843,0.4731242,0.1424155,0.3536451,4.954927,1.8962367,1.2652532,0.83670574,-1.2226567,-1.2584996,0.8890615,-0.31838152,-0.97602606,-1.5851429,-0.9534303,1.11291,2.715251,0.66007555,0.051265895,-0.5494174,0.48738003,-1.3030524,-1.6549771,3.6963587,0.5185752,0.085958675,0.64116424,-0.6158498,0.15411979,-1.7221537,-0.473852,1.1249609,0.17693783,0.4062831,4.260071,0.22943904,-0.5051373,-0.95133644,0.74943316,1.6929582,0.33219707,3.6395907,-0.3937539,0.3614379,1.311619,-2.1658938,1.8169959,1.2003059,-0.008852981,-0.5989672,1.5019362,2.9158971,-0.30088598,0.6417794,1.7872283,-0.95602685
51742,-0.38298628,-0.32153374,0.08298455,0.7757215,0.3274647,0.4604209,-1.0274309,0.27167276,-0.37790647,0.5151234,-0.96504426,0.1696436,0.330463,-0.5046,0.72178876,0.16127011,1.3091937,2.4717987,-0.3029977,0.3627634,-1.6011581,1.3825426,-0.90117115,0.0540711,0.948457,0.20644775,-0.8871297,0.0910625,0.89170134,0.71157926,-0.63785,0.45959347,-0.57029074,0.38854775,1.0200989,1.3246,1.0865538,-0.2912735,-0.33789876,-0.17448941,-0.3742631,0.7132513,-0.3753265,0.5953422,-0.07174644,-0.63916594,0.11335832,0.25292894,0.26605678,-0.4759765,0.38848284,0.97671604,1.0787684,1.4443799,-0.57202023,0.07042235,-0.88052106,1.1450937,-0.28145677,0.3328911,-0.037386924,0.49426636,0.032758623,1.7348766,2.1476667,0.53163,0.25240272,1.0354959,-0.7365139,-0.45987865,2.8815024,2.6190362,0.4734323,-0.034042597,-0.011224702,-0.6679996,-2.7612536,-0.078290075,-0.28454167,-0.260081,0.09520334,0.022947937,-0.6463238,0.00033701956,0.47766665,0.17664474,-0.20621464,0.687906,4.703433,3.5831194,-0.7514213,-0.0400756,0.3728093,-0.67050755,0.033754323,0.5277056,4.7152987,-0.1130898,0.32459813,0.43550366,-0.58406544,0.74750066,0.12828955,0.009774461,1.0044006,1.9574108,0.55602425,-3.0441048,0.49438143,-0.020990968,0.6820288
5211,-0.28934595,0.83264565,0.18365616,-3.0323317,-0.913283,0.37494844,-0.55003524,-0.52839136,-0.80353665,-0.877704,6.640666,-3.2161736,0.017189428,-3.53685,-1.3038036,-2.4479547,-2.5590682,1.2181219,-0.54217845,4.479396,5.096444,3.193001,5.790604,0.7165991,-2.952227,-2.111777,-1.2008727,-0.9743633,-1.7851782,-2.5819647,-0.3336,-0.12656985,-0.3546611,0.90152264,-0.096000955,-0.95814997,-0.47409707,-0.5807639,0.37185746,-2.0321174,-2.4383075,-1.9062297,-0.5458657,0.1431428,-0.27510262,-0.1551148,-3.475152,-1.1102929,-1.7859707,-4.0967336,-2.7029178,-1.4301778,-0.559628,-0.11000106,0.19199367,-0.9520381,-0.7375659,-1.1076988,0.28647202,-0.13044812,-0.12631184,-3.380746,-2.1126695,-5.9186406,-5.427533,-0.6996663,-1.0486554,1.1585746,4.0020914,0.64524996,-4.4581556,-5.8851895,-2.0287085,0.38127482,0.28259397,0.38322616,4.597171,-2.1520853,1.2373544,-0.8156143,0.26564133,3.0409002,0.19390205,0.62715775,-2.5563245,-2.2262883,-0.24142459,-1.2626306,-3.4733264,-3.3910904,-0.6417651,-0.1436651,-0.6963469,-0.84037113,0.24848455,-0.6870705,-2.565943,-0.07575435,-0.6721506,1.9419491,-2.0074215,0.68137896,-3.294376,-0.5272034,-1.651095,-4.8810225,-0.0020635277,5.0430503,-0.8674185,-0.6858124,-0.24437392
5223,0.1438255,0.10161351,0.31907272,-1.2366966,-0.8797357,0.24105419,0.39439243,-0.16214022,-0.03065784,-0.97915804,0.79956686,-2.2458613,0.515183,-0.47564995,-2.1765513,-1.1777505,-2.6226275,1.5737046,-1.0802861,0.66296744,0.93438876,-0.6456052,1.6619765,0.21017858,-1.9161571,-2.2766535,-1.6292899,-1.035047,-5.151879,-3.053577,-0.4168,-1.854651,0.14867932,0.025942937,-0.13379075,-0.19240001,-0.7198502,-0.61411417,0.64965355,-2.8221626,-2.2079544,-1.4607471,-0.44662508,-0.51406527,-0.54664665,-4.279907,-2.4803376,-0.045462348,-0.4503775,-1.4859506,-0.24363308,-3.7734551,-0.8647723,-2.3846564,0.5034852,-1.1621876,-0.9354058,-2.6834052,-0.21590543,-0.8587417,-1.0848308,-2.6385996,-2.9809499,-2.3102634,-1.7470042,-0.16304958,-1.0789771,-3.2071779,0.27059543,0.14445491,-1.0286036,-1.90581,-2.9852543,0.25342402,0.021201365,-0.65864307,1.6030498,-0.77682674,1.0618341,-0.21474199,0.10730686,-0.07464376,-0.028736763,1.1788275,-3.1086838,-2.5389795,-0.22684872,-1.6557379,-5.427078,-4.9952364,-0.21834645,-0.12983605,-0.6956457,0.0982932,0.5987226,0.2214778,-4.050814,-2.8578355,0.021805067,-1.6062799,-1.9803637,-0.98094887,-1.0868424,-0.7877242,-2.5000572,-1.3302722,-0.022827402,1.3568978,-1.9822893,-0.4068938,-1.8379962
5236,0.0459356,0.83381844,0.6138693,-0.3539988,-0.7504059,0.95549625,-0.14094855,-0.5487383,-0.45309484,-0.39381862,0.39215413,-0.40274557,0.29212236,-3.6865,-0.72024906,-1.5788805,-0.44533747,-2.0835824,-1.173916,0.61562556,0.26408374,0.96491164,0.91321343,0.60286057,-0.34340727,-0.8051174,-0.6397523,-1.3125383,-1.4255886,-0.5423855,-0.40399998,0.63331646,1.148597,1.8746402,1.4287388,-0.9444,-1.403615,0.59988,1.5195298,-0.67336136,-1.1150312,-2.524387,-0.23443063,-0.28353882,0.030642807,-0.68064535,-0.9736453,-0.6942408,-1.7764151,-6.4711013,-4.8438993,-1.2631013,-0.59703946,-2.0319808,0.47821036,-1.1993024,0.008418962,-1.6987152,0.43116698,-1.0413293,-1.3841939,-0.011593379,-1.5088332,-2.0247972,-2.3695476,-0.38062614,-0.21615753,-0.2764007,-0.5739275,0.324739,-1.0839033,-2.8560028,0.1050891,-0.089943364,-0.041559845,-0.44513053,1.5451016,-3.033008,0.54784524,-0.8138822,0.26009542,0.46514332,-0.123985484,0.6809262,-0.82662505,-1.392829,-0.17213565,-0.086682096,-6.770925,-6.256875,-0.22217458,-0.44064045,-1.007405,-0.7175126,0.5449871,-1.0105977,-7.390299,-0.39927074,0.887799,-1.9986359,-2.6577187,0.80476844,-2.7328832,-1.1455743,-1.4582684,-1.9210129,0.30587363,1.4301325,-1.3710431,-0.043677434,-1.6941471
5255,-0.038019393,0.90711564,0.24129876,-1.1834099,0.075989425,-0.48526776,2.2931855,0.09804128,-0.8755646,0.10474878,-0.7497574,0.19518423,-0.60708314,-1.0678,-0.46558812,-0.9618977,4.060323,-0.7339077,0.044924453,7.3999567,2.5340464,4.7494407,0.25469875,0.5969876,-0.4370082,-2.418204,0.4278983,1.224246,2.1831584,1.3756495,0.019999996,-2.5386193,0.094414115,-1.5621979,-0.5499179,0.70055,-1.8508893,1.3570515,2.1177752,1.5100834,-0.8270022,2.432356,-0.3043841,0.039289795,1.3451366,-0.1397616,0.6450511,0.1652982,0.6510153,-2.4816291,-0.27512705,-0.9593445,-1.1737778,-0.08797601,2.52404,1.8054239,3.6006203,0.07287499,0.04867006,-0.0082332045,-0.25456634,0.1387919,-0.21795553,-2.5630507,-1.568619,-0.84624887,0.7948521,3.5153155,1.9338386,-0.034075543,-2.2873275,-2.1529453,0.25385714,0.042194992,0.5181048,0.0022734404,4.212178,-2.2698712,4.9079013,1.1416582,-1.7895334,-1.7526002,0.19880396,0.29036537,0.49697655,0.9832266,0.04273068,1.1522262,-3.4626684,-3.985136,0.4581582,0.5513036,0.12200256,0.014617182,-0.33360016,-0.36940497,-4.22868,-1.1102695,0.3902647,0.7334363,0.08564487,0.32361114,0.6925967,-0.2643158,-1.9100938,-0.5008911,-0.18108627,2.2828505,0.69555867,-0.7960553,-1.893415
5257,-0.44924986,1.0361869,0.42801386,-1.084846,-0.1863518,0.5680477,-2.6816216,0.06807034,-1.2322798,-1.7862399,5.6030693,-1.3762898,-0.13327196,-6.3130503,-1.3159449,-0.6168905,-6.375809,-6.6385775,-0.3551396,5.763233,4.40349,-2.3412144,6.2247887,-0.8761809,-0.27704787,1.0016992,0.19546705,-0.83273196,-0.30155987,0.45202753,0.1647,1.3197138,2.3440995,1.4743114,2.203769,-1.1934,0.8281441,1.0931733,0.4146095,-1.3176634,-1.356657,-1.6351991,0.056076944,0.77310395,0.122486174,0.24304092,-0.43303776,-3.719472,1.1463006,0.572091,1.9898832,-0.60432833,0.95294213,-0.18446669,-1.2970651,0.089797914,-3.9866667,-0.7906354,-0.16635256,0.6423437,0.49374837,-0.287044,-2.375319,-2.949631,-2.8263454,-0.38591152,-1.2171726,-1.4434047,-2.8247323,0.1956467,-6.5190945,-6.6223016,2.5271316,0.09287414,-0.061123535,-0.48177335,6.2484374,-8.54662,3.74813,-0.15670498,0.32694167,0.032013685,-0.011884779,0.50695896,-0.7179427,-1.2522933,0.45172274,0.5330763,-0.5003911,-2.7456589,0.47560304,0.8166714,-0.6178834,-1.0108621,-0.18980135,0.2436585,-0.85744137,-0.258752,-0.6273557,-0.62133604,-0.03118208,1.729707,1.032259,-0.6653192,0.42330635,0.032873586,1.0978193,6.0515513,0.23660399,-0.54160094,0.13953972
5261,-0.4734912,-0.08590801,-0.121410795,0.89920783,-0.32188687,-0.7050556,0.59944594,0.5008124,0.71653396,0.81977594,1.4553854,0.96452904,0.12101853,7.34835,0.4727671,0.33297074,2.4125051,-0.46709642,0.47979307,5.0646477,2.6969543,0.1454574,2.968652,-0.026519984,0.2472395,0.9748329,0.36632806,-0.1362546,0.19500966,0.49222645,0.60400003,1.1688557,-0.01652985,-0.5445001,-0.08815016,1.0502,0.64951754,0.5716618,-0.6255853,0.41682318,0.5080291,0.115613535,0.15814403,-0.016245589,-0.4887456,0.71956825,1.234954,-0.93810034,-1.8960966,7.622924,3.5583205,1.2422478,-0.7072657,0.32805055,0.26486033,-0.16263463,1.1180507,0.87923706,-0.5891691,-0.3551744,-0.610141,0.2845832,-0.7194737,2.183167,3.1394882,0.1914868,0.3105459,0.035999484,2.7177222,-0.11601797,3.7434192,5.095389,-0.46220577,0.058099598,0.3588327,0.37529328,5.4100223,1.8244374,0.3896296,-0.1789282,-0.5822548,-0.67465305,0.38144058,-0.8234838,1.1943605,0.8951749,0.96064925,-0.017202705,1.1113824,1.6069705,0.40840837,-0.30293846,-0.10561234,-0.08421387,0.14383386,0.263421,2.760611,-0.47113162,-0.19967301,0.09623191,1.1765683,1.0074238,3.7376187,0.92421633,1.3388842,6.052438,-0.3281903,3.7311316,0.29994807,-0.26518762,0.6274483
5287,0.071893185,0.23083447,-0.5791627,1.8058541,-1.0803707,0.027591899,-0.6211584,-0.14657341,-0.75746614,0.1320165,1.4382834,1.6653136,0.008447006,3.4938,-0.6143578,-1.8717352,-0.7491008,-0.77231276,0.28223956,1.6498654,2.1038785,0.527621,0.5547417,-0.44769236,0.71263516,0.68687403,0.85634184,0.002761364,-0.011537284,0.5003442,1.3456,0.17553826,3.3506145,3.2842832,4.4274445,0.026499987,-0.9195768,3.6090832,1.1068032,1.1268536,0.95135885,0.16835557,-0.27140278,-0.16811705,-0.32442066,0.6131075,1.8612983,-0.3031952,0.99411994,-1.0144436,0.30128446,-1.9509133,0.15553114,-1.2939813,0.2660731,-0.6024853,-0.10127649,-0.98399675,-0.35404617,1.1495113,0.4975168,2.2920127,0.7403846,-0.262888,0.08892779,0.020980489,-0.07855022,-0.034616433,1.6641114,-0.5087157,-1.1436548,-0.24116561,-0.665911,0.213278,-0.56862533,-0.60332286,1.3494899,1.0433683,0.540975,-0.39936984,-0.016194284,-0.4277663,-0.3262778,0.34660405,-0.5667382,-0.2979346,-0.5924151,-0.4370677,0.6855218,-0.9356842,0.55863833,0.32006577,0.6665758,-0.62751037,0.040614456,-0.6166222,1.0383027,-0.42212474,0.054987215,0.30922797,-1.6043835,-0.0154882595,-1.1267859,-0.45601025,0.14265202,-1.487792,0.6086223,0.9882777,-0.4601397,-0.32633013,-0.696817
5289,0.83004,-0.34351712,-0.09176411,1.5485177,-0.19857384,0.4435428,-1.4729321,-0.60731107,1.3995185,1.5480356,-5.801456,0.4135623,-0.5816457,4.8857,1.4656503,-0.7323088,-0.57666147,3.405427,-1.0179484,-3.8003287,-2.0608797,0.35414368,-6.5918837,0.14714336,2.2432098,-0.7617022,-1.1436337,-0.7599001,-2.2735136,-3.2803197,-0.26725,-0.48712814,0.006653078,0.45993626,0.34522858,-0.84375,-4.4124007,-0.6218262,1.0680454,-0.5397208,0.2389035,-0.95837915,-0.94160175,-0.5913744,0.31435162,-0.0058859587,-2.381584,1.0881946,-1.3535606,1.6572596,1.8780558,1.7709112,-0.65477043,2.239269,0.18786813,-0.8471912,-1.1311693,0.63027894,0.054697648,1.1215543,1.2025008,-1.4141817,0.2968912,-5.4497304,-6.6992016,0.6899353,-0.2114409,-1.7114401,0.048704922,-0.29793182,3.529296,2.7550063,-0.28229475,0.08546558,-0.52908176,-0.12229201,-7.2055793,-5.4237313,-2.613998,-0.62094265,-0.3656935,-0.96146595,-0.2575398,-0.50990987,-2.3998427,-1.7539151,-0.882699,-1.2096323,3.2663858,3.2552233,0.13034657,0.09342925,-0.21600851,1.0369585,-0.20700018,-0.97578514,3.212981,-0.19046709,1.3734726,-2.0170898,0.67467237,0.4749991,1.5130908,-1.3242332,1.1432986,2.4222112,-0.412138,-3.013545,-0.6546494,0.8696149,-0.14409386
5290,-0.61641204,-1.2308108,-0.854664,4.5884,-0.22214475,-0.29321074,-1.7639879,-1.0776848,-0.94497174,-0.3731176,1.8500702,2.7502775,0.24815595,2.9397001,0.51544094,0.9799743,1.0590589,5.5668254,0.0066525936,3.837948,1.9986421,0.9557535,2.9005203,-1.6009568,3.6588292,1.7792915,-1.7038244,-0.13486129,0.5590129,2.2529912,-0.044549998,-0.51975995,0.23034647,0.48110905,0.8879752,-0.59575,0.69431764,0.7160779,0.36998895,-0.11217943,0.9517978,-1.5032427,0.9517468,0.30365157,-0.83496696,-0.124050036,0.017048135,-1.0035702,-1.5152307,-1.9391077,-1.1113119,-0.16035256,0.9379337,1.9528137,-1.2578713,-0.26456687,-0.8863734,2.384276,-0.11713061,1.5137079,1.1445467,0.9148699,-0.48420995,8.916897,9.057986,0.1504253,-0.07432029,2.7008069,0.22054344,-0.5237944,5.0989304,5.150323,1.1577041,-1.0367156,-0.61788803,0.0877375,3.8313127,0.4968332,0.37045276,-0.36836967,-0.4737321,-0.7399636,-0.4084093,0.11216378,1.3183329,-0.18970063,0.89714634,0.4531786,5.034421,3.1792862,-0.48759055,0.0668591,-0.7113615,0.31775597,-0.7622242,-0.21853827,4.570237,-0.5718855,-1.5159607,0.7675607,1.6107924,-0.66808724,0.5786668,-0.7128801,0.8116999,3.5408082,-0.27307227,2.9843645,0.11904013,-0.41370153,1.5885918
5300,-0.9534515,1.2017195,-0.8861295,0.15525348,-1.169554,0.04781893,0.70806104,0.37041008,0.14797437,-0.088552155,3.655724,-0.043629535,-0.015950024,-3.8498,-1.0305848,-2.66041,-0.88620764,-3.2196608,0.4486729,3.0263944,2.2701688,-4.9596195,2.0380785,0.07007837,-0.22798645,0.29544634,-0.33180946,1.0067462,-1.6353816,0.10477942,-0.03135,-1.6171119,0.53388345,-0.5143894,-1.5678148,-1.4279001,0.9183575,-0.43930462,0.27615958,-1.476933,1.751276,-0.81681585,-1.0211116,0.122170314,0.1467683,-0.35275656,-0.26784998,-2.9700108,-2.9203222,4.753978,1.8912871,-1.0061113,-0.42380813,-4.766875,-0.5361228,-0.12172827,-0.8296596,-2.196206,-0.24351974,-3.2863762,-1.0620549,-0.11350517,-1.4044939,-4.6427507,-4.169113,-0.82035923,-0.16040596,-1.3032672,1.4510202,0.44270778,-3.6827412,-3.2227407,-1.9671884,1.0374329,0.38012704,-0.1962646,3.302317,-0.5311344,1.6698501,-0.1839368,-0.5734031,-0.64733434,0.14783187,-3.7010837,-1.0816746,3.3976598,-0.4362007,-0.87302417,-1.081075,-2.4721522,-0.38259664,-0.5008429,-0.60029924,-1.3646429,0.6013275,-0.03267753,-0.9898057,0.7018294,-0.22655472,-0.91395795,-1.5553635,-0.50542843,-1.0850883,0.31497532,-1.2481511,-1.2349603,0.5725621,3.8199334,-0.14850509,-0.048165742,-0.8587162
5321,0.6425387,-0.31321865,-0.36805013,0.59931,0.18571526,-0.7372198,-0.45071417,-0.09699574,-0.79474056,2.5816562,3.063924,0.036456674,2.518301,5.5552,0.15355308,0.37650692,0.6928325,0.54478437,-0.9991665,4.418552,3.7961068,-0.17842674,4.5415487,-0.67349,1.2974789,0.69295955,-0.86398256,-0.3187082,-0.46227458,-0.48641327,-0.35309997,1.4840465,0.28008947,0.5277409,-0.10112849,-0.069850005,0.36322507,0.92281705,0.32465488,-0.8180888,3.0772648,-0.06578591,0.4378983,-0.3136567,-1.028831,-0.055744477,0.099776484,-0.43119887,0.47678986,0.17505862,1.0760164,-0.77322936,0.19994164,-0.16793814,0.028217673,-0.04706925,-0.13041943,0.032831885,0.5620938,-0.34379765,0.71938974,0.56562644,-0.57853544,2.940915,3.950195,-0.2334129,0.68883,-0.8006308,3.232753,0.25208455,0.5442738,3.4616396,1.2913992,-0.2963436,-0.30657646,1.7755275,4.403649,4.89091,3.0901065,-0.8003204,-0.07292481,-0.21559471,0.055664986,0.7676362,4.6473384,0.82171017,0.8327097,2.284251,1.7729728,-0.5543108,-0.6746173,0.23326531,0.05614397,0.37449032,-0.7527499,-0.3361412,0.024700686,-0.04454221,1.3464788,-0.22644773,0.4242562,-0.19295095,0.7755604,0.6136764,0.023286708,1.1704456,-0.104056485,3.0420487,-0.17566203,-0.7528303,0.016379878
533,0.06576303,0.115537405,-0.73708314,-0.22542095,-0.73910636,0.11462304,0.74901545,-0.7698869,0.6613209,0.62264454,6.1299596,1.339464,-0.6671735,-4.1429,0.19145182,0.7023114,2.2819328,0.9067005,0.03659515,1.287019,0.75132465,1.4441451,5.47111,0.60731274,-0.29006225,-0.9008869,0.2728838,-0.36678976,0.38997144,2.361887,-0.3426,0.43410861,0.61925685,0.40092927,1.4683387,2.20305,-0.22502069,0.31085324,0.41936532,0.57380635,-0.042856485,0.7438309,-0.18548301,-0.10478237,-0.044089034,-0.2973997,0.74706733,-0.82421523,1.1168957,3.00879,2.2981434,1.2730219,-0.24440095,-0.8335247,0.5109052,-0.51511586,1.3065463,-0.33298647,-0.71443224,-0.48032492,0.021850005,0.10545496,0.09632021,8.518457,8.535255,0.7920134,-0.39969403,1.1583705,0.34632286,-0.280151,5.3793488,5.8927736,-0.27015394,0.56000704,-0.34045088,-0.108039856,5.1800714,4.3147182,3.7251306,0.5663707,-0.057698444,-0.19316015,0.15409972,0.3815722,0.29717687,0.10811363,-0.18045552,-0.92644894,5.0190334,5.322279,-0.41304868,-0.76289874,-0.41099522,0.27652362,-0.3181373,-0.4675035,6.6913958,-0.63884926,-1.0558834,-0.7064448,1.4948032,1.1776224,5.840552,-0.14538878,0.6174229,7.0874834,0.18510042,3.4133105,0.07438213,0.80193555,-0.27407303
5331,-0.45980567,0.3572328,-0.21613503,-3.5461273,-0.39665037,-0.6208397,0.9497574,0.6474321,-0.5542039,-0.24832064,3.3245401,-2.4397707,0.07653661,-2.66485,-1.3178247,-0.5277866,4.5762844,1.7739546,-0.42974657,1.4790958,-1.8919727,-0.49478772,3.510815,-0.21015534,-3.5113814,-1.5202193,-1.424031,0.17905656,-0.041141078,-1.2014536,-0.9159,-2.7838635,1.566976,1.9125664,2.063507,1.0602,1.2512019,1.4873892,-1.057459,-1.6894987,-2.4448912,-0.5052329,-0.372227,0.21819189,-0.28974986,-0.5849469,-0.95987856,-1.5910769,1.8807279,6.1109266,4.6441736,0.21506222,-0.5145934,-0.08781339,0.26842913,-0.018136047,0.21095519,-1.6672211,0.15446648,1.950803,1.4971921,-0.46415263,-0.94870913,-3.968293,-3.273894,-0.35162583,0.507118,1.4361538,-1.879973,0.43901044,-1.3233628,-0.8476446,0.5434792,-0.43675572,1.0104549,0.15419434,1.7113029,0.45501012,-2.9917207,0.091706045,-1.0750456,-1.9582238,0.094370976,-0.9593754,-1.1335099,0.44953316,0.3895437,0.09481394,0.18398517,-3.690831,0.12490061,-0.21240038,0.19992581,0.061680794,0.013728723,0.78178495,-2.213427,-0.2047728,-0.066820025,0.5568428,-0.5486003,-1.3767126,-0.2860312,1.9469535,0.93756163,-0.12881514,-1.339706,1.1038054,-0.0042032525,-0.7780981,-0.42938808
